s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+01, 0.000E+00, 0.000E+00, 1.750E+00
 1.200E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.300E+01, 0.000E+00, 0.000E+00, 7.530E+01
 1.400E+01, 0.000E+00, 0.000E+00, 1.706E+02
 1.500E+01, 0.000E+00, 0.000E+00, 2.330E+02
 1.600E+01, 0.000E+00, 0.000E+00, 2.851E+02
 1.700E+01, 0.000E+00, 0.000E+00, 3.267E+02
 1.800E+01, 0.000E+00, 0.000E+00, 3.636E+02
 1.900E+01, 0.000E+00, 0.000E+00, 3.969E+02
 2.000E+01, 0.000E+00, 0.000E+00, 4.286E+02
 2.100E+01, 0.000E+00, 0.000E+00, 4.597E+02
 2.200E+01, 0.000E+00, 0.000E+00, 4.893E+02
 2.300E+01, 0.000E+00, 1.212E+02, 5.187E+02
 2.400E+01, 0.000E+00, 1.538E+02, 5.471E+02
 2.500E+01, 0.000E+00, 1.826E+02, 5.743E+02
 2.600E+01, 0.000E+00, 2.107E+02, 6.012E+02
 2.700E+01, 0.000E+00, 2.343E+02, 6.254E+02
 2.800E+01, 0.000E+00, 2.566E+02, 6.488E+02
 2.900E+01, 0.000E+00, 2.773E+02, 6.692E+02
 3.000E+01, 0.000E+00, 2.962E+02, 6.872E+02
 3.100E+01, 0.000E+00, 3.146E+02, 7.019E+02
 3.200E+01, 0.000E+00, 3.329E+02, 7.137E+02
 3.300E+01, 0.000E+00, 3.506E+02, 7.215E+02
 3.400E+01, 0.000E+00, 3.678E+02, 7.256E+02
 3.500E+01, 0.000E+00, 3.849E+02, 7.270E+02
 3.600E+01, 0.000E+00, 4.018E+02, 7.235E+02
 3.700E+01, 0.000E+00, 4.180E+02, 7.170E+02
 3.800E+01, 0.000E+00, 4.337E+02, 7.069E+02
 3.900E+01, 0.000E+00, 4.492E+02, 6.921E+02
 4.000E+01, 0.000E+00, 4.642E+02, 6.762E+02
 4.100E+01, 0.000E+00, 4.779E+02, 6.565E+02
 4.200E+01, 0.000E+00, 4.914E+02, 6.326E+02
 4.300E+01, 0.000E+00, 5.036E+02, 6.056E+02
 4.400E+01, 0.000E+00, 5.148E+02, 5.758E+02
 4.500E+01, 0.000E+00, 5.245E+02, 5.428E+02
 4.600E+01, 0.000E+00, 5.328E+02, 5.073E+02
 4.700E+01, 0.000E+00, 5.403E+02, 4.705E+02
 4.800E+01, 0.000E+00, 5.452E+02, 4.324E+02
 4.900E+01, 0.000E+00, 5.492E+02, 3.945E+02
 5.000E+01, 0.000E+00, 5.511E+02, 3.575E+02
 5.100E+01, 0.000E+00, 5.522E+02, 3.227E+02
 5.200E+01, 0.000E+00, 5.511E+02, 2.896E+02
 5.300E+01, 0.000E+00, 5.482E+02, 2.605E+02
 5.400E+01, 0.000E+00, 5.440E+02, 2.346E+02
 5.500E+01, 0.000E+00, 5.382E+02, 2.119E+02
 5.600E+01, 0.000E+00, 5.305E+02, 1.928E+02
 5.700E+01, 0.000E+00, 5.213E+02, 1.765E+02
 5.800E+01, 0.000E+00, 5.120E+02, 1.626E+02
 5.900E+01, 0.000E+00, 5.006E+02, 1.512E+02
 6.000E+01, 0.000E+00, 4.874E+02, 1.417E+02
 6.100E+01, 0.000E+00, 4.725E+02, 1.345E+02
 6.200E+01, 0.000E+00, 4.567E+02, 1.280E+02
 6.300E+01, 0.000E+00, 4.395E+02, 1.217E+02
 6.400E+01, 0.000E+00, 4.209E+02, 1.174E+02
 6.500E+01, 0.000E+00, 4.012E+02, 1.134E+02
 6.600E+01, 0.000E+00, 3.805E+02, 1.095E+02
 6.700E+01, 0.000E+00, 3.593E+02, 1.060E+02
 6.800E+01, 0.000E+00, 3.375E+02, 1.031E+02
 6.900E+01, 0.000E+00, 3.156E+02, 1.003E+02
 7.000E+01, 0.000E+00, 2.938E+02, 9.753E+01
 7.100E+01, 0.000E+00, 2.726E+02, 9.475E+01
 7.200E+01, 0.000E+00, 2.527E+02, 9.244E+01
 7.300E+01, 0.000E+00, 2.328E+02, 9.031E+01
 7.400E+01, 0.000E+00, 2.146E+02, 8.819E+01
 7.500E+01, 0.000E+00, 1.981E+02, 8.607E+01
 7.600E+01, 0.000E+00, 1.830E+02, 8.442E+01
 7.700E+01, 7.623E+01, 1.691E+02, 8.303E+01
 7.800E+01, 9.406E+01, 1.568E+02, 8.165E+01
 7.900E+01, 1.064E+02, 1.462E+02, 8.026E+01
 8.000E+01, 1.196E+02, 1.366E+02, 7.898E+01
 8.100E+01, 1.328E+02, 1.281E+02, 7.813E+01
 8.200E+01, 1.450E+02, 1.207E+02, 7.732E+01
 8.300E+01, 1.557E+02, 1.143E+02, 7.652E+01
 8.400E+01, 1.661E+02, 1.088E+02, 7.572E+01
 8.500E+01, 1.760E+02, 1.042E+02, 7.500E+01
 8.600E+01, 1.856E+02, 1.004E+02, 7.462E+01
 8.700E+01, 1.946E+02, 9.666E+01, 7.427E+01
 8.800E+01, 2.032E+02, 9.294E+01, 7.393E+01
 8.900E+01, 2.117E+02, 9.017E+01, 7.358E+01
 9.000E+01, 2.201E+02, 8.792E+01, 7.324E+01
 9.100E+01, 2.285E+02, 8.568E+01, 7.290E+01
 9.200E+01, 2.366E+02, 8.344E+01, 7.256E+01
 9.300E+01, 2.442E+02, 8.122E+01, 7.221E+01
