s,kW/m2,kW/m2
Time,"HRRPUA-15","HRRPUA-20"
 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00
 1.100E+01, 0.000E+00, 0.000E+00
 1.200E+01, 0.000E+00, 0.000E+00
 1.400E+01, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00
 1.700E+01, 0.000E+00, 0.000E+00
 1.800E+01, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00
 2.100E+01, 0.000E+00, 0.000E+00
 2.300E+01, 0.000E+00, 0.000E+00
 2.400E+01, 0.000E+00, 0.000E+00
 2.600E+01, 0.000E+00, 0.000E+00
 2.700E+01, 0.000E+00, 0.000E+00
 2.900E+01, 0.000E+00, 0.000E+00
 3.000E+01, 0.000E+00, 0.000E+00
 3.200E+01, 0.000E+00, 0.000E+00
 3.300E+01, 0.000E+00, 0.000E+00
 3.500E+01, 0.000E+00, 0.000E+00
 3.600E+01, 0.000E+00, 0.000E+00
 3.800E+01, 0.000E+00, 0.000E+00
 3.900E+01, 0.000E+00, 0.000E+00
 4.100E+01, 0.000E+00, 0.000E+00
 4.200E+01, 0.000E+00, 0.000E+00
 4.400E+01, 0.000E+00, 2.686E+01
 4.500E+01, 0.000E+00, 3.914E+01
 4.700E+01, 0.000E+00, 5.301E+01
 4.800E+01, 0.000E+00, 6.730E+01
 5.000E+01, 0.000E+00, 8.046E+01
 5.100E+01, 0.000E+00, 9.177E+01
 5.300E+01, 0.000E+00, 9.996E+01
 5.400E+01, 0.000E+00, 1.055E+02
 5.600E+01, 0.000E+00, 1.090E+02
 5.700E+01, 0.000E+00, 1.108E+02
 5.900E+01, 0.000E+00, 1.098E+02
 6.000E+01, 0.000E+00, 1.067E+02
 6.200E+01, 0.000E+00, 1.022E+02
 6.300E+01, 0.000E+00, 9.702E+01
 6.500E+01, 0.000E+00, 9.118E+01
 6.600E+01, 0.000E+00, 8.483E+01
 6.800E+01, 0.000E+00, 7.827E+01
 6.900E+01, 0.000E+00, 7.186E+01
 7.100E+01, 0.000E+00, 6.592E+01
 7.200E+01, 0.000E+00, 6.045E+01
 7.400E+01, 0.000E+00, 5.553E+01
 7.500E+01, 0.000E+00, 5.092E+01
 7.700E+01, 0.000E+00, 4.679E+01
 7.800E+01, 0.000E+00, 4.315E+01
 8.000E+01, 0.000E+00, 4.010E+01
 8.100E+01, 0.000E+00, 3.731E+01
 8.300E+01, 0.000E+00, 3.480E+01
 8.400E+01, 0.000E+00, 3.259E+01
 8.600E+01, 0.000E+00, 3.074E+01
 8.700E+01, 3.340E-01, 2.906E+01
 8.900E+01, 1.428E+01, 2.752E+01
 9.000E+01, 2.687E+01, 2.610E+01
 9.200E+01, 3.730E+01, 2.483E+01
 9.300E+01, 4.809E+01, 2.364E+01
 9.500E+01, 5.907E+01, 2.248E+01
 9.600E+01, 6.925E+01, 2.136E+01
 9.800E+01, 7.819E+01, 2.032E+01
 9.900E+01, 8.531E+01, 1.932E+01
 1.010E+02, 9.035E+01, 1.837E+01
 1.020E+02, 9.387E+01, 1.747E+01
 1.040E+02, 9.602E+01, 1.666E+01
 1.050E+02, 9.695E+01, 1.590E+01
 1.070E+02, 9.608E+01, 1.521E+01
 1.080E+02, 9.376E+01, 1.454E+01
 1.100E+02, 9.042E+01, 1.393E+01
 1.110E+02, 8.660E+01, 1.336E+01
 1.130E+02, 8.232E+01, 1.281E+01
 1.140E+02, 7.768E+01, 1.224E+01
 1.160E+02, 7.269E+01, 1.142E+01
 1.170E+02, 6.766E+01, 1.035E+01
 1.190E+02, 6.281E+01, 8.943E+00
 1.200E+02, 5.819E+01, 7.281E+00
 1.220E+02, 5.398E+01, 5.532E+00
 1.230E+02, 5.006E+01, 3.852E+00
 1.250E+02, 4.646E+01, 2.367E+00
 1.260E+02, 4.305E+01, 1.203E+00
