s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_16p00_025","HRRPUA-CONE_16p00_025","WALL TEMPERATURE-CONE_16p00_035","HRRPUA-CONE_16p00_035","WALL TEMPERATURE-CONE_16p00_050","HRRPUA-CONE_16p00_050","WALL TEMPERATURE-CONE_16p00_075","HRRPUA-CONE_16p00_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 4.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 5.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 6.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 7.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 8.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 9.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 1.721E-03
 1.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.587E+02, 5.821E+00
 1.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.587E+02, 2.125E+01
 1.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.466E+02, 5.819E+01
 1.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.466E+02, 1.215E+02
 1.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.061E+02, 1.644E+02
 1.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.061E+02, 1.894E+02
 1.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.502E+02, 1.947E+02
 1.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.502E+02, 1.920E+02
 1.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.841E+02, 1.872E+02
 1.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 1.593E+01, 4.841E+02, 1.818E+02
 2.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 1.826E+02, 5.613E+01, 5.112E+02, 1.758E+02
 2.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 1.826E+02, 7.289E+01, 5.112E+02, 1.698E+02
 2.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.449E+02, 7.875E+01, 5.335E+02, 1.640E+02
 2.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.449E+02, 7.850E+01, 5.335E+02, 1.582E+02
 2.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.890E+02, 7.744E+01, 5.519E+02, 1.526E+02
 2.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.890E+02, 7.663E+01, 5.519E+02, 1.478E+02
 2.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.237E+02, 7.574E+01, 5.675E+02, 1.437E+02
 2.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.237E+02, 7.472E+01, 5.675E+02, 1.401E+02
 2.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.519E+02, 7.367E+01, 5.809E+02, 1.365E+02
 2.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.519E+02, 7.265E+01, 5.809E+02, 1.329E+02
 3.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.753E+02, 7.183E+01, 5.926E+02, 1.293E+02
 3.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.753E+02, 7.117E+01, 5.926E+02, 1.249E+02
 3.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.954E+02, 7.077E+01, 6.029E+02, 1.194E+02
 3.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.954E+02, 7.020E+01, 6.029E+02, 1.130E+02
 3.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.126E+02, 6.897E+01, 6.120E+02, 1.060E+02
 3.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.126E+02, 6.688E+01, 6.120E+02, 9.769E+01
 3.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.277E+02, 6.361E+01, 6.201E+02, 8.998E+01
 3.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.277E+02, 6.070E+01, 6.201E+02, 8.365E+01
 3.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.411E+02, 5.867E+01, 6.273E+02, 8.026E+01
 3.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.411E+02, 5.675E+01, 6.273E+02, 7.779E+01
 4.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.530E+02, 5.477E+01, 6.338E+02, 7.362E+01
 4.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 1.721E-03, 4.530E+02, 5.196E+01, 6.338E+02, 6.926E+01
 4.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 4.810E-03, 4.637E+02, 4.831E+01, 6.397E+02, 6.495E+01
 4.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 4.284E+00, 4.637E+02, 4.379E+01, 6.397E+02, 6.071E+01
 4.400E+01, 2.700E+01, 0.000E+00, 1.361E+02, 1.554E+01, 4.733E+02, 3.904E+01, 6.450E+02, 5.640E+01
 4.500E+01, 2.700E+01, 0.000E+00, 1.361E+02, 3.603E+01, 4.733E+02, 3.455E+01, 6.450E+02, 5.190E+01
 4.600E+01, 2.700E+01, 0.000E+00, 1.810E+02, 5.268E+01, 4.821E+02, 3.161E+01, 6.499E+02, 4.683E+01
 4.700E+01, 2.700E+01, 0.000E+00, 1.810E+02, 6.446E+01, 4.821E+02, 2.946E+01, 6.499E+02, 4.143E+01
 4.800E+01, 2.700E+01, 0.000E+00, 2.135E+02, 7.360E+01, 4.900E+02, 2.845E+01, 6.544E+02, 3.694E+01
 4.900E+01, 2.700E+01, 0.000E+00, 2.135E+02, 8.141E+01, 4.900E+02, 2.756E+01, 6.544E+02, 3.296E+01
 5.000E+01, 2.700E+01, 0.000E+00, 2.399E+02, 8.747E+01, 4.972E+02, 2.652E+01, 6.585E+02, 2.959E+01
 5.100E+01, 2.700E+01, 0.000E+00, 2.399E+02, 9.055E+01, 4.972E+02, 2.542E+01, 6.585E+02, 2.661E+01
 5.200E+01, 2.700E+01, 0.000E+00, 2.621E+02, 9.284E+01, 5.038E+02, 2.451E+01, 6.622E+02, 2.432E+01
 5.300E+01, 2.700E+01, 0.000E+00, 2.621E+02, 9.434E+01, 5.038E+02, 2.384E+01, 6.622E+02, 2.487E+01
 5.400E+01, 2.700E+01, 0.000E+00, 2.809E+02, 9.331E+01, 5.099E+02, 2.321E+01, 6.657E+02, 2.579E+01
 5.500E+01, 2.700E+01, 0.000E+00, 2.809E+02, 9.089E+01, 5.099E+02, 2.259E+01, 6.657E+02, 2.646E+01
 5.600E+01, 2.700E+01, 0.000E+00, 2.976E+02, 8.748E+01, 5.155E+02, 2.196E+01, 6.690E+02, 2.525E+01
 5.700E+01, 2.700E+01, 0.000E+00, 2.976E+02, 8.332E+01, 5.155E+02, 2.132E+01, 6.690E+02, 2.315E+01
 5.800E+01, 2.700E+01, 0.000E+00, 3.122E+02, 7.887E+01, 5.207E+02, 2.068E+01, 6.720E+02, 2.128E+01
 5.900E+01, 2.700E+01, 0.000E+00, 3.122E+02, 7.483E+01, 5.207E+02, 2.004E+01, 6.720E+02, 2.061E+01
 6.000E+01, 2.700E+01, 0.000E+00, 3.253E+02, 7.151E+01, 5.255E+02, 1.938E+01, 6.748E+02, 2.165E+01
 6.100E+01, 2.700E+01, 0.000E+00, 3.253E+02, 6.851E+01, 5.255E+02, 1.887E+01, 6.748E+02, 2.260E+01
 6.200E+01, 2.700E+01, 0.000E+00, 3.371E+02, 6.507E+01, 5.299E+02, 1.861E+01, 6.775E+02, 2.316E+01
 6.300E+01, 2.700E+01, 0.000E+00, 3.371E+02, 6.123E+01, 5.299E+02, 1.832E+01, 6.775E+02, 2.226E+01
 6.400E+01, 2.700E+01, 0.000E+00, 3.479E+02, 5.719E+01, 5.341E+02, 1.805E+01, 6.800E+02, 2.118E+01
 6.500E+01, 2.700E+01, 0.000E+00, 3.479E+02, 5.305E+01, 5.341E+02, 1.777E+01, 6.800E+02, 2.008E+01
 6.600E+01, 2.700E+01, 0.000E+00, 3.577E+02, 4.895E+01, 5.380E+02, 1.779E+01, 6.823E+02, 1.887E+01
 6.700E+01, 2.700E+01, 0.000E+00, 3.577E+02, 4.521E+01, 5.380E+02, 1.814E+01, 6.823E+02, 1.796E+01
 6.800E+01, 2.700E+01, 0.000E+00, 3.667E+02, 4.220E+01, 5.416E+02, 1.850E+01, 6.846E+02, 1.799E+01
 6.900E+01, 2.700E+01, 0.000E+00, 3.667E+02, 4.003E+01, 5.416E+02, 1.861E+01, 6.846E+02, 1.928E+01
 7.000E+01, 1.049E+02, 0.000E+00, 3.750E+02, 3.845E+01, 5.450E+02, 1.788E+01, 6.867E+02, 2.136E+01
 7.100E+01, 1.049E+02, 5.946E+00, 3.750E+02, 3.701E+01, 5.450E+02, 1.694E+01, 6.867E+02, 2.193E+01
 7.200E+01, 1.371E+02, 1.750E+01, 3.826E+02, 3.570E+01, 5.482E+02, 1.603E+01, 6.887E+02, 2.175E+01
 7.300E+01, 1.371E+02, 3.319E+01, 3.826E+02, 3.481E+01, 5.482E+02, 1.593E+01, 6.887E+02, 2.064E+01
 7.400E+01, 1.613E+02, 4.881E+01, 3.897E+02, 3.417E+01, 5.512E+02, 1.620E+01, 6.906E+02, 2.005E+01
 7.500E+01, 1.613E+02, 5.582E+01, 3.897E+02, 3.347E+01, 5.512E+02, 1.619E+01, 6.906E+02, 1.975E+01
 7.600E+01, 1.812E+02, 6.084E+01, 3.963E+02, 3.252E+01, 5.541E+02, 1.569E+01, 6.924E+02, 1.872E+01
 7.700E+01, 1.812E+02, 6.531E+01, 3.963E+02, 3.150E+01, 5.541E+02, 1.486E+01, 6.924E+02, 1.762E+01
 7.800E+01, 1.978E+02, 6.738E+01, 4.024E+02, 3.049E+01, 5.568E+02, 1.424E+01, 6.942E+02, 1.672E+01
 7.900E+01, 1.978E+02, 6.740E+01, 4.024E+02, 2.948E+01, 5.568E+02, 1.442E+01, 6.942E+02, 1.708E+01
 8.000E+01, 2.126E+02, 6.678E+01, 4.081E+02, 2.847E+01, 5.594E+02, 1.442E+01, 6.959E+02, 1.818E+01
 8.100E+01, 2.126E+02, 6.586E+01, 4.081E+02, 2.768E+01, 5.594E+02, 1.418E+01, 6.959E+02, 1.943E+01
 8.200E+01, 2.260E+02, 6.501E+01, 4.134E+02, 2.750E+01, 5.619E+02, 1.357E+01, 6.975E+02, 2.106E+01
 8.300E+01, 2.260E+02, 6.397E+01, 4.134E+02, 2.784E+01, 5.619E+02, 1.295E+01, 6.975E+02, 2.331E+01
 8.400E+01, 2.378E+02, 6.281E+01, 4.184E+02, 2.826E+01, 5.642E+02, 1.270E+01, 6.990E+02, 2.546E+01
 8.500E+01, 2.378E+02, 6.143E+01, 4.184E+02, 2.802E+01, 5.642E+02, 1.267E+01, 6.990E+02, 2.726E+01
 8.600E+01, 2.485E+02, 5.994E+01, 4.231E+02, 2.746E+01, 5.664E+02, 1.298E+01, 7.005E+02, 2.752E+01
 8.700E+01, 2.485E+02, 5.840E+01, 4.231E+02, 2.704E+01, 5.664E+02, 1.348E+01, 7.005E+02, 2.755E+01
 8.800E+01, 2.583E+02, 5.678E+01, 4.275E+02, 2.675E+01, 5.686E+02, 1.397E+01, 7.020E+02, 2.756E+01
 8.900E+01, 2.583E+02, 5.514E+01, 4.275E+02, 2.686E+01, 5.686E+02, 1.382E+01, 7.020E+02, 2.756E+01
 9.000E+01, 2.673E+02, 5.360E+01, 4.316E+02, 2.666E+01, 5.706E+02, 1.353E+01, 7.034E+02, 2.753E+01
 9.100E+01, 2.673E+02, 5.216E+01, 4.316E+02, 2.622E+01, 5.706E+02, 1.354E+01, 7.034E+02, 2.737E+01
 9.200E+01, 2.756E+02, 5.078E+01, 4.355E+02, 2.567E+01, 5.726E+02, 1.380E+01, 7.047E+02, 2.625E+01
 9.300E+01, 2.756E+02, 4.947E+01, 4.355E+02, 2.489E+01, 5.726E+02, 1.429E+01, 7.047E+02, 2.392E+01
 9.400E+01, 2.834E+02, 4.827E+01, 4.392E+02, 2.371E+01, 5.745E+02, 1.444E+01, 7.061E+02, 2.175E+01
 9.500E+01, 2.834E+02, 4.720E+01, 4.392E+02, 2.276E+01, 5.745E+02, 1.445E+01, 7.061E+02, 2.015E+01
 9.600E+01, 2.906E+02, 4.613E+01, 4.427E+02, 2.218E+01, 5.763E+02, 1.434E+01, 7.073E+02, 2.002E+01
 9.700E+01, 2.906E+02, 4.505E+01, 4.427E+02, 2.195E+01, 5.763E+02, 1.420E+01, 7.073E+02, 2.001E+01
 9.800E+01, 2.974E+02, 4.384E+01, 4.460E+02, 2.181E+01, 5.781E+02, 1.405E+01, 7.086E+02, 2.000E+01
 9.900E+01, 2.974E+02, 4.244E+01, 4.460E+02, 2.084E+01, 5.781E+02, 1.391E+01, 7.086E+02, 2.000E+01
 1.000E+02, 3.037E+02, 4.088E+01, 4.492E+02, 1.976E+01, 5.798E+02, 1.376E+01, 7.098E+02, 2.000E+01
 1.010E+02, 3.037E+02, 3.936E+01, 4.492E+02, 1.869E+01, 5.798E+02, 1.362E+01, 7.098E+02, 2.001E+01
 1.020E+02, 3.097E+02, 3.783E+01, 4.522E+02, 1.809E+01, 5.815E+02, 1.347E+01, 7.109E+02, 2.072E+01
 1.030E+02, 3.097E+02, 3.628E+01, 4.522E+02, 1.788E+01, 5.815E+02, 1.333E+01, 7.109E+02, 2.188E+01
 1.040E+02, 3.152E+02, 3.486E+01, 4.550E+02, 1.775E+01, 5.831E+02, 1.325E+01, 7.121E+02, 2.299E+01
 1.050E+02, 3.152E+02, 3.360E+01, 4.550E+02, 1.781E+01, 5.831E+02, 1.325E+01, 7.121E+02, 2.374E+01
 1.060E+02, 3.205E+02, 3.272E+01, 4.578E+02, 1.800E+01, 5.846E+02, 1.325E+01, 7.132E+02, 2.377E+01
 1.070E+02, 3.205E+02, 3.192E+01, 4.578E+02, 1.829E+01, 5.846E+02, 1.325E+01, 7.132E+02, 2.314E+01
 1.080E+02, 3.255E+02, 3.114E+01, 4.604E+02, 1.836E+01, 5.861E+02, 1.325E+01, 7.143E+02, 2.198E+01
 1.090E+02, 3.255E+02, 3.036E+01, 4.604E+02, 1.779E+01, 5.861E+02, 1.325E+01, 7.143E+02, 1.986E+01
 1.100E+02, 3.301E+02, 2.958E+01, 4.629E+02, 1.692E+01, 5.876E+02, 1.324E+01, 7.153E+02, 1.827E+01
 1.110E+02, 3.301E+02, 2.876E+01, 4.629E+02, 1.591E+01, 5.876E+02, 1.324E+01, 7.153E+02, 1.790E+01
 1.120E+02, 3.346E+02, 2.767E+01, 4.653E+02, 1.245E+01, 5.890E+02, 1.322E+01, 7.164E+02, 1.859E+01
 1.130E+02, 3.346E+02, 2.634E+01, 4.653E+02, 1.186E+01, 5.890E+02, 1.296E+01, 7.164E+02, 1.960E+01
 1.140E+02, 3.388E+02, 2.487E+01, 4.676E+02, 1.142E+01, 5.904E+02, 1.240E+01, 7.174E+02, 1.989E+01
 1.150E+02, 3.388E+02, 2.320E+01, 4.676E+02, 1.104E+01, 5.904E+02, 1.178E+01, 7.174E+02, 2.049E+01
