s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p90_035","HRRPUA-CONE_2p90_035","WALL TEMPERATURE-CONE_2p90_050","HRRPUA-CONE_2p90_050","WALL TEMPERATURE-CONE_2p90_075","HRRPUA-CONE_2p90_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 2.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 3.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 6.185E-03
 4.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.731E+02, 9.679E+00
 5.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.731E+02, 3.924E+01
 6.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.642E+02, 7.523E+01
 7.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 3.642E+02, 1.122E+02
 8.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.311E+02, 1.495E+02
 9.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.311E+02, 1.837E+02
 1.000E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.864E+02, 1.916E+02
 1.100E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 4.864E+02, 1.925E+02
 1.200E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.326E+02, 1.921E+02
 1.300E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.326E+02, 1.914E+02
 1.400E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.715E+02, 1.903E+02
 1.500E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 5.715E+02, 1.882E+02
 1.600E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 6.041E+02, 1.859E+02
 1.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 6.185E-03, 6.041E+02, 1.835E+02
 1.800E+01, 2.700E+01, 0.000E+00, 2.700E+01, 6.191E-03, 6.312E+02, 1.811E+02
 1.900E+01, 2.700E+01, 0.000E+00, 2.700E+01, 5.572E+00, 6.312E+02, 1.789E+02
 2.000E+01, 2.700E+01, 0.000E+00, 1.925E+02, 1.855E+01, 6.539E+02, 1.785E+02
 2.100E+01, 2.700E+01, 0.000E+00, 1.925E+02, 3.132E+01, 6.539E+02, 1.785E+02
 2.200E+01, 2.700E+01, 0.000E+00, 2.577E+02, 4.368E+01, 6.729E+02, 1.785E+02
 2.300E+01, 2.700E+01, 0.000E+00, 2.577E+02, 5.561E+01, 6.729E+02, 1.786E+02
 2.400E+01, 2.700E+01, 0.000E+00, 3.080E+02, 6.704E+01, 6.887E+02, 1.788E+02
 2.500E+01, 2.700E+01, 0.000E+00, 3.080E+02, 7.749E+01, 6.887E+02, 1.799E+02
 2.600E+01, 2.700E+01, 0.000E+00, 3.521E+02, 8.265E+01, 7.021E+02, 1.811E+02
 2.700E+01, 2.700E+01, 0.000E+00, 3.521E+02, 9.042E+01, 7.021E+02, 1.823E+02
 2.800E+01, 2.700E+01, 0.000E+00, 3.914E+02, 9.925E+01, 7.134E+02, 1.836E+02
 2.900E+01, 2.700E+01, 0.000E+00, 3.914E+02, 1.075E+02, 7.134E+02, 1.847E+02
 3.000E+01, 2.700E+01, 0.000E+00, 4.260E+02, 1.148E+02, 7.228E+02, 1.852E+02
 3.100E+01, 2.700E+01, 0.000E+00, 4.260E+02, 1.219E+02, 7.228E+02, 1.856E+02
 3.200E+01, 2.700E+01, 0.000E+00, 4.569E+02, 1.288E+02, 7.309E+02, 1.860E+02
 3.300E+01, 2.700E+01, 0.000E+00, 4.569E+02, 1.351E+02, 7.309E+02, 1.863E+02
 3.400E+01, 2.700E+01, 0.000E+00, 4.840E+02, 1.379E+02, 7.379E+02, 1.866E+02
 3.500E+01, 2.700E+01, 0.000E+00, 4.840E+02, 1.376E+02, 7.379E+02, 1.863E+02
 3.600E+01, 2.700E+01, 0.000E+00, 5.076E+02, 1.370E+02, 7.437E+02, 1.859E+02
 3.700E+01, 2.700E+01, 0.000E+00, 5.076E+02, 1.363E+02, 7.437E+02, 1.856E+02
 3.800E+01, 2.700E+01, 0.000E+00, 5.283E+02, 1.356E+02, 7.488E+02, 1.853E+02
 3.900E+01, 2.700E+01, 6.673E-03, 5.283E+02, 1.348E+02, 7.488E+02, 1.853E+02
 4.000E+01, 1.432E+02, 2.158E+00, 5.465E+02, 1.338E+02, 7.532E+02, 1.863E+02
 4.100E+01, 1.432E+02, 9.048E+00, 5.465E+02, 1.327E+02, 7.532E+02, 1.873E+02
 4.200E+01, 1.900E+02, 1.755E+01, 5.623E+02, 1.314E+02, 7.569E+02, 1.883E+02
 4.300E+01, 1.900E+02, 2.640E+01, 5.623E+02, 1.302E+02, 7.569E+02, 1.894E+02
 4.400E+01, 2.275E+02, 3.522E+01, 5.761E+02, 1.289E+02, 7.602E+02, 1.907E+02
 4.500E+01, 2.275E+02, 4.401E+01, 5.761E+02, 1.277E+02, 7.602E+02, 1.925E+02
 4.600E+01, 2.614E+02, 5.289E+01, 5.881E+02, 1.272E+02, 7.631E+02, 1.944E+02
 4.700E+01, 2.614E+02, 6.173E+01, 5.881E+02, 1.270E+02, 7.631E+02, 1.963E+02
 4.800E+01, 2.921E+02, 7.085E+01, 5.986E+02, 1.268E+02, 7.656E+02, 1.981E+02
 4.900E+01, 2.921E+02, 8.101E+01, 5.986E+02, 1.270E+02, 7.656E+02, 1.997E+02
 5.000E+01, 3.209E+02, 9.150E+01, 6.079E+02, 1.274E+02, 7.678E+02, 2.008E+02
 5.100E+01, 3.209E+02, 9.691E+01, 6.079E+02, 1.279E+02, 7.678E+02, 2.018E+02
 5.200E+01, 3.473E+02, 9.849E+01, 6.160E+02, 1.282E+02, 7.698E+02, 2.027E+02
 5.300E+01, 3.473E+02, 9.908E+01, 6.160E+02, 1.282E+02, 7.698E+02, 2.037E+02
 5.400E+01, 3.712E+02, 9.918E+01, 6.230E+02, 1.283E+02, 7.715E+02, 2.042E+02
 5.500E+01, 3.712E+02, 9.908E+01, 6.230E+02, 1.283E+02, 7.715E+02, 2.044E+02
 5.600E+01, 3.930E+02, 9.885E+01, 6.292E+02, 1.283E+02, 7.731E+02, 2.045E+02
 5.700E+01, 3.930E+02, 9.856E+01, 6.292E+02, 1.283E+02, 7.731E+02, 2.046E+02
 5.800E+01, 4.127E+02, 9.826E+01, 6.347E+02, 1.284E+02, 7.745E+02, 2.047E+02
 5.900E+01, 4.127E+02, 9.794E+01, 6.347E+02, 1.285E+02, 7.745E+02, 2.045E+02
 6.000E+01, 4.305E+02, 9.758E+01, 6.396E+02, 1.286E+02, 7.757E+02, 2.041E+02
 6.100E+01, 4.305E+02, 9.700E+01, 6.396E+02, 1.287E+02, 7.757E+02, 2.036E+02
 6.200E+01, 4.467E+02, 9.631E+01, 6.438E+02, 1.288E+02, 7.768E+02, 2.032E+02
 6.300E+01, 4.467E+02, 9.559E+01, 6.438E+02, 1.289E+02, 7.768E+02, 2.027E+02
 6.400E+01, 4.613E+02, 9.488E+01, 6.477E+02, 1.289E+02, 7.778E+02, 2.023E+02
 6.500E+01, 4.613E+02, 9.415E+01, 6.477E+02, 1.288E+02, 7.778E+02, 2.018E+02
 6.600E+01, 4.744E+02, 9.341E+01, 6.510E+02, 1.287E+02, 7.787E+02, 2.014E+02
 6.700E+01, 4.744E+02, 9.270E+01, 6.510E+02, 1.286E+02, 7.787E+02, 2.010E+02
 6.800E+01, 4.862E+02, 9.197E+01, 6.540E+02, 1.285E+02, 7.795E+02, 2.005E+02
 6.900E+01, 4.862E+02, 9.123E+01, 6.540E+02, 1.284E+02, 7.795E+02, 2.000E+02
 7.000E+01, 4.968E+02, 9.066E+01, 6.567E+02, 1.283E+02, 7.803E+02, 1.993E+02
 7.100E+01, 4.968E+02, 9.052E+01, 6.567E+02, 1.284E+02, 7.803E+02, 1.987E+02
 7.200E+01, 5.064E+02, 9.048E+01, 6.591E+02, 1.290E+02, 7.809E+02, 1.980E+02
 7.300E+01, 5.064E+02, 9.049E+01, 6.591E+02, 1.296E+02, 7.809E+02, 1.972E+02
 7.400E+01, 5.150E+02, 9.050E+01, 6.613E+02, 1.303E+02, 7.815E+02, 1.949E+02
 7.500E+01, 5.150E+02, 9.052E+01, 6.613E+02, 1.309E+02, 7.815E+02, 1.921E+02
 7.600E+01, 5.227E+02, 9.056E+01, 6.632E+02, 1.315E+02, 7.821E+02, 1.892E+02
 7.700E+01, 5.227E+02, 9.059E+01, 6.632E+02, 1.321E+02, 7.821E+02, 1.862E+02
 7.800E+01, 5.296E+02, 9.062E+01, 6.649E+02, 1.328E+02, 7.826E+02, 1.830E+02
 7.900E+01, 5.296E+02, 9.067E+01, 6.649E+02, 1.336E+02, 7.826E+02, 1.783E+02
 8.000E+01, 5.359E+02, 9.082E+01, 6.665E+02, 1.343E+02, 7.830E+02, 1.732E+02
 8.100E+01, 5.359E+02, 9.113E+01, 6.665E+02, 1.351E+02, 7.830E+02, 1.679E+02
 8.200E+01, 5.416E+02, 9.150E+01, 6.680E+02, 1.359E+02, 7.835E+02, 1.627E+02
 8.300E+01, 5.416E+02, 9.187E+01, 6.680E+02, 1.367E+02, 7.835E+02, 1.574E+02
 8.400E+01, 5.466E+02, 9.224E+01, 6.692E+02, 1.374E+02, 7.839E+02, 1.518E+02
 8.500E+01, 5.466E+02, 9.263E+01, 6.692E+02, 1.380E+02, 7.839E+02, 1.463E+02
 8.600E+01, 5.512E+02, 9.300E+01, 6.704E+02, 1.387E+02, 7.842E+02, 1.412E+02
 8.700E+01, 5.512E+02, 9.338E+01, 6.704E+02, 1.394E+02, 7.842E+02, 1.361E+02
 8.800E+01, 5.554E+02, 9.377E+01, 6.715E+02, 1.401E+02, 7.845E+02, 1.311E+02
 8.900E+01, 5.554E+02, 9.415E+01, 6.715E+02, 1.407E+02, 7.845E+02, 1.267E+02
 9.000E+01, 5.591E+02, 9.438E+01, 6.724E+02, 1.413E+02, 7.848E+02, 1.223E+02
 9.100E+01, 5.591E+02, 9.454E+01, 6.724E+02, 1.415E+02, 7.848E+02, 1.178E+02
 9.200E+01, 5.625E+02, 9.466E+01, 6.733E+02, 1.416E+02, 7.851E+02, 1.133E+02
 9.300E+01, 5.625E+02, 9.478E+01, 6.733E+02, 1.417E+02, 7.851E+02, 1.098E+02
 9.400E+01, 5.656E+02, 9.490E+01, 6.741E+02, 1.418E+02, 7.854E+02, 1.077E+02
 9.500E+01, 5.656E+02, 9.501E+01, 6.741E+02, 1.418E+02, 7.854E+02, 1.056E+02
 9.600E+01, 5.684E+02, 9.511E+01, 6.749E+02, 1.418E+02, 7.856E+02, 1.035E+02
 9.700E+01, 5.684E+02, 9.523E+01, 6.749E+02, 1.416E+02, 7.856E+02, 1.014E+02
 9.800E+01, 5.709E+02, 9.534E+01, 6.755E+02, 1.413E+02, 7.858E+02, 1.013E+02
 9.900E+01, 5.709E+02, 9.542E+01, 6.755E+02, 1.410E+02, 7.858E+02, 1.022E+02
 1.000E+02, 5.733E+02, 9.538E+01, 6.762E+02, 1.406E+02, 7.860E+02, 1.031E+02
 1.010E+02, 5.733E+02, 9.530E+01, 6.762E+02, 1.402E+02, 7.860E+02, 1.041E+02
 1.020E+02, 5.754E+02, 9.519E+01, 6.767E+02, 1.398E+02, 7.862E+02, 1.051E+02
 1.030E+02, 5.754E+02, 9.509E+01, 6.767E+02, 1.392E+02, 7.862E+02, 1.068E+02
 1.040E+02, 5.773E+02, 9.498E+01, 6.772E+02, 1.382E+02, 7.863E+02, 1.086E+02
 1.050E+02, 5.773E+02, 9.487E+01, 6.772E+02, 1.373E+02, 7.863E+02, 1.105E+02
 1.060E+02, 5.790E+02, 9.476E+01, 6.777E+02, 1.363E+02, 7.865E+02, 1.123E+02
 1.070E+02, 5.790E+02, 9.465E+01, 6.777E+02, 1.354E+02, 7.865E+02, 1.138E+02
 1.080E+02, 5.806E+02, 9.454E+01, 6.781E+02, 1.345E+02, 7.866E+02, 1.143E+02
 1.090E+02, 5.806E+02, 9.459E+01, 6.781E+02, 1.335E+02, 7.866E+02, 1.148E+02
 1.100E+02, 5.821E+02, 9.483E+01, 6.785E+02, 1.320E+02, 7.867E+02, 1.152E+02
 1.110E+02, 5.821E+02, 9.511E+01, 6.785E+02, 1.303E+02, 7.867E+02, 1.156E+02
 1.120E+02, 5.834E+02, 9.542E+01, 6.789E+02, 1.288E+02, 7.868E+02, 1.157E+02
 1.130E+02, 5.834E+02, 9.573E+01, 6.789E+02, 1.273E+02, 7.868E+02, 1.152E+02
 1.140E+02, 5.847E+02, 9.604E+01, 6.792E+02, 1.258E+02, 7.869E+02, 1.146E+02
 1.150E+02, 5.847E+02, 9.636E+01, 6.792E+02, 1.243E+02, 7.869E+02, 1.141E+02
 1.160E+02, 5.858E+02, 9.668E+01, 6.796E+02, 1.228E+02, 7.870E+02, 1.135E+02
 1.170E+02, 5.858E+02, 9.699E+01, 6.796E+02, 1.213E+02, 7.870E+02, 1.120E+02
 1.180E+02, 5.868E+02, 9.732E+01, 6.799E+02, 1.199E+02, 7.871E+02, 1.100E+02
 1.190E+02, 5.868E+02, 9.779E+01, 6.799E+02, 1.184E+02, 7.871E+02, 1.080E+02
 1.200E+02, 5.878E+02, 9.833E+01, 6.801E+02, 1.169E+02, 7.872E+02, 1.059E+02
 1.210E+02, 5.878E+02, 9.889E+01, 6.801E+02, 1.154E+02, 7.872E+02, 1.037E+02
