s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_12p30_025","HRRPUA-CONE_12p30_025","WALL TEMPERATURE-CONE_12p30_035","HRRPUA-CONE_12p30_035","WALL TEMPERATURE-CONE_12p30_050","HRRPUA-CONE_12p30_050","WALL TEMPERATURE-CONE_12p30_075","HRRPUA-CONE_12p30_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 8.634E+01, 0.000E+00, 1.099E+02, 0.000E+00, 1.449E+02, 0.000E+00, 2.025E+02, 0.000E+00
 2.000E+01, 1.432E+02, 0.000E+00, 1.884E+02, 0.000E+00, 2.546E+02, 0.000E+00, 3.594E+02, 0.000E+00
 3.000E+01, 1.748E+02, 0.000E+00, 2.311E+02, 0.000E+00, 3.117E+02, 0.000E+00, 4.346E+02, 0.000E+00
 4.000E+01, 1.985E+02, 0.000E+00, 2.623E+02, 0.000E+00, 3.519E+02, 0.000E+00, 4.835E+02, 0.000E+00
 5.000E+01, 2.174E+02, 0.000E+00, 2.867E+02, 0.000E+00, 3.821E+02, 0.000E+00, 5.179E+02, 1.907E+01
 6.000E+01, 2.332E+02, 0.000E+00, 3.065E+02, 0.000E+00, 4.057E+02, 0.000E+00, 5.434E+02, 9.289E+01
 7.000E+01, 2.466E+02, 0.000E+00, 3.230E+02, 0.000E+00, 4.248E+02, 0.000E+00, 5.630E+02, 1.478E+02
 8.000E+01, 2.583E+02, 0.000E+00, 3.371E+02, 0.000E+00, 4.406E+02, 0.000E+00, 5.787E+02, 1.634E+02
 9.000E+01, 2.686E+02, 0.000E+00, 3.493E+02, 0.000E+00, 4.540E+02, 0.000E+00, 5.916E+02, 1.613E+02
 1.000E+02, 2.778E+02, 0.000E+00, 3.601E+02, 0.000E+00, 4.654E+02, 5.382E-02, 6.024E+02, 1.566E+02
 1.100E+02, 2.862E+02, 0.000E+00, 3.696E+02, 0.000E+00, 4.755E+02, 1.394E+01, 6.117E+02, 1.507E+02
