s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_12p70_020","HRRPUA-CONE_12p70_020","WALL TEMPERATURE-CONE_12p70_035","HRRPUA-CONE_12p70_035","WALL TEMPERATURE-CONE_12p70_050","HRRPUA-CONE_12p70_050","WALL TEMPERATURE-CONE_12p70_065","HRRPUA-CONE_12p70_065"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.145E+02, 0.000E+00, 1.780E+02, 0.000E+00, 2.390E+02, 0.000E+00, 2.972E+02, 0.000E+00
 2.000E+01, 1.924E+02, 0.000E+00, 3.039E+02, 0.000E+00, 4.026E+02, 0.000E+00, 4.889E+02, 4.998E+00
 3.000E+01, 2.305E+02, 0.000E+00, 3.579E+02, 0.000E+00, 4.633E+02, 4.339E+00, 5.506E+02, 7.005E+01
 4.000E+01, 2.561E+02, 0.000E+00, 3.905E+02, 3.488E+00, 4.969E+02, 5.746E+01, 5.825E+02, 1.476E+02
 5.000E+01, 2.753E+02, 0.000E+00, 4.131E+02, 1.894E+01, 5.190E+02, 1.177E+02, 6.030E+02, 2.113E+02
 6.000E+01, 2.907E+02, 0.000E+00, 4.303E+02, 5.324E+01, 5.354E+02, 1.678E+02, 6.180E+02, 2.287E+02
 7.000E+01, 3.036E+02, 0.000E+00, 4.443E+02, 1.091E+02, 5.485E+02, 1.869E+02, 6.300E+02, 2.000E+02
 8.000E+01, 3.149E+02, 0.000E+00, 4.560E+02, 1.565E+02, 5.594E+02, 1.770E+02, 6.399E+02, 1.689E+02
 9.000E+01, 3.249E+02, 0.000E+00, 4.663E+02, 1.774E+02, 5.688E+02, 1.587E+02, 6.485E+02, 1.448E+02
 1.000E+02, 3.339E+02, 0.000E+00, 4.753E+02, 1.789E+02, 5.770E+02, 1.371E+02, 6.559E+02, 1.255E+02
 1.100E+02, 3.420E+02, 0.000E+00, 4.833E+02, 1.679E+02, 5.843E+02, 1.209E+02, 6.625E+02, 1.144E+02
 1.200E+02, 3.495E+02, 0.000E+00, 4.905E+02, 1.580E+02, 5.908E+02, 1.093E+02, 6.684E+02, 1.117E+02
 1.300E+02, 3.564E+02, 0.000E+00, 4.970E+02, 1.481E+02, 5.966E+02, 1.023E+02, 6.736E+02, 1.122E+02
 1.400E+02, 3.627E+02, 0.000E+00, 5.028E+02, 1.388E+02, 6.018E+02, 9.863E+01, 6.783E+02, 1.128E+02
 1.500E+02, 3.685E+02, 0.000E+00, 5.082E+02, 1.310E+02, 6.065E+02, 9.543E+01, 6.825E+02, 1.133E+02
 1.600E+02, 3.739E+02, 0.000E+00, 5.130E+02, 1.247E+02, 6.108E+02, 9.253E+01, 6.863E+02, 1.139E+02
 1.700E+02, 3.788E+02, 0.000E+00, 5.174E+02, 1.197E+02, 6.146E+02, 9.151E+01, 6.897E+02, 1.154E+02
 1.800E+02, 3.834E+02, 0.000E+00, 5.215E+02, 1.165E+02, 6.181E+02, 9.040E+01, 6.928E+02, 1.170E+02
 1.900E+02, 3.877E+02, 0.000E+00, 5.251E+02, 1.160E+02, 6.213E+02, 8.988E+01, 6.955E+02, 1.150E+02
 2.000E+02, 3.916E+02, 0.000E+00, 5.285E+02, 1.169E+02, 6.241E+02, 8.948E+01, 6.980E+02, 1.086E+02
 2.100E+02, 3.953E+02, 0.000E+00, 5.316E+02, 1.186E+02, 6.267E+02, 8.908E+01, 7.003E+02, 1.021E+02
 2.200E+02, 3.987E+02, 0.000E+00, 5.344E+02, 1.196E+02, 6.291E+02, 8.887E+01, 7.024E+02, 9.601E+01
 2.300E+02, 4.018E+02, 0.000E+00, 5.369E+02, 1.192E+02, 6.312E+02, 8.952E+01, 7.042E+02, 9.366E+01
 2.400E+02, 4.047E+02, 0.000E+00, 5.393E+02, 1.180E+02, 6.332E+02, 9.028E+01, 7.059E+02, 9.446E+01
 2.500E+02, 4.074E+02, 0.000E+00, 5.414E+02, 1.161E+02, 6.349E+02, 9.104E+01, 7.074E+02, 9.549E+01
 2.600E+02, 4.099E+02, 0.000E+00, 5.434E+02, 1.134E+02, 6.365E+02, 9.187E+01, 7.088E+02, 9.655E+01
 2.700E+02, 4.122E+02, 0.000E+00, 5.452E+02, 1.108E+02, 6.380E+02, 9.318E+01, 7.100E+02, 1.001E+02
 2.800E+02, 4.143E+02, 0.000E+00, 5.468E+02, 1.073E+02, 6.393E+02, 9.441E+01, 7.111E+02, 1.052E+02
 2.900E+02, 4.163E+02, 0.000E+00, 5.483E+02, 1.037E+02, 6.405E+02, 9.529E+01, 7.122E+02, 1.101E+02
 3.000E+02, 4.182E+02, 0.000E+00, 5.497E+02, 1.001E+02, 6.416E+02, 9.604E+01, 7.131E+02, 1.165E+02
 3.100E+02, 4.199E+02, 0.000E+00, 5.510E+02, 9.597E+01, 6.426E+02, 9.687E+01, 7.139E+02, 1.248E+02
 3.200E+02, 4.215E+02, 0.000E+00, 5.521E+02, 9.016E+01, 6.435E+02, 9.961E+01, 7.147E+02, 1.358E+02
 3.300E+02, 4.229E+02, 0.000E+00, 5.532E+02, 8.389E+01, 6.444E+02, 1.030E+02, 7.154E+02, 1.479E+02
 3.400E+02, 4.243E+02, 0.000E+00, 5.541E+02, 7.738E+01, 6.451E+02, 1.064E+02, 7.160E+02, 1.600E+02
 3.500E+02, 4.256E+02, 0.000E+00, 5.550E+02, 7.088E+01, 6.458E+02, 1.099E+02, 7.165E+02, 1.710E+02
 3.600E+02, 4.268E+02, 0.000E+00, 5.559E+02, 6.524E+01, 6.464E+02, 1.137E+02, 7.170E+02, 1.807E+02
 3.700E+02, 4.279E+02, 0.000E+00, 5.566E+02, 5.968E+01, 6.470E+02, 1.165E+02, 7.175E+02, 1.871E+02
 3.800E+02, 4.289E+02, 0.000E+00, 5.573E+02, 5.480E+01, 6.475E+02, 1.180E+02, 7.179E+02, 1.903E+02
 3.900E+02, 4.298E+02, 0.000E+00, 5.579E+02, 5.283E+01, 6.480E+02, 1.189E+02, 7.183E+02, 1.883E+02
 4.000E+02, 4.307E+02, 0.000E+00, 5.585E+02, 5.378E+01, 6.484E+02, 1.181E+02, 7.187E+02, 1.800E+02
 4.100E+02, 4.315E+02, 0.000E+00, 5.590E+02, 5.533E+01, 6.488E+02, 1.148E+02, 7.190E+02, 1.644E+02
 4.200E+02, 4.322E+02, 0.000E+00, 5.595E+02, 5.637E+01, 6.492E+02, 1.096E+02, 7.193E+02, 1.433E+02
 4.300E+02, 4.329E+02, 0.000E+00, 5.599E+02, 5.646E+01, 6.495E+02, 1.032E+02, 7.195E+02, 1.210E+02
 4.400E+02, 4.336E+02, 0.000E+00, 5.604E+02, 5.653E+01, 6.498E+02, 9.596E+01, 7.197E+02, 1.027E+02
 4.500E+02, 4.342E+02, 0.000E+00, 5.607E+02, 5.666E+01, 6.500E+02, 8.795E+01, 7.199E+02, 8.584E+01
 4.600E+02, 4.348E+02, 0.000E+00, 5.611E+02, 5.734E+01, 6.503E+02, 8.134E+01, 7.201E+02, 7.443E+01
 4.700E+02, 4.353E+02, 0.000E+00, 5.614E+02, 5.852E+01, 6.505E+02, 7.817E+01, 7.203E+02, 6.656E+01
 4.800E+02, 4.358E+02, 0.000E+00, 5.617E+02, 6.072E+01, 6.507E+02, 7.797E+01, 7.205E+02, 6.186E+01
 4.900E+02, 4.362E+02, 0.000E+00, 5.619E+02, 6.375E+01, 6.509E+02, 7.869E+01, 7.206E+02, 5.834E+01
 5.000E+02, 4.366E+02, 0.000E+00, 5.622E+02, 6.678E+01, 6.511E+02, 8.033E+01, 7.207E+02, 5.507E+01
 5.100E+02, 4.370E+02, 0.000E+00, 5.624E+02, 6.838E+01, 6.512E+02, 8.205E+01, 7.209E+02, 5.344E+01
 5.200E+02, 4.374E+02, 0.000E+00, 5.626E+02, 6.996E+01, 6.514E+02, 8.379E+01, 7.210E+02, 5.212E+01
 5.300E+02, 4.377E+02, 0.000E+00, 5.628E+02, 7.154E+01, 6.515E+02, 8.560E+01, 7.211E+02, 5.081E+01
 5.400E+02, 4.380E+02, 0.000E+00, 5.630E+02, 7.337E+01, 6.516E+02, 8.702E+01, 7.211E+02, 4.949E+01
 5.500E+02, 4.383E+02, 0.000E+00, 5.631E+02, 7.567E+01, 6.517E+02, 8.819E+01, 7.212E+02, 4.817E+01
 5.600E+02, 4.385E+02, 0.000E+00, 5.633E+02, 7.804E+01, 6.518E+02, 8.898E+01, 7.213E+02, 4.685E+01
 5.700E+02, 4.388E+02, 0.000E+00, 5.634E+02, 8.045E+01, 6.519E+02, 8.866E+01, 7.214E+02, 4.622E+01
 5.800E+02, 4.390E+02, 0.000E+00, 5.635E+02, 8.290E+01, 6.520E+02, 8.721E+01, 7.214E+02, 4.714E+01
 5.900E+02, 4.392E+02, 0.000E+00, 5.636E+02, 8.536E+01, 6.520E+02, 8.408E+01, 7.215E+02, 4.812E+01
 6.000E+02, 4.394E+02, 0.000E+00, 5.637E+02, 8.768E+01, 6.521E+02, 7.823E+01, 7.215E+02, 4.911E+01
 6.100E+02, 4.396E+02, 0.000E+00, 5.638E+02, 8.940E+01, 6.522E+02, 6.778E+01, 7.216E+02, 5.009E+01
 6.200E+02, 4.398E+02, 0.000E+00, 5.639E+02, 8.933E+01, 6.522E+02, 6.053E+01, 7.216E+02, 5.107E+01
 6.300E+02, 4.399E+02, 0.000E+00, 5.640E+02, 8.870E+01, 6.523E+02, 5.572E+01, 7.216E+02, 5.205E+01
 6.400E+02, 4.401E+02, 0.000E+00, 5.641E+02, 8.860E+01, 6.523E+02, 4.456E+01, 7.217E+02, 5.219E+01
 6.500E+02, 4.402E+02, 0.000E+00, 5.641E+02, 8.935E+01, 6.524E+02, 3.316E+01, 7.217E+02, 5.167E+01
 6.600E+02, 4.403E+02, 0.000E+00, 5.642E+02, 8.995E+01, 6.524E+02, 3.004E+01, 7.217E+02, 4.605E+01
 6.700E+02, 4.405E+02, 0.000E+00, 5.642E+02, 8.947E+01, 6.524E+02, 2.696E+01, 7.218E+02, 3.585E+01
 6.800E+02, 4.406E+02, 0.000E+00, 5.643E+02, 8.848E+01, 6.525E+02, 2.465E+01, 7.218E+02, 2.812E+01
 6.900E+02, 4.407E+02, 0.000E+00, 5.643E+02, 8.651E+01, 6.525E+02, 2.267E+01, 7.218E+02, 2.749E+01
 7.000E+02, 4.408E+02, 0.000E+00, 5.644E+02, 8.418E+01, 6.525E+02, 2.150E+01, 7.218E+02, 1.817E+01
 7.100E+02, 4.409E+02, 0.000E+00, 5.644E+02, 8.048E+01, 6.525E+02, 2.044E+01, 7.218E+02, 0.000E+00
 7.200E+02, 4.409E+02, 0.000E+00, 5.644E+02, 7.659E+01, 6.526E+02, 1.987E+01, 7.219E+02, 0.000E+00
 7.300E+02, 4.410E+02, 0.000E+00, 5.645E+02, 7.228E+01, 6.526E+02, 1.941E+01, 7.219E+02, 0.000E+00
 7.400E+02, 4.411E+02, 0.000E+00, 5.645E+02, 6.804E+01, 6.526E+02, 1.894E+01, 7.219E+02, 0.000E+00
 7.500E+02, 4.411E+02, 0.000E+00, 5.645E+02, 6.188E+01, 6.526E+02, 1.863E+01, 7.219E+02, 0.000E+00
 7.600E+02, 4.412E+02, 0.000E+00, 5.646E+02, 5.417E+01, 6.526E+02, 1.842E+01, 7.219E+02, 0.000E+00
 7.700E+02, 4.413E+02, 7.478E-01, 5.646E+02, 4.908E+01, 6.526E+02, 1.821E+01, 7.219E+02, 0.000E+00
 7.800E+02, 4.413E+02, 1.281E+01, 5.646E+02, 4.587E+01, 6.527E+02, 1.800E+01, 7.219E+02, 0.000E+00
 7.900E+02, 4.414E+02, 2.855E+01, 5.646E+02, 4.387E+01, 6.527E+02, 1.779E+01, 7.219E+02, 0.000E+00
