s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_11p75_020","HRRPUA-CONE_11p75_020","WALL TEMPERATURE-CONE_11p75_035","HRRPUA-CONE_11p75_035","WALL TEMPERATURE-CONE_11p75_050","HRRPUA-CONE_11p75_050"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.163E+02, 0.000E+00, 1.806E+02, 0.000E+00, 2.420E+02, 0.000E+00
 2.000E+01, 1.948E+02, 0.000E+00, 3.071E+02, 0.000E+00, 4.060E+02, 4.885E+00
 3.000E+01, 2.320E+02, 0.000E+00, 3.596E+02, 0.000E+00, 4.648E+02, 5.847E+01
 4.000E+01, 2.574E+02, 0.000E+00, 3.921E+02, 0.000E+00, 4.985E+02, 1.129E+02
 5.000E+01, 2.769E+02, 0.000E+00, 4.154E+02, 2.798E+01, 5.214E+02, 1.435E+02
 6.000E+01, 2.928E+02, 0.000E+00, 4.334E+02, 6.824E+01, 5.387E+02, 1.377E+02
 7.000E+01, 3.063E+02, 0.000E+00, 4.481E+02, 1.025E+02, 5.526E+02, 1.185E+02
 8.000E+01, 3.182E+02, 0.000E+00, 4.606E+02, 1.171E+02, 5.642E+02, 1.038E+02
 9.000E+01, 3.287E+02, 0.000E+00, 4.714E+02, 1.165E+02, 5.742E+02, 9.530E+01
 1.000E+02, 3.382E+02, 0.000E+00, 4.809E+02, 1.132E+02, 5.828E+02, 9.167E+01
 1.100E+02, 3.468E+02, 0.000E+00, 4.893E+02, 1.045E+02, 5.903E+02, 9.270E+01
 1.200E+02, 3.546E+02, 0.000E+00, 4.967E+02, 9.508E+01, 5.970E+02, 9.440E+01
 1.300E+02, 3.617E+02, 0.000E+00, 5.033E+02, 8.584E+01, 6.028E+02, 9.609E+01
 1.400E+02, 3.681E+02, 0.000E+00, 5.093E+02, 7.789E+01, 6.081E+02, 9.727E+01
 1.500E+02, 3.741E+02, 0.000E+00, 5.146E+02, 7.169E+01, 6.127E+02, 9.706E+01
 1.600E+02, 3.795E+02, 0.000E+00, 5.194E+02, 6.690E+01, 6.168E+02, 9.676E+01
 1.700E+02, 3.844E+02, 0.000E+00, 5.237E+02, 6.279E+01, 6.205E+02, 9.643E+01
 1.800E+02, 3.890E+02, 0.000E+00, 5.276E+02, 5.887E+01, 6.238E+02, 9.389E+01
 1.900E+02, 3.932E+02, 0.000E+00, 5.311E+02, 5.696E+01, 6.268E+02, 8.986E+01
 2.000E+02, 3.970E+02, 1.717E+00, 5.342E+02, 5.609E+01, 6.294E+02, 8.581E+01
 2.100E+02, 4.005E+02, 1.448E+01, 5.371E+02, 5.788E+01, 6.318E+02, 8.177E+01
 2.200E+02, 4.037E+02, 2.432E+01, 5.396E+02, 6.091E+01, 6.339E+02, 7.834E+01
 2.300E+02, 4.067E+02, 3.405E+01, 5.420E+02, 6.507E+01, 6.358E+02, 7.811E+01
 2.400E+02, 4.094E+02, 4.380E+01, 5.441E+02, 6.977E+01, 6.375E+02, 7.838E+01
 2.500E+02, 4.119E+02, 5.294E+01, 5.460E+02, 7.429E+01, 6.390E+02, 7.917E+01
 2.600E+02, 4.141E+02, 5.853E+01, 5.477E+02, 7.865E+01, 6.403E+02, 8.145E+01
 2.700E+02, 4.162E+02, 6.397E+01, 5.492E+02, 8.287E+01, 6.416E+02, 8.402E+01
 2.800E+02, 4.182E+02, 6.381E+01, 5.506E+02, 8.684E+01, 6.426E+02, 8.834E+01
 2.900E+02, 4.199E+02, 5.937E+01, 5.519E+02, 9.034E+01, 6.436E+02, 9.362E+01
 3.000E+02, 4.215E+02, 5.531E+01, 5.530E+02, 9.362E+01, 6.445E+02, 1.016E+02
 3.100E+02, 4.230E+02, 5.134E+01, 5.541E+02, 9.612E+01, 6.453E+02, 1.092E+02
 3.200E+02, 4.244E+02, 4.738E+01, 5.550E+02, 9.796E+01, 6.460E+02, 1.166E+02
 3.300E+02, 4.256E+02, 4.450E+01, 5.558E+02, 9.971E+01, 6.466E+02, 1.245E+02
 3.400E+02, 4.268E+02, 4.242E+01, 5.566E+02, 1.013E+02, 6.472E+02, 1.324E+02
 3.500E+02, 4.279E+02, 4.039E+01, 5.573E+02, 1.036E+02, 6.477E+02, 1.404E+02
 3.600E+02, 4.288E+02, 3.923E+01, 5.579E+02, 1.062E+02, 6.482E+02, 1.493E+02
 3.700E+02, 4.297E+02, 3.847E+01, 5.585E+02, 1.087E+02, 6.486E+02, 1.582E+02
 3.800E+02, 4.305E+02, 3.771E+01, 5.590E+02, 1.109E+02, 6.490E+02, 1.667E+02
 3.900E+02, 4.313E+02, 3.743E+01, 5.595E+02, 1.120E+02, 6.493E+02, 1.731E+02
