s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 2.047E+00
 1.000E+01, 0.000E+00, 0.000E+00, 4.450E+01
 1.100E+01, 0.000E+00, 0.000E+00, 1.018E+02
 1.200E+01, 0.000E+00, 0.000E+00, 1.479E+02
 1.300E+01, 0.000E+00, 7.204E+01, 1.948E+02
 1.400E+01, 0.000E+00, 9.226E+01, 2.403E+02
 1.500E+01, 0.000E+00, 1.147E+02, 2.813E+02
 1.600E+01, 0.000E+00, 1.395E+02, 3.205E+02
 1.700E+01, 0.000E+00, 1.657E+02, 3.571E+02
 1.800E+01, 0.000E+00, 1.894E+02, 3.906E+02
 1.900E+01, 0.000E+00, 2.124E+02, 4.199E+02
 2.000E+01, 0.000E+00, 2.347E+02, 4.442E+02
 2.100E+01, 0.000E+00, 2.557E+02, 4.616E+02
 2.200E+01, 0.000E+00, 2.760E+02, 4.720E+02
 2.300E+01, 0.000E+00, 2.948E+02, 4.742E+02
 2.400E+01, 0.000E+00, 3.115E+02, 4.681E+02
 2.500E+01, 0.000E+00, 3.264E+02, 4.544E+02
 2.600E+01, 0.000E+00, 3.389E+02, 4.341E+02
 2.700E+01, 0.000E+00, 3.480E+02, 4.086E+02
 2.800E+01, 0.000E+00, 3.542E+02, 3.795E+02
 2.900E+01, 0.000E+00, 3.571E+02, 3.486E+02
 3.000E+01, 0.000E+00, 3.561E+02, 3.169E+02
 3.100E+01, 0.000E+00, 3.520E+02, 2.864E+02
 3.200E+01, 0.000E+00, 3.446E+02, 2.576E+02
 3.300E+01, 0.000E+00, 3.340E+02, 2.311E+02
 3.400E+01, 0.000E+00, 3.213E+02, 2.072E+02
 3.500E+01, 0.000E+00, 3.064E+02, 1.861E+02
 3.600E+01, 0.000E+00, 2.898E+02, 1.674E+02
 3.700E+01, 0.000E+00, 2.725E+02, 1.514E+02
 3.800E+01, 0.000E+00, 2.547E+02, 1.376E+02
 3.900E+01, 0.000E+00, 2.367E+02, 1.259E+02
 4.000E+01, 0.000E+00, 2.194E+02, 1.161E+02
 4.100E+01, 0.000E+00, 2.027E+02, 1.078E+02
 4.200E+01, 0.000E+00, 1.869E+02, 1.009E+02
 4.300E+01, 4.537E+01, 1.722E+02, 9.508E+01
 4.400E+01, 5.384E+01, 1.585E+02, 9.028E+01
 4.500E+01, 6.295E+01, 1.461E+02, 8.620E+01
 4.600E+01, 7.284E+01, 1.348E+02, 8.279E+01
 4.700E+01, 8.338E+01, 1.245E+02, 7.985E+01
 4.800E+01, 9.450E+01, 1.154E+02, 7.728E+01
 4.900E+01, 1.064E+02, 1.073E+02, 7.502E+01
 5.000E+01, 1.173E+02, 1.001E+02, 7.294E+01
 5.100E+01, 1.276E+02, 9.374E+01, 7.104E+01
 5.200E+01, 1.380E+02, 8.818E+01, 6.928E+01
 5.300E+01, 1.481E+02, 8.325E+01, 6.765E+01
 5.400E+01, 1.579E+02, 7.898E+01, 6.615E+01
 5.500E+01, 1.675E+02, 7.525E+01, 6.476E+01
 5.600E+01, 1.768E+02, 7.196E+01, 6.346E+01
 5.700E+01, 1.857E+02, 6.911E+01, 6.223E+01
 5.800E+01, 1.941E+02, 6.663E+01, 6.106E+01
 5.900E+01, 2.019E+02, 6.443E+01, 5.993E+01
 6.000E+01, 2.091E+02, 6.251E+01, 5.882E+01
 6.100E+01, 2.157E+02, 6.080E+01, 5.770E+01
 6.200E+01, 2.216E+02, 5.926E+01, 5.657E+01
 6.300E+01, 2.267E+02, 5.786E+01, 5.543E+01
 6.400E+01, 2.310E+02, 5.659E+01, 5.430E+01
 6.500E+01, 2.343E+02, 5.540E+01, 5.318E+01
 6.600E+01, 2.366E+02, 5.428E+01, 5.209E+01
 6.700E+01, 2.379E+02, 5.324E+01, 5.103E+01
 6.800E+01, 2.382E+02, 5.225E+01, 5.001E+01
 6.900E+01, 2.373E+02, 5.131E+01, 4.903E+01
 7.000E+01, 2.356E+02, 5.043E+01, 4.807E+01
 7.100E+01, 2.328E+02, 4.960E+01, 4.713E+01
 7.200E+01, 2.290E+02, 4.882E+01, 4.619E+01
 7.300E+01, 2.244E+02, 4.808E+01, 4.525E+01
 7.400E+01, 2.190E+02, 4.737E+01, 4.431E+01
 7.500E+01, 2.130E+02, 4.668E+01, 4.337E+01
 7.600E+01, 2.064E+02, 4.602E+01, 4.244E+01
 7.700E+01, 1.992E+02, 4.538E+01, 4.155E+01
 7.800E+01, 1.917E+02, 4.474E+01, 4.069E+01
 7.900E+01, 1.840E+02, 4.411E+01, 3.989E+01
 8.000E+01, 1.761E+02, 4.348E+01, 3.915E+01
 8.100E+01, 1.682E+02, 4.284E+01, 3.848E+01
 8.200E+01, 1.602E+02, 4.219E+01, 3.784E+01
 8.300E+01, 1.523E+02, 4.155E+01, 3.725E+01
 8.400E+01, 1.447E+02, 4.090E+01, 3.666E+01
 8.500E+01, 1.372E+02, 4.027E+01, 3.607E+01
 8.600E+01, 1.300E+02, 3.965E+01, 3.547E+01
 8.700E+01, 1.232E+02, 3.903E+01, 3.485E+01
 8.800E+01, 1.166E+02, 3.843E+01, 3.424E+01
 8.900E+01, 1.104E+02, 3.785E+01, 3.363E+01
 9.000E+01, 1.045E+02, 3.728E+01, 3.305E+01
 9.100E+01, 9.896E+01, 3.673E+01, 3.249E+01
 9.200E+01, 9.377E+01, 3.618E+01, 3.195E+01
 9.300E+01, 8.889E+01, 3.565E+01, 3.143E+01
