s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-35","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.300E+01, 0.000E+00, 0.000E+00, 3.097E+01
 1.400E+01, 0.000E+00, 0.000E+00, 7.242E+01
 1.500E+01, 0.000E+00, 0.000E+00, 8.140E+01
 1.600E+01, 0.000E+00, 0.000E+00, 8.867E+01
 1.700E+01, 0.000E+00, 0.000E+00, 9.417E+01
 1.800E+01, 0.000E+00, 0.000E+00, 9.791E+01
 1.900E+01, 0.000E+00, 0.000E+00, 9.994E+01
 2.000E+01, 0.000E+00, 0.000E+00, 1.003E+02
 2.100E+01, 0.000E+00, 0.000E+00, 9.970E+01
 2.200E+01, 0.000E+00, 0.000E+00, 9.923E+01
 2.400E+01, 0.000E+00, 0.000E+00, 9.869E+01
 2.500E+01, 0.000E+00, 0.000E+00, 9.836E+01
 2.600E+01, 0.000E+00, 0.000E+00, 9.832E+01
 2.700E+01, 0.000E+00, 0.000E+00, 9.857E+01
 2.800E+01, 0.000E+00, 0.000E+00, 9.915E+01
 2.900E+01, 0.000E+00, 0.000E+00, 1.000E+02
 3.000E+01, 0.000E+00, 0.000E+00, 1.012E+02
 3.100E+01, 0.000E+00, 0.000E+00, 1.028E+02
 3.200E+01, 0.000E+00, 0.000E+00, 1.046E+02
 3.300E+01, 0.000E+00, 5.493E+00, 1.068E+02
 3.500E+01, 0.000E+00, 2.871E+01, 1.103E+02
 3.600E+01, 0.000E+00, 5.048E+01, 1.140E+02
 3.700E+01, 0.000E+00, 5.669E+01, 1.165E+02
 3.800E+01, 0.000E+00, 6.141E+01, 1.190E+02
 3.900E+01, 0.000E+00, 6.524E+01, 1.215E+02
 4.000E+01, 0.000E+00, 6.833E+01, 1.231E+02
 4.100E+01, 0.000E+00, 7.072E+01, 1.238E+02
 4.200E+01, 0.000E+00, 7.238E+01, 1.236E+02
 4.300E+01, 0.000E+00, 7.340E+01, 1.224E+02
 4.400E+01, 0.000E+00, 7.372E+01, 1.202E+02
 4.600E+01, 0.000E+00, 7.335E+01, 1.149E+02
 4.700E+01, 0.000E+00, 7.299E+01, 1.071E+02
 4.800E+01, 0.000E+00, 7.276E+01, 1.009E+02
 4.900E+01, 0.000E+00, 7.258E+01, 9.393E+01
 5.000E+01, 0.000E+00, 7.243E+01, 8.629E+01
 5.100E+01, 0.000E+00, 7.231E+01, 7.794E+01
 5.200E+01, 0.000E+00, 7.225E+01, 6.916E+01
 5.300E+01, 0.000E+00, 7.229E+01, 6.090E+01
 5.400E+01, 0.000E+00, 7.246E+01, 5.364E+01
 5.600E+01, 0.000E+00, 7.299E+01, 4.492E+01
 5.700E+01, 0.000E+00, 7.376E+01, 3.833E+01
 5.800E+01, 0.000E+00, 7.445E+01, 3.540E+01
 5.900E+01, 0.000E+00, 7.525E+01, 3.372E+01
 6.000E+01, 0.000E+00, 7.617E+01, 3.272E+01
 6.100E+01, 0.000E+00, 7.724E+01, 3.214E+01
 6.200E+01, 0.000E+00, 7.843E+01, 3.197E+01
 6.300E+01, 0.000E+00, 7.969E+01, 3.221E+01
 6.400E+01, 0.000E+00, 8.099E+01, 3.287E+01
 6.500E+01, 0.000E+00, 8.230E+01, 3.403E+01
 6.600E+01, 0.000E+00, 8.362E+01, 3.564E+01
 6.800E+01, 0.000E+00, 8.566E+01, 3.858E+01
 6.900E+01, 5.493E+00, 8.772E+01, 4.201E+01
 7.000E+01, 1.141E+01, 8.907E+01, 4.464E+01
 7.100E+01, 3.108E+01, 9.012E+01, 4.750E+01
 7.200E+01, 3.748E+01, 9.078E+01, 5.046E+01
 7.300E+01, 4.161E+01, 9.108E+01, 5.334E+01
 7.400E+01, 4.484E+01, 9.099E+01, 5.608E+01
 7.500E+01, 4.755E+01, 9.052E+01, 5.870E+01
 7.600E+01, 4.996E+01, 8.967E+01, 6.120E+01
 7.700E+01, 5.202E+01, 8.844E+01, 6.356E+01
 7.900E+01, 5.443E+01, 8.579E+01, 6.700E+01
 8.000E+01, 5.625E+01, 8.208E+01, 7.054E+01
 8.100E+01, 5.697E+01, 7.907E+01, 7.298E+01
 8.200E+01, 5.744E+01, 7.578E+01, 7.550E+01
 8.300E+01, 5.757E+01, 7.221E+01, 7.808E+01
 8.400E+01, 5.740E+01, 6.837E+01, 8.069E+01
 8.500E+01, 5.722E+01, 6.424E+01, 8.314E+01
 8.600E+01, 5.704E+01, 5.982E+01, 8.538E+01
 8.700E+01, 5.688E+01, 5.515E+01, 8.739E+01
 8.800E+01, 5.675E+01, 5.040E+01, 8.920E+01
 9.000E+01, 5.658E+01, 4.383E+01, 9.145E+01
 9.100E+01, 5.646E+01, 3.811E+01, 9.310E+01
 9.200E+01, 5.640E+01, 3.484E+01, 9.376E+01
 9.300E+01, 5.635E+01, 3.202E+01, 9.416E+01
 9.400E+01, 5.637E+01, 2.962E+01, 9.431E+01
 9.500E+01, 5.645E+01, 2.763E+01, 9.421E+01
 9.600E+01, 5.659E+01, 2.609E+01, 9.385E+01
 9.700E+01, 5.680E+01, 2.508E+01, 9.322E+01
 9.800E+01, 5.706E+01, 2.443E+01, 9.241E+01
 1.000E+02, 5.757E+01, 2.380E+01, 9.109E+01
 1.010E+02, 5.820E+01, 2.350E+01, 8.968E+01
