s,kW/m2,kW/m2
Time,"HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+00, 0.000E+00, 0.000E+00
 7.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00
 1.300E+01, 0.000E+00, 0.000E+00
 1.600E+01, 0.000E+00, 0.000E+00
 1.900E+01, 0.000E+00, 0.000E+00
 2.200E+01, 0.000E+00, 0.000E+00
 2.500E+01, 0.000E+00, 0.000E+00
 2.800E+01, 0.000E+00, 0.000E+00
 3.100E+01, 0.000E+00, 0.000E+00
 3.500E+01, 0.000E+00, 0.000E+00
 3.800E+01, 0.000E+00, 0.000E+00
 4.100E+01, 0.000E+00, 0.000E+00
 4.400E+01, 0.000E+00, 1.244E+02
 4.700E+01, 0.000E+00, 2.042E+02
 5.000E+01, 0.000E+00, 2.030E+02
 5.300E+01, 0.000E+00, 2.018E+02
 5.600E+01, 0.000E+00, 2.005E+02
 5.900E+01, 0.000E+00, 1.990E+02
 6.200E+01, 0.000E+00, 1.959E+02
 6.600E+01, 6.855E+01, 1.920E+02
 6.900E+01, 1.553E+02, 1.881E+02
 7.200E+01, 1.548E+02, 1.847E+02
 7.500E+01, 1.542E+02, 1.814E+02
 7.800E+01, 1.536E+02, 1.780E+02
 8.100E+01, 1.529E+02, 1.764E+02
 8.400E+01, 1.522E+02, 1.756E+02
 8.700E+01, 1.510E+02, 1.749E+02
 9.000E+01, 1.491E+02, 1.741E+02
 9.300E+01, 1.472E+02, 1.733E+02
 9.700E+01, 1.450E+02, 1.725E+02
 1.000E+02, 1.427E+02, 1.716E+02
 1.030E+02, 1.408E+02, 1.708E+02
 1.060E+02, 1.388E+02, 1.700E+02
 1.090E+02, 1.369E+02, 1.692E+02
 1.120E+02, 1.351E+02, 1.684E+02
 1.150E+02, 1.344E+02, 1.676E+02
 1.180E+02, 1.339E+02, 1.668E+02
 1.210E+02, 1.335E+02, 1.660E+02
 1.240E+02, 1.330E+02, 1.652E+02
 1.280E+02, 1.325E+02, 1.643E+02
 1.310E+02, 1.320E+02, 1.634E+02
 1.340E+02, 1.315E+02, 1.626E+02
 1.370E+02, 1.311E+02, 1.618E+02
 1.400E+02, 1.306E+02, 1.610E+02
 1.430E+02, 1.302E+02, 1.601E+02
