s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_25p00_025","HRRPUA-CONE_25p00_025","WALL TEMPERATURE-CONE_25p00_035","HRRPUA-CONE_25p00_035","WALL TEMPERATURE-CONE_25p00_050","HRRPUA-CONE_25p00_050"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 3.013E+02, 0.000E+00, 3.792E+02, 0.000E+00, 4.758E+02, 0.000E+00
 2.000E+01, 4.176E+02, 0.000E+00, 5.025E+02, 0.000E+00, 5.995E+02, 0.000E+00
 3.000E+01, 4.414E+02, 0.000E+00, 5.240E+02, 0.000E+00, 6.181E+02, 8.454E+00
 4.000E+01, 4.545E+02, 0.000E+00, 5.357E+02, 0.000E+00, 6.283E+02, 2.919E+02
 5.000E+01, 4.629E+02, 0.000E+00, 5.431E+02, 3.008E+00, 6.347E+02, 4.505E+02
 6.000E+01, 4.687E+02, 0.000E+00, 5.482E+02, 1.292E+02, 6.391E+02, 3.481E+02
 7.000E+01, 4.729E+02, 0.000E+00, 5.519E+02, 3.253E+02, 6.423E+02, 2.404E+02
 8.000E+01, 4.762E+02, 0.000E+00, 5.547E+02, 3.447E+02, 6.447E+02, 1.536E+02
 9.000E+01, 4.788E+02, 0.000E+00, 5.570E+02, 2.881E+02, 6.466E+02, 8.460E+01
 1.000E+02, 4.808E+02, 0.000E+00, 5.588E+02, 2.371E+02, 6.481E+02, 6.965E+01
 1.100E+02, 4.825E+02, 2.336E+01, 5.602E+02, 1.769E+02, 6.494E+02, 6.757E+01
 1.200E+02, 4.839E+02, 1.715E+02, 5.614E+02, 1.056E+02, 6.503E+02, 6.936E+01
 1.300E+02, 4.850E+02, 2.775E+02, 5.623E+02, 5.649E+01, 6.511E+02, 7.165E+01
 1.400E+02, 4.859E+02, 2.747E+02, 5.631E+02, 3.464E+01, 6.518E+02, 7.188E+01
 1.500E+02, 4.867E+02, 2.282E+02, 5.638E+02, 1.831E+01, 6.523E+02, 7.170E+01
 1.600E+02, 4.873E+02, 1.785E+02, 5.643E+02, 1.820E+01, 6.527E+02, 7.034E+01
 1.700E+02, 4.878E+02, 1.402E+02, 5.647E+02, 1.854E+01, 6.531E+02, 4.884E+01
 1.800E+02, 4.882E+02, 1.097E+02, 5.650E+02, 1.889E+01, 6.534E+02, 0.000E+00
 1.900E+02, 4.886E+02, 7.736E+01, 5.653E+02, 1.915E+01, 6.536E+02, 0.000E+00
 2.000E+02, 4.888E+02, 5.104E+01, 5.656E+02, 1.910E+01, 6.538E+02, 0.000E+00
 2.100E+02, 4.891E+02, 3.894E+01, 5.657E+02, 1.902E+01, 6.539E+02, 0.000E+00
 2.200E+02, 4.893E+02, 3.639E+01, 5.659E+02, 1.885E+01, 6.541E+02, 0.000E+00
