s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-35","HRRPUA-50","HRRPUA-75"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 6.667E+01
 3.000E+01, 0.000E+00, 4.658E+00, 1.424E+02
 4.000E+01, 0.000E+00, 6.086E+01, 1.673E+02
 5.000E+01, 0.000E+00, 1.037E+02, 1.902E+02
 6.000E+01, 0.000E+00, 1.133E+02, 1.493E+02
 7.000E+01, 3.170E+00, 1.341E+02, 1.165E+02
 8.000E+01, 3.942E+01, 1.410E+02, 1.155E+02
 9.000E+01, 7.581E+01, 1.182E+02, 1.047E+02
 1.000E+02, 8.477E+01, 9.071E+01, 8.706E+01
 1.100E+02, 9.124E+01, 8.559E+01, 7.354E+01
 1.200E+02, 1.054E+02, 8.558E+01, 6.755E+01
 1.300E+02, 1.122E+02, 7.963E+01, 6.455E+01
 1.400E+02, 1.033E+02, 7.156E+01, 6.317E+01
 1.500E+02, 8.373E+01, 6.066E+01, 6.312E+01
 1.600E+02, 6.946E+01, 5.432E+01, 6.285E+01
 1.700E+02, 6.704E+01, 5.083E+01, 5.870E+01
 1.800E+02, 6.786E+01, 4.860E+01, 5.508E+01
 1.900E+02, 6.521E+01, 4.746E+01, 5.507E+01
 2.000E+02, 6.106E+01, 4.674E+01, 5.376E+01
 2.100E+02, 5.581E+01, 4.657E+01, 4.986E+01
 2.200E+02, 4.874E+01, 4.680E+01, 4.780E+01
 2.300E+02, 4.404E+01, 4.623E+01, 4.531E+01
 2.400E+02, 4.133E+01, 4.372E+01, 4.188E+01
 2.500E+02, 3.948E+01, 4.122E+01, 3.760E+01
 2.600E+02, 3.815E+01, 4.061E+01, 3.404E+01
 2.700E+02, 3.740E+01, 4.070E+01, 3.091E+01
 2.800E+02, 3.696E+01, 4.003E+01, 3.050E+01
 2.900E+02, 3.651E+01, 3.798E+01, 2.880E+01
 3.000E+02, 3.660E+01, 3.623E+01, 2.818E+01
 3.100E+02, 3.672E+01, 3.520E+01, 2.731E+01
 3.200E+02, 3.663E+01, 3.389E+01, 2.676E+01
 3.300E+02, 3.547E+01, 3.222E+01, 2.750E+01
 3.400E+02, 3.374E+01, 2.992E+01, 2.660E+01
 3.500E+02, 3.228E+01, 2.767E+01, 2.653E+01
 3.600E+02, 3.182E+01, 2.593E+01, 2.507E+01
 3.700E+02, 3.200E+01, 2.347E+01, 2.346E+01
 3.800E+02, 3.183E+01, 2.270E+01, 2.217E+01
 3.900E+02, 3.126E+01, 2.263E+01, 2.204E+01
 4.000E+02, 2.987E+01, 2.155E+01, 2.101E+01
 4.100E+02, 2.859E+01, 2.100E+01, 1.952E+01
 4.200E+02, 2.807E+01, 2.077E+01, 1.769E+01
 4.300E+02, 2.732E+01, 2.017E+01, 1.606E+01
 4.400E+02, 2.647E+01, 1.989E+01, 1.558E+01
 4.500E+02, 2.545E+01, 1.983E+01, 1.444E+01
 4.600E+02, 2.417E+01, 2.048E+01, 1.377E+01
 4.700E+02, 2.250E+01, 1.971E+01, 1.313E+01
 4.800E+02, 2.140E+01, 1.954E+01, 1.214E+01
 4.900E+02, 2.033E+01, 1.945E+01, 1.064E+01
 5.000E+02, 1.864E+01, 1.830E+01, 1.003E+01
 5.100E+02, 1.795E+01, 1.749E+01, 1.014E+01
 5.200E+02, 1.777E+01, 1.658E+01, 1.016E+01
 5.300E+02, 1.769E+01, 1.633E+01, 1.038E+01
 5.400E+02, 1.691E+01, 1.632E+01, 9.204E+00
 5.500E+02, 1.657E+01, 1.576E+01, 9.322E+00
 5.600E+02, 1.638E+01, 1.494E+01, 9.141E+00
 5.700E+02, 1.618E+01, 1.398E+01, 8.646E+00
 5.800E+02, 1.579E+01, 1.302E+01, 8.557E+00
 5.900E+02, 1.563E+01, 1.203E+01, 8.698E+00
 6.000E+02, 1.549E+01, 1.175E+01, 8.953E+00
 6.100E+02, 1.583E+01, 1.120E+01, 8.474E+00
 6.200E+02, 1.606E+01, 1.072E+01, 7.878E+00
 6.300E+02, 1.544E+01, 1.023E+01, 8.718E+00
 6.400E+02, 1.528E+01, 1.007E+01, 8.596E+00
 6.500E+02, 1.544E+01, 9.518E+00, 8.054E+00
 6.600E+02, 1.494E+01, 9.017E+00, 7.026E+00
 6.700E+02, 1.425E+01, 8.211E+00, 6.722E+00
 6.800E+02, 1.376E+01, 7.485E+00, 6.664E+00
 6.900E+02, 1.319E+01, 7.409E+00, 6.873E+00
 7.000E+02, 1.286E+01, 7.484E+00, 7.388E+00
 7.100E+02, 1.274E+01, 7.438E+00, 7.260E+00
 7.200E+02, 1.283E+01, 7.754E+00, 6.787E+00
 7.300E+02, 1.250E+01, 7.583E+00, 6.871E+00
 7.400E+02, 1.184E+01, 6.846E+00, 6.964E+00
 7.500E+02, 1.148E+01, 6.778E+00, 6.677E+00
 7.600E+02, 1.078E+01, 6.924E+00, 6.618E+00
 7.700E+02, 1.022E+01, 6.727E+00, 7.125E+00
 7.800E+02, 9.583E+00, 6.512E+00, 7.682E+00
 7.900E+02, 9.177E+00, 6.219E+00, 7.685E+00
 8.000E+02, 9.244E+00, 6.347E+00, 7.685E+00
 8.100E+02, 8.632E+00, 6.441E+00, 7.685E+00
 8.200E+02, 8.420E+00, 6.645E+00, 7.685E+00
 8.300E+02, 8.169E+00, 6.554E+00, 7.686E+00
 8.400E+02, 7.943E+00, 6.048E+00, 7.686E+00
 8.500E+02, 7.829E+00, 5.795E+00, 7.686E+00
 8.600E+02, 7.413E+00, 6.262E+00, 7.640E+00
 8.700E+02, 7.144E+00, 6.579E+00, 1.042E+00
 8.800E+02, 6.700E+00, 6.236E+00, 0.000E+00
 8.900E+02, 6.125E+00, 6.002E+00, 0.000E+00
 9.000E+02, 5.851E+00, 5.415E+00, 0.000E+00
 9.100E+02, 5.806E+00, 4.910E+00, 0.000E+00
