cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 6.9250000E+001, 4.9009096E+002, 1.9009718E-001, 1.0465093E-002, 2.0706908E-004, 7.4455000E-005, 1.8185104E-002, 1.6240712E-004, 7.8076809E-001, 1.6164825E-005
 6.9750000E+001, 4.8707742E+002, 1.9037330E-001, 1.0321407E-002, 1.9481396E-004, 6.9990269E-005, 1.7984536E-002, 1.5279526E-004, 7.8086496E-001, 1.5204141E-005
 7.0250000E+001, 4.8413771E+002, 1.9064080E-001, 1.0181616E-002, 1.8376944E-004, 6.5726430E-005, 1.7790077E-002, 1.4413289E-004, 7.8095785E-001, 1.4338317E-005
 7.0750000E+001, 4.8130469E+002, 1.9089814E-001, 1.0046725E-002, 1.7372497E-004, 6.1567524E-005, 1.7602907E-002, 1.3625488E-004, 7.8104662E-001, 1.3550986E-005
 7.1250000E+001, 4.7861086E+002, 1.9114171E-001, 9.9187353E-003, 1.6472199E-004, 5.7297013E-005, 1.7425717E-002, 1.2919372E-004, 7.8113032E-001, 1.2845766E-005
 7.1750000E+001, 4.7605959E+002, 1.9137197E-001, 9.7976907E-003, 1.5634907E-004, 5.2888693E-005, 1.7258253E-002, 1.2262672E-004, 7.8120957E-001, 1.2189795E-005
 7.2250000E+001, 4.7361073E+002, 1.9159245E-001, 9.6820460E-003, 1.4803090E-004, 4.8222712E-005, 1.7098016E-002, 1.1610267E-004, 7.8128610E-001, 1.1538362E-005
 7.2750000E+001, 4.7130566E+002, 1.9180012E-001, 9.5736325E-003, 1.3957210E-004, 4.3266104E-005, 1.6947295E-002, 1.0946831E-004, 7.8135928E-001, 1.0876809E-005
 7.3250000E+001, 4.6914653E+002, 1.9199360E-001, 9.4730253E-003, 1.3111019E-004, 3.8722211E-005, 1.6806957E-002, 1.0283152E-004, 7.8142805E-001, 1.0215878E-005
 7.3750000E+001, 4.6713466E+002, 1.9217154E-001, 9.3805726E-003, 1.2317563E-004, 3.4813878E-005, 1.6677871E-002, 9.6608339E-005, 7.8149126E-001, 9.5970068E-006
 7.4250000E+001, 4.6526304E+002, 1.9233470E-001, 9.2956229E-003, 1.1607065E-004, 3.1770937E-005, 1.6559401E-002, 9.1035808E-005, 7.8154864E-001, 9.0423587E-006
 7.4750000E+001, 4.6349817E+002, 1.9248710E-001, 9.2160793E-003, 1.0967684E-004, 2.9073181E-005, 1.6448668E-002, 8.6021047E-005, 7.8160187E-001, 8.5447269E-006
 7.5250000E+001, 4.6178084E+002, 1.9263262E-001, 9.1396743E-003, 1.0421660E-004, 2.6486763E-005, 1.6342827E-002, 8.1738509E-005, 7.8165200E-001, 8.1213772E-006
 7.5750000E+001, 4.6010613E+002, 1.9277478E-001, 9.0652991E-003, 9.8546738E-005, 2.3748952E-005, 1.6239527E-002, 7.7291559E-005, 7.8170148E-001, 7.6803807E-006
 7.6250000E+001, 4.5846458E+002, 1.9291514E-001, 8.9922538E-003, 9.2400222E-005, 2.1018094E-005, 1.6137631E-002, 7.2470762E-005, 7.8175097E-001, 7.2015477E-006
 7.6750000E+001, 4.5680852E+002, 1.9305817E-001, 8.9175376E-003, 8.6505520E-005, 1.8403501E-005, 1.6033704E-002, 6.7847467E-005, 7.8180087E-001, 6.7434030E-006
 7.7250000E+001, 4.5511492E+002, 1.9320560E-001, 8.8399963E-003, 8.1130714E-005, 1.6023824E-005, 1.5926416E-002, 6.3631932E-005, 7.8185130E-001, 6.3262638E-006
 7.7750000E+001, 4.5338132E+002, 1.9335753E-001, 8.7596469E-003, 7.6146789E-005, 1.3928707E-005, 1.5815690E-002, 5.9722972E-005, 7.8190240E-001, 5.9390134E-006
 7.8250000E+001, 4.5166172E+002, 1.9350991E-001, 8.6790240E-003, 7.1145480E-005, 1.2167961E-005, 1.5704585E-002, 5.5800377E-005, 7.8195342E-001, 5.5494860E-006
 7.8750000E+001, 4.4992351E+002, 1.9366568E-001, 8.5965244E-003, 6.6088323E-005, 1.0747033E-005, 1.5590939E-002, 5.1833978E-005, 7.8200523E-001, 5.1536968E-006
 7.9250000E+001, 4.4818269E+002, 1.9382089E-001, 8.5142015E-003, 6.1169293E-005, 9.6502268E-006, 1.5477632E-002, 4.7975916E-005, 7.8205649E-001, 4.7675501E-006
 7.9750000E+001, 4.4641434E+002, 1.9397623E-001, 8.4314753E-003, 5.6673815E-005, 8.8236819E-006, 1.5364113E-002, 4.4450051E-005, 7.8210713E-001, 4.4140191E-006
 8.0250000E+001, 4.4463130E+002, 1.9413201E-001, 8.3483138E-003, 5.2417483E-005, 8.1767935E-006, 1.5250197E-002, 4.1111752E-005, 7.8215750E-001, 4.0788492E-006
 8.0750000E+001, 4.4285324E+002, 1.9428629E-001, 8.2657392E-003, 4.8482944E-005, 7.6416393E-006, 1.5137308E-002, 3.8025838E-005, 7.8220700E-001, 3.7690680E-006
 8.1250000E+001, 4.4111926E+002, 1.9443614E-001, 8.1855011E-003, 4.4703522E-005, 7.1959537E-006, 1.5027647E-002, 3.5061586E-005, 7.8225498E-001, 3.4729150E-006
 8.1750000E+001, 4.3942894E+002, 1.9458151E-001, 8.1072743E-003, 4.1580805E-005, 6.8003920E-006, 1.4921166E-002, 3.2612396E-005, 7.8230091E-001, 3.2293988E-006
 8.2250000E+001, 4.3773022E+002, 1.9472723E-001, 8.0284668E-003, 3.8989344E-005, 6.4481306E-006, 1.4814319E-002, 3.0579878E-005, 7.8234632E-001, 3.0282182E-006
 8.2750000E+001, 4.3604125E+002, 1.9487182E-001, 7.9498710E-003, 3.6986906E-005, 6.1301132E-006, 1.4708205E-002, 2.9009338E-005, 7.8239073E-001, 2.8731147E-006
 8.3250000E+001, 4.3435588E+002, 1.9501534E-001, 7.8715522E-003, 3.5420049E-005, 5.8443284E-006, 1.4602794E-002, 2.7780430E-005, 7.8243432E-001, 2.7521767E-006
 8.3750000E+001, 4.3270128E+002, 1.9515545E-001, 7.7948156E-003, 3.4278870E-005, 5.5839688E-006, 1.4499814E-002, 2.6885388E-005, 7.8247645E-001, 2.6643553E-006
 8.4250000E+001, 4.3105422E+002, 1.9529395E-001, 7.7188729E-003, 3.3275706E-005, 5.3351360E-006, 1.4397997E-002, 2.6098593E-005, 7.8251794E-001, 2.5872440E-006
 8.4750000E+001, 4.2943837E+002, 1.9542849E-001, 7.6451191E-003, 3.2278856E-005, 5.1014742E-006, 1.4299096E-002, 2.5316750E-005, 7.8255827E-001, 2.5105245E-006
 8.5250000E+001, 4.2785150E+002, 1.9555867E-001, 7.5739439E-003, 3.1047313E-005, 4.8844323E-006, 1.4203447E-002, 2.4350834E-005, 7.8259757E-001, 2.4156775E-006
 8.5750000E+001, 4.2630083E+002, 1.9568467E-001, 7.5050093E-003, 2.9906877E-005, 4.7000177E-006, 1.4110849E-002, 2.3456374E-005, 7.8263554E-001, 2.3282866E-006
 8.6250000E+001, 4.2479543E+002, 1.9580690E-001, 7.4380410E-003, 2.8933566E-005, 4.5441826E-006, 1.4020995E-002, 2.2692993E-005, 7.8267222E-001, 2.2538323E-006
 8.6750000E+001, 4.2333300E+002, 1.9592635E-001, 7.3724058E-003, 2.8247236E-005, 4.4282832E-006, 1.3933136E-002, 2.2154695E-005, 7.8270773E-001, 2.2015089E-006
 8.7250000E+001, 4.2193268E+002, 1.9604230E-001, 7.3086408E-003, 2.7654743E-005, 4.3714429E-006, 1.3847836E-002, 2.1689995E-005, 7.8274209E-001, 2.1562078E-006
 8.7750000E+001, 4.2056068E+002, 1.9615667E-001, 7.2456515E-003, 2.7182686E-005, 4.3538157E-006, 1.3763660E-002, 2.1319753E-005, 7.8277583E-001, 2.1200205E-006
 8.8250000E+001, 4.1923274E+002, 1.9626795E-001, 7.1843794E-003, 2.6706933E-005, 4.3491598E-006, 1.3681767E-002, 2.0946614E-005, 7.8280866E-001, 2.0833142E-006
 8.8750000E+001, 4.1795241E+002, 1.9637566E-001, 7.1250212E-003, 2.6315884E-005, 4.3484165E-006, 1.3602485E-002, 2.0639909E-005, 7.8284037E-001, 2.0527704E-006
 8.9250000E+001, 4.1674287E+002, 1.9647773E-001, 7.0688164E-003, 2.5890256E-005, 4.3298663E-006, 1.3527373E-002, 2.0306083E-005, 7.8287048E-001, 2.0191675E-006
 8.9750000E+001, 4.1559652E+002, 1.9657457E-001, 7.0154948E-003, 2.5483363E-005, 4.2650899E-006, 1.3456111E-002, 1.9986951E-005, 7.8289909E-001, 1.9867842E-006
 9.0250000E+001, 4.1447990E+002, 1.9666884E-001, 6.9635995E-003, 2.5079964E-005, 4.1647580E-006, 1.3386751E-002, 1.9670560E-005, 7.8292698E-001, 1.9545749E-006
 9.0750000E+001, 4.1336865E+002, 1.9676239E-001, 6.9121899E-003, 2.4557580E-005, 4.0370688E-006, 1.3317945E-002, 1.9260847E-005, 7.8295481E-001, 1.9131537E-006
 9.1250000E+001, 4.1228276E+002, 1.9685292E-001, 6.8625639E-003, 2.3880287E-005, 3.8883795E-006, 1.3251394E-002, 1.8729637E-005, 7.8298194E-001, 1.8599612E-006
 9.1750000E+001, 4.1121241E+002, 1.9694144E-001, 6.8141150E-003, 2.3112804E-005, 3.7270536E-006, 1.3186340E-002, 1.8127690E-005, 7.8300860E-001, 1.7999995E-006
 9.2250000E+001, 4.1014397E+002, 1.9702868E-001, 6.7663770E-003, 2.2344215E-005, 3.5614888E-006, 1.3122231E-002, 1.7524875E-005, 7.8303490E-001, 1.7401724E-006
 9.2750000E+001, 4.0907961E+002, 1.9711517E-001, 6.7190742E-003, 2.1548134E-005, 3.3903435E-006, 1.3058680E-002, 1.6900497E-005, 7.8306101E-001, 1.6783318E-006
 9.3250000E+001, 4.0801149E+002, 1.9720190E-001, 6.6716612E-003, 2.0723419E-005, 3.2182456E-006, 1.2994961E-002, 1.6253662E-005, 7.8308722E-001, 1.6143259E-006
 9.3750000E+001, 4.0696124E+002, 1.9728721E-001, 6.6250392E-003, 1.9891281E-005, 3.0405842E-006, 1.2932288E-002, 1.5601005E-005, 7.8311303E-001, 1.5498130E-006
 9.4250000E+001, 4.0593479E+002, 1.9737235E-001, 6.5785192E-003, 1.9043848E-005, 2.8651996E-006, 1.2869740E-002, 1.4936352E-005, 7.8313881E-001, 1.4839756E-006
 9.4750000E+001, 4.0495702E+002, 1.9745392E-001, 6.5339782E-003, 1.8193980E-005, 2.6885955E-006, 1.2809822E-002, 1.4269789E-005, 7.8316355E-001, 1.4177977E-006
 9.5250000E+001, 4.0403307E+002, 1.9752971E-001, 6.4926233E-003, 1.7368151E-005, 2.5127886E-006, 1.2754163E-002, 1.3622079E-005, 7.8318659E-001, 1.3533283E-006
 9.5750000E+001, 4.0317463E+002, 1.9759905E-001, 6.4547993E-003, 1.6594042E-005, 2.3450532E-006, 1.2703242E-002, 1.3014935E-005, 7.8320770E-001, 1.2926739E-006
 9.6250000E+001, 4.0233457E+002, 1.9766641E-001, 6.4180429E-003, 1.5861687E-005, 2.1759755E-006, 1.2653773E-002, 1.2440538E-005, 7.8322818E-001, 1.2351489E-006
 9.6750000E+001, 4.0153156E+002, 1.9772859E-001, 6.3840972E-003, 1.5211960E-005, 2.0048322E-006, 1.2608107E-002, 1.1930949E-005, 7.8324707E-001, 1.1839353E-006
 9.7250000E+001, 4.0075890E+002, 1.9778788E-001, 6.3517458E-003, 1.4573739E-005, 1.8235962E-006, 1.2564572E-002, 1.1430383E-005, 7.8326512E-001, 1.1335319E-006
 9.7750000E+001, 4.0000362E+002, 1.9784568E-001, 6.3202155E-003, 1.3940911E-005, 1.6218626E-006, 1.2522133E-002, 1.0934048E-005, 7.8328274E-001, 1.0833839E-006
 9.8250000E+001, 3.9927681E+002, 1.9790148E-001, 6.2899301E-003, 1.3114530E-005, 1.4100233E-006, 1.2481202E-002, 1.0285906E-005, 7.8330000E-001, 1.0178416E-006
 9.8750000E+001, 3.9856107E+002, 1.9795765E-001, 6.2596224E-003, 1.2026711E-005, 1.2182237E-006, 1.2440042E-002, 9.4327142E-006, 7.8331765E-001, 9.3143685E-007
 9.9250000E+001, 3.9784580E+002, 1.9801555E-001, 6.2285226E-003, 1.0706762E-005, 1.0451134E-006, 1.2397649E-002, 8.3974606E-006, 7.8333603E-001, 8.2707505E-007
 9.9750000E+001, 3.9713928E+002, 1.9807469E-001, 6.1967900E-003, 9.3002643E-006, 8.8908486E-007, 1.2354348E-002, 7.2943249E-006, 7.8335486E-001, 7.1666105E-007
