s,m/s
Time,w
 0.0000000E+000, 0.0000000E+000
 2.9150703E-002,-2.3987687E-006
 5.8301407E-002, 5.2866151E-004
 8.7452110E-002, 2.4781096E-003
 1.1660281E-001, 8.9732422E-003
 1.4575352E-001, 1.5703415E-002
 1.7490422E-001, 2.2537260E-002
 2.0405492E-001, 2.9703010E-002
 2.3320563E-001, 3.7458109E-002
 2.6235633E-001, 4.6127076E-002
 2.9150703E-001, 4.9328682E-002
 3.2065774E-001, 4.8596005E-002
 3.4980844E-001, 4.5085269E-002
 3.7895914E-001, 4.1930800E-002
 4.0810985E-001, 4.0545891E-002
 4.3726055E-001, 4.5138313E-002
 4.6641125E-001, 5.0355470E-002
 4.9201069E-001, 5.6589349E-002
 5.1761013E-001, 6.6866053E-002
 5.3914169E-001, 7.5999340E-002
 5.5747324E-001, 8.3949971E-002
 5.7580479E-001, 9.2545685E-002
 5.9209711E-001, 9.9300056E-002
 6.0643798E-001, 1.0615473E-001
 6.2077885E-001, 1.1250777E-001
 6.3215317E-001, 1.1637175E-001
 6.4352749E-001, 1.2128694E-001
 6.5490180E-001, 1.2360571E-001
 6.6627612E-001, 1.2261173E-001
 6.7603120E-001, 1.2141020E-001
 6.8578628E-001, 1.1994532E-001
 6.9554136E-001, 1.1528817E-001
 7.0529644E-001, 1.0830094E-001
 7.1297815E-001, 1.0222556E-001
 7.2065986E-001, 9.6052221E-002
 7.2834157E-001, 8.7391721E-002
 7.3602328E-001, 7.7934016E-002
 7.4370499E-001, 6.6954957E-002
 7.5138669E-001, 5.5533138E-002
 7.5782345E-001, 4.7540293E-002
 7.6426020E-001, 4.0120972E-002
 7.7069696E-001, 3.0000932E-002
 7.7713371E-001, 2.1881597E-002
 7.8357047E-001, 1.2704224E-002
 7.9000722E-001, 6.3069279E-003
 7.9644397E-001,-1.2960661E-003
 8.0288073E-001,-7.0055510E-003
 8.0931748E-001,-1.4876270E-002
 8.1575424E-001,-1.9710901E-002
 8.2219099E-001,-2.6515877E-002
 8.2862775E-001,-3.3186225E-002
 8.3506450E-001,-4.1727108E-002
 8.4150125E-001,-4.9814082E-002
 8.4793801E-001,-5.9705193E-002
 8.5437476E-001,-6.8927313E-002
 8.6081152E-001,-7.7639627E-002
 8.6724827E-001,-8.3323930E-002
 8.7368503E-001,-8.6944160E-002
 8.8012178E-001,-8.8221680E-002
 8.8655853E-001,-9.0328570E-002
 8.9219496E-001,-9.2041734E-002
 8.9783139E-001,-9.6547851E-002
 9.0346782E-001,-1.0208675E-001
 9.0910425E-001,-1.0934098E-001
 9.1474068E-001,-1.1563880E-001
 9.2037711E-001,-1.2007653E-001
 9.2601354E-001,-1.2158308E-001
 9.3164997E-001,-1.1931526E-001
 9.3728640E-001,-1.1292866E-001
 9.4292283E-001,-1.0392736E-001
 9.4855926E-001,-9.2255275E-002
 9.5356187E-001,-8.2964496E-002
 9.5856448E-001,-7.1779808E-002
 9.6356710E-001,-6.0045187E-002
 9.6788473E-001,-4.6282375E-002
 9.7220236E-001,-2.9711089E-002
 9.7651999E-001,-9.5474817E-003
 9.8083762E-001, 1.2552976E-002
 9.8515525E-001, 3.9569775E-002
 9.8947288E-001, 6.8512308E-002
 9.9379051E-001, 1.0314762E-001
 9.9810814E-001, 1.3768915E-001
 1.0024258E+000, 1.7509836E-001
 1.0067434E+000, 2.1464723E-001
 1.0110610E+000, 2.5301502E-001
 1.0153787E+000, 2.9171178E-001
 1.0196963E+000, 3.3823779E-001
 1.0240139E+000, 3.8224063E-001
 1.0283315E+000, 4.3476620E-001
 1.0326492E+000, 4.9058077E-001
 1.0369668E+000, 5.5979769E-001
 1.0412844E+000, 6.4697223E-001
 1.0456021E+000, 7.5185594E-001
 1.0499197E+000, 8.7321435E-001
 1.0542373E+000, 1.0208804E+000
 1.0585550E+000, 1.1902733E+000
 1.0628726E+000, 1.3707065E+000
 1.0671902E+000, 1.5476767E+000
 1.0715079E+000, 1.7140224E+000
 1.0758255E+000, 1.8576595E+000
 1.0801431E+000, 1.9687090E+000
 1.0839872E+000, 2.0404942E+000
 1.0878313E+000, 2.0988270E+000
 1.0916754E+000, 2.1283497E+000
 1.0955195E+000, 2.1380449E+000
 1.0993636E+000, 2.1359075E+000
 1.1032077E+000, 2.1169190E+000
 1.1070518E+000, 2.0811650E+000
 1.1108958E+000, 2.0400164E+000
 1.1147399E+000, 2.0109102E+000
 1.1185840E+000, 2.0087316E+000
 1.1224281E+000, 2.0428657E+000
 1.1262722E+000, 2.1214242E+000
 1.1301163E+000, 2.2330798E+000
 1.1339604E+000, 2.3644991E+000
 1.1378045E+000, 2.5004535E+000
 1.1416486E+000, 2.6150182E+000
 1.1454927E+000, 2.6817439E+000
 1.1493368E+000, 2.6930026E+000
 1.1531809E+000, 2.6594695E+000
 1.1570249E+000, 2.6042206E+000
 1.1608690E+000, 2.5610776E+000
 1.1647131E+000, 2.5571640E+000
 1.1685572E+000, 2.5945386E+000
 1.1724013E+000, 2.6581326E+000
 1.1762454E+000, 2.7218042E+000
 1.1795729E+000, 2.7533157E+000
 1.1829003E+000, 2.7533867E+000
 1.1862278E+000, 2.7231338E+000
 1.1895553E+000, 2.6685115E+000
 1.1928827E+000, 2.5970175E+000
 1.1962102E+000, 2.5148328E+000
 1.1995376E+000, 2.4355628E+000
 1.2028651E+000, 2.3631871E+000
 1.2061926E+000, 2.3001721E+000
 1.2090954E+000, 2.2496327E+000
 1.2119982E+000, 2.2062897E+000
 1.2149010E+000, 2.1653649E+000
 1.2178038E+000, 2.1187858E+000
 1.2207066E+000, 2.0737039E+000
 1.2236095E+000, 2.0338002E+000
 1.2265123E+000, 1.9996491E+000
 1.2294151E+000, 1.9735338E+000
 1.2323179E+000, 1.9580492E+000
 1.2352207E+000, 1.9506037E+000
 1.2378271E+000, 1.9505114E+000
 1.2404334E+000, 1.9576938E+000
 1.2430397E+000, 1.9697181E+000
 1.2456460E+000, 1.9873831E+000
 1.2482524E+000, 2.0106920E+000
 1.2508587E+000, 2.0333526E+000
 1.2534650E+000, 2.0586929E+000
 1.2560713E+000, 2.0863271E+000
 1.2586777E+000, 2.1153821E+000
 1.2612840E+000, 2.1466913E+000
 1.2638903E+000, 2.1765105E+000
 1.2664966E+000, 2.2036558E+000
 1.2691030E+000, 2.2250459E+000
 1.2714260E+000, 2.2407784E+000
 1.2737491E+000, 2.2523284E+000
 1.2760722E+000, 2.2576216E+000
 1.2783953E+000, 2.2585081E+000
 1.2807184E+000, 2.2533644E+000
 1.2830415E+000, 2.2467581E+000
 1.2853646E+000, 2.2393779E+000
 1.2876877E+000, 2.2288158E+000
 1.2900107E+000, 2.2138780E+000
 1.2923338E+000, 2.1981488E+000
 1.2946569E+000, 2.1833940E+000
 1.2969800E+000, 2.1706515E+000
 1.2993031E+000, 2.1597515E+000
 1.3016262E+000, 2.1519880E+000
 1.3041816E+000, 2.1479495E+000
 1.3067370E+000, 2.1482395E+000
 1.3092924E+000, 2.1523580E+000
 1.3118478E+000, 2.1593276E+000
 1.3144032E+000, 2.1699009E+000
 1.3169586E+000, 2.1845165E+000
 1.3195140E+000, 2.2012425E+000
 1.3217967E+000, 2.2170162E+000
 1.3240795E+000, 2.2321302E+000
 1.3263623E+000, 2.2448248E+000
 1.3286451E+000, 2.2556199E+000
 1.3309278E+000, 2.2635056E+000
 1.3332106E+000, 2.2654090E+000
 1.3354934E+000, 2.2613210E+000
 1.3377762E+000, 2.2523090E+000
 1.3400589E+000, 2.2368507E+000
 1.3423417E+000, 2.2165441E+000
 1.3446245E+000, 2.1917805E+000
 1.3469073E+000, 2.1649078E+000
 1.3491900E+000, 2.1392390E+000
 1.3514728E+000, 2.1148081E+000
 1.3537556E+000, 2.0926326E+000
 1.3560384E+000, 2.0739684E+000
 1.3583211E+000, 2.0594072E+000
 1.3606039E+000, 2.0484484E+000
 1.3628867E+000, 2.0392238E+000
 1.3651695E+000, 2.0320670E+000
 1.3674522E+000, 2.0258731E+000
 1.3697350E+000, 2.0193192E+000
 1.3720178E+000, 2.0135080E+000
 1.3743006E+000, 2.0066449E+000
 1.3765833E+000, 1.9980398E+000
 1.3788661E+000, 1.9880308E+000
 1.3811489E+000, 1.9759359E+000
 1.3834317E+000, 1.9620488E+000
 1.3859427E+000, 1.9460183E+000
 1.3884538E+000, 1.9289703E+000
 1.3909648E+000, 1.9109213E+000
 1.3934759E+000, 1.8908338E+000
 1.3959869E+000, 1.8710991E+000
 1.3984980E+000, 1.8513255E+000
 1.4010090E+000, 1.8314589E+000
 1.4035201E+000, 1.8123279E+000
 1.4060311E+000, 1.7951044E+000
 1.4085422E+000, 1.7808441E+000
 1.4110532E+000, 1.7683748E+000
 1.4135643E+000, 1.7592013E+000
 1.4160753E+000, 1.7529023E+000
 1.4185864E+000, 1.7489751E+000
 1.4208399E+000, 1.7490504E+000
 1.4230934E+000, 1.7523294E+000
 1.4253469E+000, 1.7560955E+000
 1.4276004E+000, 1.7610003E+000
 1.4298539E+000, 1.7649762E+000
 1.4321074E+000, 1.7687322E+000
 1.4343609E+000, 1.7732456E+000
 1.4366144E+000, 1.7767367E+000
 1.4388679E+000, 1.7795107E+000
 1.4411214E+000, 1.7822652E+000
 1.4433749E+000, 1.7832905E+000
 1.4456284E+000, 1.7835391E+000
 1.4478819E+000, 1.7823508E+000
 1.4501354E+000, 1.7800737E+000
 1.4523889E+000, 1.7773541E+000
 1.4546424E+000, 1.7742338E+000
 1.4566590E+000, 1.7715600E+000
 1.4586757E+000, 1.7649715E+000
 1.4606924E+000, 1.7602515E+000
 1.4627091E+000, 1.7543802E+000
 1.4647258E+000, 1.7534683E+000
 1.4667425E+000, 1.7511821E+000
 1.4687591E+000, 1.7504028E+000
 1.4707758E+000, 1.7522563E+000
 1.4727925E+000, 1.7512768E+000
 1.4748092E+000, 1.7534941E+000
 1.4768259E+000, 1.7592289E+000
 1.4788426E+000, 1.7674000E+000
 1.4808592E+000, 1.7786862E+000
 1.4828759E+000, 1.7935000E+000
 1.4848926E+000, 1.8117398E+000
 1.4869093E+000, 1.8329076E+000
 1.4889260E+000, 1.8572650E+000
 1.4909427E+000, 1.8856900E+000
 1.4929593E+000, 1.9169741E+000
 1.4949760E+000, 1.9517888E+000
 1.4969927E+000, 1.9896682E+000
 1.4990094E+000, 2.0300852E+000
 1.5010261E+000, 2.0732154E+000
 1.5030428E+000, 2.1183226E+000
 1.5050594E+000, 2.1642495E+000
 1.5070761E+000, 2.2146066E+000
 1.5090928E+000, 2.2656709E+000
 1.5111095E+000, 2.3187769E+000
 1.5131262E+000, 2.3723895E+000
 1.5153445E+000, 2.4304850E+000
 1.5175629E+000, 2.4862372E+000
 1.5197812E+000, 2.5414779E+000
 1.5219996E+000, 2.5944257E+000
 1.5242179E+000, 2.6432949E+000
 1.5264363E+000, 2.6868696E+000
 1.5286546E+000, 2.7259009E+000
 1.5308730E+000, 2.7604526E+000
 1.5330913E+000, 2.7897855E+000
 1.5353097E+000, 2.8168924E+000
 1.5375280E+000, 2.8419437E+000
 1.5397464E+000, 2.8675300E+000
 1.5419647E+000, 2.8961634E+000
 1.5441831E+000, 2.9288161E+000
 1.5464014E+000, 2.9660032E+000
 1.5486198E+000, 3.0052718E+000
 1.5508381E+000, 3.0455115E+000
 1.5530565E+000, 3.0891117E+000
 1.5552748E+000, 3.1308515E+000
 1.5574932E+000, 3.1674355E+000
 1.5597115E+000, 3.1966324E+000
 1.5621517E+000, 3.2167081E+000
 1.5645919E+000, 3.2228724E+000
 1.5670321E+000, 3.2130199E+000
 1.5694723E+000, 3.1935676E+000
 1.5719125E+000, 3.1694406E+000
 1.5743527E+000, 3.1399428E+000
 1.5767929E+000, 3.1068913E+000
 1.5792330E+000, 3.0746351E+000
 1.5816732E+000, 3.0426938E+000
 1.5841134E+000, 3.0100216E+000
 1.5865536E+000, 2.9751435E+000
 1.5889938E+000, 2.9392863E+000
 1.5914340E+000, 2.9011629E+000
 1.5938742E+000, 2.8608225E+000
 1.5963143E+000, 2.8199795E+000
 1.5987545E+000, 2.7795872E+000
 1.6011947E+000, 2.7405502E+000
 1.6036349E+000, 2.7015579E+000
 1.6060751E+000, 2.6619005E+000
 1.6085153E+000, 2.6250406E+000
 1.6109555E+000, 2.5928225E+000
 1.6130173E+000, 2.5693092E+000
 1.6150791E+000, 2.5496227E+000
 1.6171409E+000, 2.5316163E+000
 1.6192027E+000, 2.5131994E+000
 1.6212645E+000, 2.4970443E+000
 1.6233263E+000, 2.4810684E+000
 1.6253881E+000, 2.4649485E+000
 1.6274499E+000, 2.4500234E+000
 1.6295117E+000, 2.4348799E+000
 1.6315736E+000, 2.4204470E+000
 1.6336354E+000, 2.4073341E+000
 1.6356972E+000, 2.3942814E+000
 1.6377590E+000, 2.3816080E+000
 1.6398208E+000, 2.3692440E+000
