s,m/s
Time,w
 0.0000000E+000, 0.0000000E+000
 1.4575352E-002, 1.7163679E-005
 2.9150703E-002, 1.6831677E-004
 4.3726055E-002, 1.4589279E-003
 5.8301407E-002, 4.3424698E-003
 7.2876759E-002, 7.7843758E-003
 8.7452110E-002, 1.1322667E-002
 1.0202746E-001, 1.4872293E-002
 1.1660281E-001, 1.8404602E-002
 1.3117817E-001, 2.1907157E-002
 1.4575352E-001, 2.5405912E-002
 1.6032887E-001, 2.8918972E-002
 1.7490422E-001, 3.2231854E-002
 1.8947957E-001, 3.4037460E-002
 2.0405492E-001, 3.4298052E-002
 2.1863028E-001, 3.3309219E-002
 2.3320563E-001, 3.1265142E-002
 2.4778098E-001, 2.8592484E-002
 2.6235633E-001, 2.5930519E-002
 2.7693168E-001, 2.3630887E-002
 2.9150703E-001, 2.2474504E-002
 3.0608239E-001, 2.2988804E-002
 3.2065774E-001, 2.4776338E-002
 3.3523309E-001, 2.3750316E-002
 3.4980844E-001, 1.7024480E-002
 3.6438379E-001, 1.7350222E-002
 3.7895914E-001, 2.2908426E-002
 3.9353450E-001, 2.9721636E-002
 4.0810985E-001, 3.5470841E-002
 4.1970737E-001, 3.9540220E-002
 4.3130488E-001, 4.4438048E-002
 4.4170647E-001, 4.9343722E-002
 4.5073149E-001, 5.3725095E-002
 4.5975651E-001, 5.8025252E-002
 4.6878154E-001, 6.2150491E-002
 4.7595877E-001, 6.5887342E-002
 4.8313601E-001, 7.0463493E-002
 4.9031325E-001, 7.4757092E-002
 4.9749048E-001, 7.8603467E-002
 5.0466772E-001, 8.2406053E-002
 5.1072174E-001, 8.5909942E-002
 5.1677576E-001, 8.9300817E-002
 5.2214190E-001, 9.1690886E-002
 5.2750803E-001, 9.4531269E-002
 5.3287416E-001, 9.7175736E-002
 5.3824029E-001, 9.9523597E-002
 5.4360642E-001, 1.0179961E-001
 5.4897256E-001, 1.0417623E-001
 5.5433869E-001, 1.0687878E-001
 5.5970482E-001, 1.0966541E-001
 5.6507095E-001, 1.1233844E-001
 5.7043708E-001, 1.1490996E-001
 5.7580322E-001, 1.1728180E-001
 5.8116935E-001, 1.1964949E-001
 5.8588111E-001, 1.2243654E-001
 5.9059288E-001, 1.2597987E-001
 5.9530464E-001, 1.2893029E-001
 6.0001640E-001, 1.3149673E-001
 6.0472817E-001, 1.3430265E-001
 6.0943993E-001, 1.3778156E-001
 6.1415169E-001, 1.4188599E-001
 6.1886346E-001, 1.4629794E-001
 6.2357522E-001, 1.5097016E-001
 6.2828699E-001, 1.5590350E-001
 6.3299875E-001, 1.6087979E-001
 6.3771051E-001, 1.6557201E-001
 6.4189079E-001, 1.6924348E-001
 6.4607107E-001, 1.7331235E-001
 6.5025135E-001, 1.7696962E-001
 6.5443162E-001, 1.7895387E-001
 6.5861190E-001, 1.7877696E-001
 6.6279218E-001, 1.7731892E-001
 6.6697246E-001, 1.7474191E-001
 6.7115274E-001, 1.7119367E-001
 6.7533301E-001, 1.6705424E-001
 6.7951329E-001, 1.6371084E-001
 6.8305888E-001, 1.6329620E-001
 6.8660447E-001, 1.6654614E-001
 6.9015007E-001, 1.7307308E-001
 6.9369566E-001, 1.8164645E-001
 6.9724125E-001, 1.9150917E-001
 7.0078684E-001, 2.0347699E-001
 7.0433243E-001, 2.1805918E-001
 7.0787802E-001, 2.3496260E-001
 7.1142362E-001, 2.5352166E-001
 7.1496921E-001, 2.7311409E-001
 7.1851480E-001, 2.9413239E-001
 7.2206039E-001, 3.1627628E-001
 7.2560598E-001, 3.3768883E-001
 7.2915158E-001, 3.5576268E-001
 7.3233535E-001, 3.6792788E-001
 7.3551912E-001, 3.7621419E-001
 7.3870290E-001, 3.8025412E-001
 7.4188667E-001, 3.8108728E-001
 7.4468866E-001, 3.8080559E-001
 7.4749064E-001, 3.8035099E-001
 7.5029263E-001, 3.7864826E-001
 7.5309461E-001, 3.7540363E-001
 7.5589660E-001, 3.7077793E-001
 7.5869858E-001, 3.6504928E-001
 7.6150057E-001, 3.5745044E-001
 7.6430255E-001, 3.4784477E-001
 7.6710453E-001, 3.3635951E-001
 7.6990652E-001, 3.2329533E-001
 7.7270850E-001, 3.0886082E-001
 7.7551049E-001, 2.9327989E-001
 7.7831247E-001, 2.7701451E-001
 7.8082268E-001, 2.6289452E-001
 7.8333289E-001, 2.4954190E-001
 7.8584309E-001, 2.3660598E-001
 7.8835330E-001, 2.2400936E-001
 7.9086350E-001, 2.1215500E-001
 7.9310338E-001, 2.0282691E-001
 7.9534326E-001, 1.9474318E-001
 7.9758314E-001, 1.8724079E-001
 7.9982302E-001, 1.8028483E-001
 8.0206290E-001, 1.7413864E-001
 8.0430278E-001, 1.6906348E-001
 8.0654266E-001, 1.6552211E-001
 8.0878254E-001, 1.6352037E-001
 8.1102242E-001, 1.6260218E-001
 8.1326230E-001, 1.6304304E-001
 8.1550218E-001, 1.6478621E-001
 8.1774206E-001, 1.6737733E-001
 8.1998194E-001, 1.7087299E-001
 8.2222182E-001, 1.7586055E-001
 8.2446170E-001, 1.8190824E-001
 8.2670158E-001, 1.8831587E-001
 8.2894146E-001, 1.9545694E-001
 8.3118133E-001, 2.0350612E-001
 8.3342121E-001, 2.1151876E-001
 8.3566109E-001, 2.1948220E-001
 8.3790097E-001, 2.2737663E-001
 8.4014085E-001, 2.3513090E-001
 8.4238073E-001, 2.4204187E-001
 8.4462061E-001, 2.4774022E-001
 8.4686049E-001, 2.5165263E-001
 8.4910037E-001, 2.5363787E-001
 8.5110037E-001, 2.5427904E-001
 8.5310037E-001, 2.5348665E-001
 8.5510036E-001, 2.5033121E-001
 8.5710036E-001, 2.4543224E-001
 8.5910036E-001, 2.3983549E-001
 8.6110035E-001, 2.3386830E-001
 8.6310035E-001, 2.2780642E-001
 8.6510035E-001, 2.2206858E-001
 8.6710034E-001, 2.1787127E-001
 8.6910034E-001, 2.1517663E-001
 8.7110034E-001, 2.1300138E-001
 8.7310033E-001, 2.1386353E-001
 8.7510033E-001, 2.1871901E-001
 8.7710033E-001, 2.2814807E-001
 8.7910032E-001, 2.4277873E-001
 8.8110032E-001, 2.6534634E-001
 8.8310032E-001, 2.9754385E-001
 8.8510031E-001, 3.3839322E-001
 8.8710031E-001, 3.8945539E-001
 8.8910031E-001, 4.5007710E-001
 8.9110030E-001, 5.1666838E-001
 8.9310030E-001, 5.8916381E-001
 8.9510030E-001, 6.6758404E-001
 8.9710029E-001, 7.4719340E-001
 8.9910029E-001, 8.2050428E-001
 9.0110029E-001, 8.8479512E-001
 9.0310028E-001, 9.3624682E-001
 9.0510028E-001, 9.7157283E-001
 9.0710028E-001, 9.8765884E-001
 9.0910027E-001, 9.8687996E-001
 9.1110027E-001, 9.7292770E-001
 9.1310027E-001, 9.5225983E-001
 9.1510026E-001, 9.2915480E-001
 9.1710026E-001, 9.0693955E-001
 9.1910026E-001, 8.8960574E-001
 9.2110025E-001, 8.7929172E-001
 9.2310025E-001, 8.7539520E-001
 9.2510025E-001, 8.7741352E-001
 9.2710024E-001, 8.8459228E-001
 9.2910024E-001, 8.9560791E-001
 9.3110024E-001, 9.0965308E-001
 9.3310023E-001, 9.2874794E-001
 9.3510023E-001, 9.5588937E-001
 9.3683372E-001, 9.8577524E-001
 9.3856722E-001, 1.0194511E+000
 9.4030071E-001, 1.0527929E+000
 9.4203421E-001, 1.0844383E+000
 9.4376771E-001, 1.1196337E+000
 9.4550120E-001, 1.1446533E+000
 9.4723470E-001, 1.1704474E+000
 9.4896819E-001, 1.2096863E+000
 9.5070169E-001, 1.2666998E+000
 9.5243518E-001, 1.3398163E+000
 9.5416868E-001, 1.4164218E+000
 9.5590217E-001, 1.4937417E+000
 9.5763567E-001, 1.5660914E+000
 9.5917700E-001, 1.6358473E+000
 9.6071832E-001, 1.7005199E+000
 9.6225965E-001, 1.7605620E+000
 9.6380098E-001, 1.8121542E+000
 9.6534231E-001, 1.8577442E+000
 9.6688364E-001, 1.8977523E+000
 9.6842497E-001, 1.9349773E+000
 9.6996630E-001, 1.9683070E+000
 9.7150763E-001, 2.0085857E+000
 9.7304896E-001, 2.0595746E+000
 9.7459029E-001, 2.1240089E+000
 9.7613162E-001, 2.1980191E+000
 9.7767295E-001, 2.2790948E+000
 9.7921428E-001, 2.3594580E+000
 9.8075561E-001, 2.4378169E+000
 9.8229694E-001, 2.5059322E+000
 9.8383827E-001, 2.5663947E+000
 9.8537960E-001, 2.6156221E+000
 9.8692093E-001, 2.6644558E+000
 9.8846226E-001, 2.7159045E+000
 9.9000359E-001, 2.7651879E+000
 9.9154492E-001, 2.8133236E+000
 9.9308625E-001, 2.8499760E+000
 9.9462758E-001, 2.8674906E+000
 9.9616891E-001, 2.8589944E+000
 9.9753238E-001, 2.8238044E+000
 9.9889586E-001, 2.7644297E+000
 1.0002593E+000, 2.6919202E+000
 1.0016228E+000, 2.6167198E+000
 1.0029863E+000, 2.5541635E+000
 1.0043498E+000, 2.5144221E+000
 1.0057132E+000, 2.5035311E+000
 1.0070767E+000, 2.5231909E+000
 1.0084402E+000, 2.5685509E+000
 1.0098036E+000, 2.6337445E+000
 1.0111671E+000, 2.7074779E+000
 1.0125306E+000, 2.7772948E+000
 1.0138941E+000, 2.8342730E+000
 1.0152575E+000, 2.8702917E+000
 1.0166210E+000, 2.8847617E+000
 1.0179845E+000, 2.8757980E+000
 1.0193480E+000, 2.8455950E+000
 1.0207114E+000, 2.7975917E+000
 1.0220749E+000, 2.7386403E+000
 1.0234384E+000, 2.6767673E+000
 1.0248019E+000, 2.6178847E+000
 1.0261653E+000, 2.5684553E+000
 1.0275288E+000, 2.5344968E+000
 1.0288923E+000, 2.5180470E+000
 1.0302558E+000, 2.5193131E+000
 1.0316192E+000, 2.5370967E+000
 1.0329827E+000, 2.5673260E+000
 1.0343462E+000, 2.6064584E+000
 1.0357097E+000, 2.6504506E+000
 1.0370731E+000, 2.6944869E+000
 1.0384366E+000, 2.7351307E+000
 1.0398001E+000, 2.7682860E+000
 1.0411635E+000, 2.7911225E+000
 1.0425270E+000, 2.8019089E+000
 1.0438905E+000, 2.8000973E+000
 1.0452540E+000, 2.7858465E+000
 1.0466174E+000, 2.7592750E+000
 1.0479809E+000, 2.7234943E+000
 1.0493444E+000, 2.6858033E+000
 1.0507079E+000, 2.6501069E+000
 1.0520713E+000, 2.6200397E+000
 1.0534348E+000, 2.5990246E+000
 1.0547983E+000, 2.5906117E+000
 1.0561618E+000, 2.5953997E+000
 1.0575252E+000, 2.6116084E+000
 1.0588887E+000, 2.6353418E+000
 1.0602522E+000, 2.6587247E+000
 1.0616157E+000, 2.6791299E+000
 1.0629791E+000, 2.6868542E+000
 1.0643426E+000, 2.6879897E+000
 1.0657061E+000, 2.6795174E+000
 1.0670696E+000, 2.6612319E+000
 1.0684330E+000, 2.6344074E+000
 1.0697965E+000, 2.6018889E+000
 1.0711600E+000, 2.5674492E+000
 1.0725234E+000, 2.5377545E+000
 1.0738869E+000, 2.5141522E+000
 1.0752504E+000, 2.4987111E+000
 1.0766139E+000, 2.4933017E+000
 1.0779773E+000, 2.4963944E+000
 1.0793408E+000, 2.5096714E+000
 1.0807043E+000, 2.5274185E+000
 1.0820678E+000, 2.5458958E+000
 1.0834312E+000, 2.5613451E+000
 1.0847947E+000, 2.5700472E+000
 1.0861582E+000, 2.5709992E+000
 1.0875217E+000, 2.5659636E+000
 1.0888851E+000, 2.5555148E+000
 1.0902486E+000, 2.5395891E+000
 1.0916121E+000, 2.5212787E+000
 1.0929756E+000, 2.5024890E+000
 1.0943390E+000, 2.4841099E+000
 1.0957025E+000, 2.4679281E+000
 1.0970660E+000, 2.4556430E+000
 1.0984295E+000, 2.4487131E+000
 1.0997929E+000, 2.4463353E+000
 1.1011564E+000, 2.4466058E+000
 1.1025199E+000, 2.4458982E+000
 1.1038833E+000, 2.4431307E+000
 1.1052468E+000, 2.4379909E+000
 1.1066103E+000, 2.4282760E+000
 1.1079738E+000, 2.4151238E+000
 1.1093372E+000, 2.3973304E+000
 1.1107007E+000, 2.3763686E+000
 1.1120642E+000, 2.3537281E+000
 1.1134277E+000, 2.3318634E+000
 1.1147911E+000, 2.3139664E+000
 1.1161546E+000, 2.3014051E+000
 1.1175181E+000, 2.2965271E+000
 1.1188816E+000, 2.2997421E+000
 1.1202450E+000, 2.3117689E+000
 1.1214620E+000, 2.3296953E+000
 1.1226790E+000, 2.3534017E+000
 1.1238960E+000, 2.3753576E+000
 1.1251130E+000, 2.3999940E+000
 1.1263300E+000, 2.4230552E+000
 1.1275470E+000, 2.4465379E+000
 1.1287640E+000, 2.4734358E+000
 1.1299810E+000, 2.4970850E+000
 1.1311980E+000, 2.5168979E+000
 1.1324150E+000, 2.5331921E+000
 1.1336320E+000, 2.5471143E+000
 1.1348489E+000, 2.5582746E+000
