s,m/s
Time,w
 0.0000000E+000,-4.1635984E-003
 2.0612660E-002,-4.1055300E-003
 4.1225320E-002,-2.9808286E-003
 6.1837980E-002, 2.3215083E-003
 8.2450640E-002, 1.0018306E-002
 1.0306330E-001, 1.9063188E-002
 1.2367596E-001, 2.9416569E-002
 1.4428862E-001, 4.0131727E-002
 1.6490128E-001, 5.1078583E-002
 1.8551394E-001, 6.1973255E-002
 2.0612660E-001, 7.2585589E-002
 2.2673926E-001, 8.1973187E-002
 2.4735192E-001, 8.7078515E-002
 2.6796458E-001, 8.7784504E-002
 2.8857724E-001, 8.2953630E-002
 3.0918990E-001, 7.2758062E-002
 3.2980256E-001, 5.8604143E-002
 3.5041522E-001, 4.4047948E-002
 3.7102788E-001, 3.2234161E-002
 3.9164054E-001, 2.5295361E-002
 4.1225320E-001, 2.0199070E-002
 4.3286586E-001, 1.9167594E-002
 4.5347852E-001, 1.6867901E-002
 4.7409118E-001, 9.8378905E-003
 4.9470384E-001, 8.5984492E-003
 5.1531650E-001, 1.7356534E-002
 5.3592916E-001, 3.0742240E-002
 5.5654182E-001, 4.6013088E-002
 5.7715448E-001, 6.0507540E-002
 5.9520508E-001, 7.2974721E-002
 6.1325567E-001, 8.4979773E-002
 6.2854605E-001, 9.3027022E-002
 6.4383642E-001, 9.9406046E-002
 6.5687596E-001, 1.0351891E-001
 6.6991551E-001, 1.0864783E-001
 6.8115497E-001, 1.1130259E-001
 6.9239443E-001, 1.1281720E-001
 7.0363389E-001, 1.0982737E-001
 7.1487335E-001, 1.0500737E-001
 7.2498253E-001, 1.0032130E-001
 7.3509171E-001, 9.5036298E-002
 7.4520088E-001, 8.5227920E-002
 7.5531006E-001, 7.3124432E-002
 7.6395236E-001, 6.2759744E-002
 7.7259467E-001, 5.2512124E-002
 7.8123697E-001, 3.9900347E-002
 7.8800979E-001, 3.1414703E-002
 7.9478260E-001, 2.1496242E-002
 8.0155542E-001, 6.3352182E-003
 8.0832824E-001,-1.1538118E-002
 8.1510106E-001,-3.1133350E-002
 8.2187387E-001,-5.0204175E-002
 8.2864669E-001,-6.9354950E-002
 8.3541951E-001,-8.9884285E-002
 8.4219233E-001,-1.1025746E-001
 8.4896514E-001,-1.2961167E-001
 8.5573796E-001,-1.5006247E-001
 8.6251078E-001,-1.7137790E-001
 8.6928360E-001,-1.9094056E-001
 8.7523101E-001,-2.0599657E-001
 8.8117843E-001,-2.1910776E-001
 8.8712584E-001,-2.3291889E-001
 8.9241405E-001,-2.4493824E-001
 8.9770225E-001,-2.5475203E-001
 9.0299045E-001,-2.6526412E-001
 9.0827865E-001,-2.7611899E-001
 9.1356685E-001,-2.8687915E-001
 9.1885505E-001,-2.9705444E-001
 9.2414325E-001,-3.0664827E-001
 9.2943145E-001,-3.1601652E-001
 9.3471965E-001,-3.2530103E-001
 9.4000785E-001,-3.3304849E-001
 9.4529605E-001,-3.3974242E-001
 9.5058425E-001,-3.4623524E-001
 9.5513074E-001,-3.5127089E-001
 9.5967722E-001,-3.5616251E-001
 9.6422370E-001,-3.6182782E-001
 9.6877019E-001,-3.6920160E-001
 9.7331667E-001,-3.7486324E-001
 9.7786315E-001,-3.8039426E-001
 9.8240964E-001,-3.8477255E-001
 9.8695612E-001,-3.8846469E-001
 9.9150260E-001,-3.9063493E-001
 9.9604909E-001,-3.9183670E-001
 1.0005956E+000,-3.9107201E-001
 1.0051421E+000,-3.8882693E-001
 1.0096885E+000,-3.8307984E-001
 1.0142350E+000,-3.7350891E-001
 1.0187815E+000,-3.6025964E-001
 1.0233280E+000,-3.4252998E-001
 1.0278745E+000,-3.1902422E-001
 1.0324210E+000,-2.8989577E-001
 1.0362065E+000,-2.6018397E-001
 1.0399921E+000,-2.2608578E-001
 1.0441562E+000,-1.8439970E-001
 1.0483204E+000,-1.3932069E-001
 1.0524845E+000,-8.9984660E-002
 1.0566486E+000,-3.5380244E-002
 1.0608128E+000, 2.2784589E-002
 1.0645473E+000, 7.7960678E-002
 1.0682819E+000, 1.3518361E-001
 1.0720165E+000, 1.9385577E-001
 1.0757511E+000, 2.5309175E-001
 1.0794856E+000, 3.1189974E-001
 1.0832202E+000, 3.6984946E-001
 1.0869548E+000, 4.2680896E-001
 1.0910628E+000, 4.8678625E-001
 1.0951708E+000, 5.4208330E-001
 1.0992789E+000, 5.9176096E-001
 1.1033869E+000, 6.3509576E-001
 1.1074949E+000, 6.7190903E-001
 1.1116029E+000, 7.0075385E-001
 1.1157110E+000, 7.2096912E-001
 1.1198190E+000, 7.3179834E-001
 1.1239270E+000, 7.3312103E-001
