s,m/s
Time,w
 0.0000000E+000, 7.3917508E-005
 1.2622625E-002, 8.0456789E-005
 2.5245250E-002, 4.1268372E-004
 3.7867875E-002, 2.2488846E-003
 5.0490499E-002, 5.7880250E-003
 6.3113124E-002, 1.0128162E-002
 7.5735749E-002, 1.4793705E-002
 8.8358374E-002, 1.9548707E-002
 1.0098100E-001, 2.4312026E-002
 1.1360362E-001, 2.9045947E-002
 1.2622625E-001, 3.3679510E-002
 1.3884887E-001, 3.7801902E-002
 1.5147150E-001, 4.0331456E-002
 1.6409412E-001, 4.1053128E-002
 1.7671675E-001, 3.9613562E-002
 1.8933937E-001, 3.5635101E-002
 2.0196200E-001, 2.9874328E-002
 2.1458462E-001, 2.3904683E-002
 2.2720725E-001, 1.8979394E-002
 2.3982987E-001, 1.5265420E-002
 2.5245250E-001, 9.6826811E-003
 2.6507512E-001, 2.7855963E-004
 2.7769775E-001,-3.3650393E-004
 2.9032037E-001, 4.3395685E-003
 3.0294300E-001, 9.4345191E-003
 3.1556562E-001, 1.4413206E-002
 3.2818825E-001, 1.8628739E-002
 3.4081087E-001, 2.1131930E-002
 3.5343350E-001, 2.2969551E-002
 3.6605612E-001, 2.5162342E-002
 3.7867875E-001, 2.8126952E-002
 3.9130137E-001, 3.1704222E-002
 4.0392400E-001, 3.5470088E-002
 4.1654662E-001, 3.9120291E-002
 4.2916925E-001, 4.2633335E-002
 4.3920943E-001, 4.5435755E-002
 4.4924961E-001, 4.8767227E-002
 4.5822056E-001, 5.2061659E-002
 4.6719151E-001, 5.6347966E-002
 4.7616246E-001, 6.1294520E-002
 4.8416730E-001, 6.5778829E-002
 4.9217214E-001, 7.0114133E-002
 5.0017698E-001, 7.3843689E-002
 5.0733821E-001, 7.6240494E-002
 5.1449944E-001, 7.9888463E-002
 5.2166067E-001, 8.3705258E-002
 5.2882190E-001, 8.6997320E-002
 5.3518745E-001, 9.0534107E-002
 5.4155300E-001, 9.4847271E-002
 5.4791854E-001, 9.9114177E-002
 5.5428409E-001, 1.0288026E-001
 5.6064964E-001, 1.0608111E-001
 5.6701518E-001, 1.0857461E-001
 5.7338073E-001, 1.1081450E-001
 5.7974628E-001, 1.1327893E-001
 5.8611182E-001, 1.1600549E-001
 5.9247737E-001, 1.1821007E-001
 5.9884292E-001, 1.1960825E-001
 6.0429562E-001, 1.2046478E-001
 6.0974832E-001, 1.2114378E-001
 6.1520101E-001, 1.2007407E-001
 6.2065371E-001, 1.1826436E-001
 6.2610641E-001, 1.1598287E-001
 6.3074758E-001, 1.1366527E-001
 6.3538875E-001, 1.1172782E-001
 6.4002992E-001, 1.0869752E-001
 6.4467109E-001, 1.0462242E-001
 6.4931226E-001, 1.0104596E-001
 6.5395343E-001, 9.7846173E-002
