s,m/s
Time,w
 0.0000000E+000, 7.3917508E-005
 1.2622625E-002, 8.2400787E-005
 2.5245250E-002, 3.2339174E-004
 3.7867875E-002, 1.8579163E-003
 5.0490499E-002, 5.0858401E-003
 6.3113124E-002, 9.0668461E-003
 7.5735749E-002, 1.3245835E-002
 8.8358374E-002, 1.7504062E-002
 1.0098100E-001, 2.1821147E-002
 1.1360362E-001, 2.6174525E-002
 1.2622625E-001, 3.0548121E-002
 1.3884887E-001, 3.4874476E-002
 1.5147150E-001, 3.8581251E-002
 1.6409412E-001, 4.0655692E-002
 1.7671675E-001, 4.1481901E-002
 1.8933937E-001, 4.0690408E-002
 2.0196200E-001, 3.7600473E-002
 2.1458462E-001, 3.2911459E-002
 2.2720725E-001, 2.8233729E-002
 2.3982987E-001, 2.4253275E-002
 2.5245250E-001, 2.2116274E-002
 2.6507512E-001, 2.1722131E-002
 2.7769775E-001, 2.1008770E-002
 2.9032037E-001, 1.5399488E-002
 3.0294300E-001, 1.3949721E-002
 3.1556562E-001, 1.7431528E-002
 3.2818825E-001, 2.2536253E-002
 3.4081087E-001, 2.7669851E-002
 3.5343350E-001, 3.2468501E-002
 3.6605612E-001, 3.6115333E-002
 3.7867875E-001, 3.8809249E-002
 3.9130137E-001, 4.1728338E-002
 4.0392400E-001, 4.5384122E-002
 4.1654662E-001, 4.9297252E-002
 4.2648930E-001, 5.3278849E-002
 4.3643198E-001, 5.7866953E-002
 4.4637465E-001, 6.1947585E-002
 4.5483928E-001, 6.4600940E-002
 4.6330390E-001, 6.8240817E-002
 4.7176853E-001, 7.1868360E-002
 4.8023315E-001, 7.5307597E-002
 4.8756449E-001, 7.8524150E-002
 4.9489583E-001, 8.2093324E-002
 5.0222717E-001, 8.5093230E-002
 5.0842968E-001, 8.7392316E-002
 5.1463219E-001, 9.0191522E-002
 5.2083470E-001, 9.2722781E-002
 5.2703721E-001, 9.4817875E-002
 5.3323973E-001, 9.6425864E-002
 5.3944224E-001, 9.8308157E-002
 5.4564475E-001, 1.0059161E-001
 5.5184726E-001, 1.0308307E-001
 5.5736888E-001, 1.0552106E-001
 5.6289049E-001, 1.0821111E-001
 5.6841211E-001, 1.1065505E-001
 5.7393373E-001, 1.1247180E-001
 5.7945534E-001, 1.1395981E-001
 5.8497696E-001, 1.1529400E-001
 5.9049858E-001, 1.1640828E-001
 5.9526452E-001, 1.1720553E-001
 6.0003046E-001, 1.1860457E-001
 6.0479640E-001, 1.2010753E-001
 6.0956233E-001, 1.2094897E-001
 6.1432827E-001, 1.2112455E-001
 6.1909421E-001, 1.2086239E-001
 6.2386015E-001, 1.2012533E-001
 6.2862609E-001, 1.1910748E-001
 6.3339203E-001, 1.1761544E-001
 6.3815797E-001, 1.1555069E-001
