cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 2.2198980E+001, 1.0193241E+003, 1.0277752E+003, 2.8540328E+000, 9.7886064E+001, 1.5537268E+002, 5.9048817E-001, 4.3350058E-002, 5.5288480E-002, 4.3329854E-002, 2.6270515E-002, 1.1569131E-001, 3.8515426E-002, 6.6311107E-001, 4.5524835E-002, 6.5069997E-003, 3.5000000E+001, 3.1225666E-001, 5.6385088E+001, 9.7587475E-001
 2.4637755E+001, 1.0190883E+003, 1.0263703E+003, 3.0075231E+000, 1.0369322E+002, 1.6759959E+002, 6.4521293E-001, 4.8745378E-002, 5.5148520E-002, 4.0156203E-002, 2.2896391E-002, 1.1272610E-001, 3.5694403E-002, 6.7124760E-001, 4.2159862E-002, 6.0260342E-003, 3.8888889E+001, 3.1225666E-001, 6.0620905E+001, 8.5086605E-001
 2.7076531E+001, 1.0139738E+003, 1.0173539E+003, 3.2584534E+000, 1.1827686E+002, 1.9578021E+002, 7.6252753E-001, 5.9746426E-002, 5.4273160E-002, 3.4256865E-002, 1.7289523E-002, 1.0639292E-001, 3.0450547E-002, 6.8617160E-001, 3.5903147E-002, 5.1317433E-003, 4.2777778E+001, 3.1507539E-001, 6.4856804E+001, 7.4639394E-001
 2.9515306E+001, 1.0103918E+003, 1.0116363E+003, 3.3620772E+000, 1.2647741E+002, 2.0978327E+002, 8.2001484E-001, 6.5328173E-002, 5.3552529E-002, 3.1543069E-002, 1.4964482E-002, 1.0305545E-001, 2.8038283E-002, 6.9300366E-001, 3.3030290E-002, 4.7211173E-003, 4.6666667E+001, 3.1926156E-001, 6.9092768E+001, 5.8364122E-001
 3.1954082E+001, 1.0061081E+003, 1.0052844E+003, 3.4531888E+000, 1.3471453E+002, 2.2279049E+002, 8.7447238E-001, 7.0957131E-002, 5.2712350E-002, 2.8912699E-002, 1.2888359E-002, 9.9631293E-002, 2.5700177E-002, 6.9956042E-001, 3.0248802E-002, 4.3235509E-003, 5.0555556E+001, 3.2166337E-001, 7.3328788E+001, 4.8310198E-001
 3.4392857E+001, 9.9871535E+002, 9.9564227E+002, 3.5310171E+000, 1.4166949E+002, 2.3378262E+002, 9.2631722E-001, 7.6689860E-002, 5.1692608E-002, 2.6399955E-002, 1.1080426E-002, 9.6070624E-002, 2.3466627E-002, 7.0579992E-001, 2.7593965E-002, 3.9440873E-003, 5.4444444E+001, 3.2108088E-001, 7.7564853E+001, 4.3271431E-001
 3.6831633E+001, 9.8973942E+002, 9.8456094E+002, 3.5976923E+000, 1.4818600E+002, 2.4368220E+002, 9.7303865E-001, 8.2267748E-002, 5.0619955E-002, 2.4035560E-002, 9.4781179E-003, 9.2569255E-002, 2.1364942E-002, 7.1165257E-001, 2.5099356E-002, 3.5875253E-003, 5.8333333E+001, 3.1775377E-001, 8.1800956E+001, 3.8905989E-001
 3.9270408E+001, 9.6741231E+002, 9.5782825E+002, 3.6973761E+000, 1.6380258E+002, 2.6407164E+002, 1.0608289E+000, 9.2867958E-002, 4.8415204E-002, 1.9697051E-002, 6.8343179E-003, 8.5828568E-002, 1.7508490E-002, 7.2228273E-001, 2.0524986E-002, 2.9336971E-003, 6.2222222E+001, 3.1258919E-001, 8.6037093E+001, 3.5106617E-001
 4.1709184E+001, 9.5496629E+002, 9.4295911E+002, 3.7300979E+000, 1.7212718E+002, 2.7475510E+002, 1.1084151E+000, 9.8000859E-002, 4.7236162E-002, 1.7710566E-002, 5.7522312E-003, 8.2516065E-002, 1.5742726E-002, 7.2713787E-001, 1.8434812E-002, 2.6349424E-003, 6.6111111E+001, 3.0655100E-001, 9.0273257E+001, 3.1785792E-001
 4.4147959E+001, 9.4216305E+002, 9.2790161E+002, 3.7553261E+000, 1.7970114E+002, 2.8436807E+002, 1.1516841E+000, 1.0298610E-001, 4.6049275E-002, 1.5819848E-002, 4.8037494E-003, 7.9276851E-002, 1.4062087E-002, 7.3172881E-001, 1.6447746E-002, 2.3509252E-003, 7.0000000E+001, 3.0033360E-001, 9.4509447E+001, 2.8871620E-001
 4.6586735E+001, 9.2831706E+002, 9.1191939E+002, 3.7758251E+000, 1.8617168E+002, 2.9249282E+002, 1.1892981E+000, 1.0784535E-001, 4.4846928E-002, 1.4018790E-002, 3.9917983E-003, 7.6095407E-002, 1.2461147E-002, 7.3606765E-001, 1.4556857E-002, 2.0806548E-003, 7.3888889E+001, 2.9425853E-001, 9.8745657E+001, 2.4767642E-001
 4.9025510E+001, 8.9833262E+002, 8.7837771E+002, 3.8094756E+000, 1.9579741E+002, 3.0300477E+002, 1.2468470E+000, 1.1698512E-001, 4.2349281E-002, 1.0895225E-002, 2.7390658E-003, 7.0028438E-002, 9.6846445E-003, 7.4368649E-001, 1.1286476E-002, 1.6132095E-003, 7.7777778E+001, 2.8643205E-001, 1.0298189E+002, 2.2602287E-001
 5.1464286E+001, 8.8125450E+002, 8.6012678E+002, 3.8244765E+000, 1.9908077E+002, 3.0494527E+002, 1.2673613E+000, 1.2139598E-001, 4.0975657E-002, 9.5861171E-003, 2.2619101E-003, 6.7050636E-002, 8.5209930E-003, 7.4701334E-001, 9.9191872E-003, 1.4177788E-003, 8.1666667E+001, 2.8047583E-001, 1.0721813E+002, 2.0679805E-001
 5.3903061E+001, 8.6324682E+002, 8.4109665E+002, 3.8392617E+000, 2.0254774E+002, 3.0666909E+002, 1.2803260E+000, 1.2566392E-001, 3.9589041E-002, 8.3845080E-003, 1.8617320E-003, 6.4149831E-002, 7.4528960E-003, 7.5010323E-001, 8.6642256E-003, 1.2384035E-003, 8.5555556E+001, 2.7459800E-001, 1.1145439E+002, 1.8968141E-001
 5.6341837E+001, 8.4474259E+002, 8.2155039E+002, 3.8465695E+000, 2.0542969E+002, 3.0801287E+002, 1.2900482E+000, 1.2984830E-001, 3.8158947E-002, 7.2896261E-003, 1.5231982E-003, 6.1284841E-002, 6.4796677E-003, 7.5298554E-001, 7.5233098E-003, 1.0753290E-003, 8.9444444E+001, 2.6864643E-001, 1.1569067E+002, 1.7408589E-001
 5.8780612E+001, 8.2555346E+002, 8.0129670E+002, 3.8445204E+000, 2.0737712E+002, 3.0851253E+002, 1.3041484E+000, 1.3395834E-001, 3.6691815E-002, 6.2869651E-003, 1.2435468E-003, 5.8451481E-002, 5.5884134E-003, 7.5568378E-001, 6.4792656E-003, 9.2610066E-004, 9.3333333E+001, 2.6247950E-001, 1.1992695E+002, 1.6045846E-001
 6.1219388E+001, 7.8505488E+002, 7.5967081E+002, 3.8233082E+000, 2.0834108E+002, 3.0510191E+002, 1.3279979E+000, 1.4195383E-001, 3.3649831E-002, 4.5626144E-003, 8.1034533E-004, 5.2888167E-002, 4.0556572E-003, 7.6055868E-001, 4.6874310E-003, 6.6998841E-004, 9.7222222E+001, 2.5609490E-001, 1.2416325E+002, 1.4123202E-001
 6.3658163E+001, 7.6505096E+002, 7.3954503E+002, 3.8071463E+000, 2.0679780E+002, 3.0095699E+002, 1.3386174E+000, 1.4567194E-001, 3.2156516E-002, 3.8566258E-003, 6.4783258E-004, 5.0280560E-002, 3.4281118E-003, 7.6267287E-001, 3.9564818E-003, 5.6551168E-004, 1.0111111E+002, 2.4963378E-001, 1.2839955E+002, 1.3040809E-001
 6.6096939E+001, 7.4476849E+002, 7.1953161E+002, 3.7916971E+000, 2.0395355E+002, 2.9482696E+002, 1.3418930E+000, 1.4922055E-001, 3.0660351E-002, 3.2699835E-003, 5.2261461E-004, 4.7774033E-002, 2.9066520E-003, 7.6455582E-001, 3.3505960E-003, 4.7891062E-004, 1.0500000E+002, 2.4326207E-001, 1.3263586E+002, 1.2063456E-001
 6.8535714E+001, 7.2472876E+002, 7.0007199E+002, 3.7731635E+000, 2.0101180E+002, 2.8822498E+002, 1.3406458E+000, 1.5256168E-001, 2.9191893E-002, 2.7922117E-003, 4.2250130E-004, 4.5400075E-002, 2.4819660E-003, 7.6621893E-001, 2.8586194E-003, 4.0859094E-004, 1.0888889E+002, 2.3704147E-001, 1.3687218E+002, 1.1179393E-001
 7.0974490E+001, 7.0531724E+002, 6.8135097E+002, 3.7508758E+000, 1.9786921E+002, 2.8144470E+002, 1.3392982E+000, 1.5564646E-001, 2.7804754E-002, 2.3896373E-003, 3.4319233E-004, 4.3200409E-002, 2.1241221E-003, 7.6769487E-001, 2.4448656E-003, 3.4945190E-004, 1.1277778E+002, 2.3091772E-001, 1.4110851E+002, 1.0378384E-001
 7.3413265E+001, 6.6930128E+002, 6.4662845E+002, 3.7020556E+000, 1.9119827E+002, 2.6807165E+002, 1.3414793E+000, 1.6107237E-001, 2.5315098E-002, 1.7426050E-003, 2.2541812E-004, 3.9318771E-002, 1.5489822E-003, 7.7019589E-001, 1.7799494E-003, 2.5441345E-004, 1.1666667E+002, 2.2481949E-001, 1.4534485E+002, 9.6515047E-002
 7.5852041E+001, 6.5376731E+002, 6.3154746E+002, 3.6791025E+000, 1.8697712E+002, 2.6165896E+002, 1.3400743E+000, 1.6343834E-001, 2.4215293E-002, 1.4778578E-003, 1.8036484E-004, 3.7622577E-002, 1.3136514E-003, 7.7125930E-001, 1.5071520E-003, 2.1542171E-004, 1.2055556E+002, 2.1872357E-001, 1.4958119E+002, 8.7074695E-002
 7.8290816E+001, 6.3888486E+002, 6.1724952E+002, 3.6580455E+000, 1.8197671E+002, 2.5460543E+002, 1.3363194E+000, 1.6561491E-001, 2.3204394E-002, 1.2324118E-003, 1.4404838E-004, 3.6061634E-002, 1.0954772E-003, 7.7223632E-001, 1.2546301E-003, 1.7932800E-004, 1.2444444E+002, 2.1264614E-001, 1.5381753E+002, 8.1020918E-002
 8.0729592E+001, 6.2502806E+002, 6.0392756E+002, 3.6349294E+000, 1.7663411E+002, 2.4740280E+002, 1.3319458E+000, 1.6764770E-001, 2.2237043E-002, 1.0325706E-003, 1.1434528E-004, 3.4598738E-002, 9.1784054E-004, 7.7310757E-001, 1.0502538E-003, 1.5011589E-004, 1.2833333E+002, 2.0661283E-001, 1.5805388E+002, 7.5484316E-002
 8.3168367E+001, 5.9898558E+002, 5.7929430E+002, 3.5869777E+000, 1.6443319E+002, 2.3120318E+002, 1.3129324E+000, 1.7132043E-001, 2.0452186E-002, 7.1772275E-004, 7.2177496E-005, 3.1946917E-002, 6.3797578E-004, 7.7461335E-001, 7.2853457E-004, 1.0413161E-004, 1.3222222E+002, 2.0063782E-001, 1.6229024E+002, 6.5770539E-002
 8.5607143E+001, 5.8575004E+002, 5.6710999E+002, 3.5601752E+000, 1.5749052E+002, 2.2189076E+002, 1.3048281E+000, 1.7313387E-001, 1.9552679E-002, 5.8503214E-004, 5.6543056E-005, 3.0633329E-002, 5.2002857E-004, 7.7532351E-001, 5.9323113E-004, 8.4792285E-005, 1.3611111E+002, 1.9472577E-001, 1.6652660E+002, 6.1510524E-002
 8.8045918E+001, 5.7286322E+002, 5.5532124E+002, 3.5357562E+000, 1.5041420E+002, 2.1241442E+002, 1.2908891E+000, 1.7487838E-001, 1.8674136E-002, 4.7404087E-004, 4.4372830E-005, 2.9366719E-002, 4.2136966E-004, 7.7598297E-001, 4.8023671E-004, 6.8641658E-005, 1.4000000E+002, 1.8888524E-001, 1.7076296E+002, 5.7600572E-002
 9.0484694E+001, 5.6081766E+002, 5.4436654E+002, 3.5095967E+000, 1.4397243E+002, 2.0356162E+002, 1.2713047E+000, 1.7645065E-001, 1.7874607E-002, 3.8379094E-004, 3.4744593E-005, 2.8223487E-002, 3.4114750E-004, 7.7656364E-001, 3.8854087E-004, 5.5535299E-005,NaN,NaN, 1.7499933E+002, 5.3208257E-002
 9.2923469E+001, 5.4945088E+002, 5.3412288E+002, 3.4847283E+000, 1.3832309E+002, 1.9534872E+002, 1.2487359E+000, 1.7791575E-001, 1.7120331E-002, 3.1136820E-004, 2.7576087E-005, 2.7156145E-002, 2.7677173E-004, 7.7708827E-001, 3.1500706E-004, 4.5024893E-005,NaN,NaN, 1.7923570E+002, 4.9817878E-002
 9.5362245E+001, 5.2808802E+002, 5.1493731E+002, 3.4289134E+000, 1.2853501E+002, 1.8023354E+002, 1.2151892E+000, 1.8056690E-001, 1.5729673E-002, 2.1320437E-004, 1.7342213E-005, 2.5219395E-002, 1.8951499E-004, 7.7799290E-001, 2.1558443E-004, 3.0814121E-005,NaN,NaN, 1.8347207E+002, 4.6683035E-002
 9.7801020E+001, 5.1897663E+002, 5.0667078E+002, 3.4040348E+000, 1.2467111E+002, 1.7418945E+002, 1.1990463E+000, 1.8168315E-001, 1.5137407E-002, 1.8048054E-004, 1.3687943E-005, 2.4402545E-002, 1.6042715E-004, 7.7836214E-001, 1.8247213E-004, 2.6081282E-005,NaN,NaN,NaN,NaN
 1.0023980E+002, 5.1050731E+002, 4.9890724E+002, 3.3813489E+000, 1.2077247E+002, 1.6841230E+002, 1.1842788E+000, 1.8272339E-001, 1.4582861E-002, 1.5327345E-004, 1.0846527E-005, 2.3640735E-002, 1.3624307E-004, 7.7870156E-001, 1.5495056E-004, 2.2147544E-005,NaN,NaN,NaN,NaN
 1.0267857E+002, 5.0267137E+002, 4.9174606E+002, 3.3611340E+000, 1.1671757E+002, 1.6268431E+002, 1.1682277E+000, 1.8368636E-001, 1.4068642E-002, 1.2915164E-004, 8.5989397E-006, 2.2935298E-002, 1.1480146E-004, 7.7901410E-001, 1.3050265E-004, 1.8653130E-005,NaN,NaN,NaN,NaN
 1.0511735E+002, 4.8804340E+002, 4.7835800E+002, 3.3286951E+000, 1.0778684E+002, 1.5072394E+002, 1.1405516E+000, 1.8547056E-001, 1.3111195E-002, 9.0345224E-005, 5.6067823E-006, 2.1627183E-002, 8.0306866E-005, 7.7958469E-001, 9.1134488E-005, 1.3026123E-005,NaN,NaN,NaN,NaN
 1.0755612E+002, 4.8142357E+002, 4.7227559E+002, 3.3120236E+000, 1.0341439E+002, 1.4517375E+002, 1.1253835E+000, 1.8628327E-001, 1.2674400E-002, 7.3495925E-005, 4.5141929E-006, 2.1031162E-002, 6.5329711E-005, 7.7984333E-001, 7.4095866E-005, 1.0590742E-005,NaN,NaN,NaN,NaN
 1.0999490E+002, 4.7502792E+002, 4.6640516E+002, 3.2919073E+000, 9.8903978E+001, 1.3951187E+002, 1.1117164E+000, 1.8706266E-001, 1.2252883E-002, 6.0714060E-005, 3.6649486E-006, 2.0459048E-002, 5.3968053E-005, 7.8008683E-001, 6.1266655E-005, 8.7570247E-006,NaN,NaN,NaN,NaN
 1.1243367E+002, 4.6881106E+002, 4.6068635E+002, 3.2684100E+000, 9.4334999E+001, 1.3380641E+002, 1.1033420E+000, 1.8782646E-001, 1.1838069E-002, 5.0391761E-005, 2.9952645E-006, 1.9898015E-002, 4.4792676E-005, 7.8032248E-001, 5.0870603E-005, 7.2710861E-006,NaN,NaN,NaN,NaN
 1.1487245E+002, 4.6295004E+002, 4.5526007E+002, 3.2456651E+000, 9.0178948E+001, 1.2847328E+002, 1.0967374E+000, 1.8852078E-001, 1.1459154E-002, 4.3364335E-005, 2.4902289E-006, 1.9387649E-002, 3.8546075E-005, 7.8053356E-001, 4.3782960E-005, 6.2580284E-006,NaN,NaN,NaN,NaN
 1.1731122E+002, 4.5339648E+002, 4.4650484E+002, 3.2086986E+000, 8.4130222E+001, 1.2014066E+002, 1.0866123E+000, 1.8965773E-001, 1.0839467E-002, 3.0858970E-005, 1.5468718E-006, 1.8552094E-002, 2.7430196E-005, 7.8088059E-001, 3.1060733E-005, 4.4396027E-006,NaN,NaN,NaN,NaN
 1.1975000E+002, 4.4922749E+002, 4.4279294E+002, 3.1918638E+000, 8.1481082E+001, 1.1622739E+002, 1.0806067E+000, 1.9013707E-001, 1.0579393E-002, 2.4048451E-005, 1.1583116E-006, 1.8200048E-002, 2.1376401E-005, 7.8102889E-001, 2.4106780E-005, 3.4456535E-006,NaN,NaN,NaN,NaN
