s,m/s
Time,w
 0.0000000E+000, 7.3917508E-005
 1.2622625E-002, 8.0447347E-005
 2.5245250E-002, 1.5297374E-004
 3.7867875E-002, 1.1665423E-003
 5.0490499E-002, 3.6400906E-003
 6.3113124E-002, 6.6964783E-003
 7.5735749E-002, 9.8719244E-003
 8.8358374E-002, 1.3080039E-002
 1.0098100E-001, 1.6285465E-002
 1.1360362E-001, 1.9482896E-002
 1.2622625E-001, 2.2688105E-002
 1.3884887E-001, 2.5913366E-002
 1.5147150E-001, 2.9070307E-002
 1.6409412E-001, 3.1147181E-002
 1.7671675E-001, 3.1903722E-002
 1.8933937E-001, 3.1386149E-002
 2.0196200E-001, 2.9378219E-002
 2.1458462E-001, 2.6197110E-002
 2.2720725E-001, 2.2630421E-002
 2.3982987E-001, 1.9388446E-002
 2.5245250E-001, 1.6462759E-002
 2.6507512E-001, 1.4917441E-002
 2.7769775E-001, 1.4629960E-002
 2.9032037E-001, 1.5158570E-002
 3.0294300E-001, 1.3928876E-002
 3.1556562E-001, 6.8059855E-003
 3.2818825E-001, 4.6959971E-003
 3.4081087E-001, 8.2339512E-003
 3.5343350E-001, 1.3261587E-002
 3.6605612E-001, 1.7557197E-002
 3.7867875E-001, 2.1520256E-002
 3.9130137E-001, 2.5809248E-002
 4.0392400E-001, 2.9704566E-002
 4.1654662E-001, 3.3295731E-002
 4.2916925E-001, 3.7617386E-002
 4.4179187E-001, 4.1978118E-002
 4.5246175E-001, 4.5320306E-002
 4.6313162E-001, 4.9498648E-002
 4.7239412E-001, 5.2554802E-002
 4.8165661E-001, 5.6268955E-002
 4.9091910E-001, 5.9639253E-002
 4.9885843E-001, 6.2806818E-002
 5.0679776E-001, 6.6677496E-002
 5.1473710E-001, 7.0537725E-002
 5.2267643E-001, 7.4415633E-002
 5.3061576E-001, 7.8678871E-002
 5.3770048E-001, 8.2300776E-002
 5.4478520E-001, 8.6250486E-002
 5.5107322E-001, 8.9614255E-002
 5.5736124E-001, 9.3296115E-002
 5.6364926E-001, 9.7324331E-002
 5.6993727E-001, 1.0135279E-001
 5.7622529E-001, 1.0495561E-001
 5.8251331E-001, 1.0825737E-001
 5.8880133E-001, 1.1132454E-001
 5.9508935E-001, 1.1409524E-001
 6.0137736E-001, 1.1650950E-001
 6.0684981E-001, 1.1810982E-001
 6.1232226E-001, 1.1981804E-001
 6.1779471E-001, 1.2083405E-001
 6.2326715E-001, 1.2103407E-001
 6.2873960E-001, 1.2076310E-001
 6.3421205E-001, 1.1946360E-001
 6.3968449E-001, 1.1733385E-001
 6.4446162E-001, 1.1544068E-001
 6.4923874E-001, 1.1366636E-001
 6.5401587E-001, 1.1095420E-001
 6.5879299E-001, 1.0696654E-001
 6.6305241E-001, 1.0342876E-001
