s,m/s
Time,w
 0.0000000E+000, 0.0000000E+000
 6.3113124E-003,-1.7862321E-005
 1.2622625E-002,-3.0367093E-005
 1.8933937E-002, 7.0223717E-005
 2.5245250E-002, 5.8249705E-004
 3.1556562E-002, 1.6393519E-003
 3.7867875E-002, 3.0108485E-003
 4.4179187E-002, 4.5081199E-003
 5.0490499E-002, 6.0060441E-003
 5.6801812E-002, 7.4687517E-003
 6.3113124E-002, 8.8777422E-003
 6.9424437E-002, 1.0232869E-002
 7.5735749E-002, 1.1556433E-002
 8.2047062E-002, 1.2850553E-002
 8.8358374E-002, 1.4130855E-002
 9.4669686E-002, 1.5405653E-002
 1.0098100E-001, 1.6667725E-002
 1.0729231E-001, 1.7885326E-002
 1.1360362E-001, 1.8985066E-002
 1.1991494E-001, 1.9871906E-002
 1.2622625E-001, 2.0712802E-002
 1.3253756E-001, 2.1975232E-002
 1.3884887E-001, 2.3692283E-002
 1.4516019E-001, 2.5688131E-002
 1.5147150E-001, 2.6893800E-002
 1.5778281E-001, 2.6668066E-002
 1.6409412E-001, 2.5065619E-002
 1.7040544E-001, 2.2516147E-002
 1.7671675E-001, 1.9556385E-002
 1.8302806E-001, 1.6679251E-002
 1.8933937E-001, 1.4132927E-002
 1.9565069E-001, 1.2070467E-002
 2.0196200E-001, 1.0679133E-002
 2.0827331E-001, 9.9162256E-003
 2.1458462E-001, 9.8522978E-003
 2.2089593E-001, 1.0396805E-002
 2.2720725E-001, 1.1214389E-002
 2.3351856E-001, 1.2128554E-002
 2.3982987E-001, 1.2650376E-002
 2.4614118E-001, 9.4028774E-003
 2.5245250E-001, 1.9360503E-003
 2.5876381E-001,-4.4042827E-003
 2.6507512E-001,-5.4197982E-003
 2.7138643E-001,-1.8480273E-003
 2.7769775E-001, 3.4093657E-003
 2.8400906E-001, 8.1896861E-003
 2.9032037E-001, 1.1685526E-002
 2.9663168E-001, 1.3964551E-002
 3.0294300E-001, 1.5383318E-002
 3.0925431E-001, 1.6249306E-002
 3.1556562E-001, 1.6795477E-002
 3.2187693E-001, 1.7244112E-002
 3.2818825E-001, 1.7815314E-002
 3.3449956E-001, 1.8776260E-002
 3.4081087E-001, 2.0254643E-002
 3.4712218E-001, 2.2115509E-002
 3.5343350E-001, 2.4196127E-002
 3.5974481E-001, 2.6462229E-002
 3.6605612E-001, 2.8999225E-002
 3.7236743E-001, 3.1940013E-002
 3.7744148E-001, 3.4593406E-002
 3.8302293E-001, 3.7739336E-002
 3.8799342E-001, 3.9957822E-002
 3.9296392E-001, 4.1787005E-002
 3.9793442E-001, 4.3324863E-002
 4.0290491E-001, 4.4242408E-002
 4.0709058E-001, 4.4447792E-002
 4.1127624E-001, 4.5210049E-002
 4.1546190E-001, 4.6546502E-002
 4.1964756E-001, 4.7676044E-002
 4.2337873E-001, 4.8215940E-002
 4.2710990E-001, 4.9047841E-002
 4.3084107E-001, 5.0177078E-002
 4.3457224E-001, 5.1206266E-002
 4.3777598E-001, 5.1994825E-002
 4.4097973E-001, 5.3333301E-002
 4.4418348E-001, 5.5057677E-002
 4.4738722E-001, 5.6482595E-002
 4.5059097E-001, 5.7289756E-002
 4.5379472E-001, 5.7796189E-002
 4.5699846E-001, 5.8418753E-002
 4.6020221E-001, 5.9329266E-002
 4.6340596E-001, 6.0585958E-002
 4.6660971E-001, 6.2101774E-002
 4.6942523E-001, 6.3570236E-002
 4.7224076E-001, 6.5445167E-002
 4.7505629E-001, 6.7402195E-002
 4.7787182E-001, 6.8821181E-002
 4.8068735E-001, 6.9611736E-002
 4.8314615E-001, 7.0175709E-002
 4.8560495E-001, 7.1333052E-002
 4.8806375E-001, 7.2934636E-002
 4.9052255E-001, 7.4389968E-002
 4.9298135E-001, 7.5314830E-002
 4.9544015E-001, 7.5903997E-002
 4.9789895E-001, 7.6583667E-002
 5.0035775E-001, 7.7592132E-002
 5.0281655E-001, 7.8851127E-002
 5.0527535E-001, 8.0200246E-002
 5.0773415E-001, 8.1503644E-002
 5.1019295E-001, 8.2729555E-002
 5.1265176E-001, 8.4004842E-002
 5.1475302E-001, 8.5316750E-002
 5.1685428E-001, 8.7226091E-002
 5.1895554E-001, 8.9293102E-002
 5.2105681E-001, 9.0718798E-002
 5.2315807E-001, 9.1377399E-002
 5.2525933E-001, 9.1780067E-002
 5.2736059E-001, 9.2361855E-002
 5.2946186E-001, 9.3224491E-002
 5.3156312E-001, 9.4315264E-002
 5.3366438E-001, 9.5529879E-002
 5.3576565E-001, 9.6829590E-002
 5.3786691E-001, 9.8157754E-002
 5.3996817E-001, 9.9477221E-002
 5.4206943E-001, 1.0077917E-001
 5.4417070E-001, 1.0203336E-001
 5.4592300E-001, 1.0313492E-001
 5.4767530E-001, 1.0483891E-001
 5.4942760E-001, 1.0681101E-001
 5.5117989E-001, 1.0821453E-001
 5.5293219E-001, 1.0889466E-001
 5.5468449E-001, 1.0926840E-001
 5.5643679E-001, 1.0971638E-001
 5.5818909E-001, 1.1037645E-001
 5.5994139E-001, 1.1121044E-001
 5.6169369E-001, 1.1222383E-001
 5.6344599E-001, 1.1341312E-001
 5.6519829E-001, 1.1468608E-001
 5.6695059E-001, 1.1599648E-001
 5.6870289E-001, 1.1732399E-001
 5.7045519E-001, 1.1866054E-001
 5.7220749E-001, 1.1997681E-001
 5.7395979E-001, 1.2125141E-001
 5.7571209E-001, 1.2251653E-001
 5.7746439E-001, 1.2383492E-001
 5.7921669E-001, 1.2520998E-001
 5.8096899E-001, 1.2659367E-001
 5.8272129E-001, 1.2794012E-001
 5.8464882E-001, 1.2931007E-001
 5.8657635E-001, 1.3032720E-001
 5.8850388E-001, 1.3129164E-001
 5.9043141E-001, 1.3267800E-001
 5.9235894E-001, 1.3455548E-001
 5.9428647E-001, 1.3657530E-001
 5.9621400E-001, 1.3851042E-001
 5.9814153E-001, 1.4033421E-001
 6.0006906E-001, 1.4214563E-001
 6.0199659E-001, 1.4397568E-001
 6.0392412E-001, 1.4582113E-001
 6.0585164E-001, 1.4766545E-001
 6.0777917E-001, 1.4950357E-001
 6.0970670E-001, 1.5130563E-001
 6.1163423E-001, 1.5306575E-001
 6.1356176E-001, 1.5477868E-001
 6.1548929E-001, 1.5644344E-001
 6.1741682E-001, 1.5804547E-001
 6.1934435E-001, 1.5960052E-001
 6.2127188E-001, 1.6112461E-001
 6.2319941E-001, 1.6264676E-001
 6.2512694E-001, 1.6414905E-001
 6.2705447E-001, 1.6560800E-001
 6.2898200E-001, 1.6700980E-001
 6.3090953E-001, 1.6836355E-001
 6.3283706E-001, 1.6966232E-001
 6.3476459E-001, 1.7094521E-001
 6.3669212E-001, 1.7218606E-001
 6.3861965E-001, 1.7332998E-001
 6.4054718E-001, 1.7434046E-001
 6.4247471E-001, 1.7519438E-001
 6.4440224E-001, 1.7580848E-001
 6.4608003E-001, 1.7626977E-001
 6.4775783E-001, 1.7729165E-001
 6.4943562E-001, 1.7830111E-001
 6.5111342E-001, 1.7842168E-001
 6.5279121E-001, 1.7758848E-001
 6.5446900E-001, 1.7632827E-001
 6.5614680E-001, 1.7499703E-001
 6.5782459E-001, 1.7363569E-001
 6.5950239E-001, 1.7210481E-001
 6.6118018E-001, 1.7023132E-001
 6.6285798E-001, 1.6783403E-001
 6.6453577E-001, 1.6474135E-001
 6.6621357E-001, 1.6087351E-001
 6.6789136E-001, 1.5623669E-001
 6.6939554E-001, 1.5157317E-001
 6.7089973E-001, 1.4671086E-001
 6.7240391E-001, 1.4116691E-001
 6.7390809E-001, 1.3439768E-001
 6.7541228E-001, 1.2638279E-001
 6.7691646E-001, 1.1766303E-001
 6.7842064E-001, 1.0873166E-001
 6.7992482E-001, 9.9725588E-002
 6.8142901E-001, 9.0843212E-002
 6.8293319E-001, 8.2259348E-002
 6.8443737E-001, 7.4110128E-002
 6.8594156E-001, 6.6432256E-002
 6.8744574E-001, 5.9383667E-002
 6.8894992E-001, 5.2996189E-002
 6.9045410E-001, 4.7140575E-002
 6.9195829E-001, 4.1815168E-002
 6.9346247E-001, 3.6970042E-002
 6.9496665E-001, 3.2385332E-002
 6.9647084E-001, 2.7917678E-002
 6.9797502E-001, 2.3536145E-002
 6.9947920E-001, 1.9223115E-002
 7.0098339E-001, 1.5031061E-002
 7.0248757E-001, 1.1027877E-002
 7.0399175E-001, 7.1902818E-003
 7.0549593E-001, 3.6418463E-003
 7.0700012E-001, 5.2645582E-004
 7.0850430E-001,-1.9513744E-003
 7.1000848E-001,-3.7677893E-003
 7.1151267E-001,-4.8890791E-003
 7.1285521E-001,-5.1004305E-003
 7.1419775E-001,-4.3914210E-003
 7.1554030E-001,-3.3268956E-003
 7.1688284E-001,-2.3900016E-003
 7.1822538E-001,-1.4365272E-003
 7.1956792E-001,-7.8463277E-006
 7.2091047E-001, 2.1555543E-003
 7.2225301E-001, 5.2070756E-003
 7.2359555E-001, 9.0122236E-003
 7.2493810E-001, 1.3539525E-002
 7.2628064E-001, 1.8661329E-002
 7.2762318E-001, 2.4307789E-002
 7.2896573E-001, 3.0349876E-002
 7.3030827E-001, 3.6841410E-002
 7.3165081E-001, 4.3747909E-002
 7.3299336E-001, 5.1242955E-002
 7.3433590E-001, 5.9518082E-002
 7.3553826E-001, 6.7804984E-002
 7.3674063E-001, 7.7117147E-002
 7.3794300E-001, 8.6948434E-002
 7.3914536E-001, 9.7127807E-002
 7.4046797E-001, 1.0882918E-001
 7.4179057E-001, 1.2102319E-001
 7.4311317E-001, 1.3416519E-001
 7.4443577E-001, 1.4831106E-001
 7.4575838E-001, 1.6326972E-001
 7.4708098E-001, 1.7856169E-001
 7.4840358E-001, 1.9356619E-001
 7.4972618E-001, 2.0798704E-001
 7.5104879E-001, 2.2172510E-001
 7.5237139E-001, 2.3460136E-001
 7.5369399E-001, 2.4663804E-001
 7.5501659E-001, 2.5754954E-001
 7.5647146E-001, 2.6788938E-001
 7.5792632E-001, 2.7603510E-001
 7.5938118E-001, 2.8228979E-001
 7.6083605E-001, 2.8682342E-001
 7.6229091E-001, 2.8968610E-001
 7.6374577E-001, 2.9085707E-001
 7.6520063E-001, 2.9042054E-001
 7.6665550E-001, 2.8861636E-001
 7.6811036E-001, 2.8571708E-001
 7.6956522E-001, 2.8172159E-001
 7.7102009E-001, 2.7702708E-001
 7.7247495E-001, 2.7233398E-001
 7.7392981E-001, 2.6809469E-001
 7.7538467E-001, 2.6453327E-001
 7.7683954E-001, 2.6182520E-001
 7.7813132E-001, 2.6056116E-001
 7.7942309E-001, 2.6048079E-001
 7.8071487E-001, 2.6107659E-001
 7.8200665E-001, 2.6211577E-001
 7.8329843E-001, 2.6358417E-001
 7.8459021E-001, 2.6558940E-001
 7.8588199E-001, 2.6811255E-001
 7.8717377E-001, 2.7101538E-001
 7.8846555E-001, 2.7403552E-001
 7.8975733E-001, 2.7696980E-001
 7.9104911E-001, 2.7966923E-001
 7.9234089E-001, 2.8211305E-001
 7.9363266E-001, 2.8418625E-001
 7.9492444E-001, 2.8566568E-001
 7.9621622E-001, 2.8654155E-001
 7.9750800E-001, 2.8691091E-001
 7.9879978E-001, 2.8697711E-001
 8.0009156E-001, 2.8656924E-001
 8.0138334E-001, 2.8577744E-001
 8.0267512E-001, 2.8427352E-001
 8.0396690E-001, 2.8181383E-001
 8.0525868E-001, 2.7853976E-001
 8.0655045E-001, 2.7517032E-001
 8.0784223E-001, 2.7182162E-001
 8.0913401E-001, 2.6836776E-001
 8.1042579E-001, 2.6511559E-001
 8.1171757E-001, 2.6254876E-001
 8.1282077E-001, 2.6097820E-001
 8.1392398E-001, 2.6034301E-001
 8.1502718E-001, 2.5976039E-001
 8.1613038E-001, 2.5925748E-001
 8.1734391E-001, 2.5912633E-001
 8.1855743E-001, 2.5984617E-001
 8.1977096E-001, 2.6188336E-001
 8.2098448E-001, 2.6529822E-001
 8.2219800E-001, 2.7052469E-001
 8.2341153E-001, 2.7731316E-001
 8.2462505E-001, 2.8545063E-001
 8.2583857E-001, 2.9514546E-001
 8.2705210E-001, 3.0598517E-001
 8.2826562E-001, 3.1780880E-001
 8.2947915E-001, 3.2977738E-001
 8.3069267E-001, 3.4206655E-001
 8.3190619E-001, 3.5376224E-001
 8.3311972E-001, 3.6478510E-001
 8.3433324E-001, 3.7519016E-001
 8.3554677E-001, 3.8525542E-001
 8.3676029E-001, 3.9461144E-001
 8.3797381E-001, 4.0342881E-001
 8.3918734E-001, 4.1333572E-001
 8.4040086E-001, 4.2445447E-001
 8.4161438E-001, 4.3802277E-001
 8.4282791E-001, 4.5540118E-001
 8.4404143E-001, 4.7801794E-001
 8.4525496E-001, 5.0629380E-001
 8.4646848E-001, 5.4061405E-001
 8.4768200E-001, 5.8640324E-001
 8.4889553E-001, 6.3656590E-001
 8.5010905E-001, 6.9333355E-001
 8.5132257E-001, 7.5751824E-001
