cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 1.2310606E+001, 1.1864692E+003, 1.2051226E+003, 2.1482724E+000, 2.3897933E+002, 2.7021438E+002, 7.1458672E-001, 4.0621769E-002, 4.6052878E-002, 3.2534055E-002, 9.1379355E-002, 1.2943077E-001, 3.4213257E-002, 6.2405726E-001, 3.7366064E-002, 8.4250986E-004, 4.6666667E+001, 1.5265864E-001, 6.9092768E+001, 2.3927613E-001
 1.3315657E+001, 1.1832198E+003, 1.2011007E+003, 2.2806196E+000, 2.4680333E+002, 2.8014331E+002, 7.6789141E-001, 4.4171494E-002, 4.6045130E-002, 3.1144790E-002, 8.4281386E-002, 1.2799157E-001, 3.2750881E-002, 6.3197720E-001, 3.5647537E-002, 8.0372909E-004, 5.0555556E+001, 1.5238555E-001, 7.3328788E+001, 2.0661152E-001
 1.4320707E+001, 1.1793710E+003, 1.1963707E+003, 2.4025619E+000, 2.5404826E+002, 2.8945418E+002, 8.1855390E-001, 4.7762120E-002, 4.5945506E-002, 2.9781651E-002, 7.7773747E-002, 1.2639393E-001, 3.1316073E-002, 6.3946117E-001, 3.3976362E-002, 7.6601836E-004, 5.4444444E+001, 1.4764270E-001, 7.7564853E+001, 1.8354354E-001
 1.5325758E+001, 1.1743240E+003, 1.1903158E+003, 2.5147089E+000, 2.5969942E+002, 2.9709392E+002, 8.6563249E-001, 5.1460056E-002, 4.5711257E-002, 2.8473071E-002, 7.1790449E-002, 1.2458245E-001, 2.9938792E-002, 6.4654699E-001, 3.2385180E-002, 7.3011501E-004, 5.8333333E+001, 1.4132656E-001, 8.1800956E+001, 1.6371397E-001
 1.6330808E+001, 1.1680957E+003, 1.1829756E+003, 2.6172463E+000, 2.6546234E+002, 3.0484780E+002, 9.0931215E-001, 5.5232881E-002, 4.5380574E-002, 2.7181859E-002, 6.6344875E-002, 1.2259447E-001, 2.8579863E-002, 6.5325648E-001, 3.0830931E-002, 6.9504658E-004, 6.2222222E+001, 1.3604668E-001, 8.6037093E+001, 1.4373028E-001
 1.7335859E+001, 1.1602254E+003, 1.1738301E+003, 2.7098562E+000, 2.7169453E+002, 3.1304285E+002, 9.5060978E-001, 5.9177507E-002, 4.4913610E-002, 2.5914862E-002, 6.1346564E-002, 1.2035794E-001, 2.7246523E-002, 6.5968067E-001, 2.9320119E-002, 6.6096051E-004, 6.6111111E+001, 1.3299622E-001, 9.0273257E+001, 1.2908709E-001
 1.8340909E+001, 1.1508403E+003, 1.1630031E+003, 2.7924151E+000, 2.7822221E+002, 3.2144797E+002, 9.9074107E-001, 6.3243898E-002, 4.4324777E-002, 2.4691446E-002, 5.6746195E-002, 1.1792205E-001, 2.5959145E-002, 6.6581453E-001, 2.7871744E-002, 6.2828532E-004, 7.0000000E+001, 1.3185703E-001, 9.4509447E+001, 1.1631779E-001
 1.9345960E+001, 1.1399759E+003, 1.1506004E+003, 2.8665380E+000, 2.8503992E+002, 3.2996101E+002, 1.0288920E+000, 6.7335900E-002, 4.3655261E-002, 2.3521432E-002, 5.2499264E-002, 1.1537947E-001, 2.4728037E-002, 6.7164424E-001, 2.6493746E-002, 5.9719954E-004, 7.3888889E+001, 1.3138914E-001, 9.8745657E+001, 1.0349676E-001
 2.0351010E+001, 1.1283010E+003, 1.1374060E+003, 2.9326445E+000, 2.9242631E+002, 3.3880522E+002, 1.0660314E+000, 7.1370196E-002, 4.2973075E-002, 2.2368244E-002, 4.8543221E-002, 1.1282804E-001, 2.3514652E-002, 6.7722684E-001, 2.5141815E-002, 5.6670216E-004, 7.7777778E+001, 1.3257128E-001, 1.0298189E+002, 9.3754396E-002
 2.1356061E+001, 1.1160655E+003, 1.1237051E+003, 2.9910956E+000, 3.0021110E+002, 3.4785541E+002, 1.1034459E+000, 7.5341231E-002, 4.2285294E-002, 2.1226664E-002, 4.4866630E-002, 1.1027649E-001, 2.2313488E-002, 6.8257452E-001, 2.3811502E-002, 5.3669265E-004, 8.1666667E+001, 1.3028063E-001, 1.0721813E+002, 8.5156297E-002
 2.2361111E+001, 1.1035435E+003, 1.1098236E+003, 3.0433422E+000, 3.0802397E+002, 3.5667620E+002, 1.1404351E+000, 7.9259651E-002, 4.1565307E-002, 2.0134867E-002, 4.1430985E-002, 1.0771170E-001, 2.1164751E-002, 6.8767450E-001, 2.2543624E-002, 5.0809256E-004, 8.5555556E+001, 1.2679341E-001, 1.1145439E+002, 7.6583392E-002
 2.3366162E+001, 1.0913030E+003, 1.0963877E+003, 3.0918967E+000, 3.1548725E+002, 3.6484977E+002, 1.1736498E+000, 8.3024120E-002, 4.0856281E-002, 1.9095479E-002, 3.8246244E-002, 1.0522258E-001, 2.0071174E-002, 6.9248057E-001, 2.1339349E-002, 4.8092759E-004, 8.9444444E+001, 1.2260634E-001, 1.1569067E+002, 6.8327915E-002
 2.4371212E+001, 1.0792799E+003, 1.0832873E+003, 3.1379007E+000, 3.2246479E+002, 3.7228509E+002, 1.2021095E+000, 8.6633830E-002, 4.0178519E-002, 1.8087317E-002, 3.5250985E-002, 1.0282776E-001, 1.9010443E-002, 6.9706062E-001, 2.0175071E-002, 4.5466469E-004, 9.3333333E+001, 1.1835435E-001, 1.1992695E+002, 6.2535165E-002
 2.5376263E+001, 1.0672349E+003, 1.0701756E+003, 3.1807637E+000, 3.2893467E+002, 3.7911579E+002, 1.2266249E+000, 9.0216274E-002, 3.9481554E-002, 1.7096643E-002, 3.2465555E-002, 1.0041206E-001, 1.7968134E-002, 7.0146137E-001, 1.9035891E-002, 4.2896844E-004, 9.7222222E+001, 1.1449702E-001, 1.2416325E+002, 5.6803035E-002
 2.6381313E+001, 1.0543007E+003, 1.0560997E+003, 3.2199915E+000, 3.3486015E+002, 3.8535501E+002, 1.2487765E+000, 9.3880170E-002, 3.8723913E-002, 1.6120129E-002, 2.9831795E-002, 9.7889409E-002, 1.6940775E-002, 7.0576677E-001, 1.7918081E-002, 4.0375534E-004, 1.0111111E+002, 1.1116429E-001, 1.2839955E+002, 5.2152250E-002
 2.7386364E+001, 1.0398037E+003, 1.0403883E+003, 3.2545300E+000, 3.4050005E+002, 3.9113052E+002, 1.2689070E+000, 9.7582705E-002, 3.7902877E-002, 1.5180292E-002, 2.7424493E-002, 9.5277606E-002, 1.5952068E-002, 7.0988236E-001, 1.6846759E-002, 3.7959224E-004, 1.0500000E+002, 1.0965913E-001, 1.3263586E+002, 4.7963881E-002
 2.8391414E+001, 1.0242628E+003, 1.0236310E+003, 3.2837347E+000, 3.4598283E+002, 3.9664983E+002, 1.2881824E+000, 1.0127221E-001, 3.7046785E-002, 1.4278391E-002, 2.5182502E-002, 9.2634787E-002, 1.5003320E-002, 7.1383184E-001, 1.5822627E-002, 3.5649459E-004, 1.0888889E+002, 1.0682504E-001, 1.3687218E+002, 4.3961175E-002
 2.9396465E+001, 1.0080118E+003, 1.0061073E+003, 3.3090327E+000, 3.5123174E+002, 4.0199335E+002, 1.3065059E+000, 1.0486854E-001, 3.6171410E-002, 1.3434124E-002, 2.3183569E-002, 9.0012727E-002, 1.4115254E-002, 7.1750861E-001, 1.4869652E-002, 3.3500297E-004, 1.1277778E+002, 1.0403010E-001, 1.4110851E+002, 4.0535146E-002
 3.0401515E+001, 9.9145950E+002, 9.8834047E+002, 3.3307990E+000, 3.5649801E+002, 4.0731318E+002, 1.3237486E+000, 1.0837492E-001, 3.5285528E-002, 1.2645624E-002, 2.1332816E-002, 8.7427361E-002, 1.3285896E-002, 7.2098356E-001, 1.3981623E-002, 3.1497710E-004, 1.1666667E+002, 1.0110493E-001, 1.4534485E+002, 3.7424758E-002
 3.1406566E+001, 9.7517014E+002, 9.7097185E+002, 3.3500805E+000, 3.6105558E+002, 4.1169929E+002, 1.3398548E+000, 1.1170314E-001, 3.4421731E-002, 1.1912523E-002, 1.9710167E-002, 8.4943079E-002, 1.2514837E-002, 7.2416878E-001, 1.3158933E-002, 2.9642534E-004, 1.2055556E+002, 9.7961688E-002, 1.4958119E+002, 3.4618044E-002
 3.2411616E+001, 9.5924962E+002, 9.5410687E+002, 3.3667907E+000, 3.6438484E+002, 4.1460534E+002, 1.3552613E+000, 1.1491015E-001, 3.3574048E-002, 1.1218791E-002, 1.8219417E-002, 8.2531587E-002, 1.1785207E-002, 7.2717154E-001, 1.2381457E-002, 2.7889368E-004, 1.2444444E+002, 9.4596122E-002, 1.5381753E+002, 3.2028454E-002
 3.3416667E+001, 9.4417300E+002, 9.3818250E+002, 3.3814995E+000, 3.6686042E+002, 4.1652262E+002, 1.3687942E+000, 1.1792854E-001, 3.2778726E-002, 1.0556057E-002, 1.6858834E-002, 8.0256522E-002, 1.1088169E-002, 7.2997874E-001, 1.1640657E-002, 2.6218882E-004, 1.2833333E+002, 9.1097588E-002, 1.5805388E+002, 2.9659532E-002
 3.4421717E+001, 9.2901815E+002, 9.2224038E+002, 3.3938046E+000, 3.6859432E+002, 4.1757324E+002, 1.3793579E+000, 1.2081022E-001, 3.2010300E-002, 9.9352423E-003, 1.5572489E-002, 7.8078663E-002, 1.0435238E-002, 7.3263609E-001, 1.0946156E-002, 2.4652837E-004, 1.3222222E+002, 8.7594677E-002, 1.6229024E+002, 2.6667561E-002
 3.5426768E+001, 9.1517068E+002, 9.0787404E+002, 3.4058340E+000, 3.6990205E+002, 4.1813041E+002, 1.3866771E+000, 1.2353191E-001, 3.1289083E-002, 9.3393528E-003, 1.4376651E-002, 7.6020755E-002, 9.8085086E-003, 7.3514331E-001, 1.0280212E-002, 2.3151160E-004, 1.3611111E+002, 8.4194243E-002, 1.6652660E+002, 2.4743857E-002
 3.6431818E+001, 9.0132125E+002, 8.9357309E+002, 3.4157685E+000, 3.7065089E+002, 4.1797568E+002, 1.3927539E+000, 1.2621706E-001, 3.0563015E-002, 8.7677774E-003, 1.3235538E-002, 7.3978344E-002, 9.2073767E-003, 7.3757052E-001, 9.6414013E-003, 2.1710720E-004, 1.4000000E+002, 8.0969496E-002, 1.7076296E+002, 2.2972016E-002
 3.7436869E+001, 8.8728116E+002, 8.7911980E+002, 3.4220469E+000, 3.7105057E+002, 4.1740624E+002, 1.3976415E+000, 1.2881796E-001, 2.9860338E-002, 8.2076795E-003, 1.2169196E-002, 7.1994343E-002, 8.6183096E-003, 7.3990126E-001, 9.0175513E-003, 2.0304001E-004,NaN,NaN, 1.7499933E+002, 2.1656335E-002
 3.8441919E+001, 8.7324905E+002, 8.6471338E+002, 3.4267005E+000, 3.7115526E+002, 4.1657811E+002, 1.4003818E+000, 1.3141612E-001, 2.9147535E-002, 7.6596555E-003, 1.1137815E-002, 7.0002597E-002, 8.0419591E-003, 7.4219222E-001, 8.4053649E-003, 1.8923620E-004,NaN,NaN, 1.7923570E+002, 2.0131048E-002
 3.9446970E+001, 8.5883231E+002, 8.5001789E+002, 3.4269939E+000, 3.7064405E+002, 4.1500227E+002, 1.4034292E+000, 1.3406127E-001, 2.8403523E-002, 7.1211217E-003, 1.0144660E-002, 6.7958297E-002, 7.4756208E-003, 7.4446172E-001, 7.8041903E-003, 1.7568140E-004,NaN,NaN, 1.8347207E+002, 1.9129395E-002
 4.0452020E+001, 8.4351061E+002, 8.3443744E+002, 3.4224820E+000, 3.6964551E+002, 4.1279287E+002, 1.4077030E+000, 1.3680321E-001, 2.7588236E-002, 6.6168592E-003, 9.2003568E-003, 6.5807282E-002, 6.9454092E-003, 7.4669138E-001, 7.2420742E-003, 1.6300913E-004,NaN,NaN,NaN,NaN
 4.1457071E+001, 8.2809947E+002, 8.1871050E+002, 3.4154470E+000, 3.6862733E+002, 4.1074334E+002, 1.4127436E+000, 1.3945251E-001, 2.6779251E-002, 6.1523224E-003, 8.3525024E-003, 6.3709970E-002, 6.4570095E-003, 7.4877358E-001, 6.7265391E-003, 1.5138789E-004,NaN,NaN,NaN,NaN
 4.2462121E+001, 8.1337284E+002, 8.0367514E+002, 3.4083981E+000, 3.6772252E+002, 4.0890898E+002, 1.4171485E+000, 1.4191865E-001, 2.6008471E-002, 5.7425939E-003, 7.5907464E-003, 6.1745859E-002, 6.0262750E-003, 7.5066609E-001, 6.2719976E-003, 1.4114247E-004,NaN,NaN,NaN,NaN
 4.3467172E+001, 7.9973747E+002, 7.8985614E+002, 3.4041119E+000, 3.6640307E+002, 4.0667568E+002, 1.4182352E+000, 1.4415028E-001, 2.5311057E-002, 5.3698172E-003, 6.9148074E-003, 5.9966513E-002, 5.6343840E-003, 7.5237143E-001, 5.8587804E-003, 1.3182844E-004,NaN,NaN,NaN,NaN
 4.4472222E+001, 7.8725542E+002, 7.7727874E+002, 3.4036124E+000, 3.6450509E+002, 4.0395646E+002, 1.4158818E+000, 1.4622975E-001, 2.4670433E-002, 5.0082449E-003, 6.2874009E-003, 5.8312079E-002, 5.2542459E-003, 7.5397513E-001, 5.4578359E-003, 1.2279050E-004,NaN,NaN,NaN,NaN
 4.5477273E+001, 7.7585432E+002, 7.6581946E+002, 3.4049129E+000, 3.6223024E+002, 4.0089985E+002, 1.4116118E+000, 1.4813917E-001, 2.4097317E-002, 4.6540767E-003, 5.7076318E-003, 5.6799995E-002, 4.8818527E-003, 7.5547586E-001, 5.0656095E-003, 1.1394824E-004,NaN,NaN,NaN,NaN
 4.6482323E+001, 7.6536682E+002, 7.5524004E+002, 3.4066871E+000, 3.5977328E+002, 3.9778172E+002, 1.4071490E+000, 1.4995208E-001, 2.3557079E-002, 4.3130531E-003, 5.1493828E-003, 5.5367210E-002, 4.5232722E-003, 7.5691176E-001, 4.6883441E-003, 1.0544309E-004,NaN,NaN,NaN,NaN
 4.7487374E+001, 7.5520205E+002, 7.4497625E+002, 3.4087464E+000, 3.5696594E+002, 3.9433101E+002, 1.4018027E+000, 1.5166581E-001, 2.3042471E-002, 3.9913904E-003, 4.6581068E-003, 5.4005566E-002, 4.1850528E-003, 7.5824235E-001, 4.3333611E-003, 9.7440348E-005,NaN,NaN,NaN,NaN
 4.8492424E+001, 7.4513226E+002, 7.3490700E+002, 3.4109575E+000, 3.5407697E+002, 3.9070861E+002, 1.3961805E+000, 1.5329365E-001, 2.2541268E-002, 3.7028061E-003, 4.2029013E-003, 5.2705099E-002, 3.8816432E-003, 7.5947855E-001, 4.0160293E-003, 9.0287053E-005,NaN,NaN,NaN,NaN
 4.9497475E+001, 7.3535719E+002, 7.2523077E+002, 3.4132005E+000, 3.5140128E+002, 3.8723234E+002, 1.3901346E+000, 1.5479702E-001, 2.2068489E-002, 3.4454095E-003, 3.8228391E-003, 5.1493675E-002, 3.6110421E-003, 7.6058098E-001, 3.7329738E-003, 8.3906794E-005,NaN,NaN,NaN,NaN
 5.0502525E+001, 7.2514648E+002, 7.1528746E+002, 3.4150388E+000, 3.4854640E+002, 3.8340635E+002, 1.3835200E+000, 1.5633230E-001, 2.1569439E-002, 3.2033680E-003, 3.4595399E-003, 5.0245767E-002, 3.3566233E-003, 7.6166513E-001, 3.4670192E-003, 7.7912864E-005,NaN,NaN,NaN,NaN
 5.1507576E+001, 7.1462600E+002, 7.0506239E+002, 3.4154784E+000, 3.4516307E+002, 3.7900212E+002, 1.3754127E+000, 1.5785847E-001, 2.1059488E-002, 2.9766674E-003, 3.1469330E-003, 4.8991917E-002, 3.1183606E-003, 7.6269224E-001, 3.2186100E-003, 7.2315039E-005,NaN,NaN,NaN,NaN
 5.2512626E+001, 7.0436778E+002, 6.9505409E+002, 3.4140542E+000, 3.4125138E+002, 3.7416705E+002, 1.3670888E+000, 1.5935524E-001, 2.0554125E-002, 2.7603740E-003, 2.8530910E-003, 4.7758027E-002, 2.8910495E-003, 7.6368354E-001, 2.9823291E-003, 6.6990844E-005,NaN,NaN,NaN,NaN
 5.3517677E+001, 6.9448282E+002, 6.8536386E+002, 3.4108660E+000, 3.3689929E+002, 3.6898581E+002, 1.3586483E+000, 1.6076881E-001, 2.0075119E-002, 2.5565009E-003, 2.5911011E-003, 4.6589618E-002, 2.6767934E-003, 7.6460822E-001, 2.7601816E-003, 6.1985179E-005,NaN,NaN,NaN,NaN
 5.4522727E+001, 6.8512378E+002, 6.7618839E+002, 3.4071576E+000, 3.3190535E+002, 3.6320453E+002, 1.3508112E+000, 1.6213402E-001, 1.9613799E-002, 2.3596562E-003, 2.3240115E-003, 4.5463884E-002, 2.4699228E-003, 7.6551121E-001, 2.5451538E-003, 5.7139930E-005,NaN,NaN,NaN,NaN
 5.5527778E+001, 6.7603119E+002, 6.6731103E+002, 3.4050404E+000, 3.2635086E+002, 3.5687902E+002, 1.3427762E+000, 1.6347494E-001, 1.9168582E-002, 2.1530927E-003, 2.0713038E-003, 4.4360097E-002, 2.2528101E-003, 7.6640653E-001, 2.3190776E-003, 5.2045113E-005,NaN,NaN,NaN,NaN
 5.6532828E+001, 6.6694786E+002, 6.5837165E+002, 3.4027632E+000, 3.1999221E+002, 3.4981890E+002, 1.3328533E+000, 1.6484980E-001, 1.8709267E-002, 1.9431049E-003, 1.8293917E-003, 4.3224543E-002, 2.0321032E-003, 7.6731018E-001, 2.0905480E-003, 4.6895154E-005,NaN,NaN,NaN,NaN
 5.7537879E+001, 6.5816892E+002, 6.4968003E+002, 3.3989592E+000, 3.1365933E+002, 3.4289082E+002, 1.3236842E+000, 1.6615357E-001, 1.8265353E-002, 1.7540058E-003, 1.6175491E-003, 4.2141443E-002, 1.8333732E-003, 7.6814304E-001, 1.8854699E-003, 4.2274161E-005,NaN,NaN,NaN,NaN
 5.8542929E+001, 6.5010527E+002, 6.4166595E+002, 3.3942022E+000, 3.0787823E+002, 3.3662567E+002, 1.3160772E+000, 1.6733320E-001, 1.7857520E-002, 1.5911040E-003, 1.4335223E-003, 4.1157644E-002, 1.6621931E-003, 7.6888171E-001, 1.7093566E-003, 3.8306233E-005,NaN,NaN,NaN,NaN
 5.9547980E+001, 6.4223257E+002, 6.3391524E+002, 3.3890423E+000, 3.0225857E+002, 3.3039873E+002, 1.3078072E+000, 1.6843644E-001, 1.7467190E-002, 1.4482765E-003, 1.2884002E-003, 4.0229612E-002, 1.5121312E-003, 7.6954234E-001, 1.5552938E-003, 3.4835628E-005,NaN,NaN,NaN,NaN
 6.0553030E+001, 6.3411456E+002, 6.2596710E+002, 3.3838566E+000, 2.9621740E+002, 3.2365513E+002, 1.2983888E+000, 1.6955020E-001, 1.7057869E-002, 1.3252508E-003, 1.1541914E-003, 3.9284299E-002, 1.3829270E-003, 7.7017612E-001, 1.4222434E-003, 3.1839508E-005,NaN,NaN,NaN,NaN
 6.1558081E+001, 6.2587689E+002, 6.1799120E+002, 3.3768330E+000, 2.8997796E+002, 3.1660974E+002, 1.2896531E+000, 1.7065171E-001, 1.6650989E-002, 1.2051534E-003, 1.0321033E-003, 3.8346871E-002, 1.2568035E-003, 7.7079353E-001, 1.2921134E-003, 2.8909248E-005,NaN,NaN,NaN,NaN
 6.2563131E+001, 6.1790570E+002, 6.1032249E+002, 3.3674939E+000, 2.8378295E+002, 3.0957162E+002, 1.2830118E+000, 1.7170089E-001, 1.6261214E-002, 1.0942782E-003, 9.1458482E-004, 3.7453214E-002, 1.1403752E-003, 7.7137842E-001, 1.1724460E-003, 2.6214823E-005,NaN,NaN,NaN,NaN
 6.3568182E+001, 6.0996924E+002, 6.0272472E+002, 3.3570922E+000, 2.7777179E+002, 3.0274410E+002, 1.2796847E+000, 1.7273858E-001, 1.5870815E-002, 9.9085891E-004, 8.0607749E-004, 3.6566064E-002, 1.0317955E-003, 7.7194422E-001, 1.0607498E-003, 2.3700285E-005,NaN,NaN,NaN,NaN
 6.4573232E+001, 6.0175810E+002, 5.9488169E+002, 3.3486788E+000, 2.7135183E+002, 2.9549499E+002, 1.2756352E+000, 1.7380298E-001, 1.5463658E-002, 8.9371747E-004, 7.0267099E-004, 3.5651987E-002, 9.2983637E-004, 7.7250865E-001, 9.5573576E-004, 2.1336804E-005,NaN,NaN,NaN,NaN
 6.5578283E+001, 5.9356547E+002, 5.8702578E+002, 3.3421475E+000, 2.6483126E+002, 2.8818482E+002, 1.2678871E+000, 1.7485437E-001, 1.5058991E-002, 8.0062263E-004, 6.0672397E-004, 3.4747080E-002, 8.3213495E-004, 7.7305847E-001, 8.5503846E-004, 1.9070693E-005,NaN,NaN,NaN,NaN
 6.6583333E+001, 5.8575902E+002, 5.7949172E+002, 3.3353226E+000, 2.5848919E+002, 2.8116349E+002, 1.2573137E+000, 1.7583819E-001, 1.4678776E-002, 7.1501510E-004, 5.2269185E-004, 3.3898776E-002, 7.4229720E-004, 7.7356714E-001, 7.6269041E-004, 1.6992606E-005,NaN,NaN,NaN,NaN
 6.7588384E+001, 5.7817226E+002, 5.7213238E+002, 3.3280871E+000, 2.5183291E+002, 2.7391808E+002, 1.2450594E+000, 1.7679620E-001, 1.4302502E-002, 6.3912199E-004, 4.5203767E-004, 3.3068433E-002, 6.6268230E-004, 7.7404589E-001, 6.8096816E-004, 1.5154253E-005,NaN,NaN,NaN,NaN
 6.8593434E+001, 5.7083782E+002, 5.6497761E+002, 3.3208768E+000, 2.4556376E+002, 2.6702289E+002, 1.2319673E+000, 1.7769258E-001, 1.3941436E-002, 5.8043330E-004, 3.9420598E-004, 3.2286379E-002, 6.0116627E-004, 7.7447374E-001, 6.1795965E-004, 1.3737960E-005,NaN,NaN,NaN,NaN
 6.9598485E+001, 5.6379214E+002, 5.5806542E+002, 3.3132725E+000, 2.3997977E+002, 2.6082021E+002, 1.2197835E+000, 1.7855793E-001, 1.3590476E-002, 5.2619760E-004, 3.4663619E-004, 3.1529115E-002, 5.4433029E-004, 7.7487810E-001, 5.5971288E-004, 1.2428956E-005,NaN,NaN,NaN,NaN
 7.0603535E+001, 5.5723367E+002, 5.5156379E+002, 3.3060723E+000, 2.3518081E+002, 2.5551076E+002, 1.2087281E+000, 1.7933666E-001, 1.3271724E-002, 4.8174720E-004, 3.0399950E-004, 3.0846366E-002, 4.9777129E-004, 7.7523684E-001, 5.1182042E-004, 1.1353100E-005,NaN,NaN,NaN,NaN
 7.1608586E+001, 5.5132400E+002, 5.4571534E+002, 3.2987124E+000, 2.3079578E+002, 2.5066817E+002, 1.1999036E+000, 1.8005541E-001, 1.2978575E-002, 4.3847825E-004, 2.6932470E-004, 3.0215944E-002, 4.5243737E-004, 7.7556721E-001, 4.6521560E-004, 1.0305912E-005,NaN,NaN,NaN,NaN
