cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 7.8643939E+001, 5.3676624E+002, 5.1631003E+002, 3.0488327E+000, 1.3431773E+002, 2.0377548E+002, 1.2316164E+000, 1.8071270E-001, 1.5259882E-002, 3.1018502E-004, 6.2400747E-005, 2.5440094E-002, 2.3988854E-004, 7.7737816E-001, 3.1763898E-004, 2.2982076E-004
 7.9648990E+001, 5.3079298E+002, 5.1120536E+002, 3.0346749E+000, 1.3145274E+002, 1.9899010E+002, 1.2198365E+000, 1.8139872E-001, 1.4913873E-002, 2.8270640E-004, 5.4843392E-005, 2.4924744E-002, 2.1629682E-004, 7.7763351E-001, 2.8929581E-004, 2.2139552E-004
 8.0654040E+001, 5.2508273E+002, 5.0634760E+002, 3.0193120E+000, 1.2857998E+002, 1.9419297E+002, 1.2105834E+000, 1.8204446E-001, 1.4584606E-002, 2.6042845E-004, 4.8306649E-005, 2.4440237E-002, 1.9728758E-004, 7.7786829E-001, 2.6644095E-004, 2.1397810E-004
 8.1659091E+001, 5.1958280E+002, 5.0169244E+002, 3.0040880E+000, 1.2581532E+002, 1.8951274E+002, 1.2024984E+000, 1.8266158E-001, 1.4268300E-002, 2.4072336E-004, 4.2718373E-005, 2.3977389E-002, 1.8053408E-004, 7.7808991E-001, 2.4623084E-004, 2.0710771E-004
 8.2664141E+001, 5.1431859E+002, 4.9721962E+002, 2.9899003E+000, 1.2329638E+002, 1.8506987E+002, 1.1967339E+000, 1.8325136E-001, 1.3965033E-002, 2.2281446E-004, 3.8033133E-005, 2.3535118E-002, 1.6534578E-004, 7.7829992E-001, 2.2792836E-004, 2.0067795E-004
 8.3669192E+001, 5.0942267E+002, 4.9302167E+002, 2.9781849E+000, 1.2087062E+002, 1.8086511E+002, 1.1893380E+000, 1.8380219E-001, 1.3681060E-002, 2.0679979E-004, 3.3931062E-005, 2.3122137E-002, 1.5179475E-004, 7.7849483E-001, 2.1163642E-004, 1.9478042E-004
 8.4674242E+001, 5.0472236E+002, 4.8901953E+002, 2.9684775E+000, 1.1833654E+002, 1.7675093E+002, 1.1797486E+000, 1.8432558E-001, 1.3410591E-002, 1.9220235E-004, 3.0360399E-005, 2.2729795E-002, 1.3947093E-004, 7.7867891E-001, 1.9675439E-004, 1.8925512E-004
 8.5679293E+001, 5.0029147E+002, 4.8521866E+002, 2.9599170E+000, 1.1557934E+002, 1.7262545E+002, 1.1695687E+000, 1.8482377E-001, 1.3153335E-002, 1.7810519E-004, 2.7072598E-005, 2.2356294E-002, 1.2755998E-004, 7.7885434E-001, 1.8236336E-004, 1.8396431E-004
 8.6684343E+001, 4.9599157E+002, 4.8155773E+002, 2.9509984E+000, 1.1275418E+002, 1.6853007E+002, 1.1592902E+000, 1.8530318E-001, 1.2904861E-002, 1.6546603E-004, 2.3948200E-005, 2.1997034E-002, 1.1692386E-004, 7.7902179E-001, 1.6946080E-004, 1.7900024E-004
 8.7689394E+001, 4.9180921E+002, 4.7792127E+002, 2.9412095E+000, 1.1014912E+002, 1.6476946E+002, 1.1504112E+000, 1.8577659E-001, 1.2658360E-002, 1.5412939E-004, 2.1024997E-005, 2.1642461E-002, 1.0744078E-004, 7.7918539E-001, 1.5781597E-004, 1.7424717E-004
 8.8694444E+001, 4.8779416E+002, 4.7443329E+002, 2.9299993E+000, 1.0780482E+002, 1.6131748E+002, 1.1437403E+000, 1.8623064E-001, 1.2422278E-002, 1.4290662E-004, 1.8209082E-005, 2.1302318E-002, 9.8033822E-005, 7.7934281E-001, 1.4614839E-004, 1.6962076E-004
 8.9699495E+001, 4.8388597E+002, 4.7102460E+002, 2.9184184E+000, 1.0565534E+002, 1.5796753E+002, 1.1365054E+000, 1.8667491E-001, 1.2192489E-002, 1.3068394E-004, 1.5585108E-005, 2.0969257E-002, 8.7722884E-005, 7.7949852E-001, 1.3335852E-004, 1.6490892E-004
 9.0704545E+001, 4.8012275E+002, 4.6775351E+002, 2.9076973E+000, 1.0354246E+002, 1.5467958E+002, 1.1287170E+000, 1.8710052E-001, 1.1972319E-002, 1.1897492E-004, 1.3313126E-005, 2.0650141E-002, 7.7845362E-005, 7.7964752E-001, 1.2113015E-004, 1.6039866E-004
 9.1709596E+001, 4.7648272E+002, 4.6458074E+002, 2.8947973E+000, 1.0131526E+002, 1.5130240E+002, 1.1241407E+000, 1.8751214E-001, 1.1758426E-002, 1.0861476E-004, 1.1295351E-005, 2.0341672E-002, 6.9151698E-005, 7.7979011E-001, 1.1032852E-004, 1.5617440E-004
 9.2714646E+001, 4.7291521E+002, 4.6147871E+002, 2.8830904E+000, 9.8965436E+001, 1.4786101E+002, 1.1172663E+000, 1.8791440E-001, 1.1548636E-002, 9.9252909E-005, 9.3938568E-006, 2.0040340E-002, 6.1335532E-005, 7.7992831E-001, 1.0057461E-004, 1.5215414E-004
 9.3719697E+001, 4.6935112E+002, 4.5841228E+002, 2.8737412E+000, 9.6477690E+001, 1.4433597E+002, 1.1072684E+000, 1.8831085E-001, 1.1341358E-002, 9.0557341E-005, 7.5253917E-006, 1.9743462E-002, 5.4105566E-005, 7.8006375E-001, 9.1486444E-005, 1.4826228E-004
 9.4724747E+001, 4.6578233E+002, 4.5535323E+002, 2.8645433E+000, 9.4007460E+001, 1.4086884E+002, 1.0978420E+000, 1.8870520E-001, 1.1135269E-002, 8.1807621E-005, 5.7215303E-006, 1.9448128E-002, 4.6824597E-005, 7.8019857E-001, 8.2349854E-005, 1.4437885E-004
 9.5729798E+001, 4.6230597E+002, 4.5235374E+002, 2.8538863E+000, 9.1428716E+001, 1.3729832E+002, 1.0907010E+000, 1.8908922E-001, 1.0933646E-002, 7.4189867E-005, 4.3985805E-006, 1.9160631E-002, 4.0539058E-005, 7.8032825E-001, 7.4469274E-005, 1.4073318E-004
 9.6734848E+001, 4.5881615E+002, 4.4932281E+002, 2.8420194E+000, 8.8713545E+001, 1.3363974E+002, 1.0851734E+000, 1.8947364E-001, 1.0731073E-002, 6.7275987E-005, 3.4459447E-006, 1.8872908E-002, 3.4881471E-005, 7.8045677E-001, 6.7335309E-005, 1.3718404E-004
 9.7739899E+001, 4.5545047E+002, 4.4636766E+002, 2.8283330E+000, 8.6079898E+001, 1.3013766E+002, 1.0797301E+000, 1.8984724E-001, 1.0534137E-002, 6.0592335E-005, 2.7911286E-006, 1.8593248E-002, 2.9414949E-005, 7.8058143E-001, 6.0411499E-005, 1.3373575E-004
 9.8744949E+001, 4.5230771E+002, 4.4355738E+002, 2.8157456E+000, 8.3637920E+001, 1.2694566E+002, 1.0719847E+000, 1.9019972E-001, 1.0348294E-002, 5.4309313E-005, 2.3147826E-006, 1.8329377E-002, 2.4277815E-005, 7.8069891E-001, 5.3918805E-005, 1.3048792E-004
 9.9750000E+001, 4.4944504E+002, 4.4097319E+002, 2.8031431E+000, 8.1496015E+001, 1.2412486E+002, 1.0637644E+000, 1.9052136E-001, 1.0178492E-002, 4.8800151E-005, 1.9199584E-006, 1.8088635E-002, 1.9789906E-005, 7.8080575E-001, 4.8285161E-005, 1.2756410E-004
