cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 7.2500000E+001, 6.3445060E+002, 6.0973339E+002, 3.3585160E+000, 2.3064767E+002, 2.9917608E+002, 1.2079824E+000, 1.6888738E-001, 2.5979298E-002, 1.8970791E-003, 3.6283196E-004, 3.1350023E-002, 1.1745923E-003, 7.6984174E-001, 1.9219680E-003, 2.1978331E-004,NaN,NaN,NaN,NaN
 7.3500000E+001, 6.2749128E+002, 6.0340144E+002, 3.3549665E+000, 2.2694425E+002, 2.9404020E+002, 1.2003007E+000, 1.6984350E-001, 2.5441643E-002, 1.7409374E-003, 3.2713385E-004, 3.0716783E-002, 1.0772367E-003, 7.7038544E-001, 1.7628936E-003, 2.0243707E-004,NaN,NaN,NaN,NaN
 7.4500000E+001, 6.1994624E+002, 5.9642162E+002, 3.3485458E+000, 2.2226641E+002, 2.8801240E+002, 1.1935810E+000, 1.7083209E-001, 2.4881743E-002, 1.5848706E-003, 2.9254372E-004, 3.0061363E-002, 9.7993739E-004, 7.7093986E-001, 1.6044210E-003, 1.8514330E-004,NaN,NaN,NaN,NaN
 7.5500000E+001, 6.1317781E+002, 5.9009353E+002, 3.3414262E+000, 2.1752402E+002, 2.8240462E+002, 1.1879937E+000, 1.7178909E-001, 2.4326033E-002, 1.4539558E-003, 2.5917183E-004, 2.9425642E-002, 8.9835634E-004, 7.7145360E-001, 1.4718538E-003, 1.7063011E-004,NaN,NaN,NaN,NaN
 7.6500000E+001, 6.0639287E+002, 5.8387748E+002, 3.3348488E+000, 2.1280631E+002, 2.7665175E+002, 1.1808755E+000, 1.7271132E-001, 2.3794841E-002, 1.3213054E-003, 2.2752536E-004, 2.8813334E-002, 8.1567993E-004, 7.7195568E-001, 1.3369705E-003, 1.5588150E-004,NaN,NaN,NaN,NaN
 7.7500000E+001, 5.9962931E+002, 5.7772309E+002, 3.3280666E+000, 2.0790124E+002, 2.7065630E+002, 1.1722344E+000, 1.7362896E-001, 2.3252263E-002, 1.2085111E-003, 2.0311075E-004, 2.8201872E-002, 7.4541844E-004, 7.7242845E-001, 1.2221247E-003, 1.4327558E-004,NaN,NaN,NaN,NaN
 7.8500000E+001, 5.9283039E+002, 5.7145971E+002, 3.3205286E+000, 2.0310362E+002, 2.6479619E+002, 1.1645865E+000, 1.7451184E-001, 2.2728541E-002, 1.1016939E-003, 1.8339488E-004, 2.7612914E-002, 6.7888453E-004, 7.7287869E-001, 1.1138656E-003, 1.3138611E-004,NaN,NaN,NaN,NaN
 7.9500000E+001, 5.8611809E+002, 5.6530552E+002, 3.3115465E+000, 1.9872884E+002, 2.5926499E+002, 1.1599762E+000, 1.7537857E-001, 2.2196401E-002, 1.0220673E-003, 1.7012100E-004, 2.7032296E-002, 6.2934837E-004, 7.7328774E-001, 1.0336880E-003, 1.2250340E-004,NaN,NaN,NaN,NaN
 8.0500000E+001, 5.7970520E+002, 5.5946188E+002, 3.3022674E+000, 1.9480876E+002, 2.5418164E+002, 1.1589247E+000, 1.7614665E-001, 2.1727960E-002, 9.4733359E-004, 1.5625003E-004, 2.6518326E-002, 5.8284267E-004, 7.7365647E-001, 9.5867817E-004, 1.1420906E-004,NaN,NaN,NaN,NaN
 8.1500000E+001, 5.7356536E+002, 5.5397430E+002, 3.2940711E+000, 1.9124889E+002, 2.4930287E+002, 1.1582811E+000, 1.7687428E-001, 2.1275598E-002, 8.8866050E-004, 1.4561948E-004, 2.6030314E-002, 5.4636788E-004, 7.7399024E-001, 8.9970996E-004, 1.0764342E-004,NaN,NaN,NaN,NaN
 8.2500000E+001, 5.6758483E+002, 5.4862647E+002, 3.2867192E+000, 1.8792273E+002, 2.4471144E+002, 1.1568831E+000, 1.7756417E-001, 2.0850762E-002, 8.2775005E-004, 1.3217434E-004, 2.5568428E-002, 5.0848284E-004, 7.7431508E-001, 8.3799425E-004, 1.0079826E-004,NaN,NaN,NaN,NaN
 8.3500000E+001, 5.6158508E+002, 5.4325391E+002, 3.2782377E+000, 1.8474692E+002, 2.4022339E+002, 1.1559994E+000, 1.7826788E-001, 2.0413738E-002, 7.7012074E-004, 1.2284206E-004, 2.5096375E-002, 4.7265378E-004, 7.7463820E-001, 7.7935100E-004, 9.4275742E-005,NaN,NaN,NaN,NaN
 8.4500000E+001, 5.5574984E+002, 5.3802052E+002, 3.2687324E+000, 1.8156767E+002, 2.3575462E+002, 1.1542963E+000, 1.7893916E-001, 1.9997128E-002, 7.1514013E-004, 1.1205067E-004, 2.4646353E-002, 4.3847132E-004, 7.7494779E-001, 7.2368242E-004, 8.8083412E-005,NaN,NaN,NaN,NaN
 8.5500000E+001, 5.5040964E+002, 5.3321890E+002, 3.2592079E+000, 1.7856097E+002, 2.3151301E+002, 1.1522296E+000, 1.7957064E-001, 1.9598446E-002, 6.7270673E-004, 1.0522101E-004, 2.4221964E-002, 4.1212310E-004, 7.7522612E-001, 6.8098543E-004, 8.3291441E-005,NaN,NaN,NaN,NaN
 8.6500000E+001, 5.4542696E+002, 5.2877634E+002, 3.2515481E+000, 1.7574155E+002, 2.2744391E+002, 1.1474967E+000, 1.8015130E-001, 1.9237530E-002, 6.2579558E-004, 9.6644474E-005, 2.3832544E-002, 3.8295993E-004, 7.7549264E-001, 6.3340073E-004, 7.7995614E-005,NaN,NaN,NaN,NaN
 8.7500000E+001, 5.4075248E+002, 5.2464838E+002, 3.2457319E+000, 1.7294031E+002, 2.2347696E+002, 1.1396440E+000, 1.8070047E-001, 1.8896923E-002, 5.8002993E-004, 9.0030877E-005, 2.3464108E-002, 3.5450390E-004, 7.7574522E-001, 5.8701439E-004, 7.2838855E-005,NaN,NaN,NaN,NaN
 8.8500000E+001, 5.3623646E+002, 5.2063836E+002, 3.2392824E+000, 1.7000409E+002, 2.1947409E+002, 1.1332443E+000, 1.8122303E-001, 1.8575814E-002, 5.3246804E-004, 8.1826395E-005, 2.3114047E-002, 3.2491678E-004, 7.7599148E-001, 5.3900851E-004, 6.7519021E-005,NaN,NaN,NaN,NaN
 8.9500000E+001, 5.3170115E+002, 5.1661754E+002, 3.2315539E+000, 1.6669527E+002, 2.1508877E+002, 1.1269238E+000, 1.8176461E-001, 1.8237760E-002, 4.9076656E-004, 7.4082436E-005, 2.2750673E-002, 2.9899976E-004, 7.7623755E-001, 4.9693988E-004, 6.2826772E-005,NaN,NaN,NaN,NaN
 9.0500000E+001, 5.2715814E+002, 5.1259334E+002, 3.2232604E+000, 1.6317231E+002, 2.1048232E+002, 1.1169479E+000, 1.8229073E-001, 1.7912662E-002, 4.4584520E-004, 6.4318230E-005, 2.2398264E-002, 2.7106470E-004, 7.7648320E-001, 4.5139750E-004, 5.7769212E-005,NaN,NaN,NaN,NaN
 9.1500000E+001, 5.2287053E+002, 5.0875489E+002, 3.2147699E+000, 1.6003606E+002, 2.0634871E+002, 1.1062284E+000, 1.8281048E-001, 1.7592867E-002, 3.9946358E-004, 5.4702312E-005, 2.2050250E-002, 2.4221468E-004, 7.7672812E-001, 4.0387400E-004, 5.2501961E-005,NaN,NaN,NaN,NaN
 9.2500000E+001, 5.1872003E+002, 5.0503879E+002, 3.2062976E+000, 1.5696407E+002, 2.0230438E+002, 1.0973612E+000, 1.8329981E-001, 1.7297248E-002, 3.4800775E-004, 4.4393387E-005, 2.1723257E-002, 2.1018281E-004, 7.7696844E-001, 3.5112440E-004, 4.6687200E-005,NaN,NaN,NaN,NaN
 9.3500000E+001, 5.1472366E+002, 5.0146594E+002, 3.1976234E+000, 1.5405597E+002, 1.9848354E+002, 1.0919797E+000, 1.8379056E-001, 1.6999473E-002, 2.9800180E-004, 3.5556912E-005, 2.1394999E-002, 1.7905806E-004, 7.7720657E-001, 3.0004579E-004, 4.1050221E-005,NaN,NaN,NaN,NaN
 9.4500000E+001, 5.1048630E+002, 4.9773691E+002, 3.1884638E+000, 1.5036595E+002, 1.9382617E+002, 1.0883510E+000, 1.8429799E-001, 1.6690117E-002, 2.4838205E-004, 2.6741412E-005, 2.1055410E-002, 1.4817968E-004, 7.7745020E-001, 2.4971364E-004, 3.5487098E-005,NaN,NaN,NaN,NaN
 9.5500000E+001, 5.0613588E+002, 4.9394440E+002, 3.1809819E+000, 1.4641527E+002, 1.8882600E+002, 1.0824061E+000, 1.8482658E-001, 1.6359516E-002, 2.0848580E-004, 1.9954414E-005, 2.0700591E-002, 1.2338770E-004, 7.7768891E-001, 2.0940196E-004, 3.0987311E-005,NaN,NaN,NaN,NaN
 9.6500000E+001, 5.0192024E+002, 4.9023849E+002, 3.1735257E+000, 1.4240740E+002, 1.8386340E+002, 1.0767596E+000, 1.8531664E-001, 1.6050372E-002, 1.7526302E-004, 1.4221012E-005, 2.0371319E-002, 1.0275734E-004, 7.7790555E-001, 1.7588899E-004, 2.7228203E-005,NaN,NaN,NaN,NaN
 9.7500000E+001, 4.9810077E+002, 4.8680971E+002, 3.1646393E+000, 1.3885309E+002, 1.7949018E+002, 1.0735059E+000, 1.8577215E-001, 1.5758781E-002, 1.5038486E-004, 1.0116897E-005, 2.0064721E-002, 8.7334759E-005, 7.7809923E-001, 1.5084666E-004, 2.4386806E-005,NaN,NaN,NaN,NaN
 9.8500000E+001, 4.9452179E+002, 4.8353371E+002, 3.1563333E+000, 1.3555723E+002, 1.7549223E+002, 1.0712794E+000, 1.8618928E-001, 1.5490958E-002, 1.2859919E-004, 7.1853343E-006, 1.9783768E-002, 7.3834700E-005, 7.7827488E-001, 1.2875083E-004, 2.1874153E-005,NaN,NaN,NaN,NaN
 9.9500000E+001, 4.9103522E+002, 4.8032886E+002, 3.1489598E+000, 1.3255909E+002, 1.7185135E+002, 1.0676482E+000, 1.8659918E-001, 1.5225617E-002, 1.1013946E-004, 5.4388233E-006, 1.9507341E-002, 6.2412271E-005, 7.7844333E-001, 1.0998418E-004, 1.9719770E-005,NaN,NaN,NaN,NaN
