s,m/s
Time,w
 0.0000000E+000, 7.3917508E-005
 1.2622625E-002, 8.2392220E-005
 2.5245250E-002, 1.2305804E-004
 3.7867875E-002, 9.8037040E-004
 5.0490499E-002, 3.2086731E-003
 6.3113124E-002, 5.9093536E-003
 7.5735749E-002, 8.7648216E-003
 8.8358374E-002, 1.1676464E-002
 1.0098100E-001, 1.4603804E-002
 1.1360362E-001, 1.7544211E-002
 1.2622625E-001, 2.0521439E-002
 1.3884887E-001, 2.3555636E-002
 1.5147150E-001, 2.6631819E-002
 1.6409412E-001, 2.9766646E-002
 1.7671675E-001, 3.2350418E-002
 1.8933937E-001, 3.3452714E-002
 2.0196200E-001, 3.3512259E-002
 2.1458462E-001, 3.2635053E-002
 2.2720725E-001, 3.0536917E-002
 2.3982987E-001, 2.7617129E-002
 2.5245250E-001, 2.4820467E-002
 2.6507512E-001, 2.2585231E-002
 2.7769775E-001, 2.1196216E-002
 2.9032037E-001, 2.1037436E-002
 3.0294300E-001, 2.1723151E-002
 3.1556562E-001, 2.2949847E-002
 3.2818825E-001, 2.3221323E-002
 3.4081087E-001, 1.9791309E-002
 3.5343350E-001, 1.8496110E-002
 3.6605612E-001, 2.2267867E-002
 3.7867875E-001, 2.8075711E-002
 3.9130137E-001, 3.2576723E-002
 4.0392400E-001, 3.6237600E-002
 4.1654662E-001, 4.0594493E-002
 4.2916925E-001, 4.5620767E-002
 4.4016281E-001, 5.0054835E-002
 4.5115638E-001, 5.4009979E-002
 4.6093613E-001, 5.6684053E-002
 4.7071589E-001, 5.9532502E-002
 4.8049564E-001, 6.2349222E-002
 4.8885690E-001, 6.5118965E-002
 4.9721817E-001, 6.8533079E-002
 5.0557943E-001, 7.1927895E-002
 5.1252619E-001, 7.4671983E-002
 5.1947296E-001, 7.7795313E-002
 5.2641972E-001, 8.0908398E-002
 5.3261917E-001, 8.3458966E-002
 5.3881862E-001, 8.6048205E-002
 5.4501808E-001, 8.8665746E-002
 5.5121753E-001, 9.1061238E-002
 5.5741699E-001, 9.3238763E-002
 5.6361644E-001, 9.5630373E-002
 5.6981589E-001, 9.7778821E-002
 5.7601535E-001, 9.9431451E-002
 5.8221480E-001, 1.0103399E-001
 5.8841425E-001, 1.0291229E-001
 5.9461371E-001, 1.0510736E-001
 6.0016201E-001, 1.0689885E-001
 6.0571032E-001, 1.0876492E-001
 6.1125863E-001, 1.1026055E-001
 6.1680694E-001, 1.1135836E-001
 6.2235524E-001, 1.1216197E-001
 6.2790355E-001, 1.1262220E-001
 6.3345186E-001, 1.1309568E-001
 6.3839931E-001, 1.1374893E-001
 6.4334677E-001, 1.1466631E-001
 6.4829423E-001, 1.1490266E-001
 6.5324168E-001, 1.1382456E-001
 6.5818914E-001, 1.1208701E-001
