s,m/s
Time,w
 0.0000000E+000, 4.2655697E-003
 4.1225320E-002, 4.4897884E-003
 8.2450640E-002, 1.0277064E-002
 1.2367596E-001, 1.2275468E-002
 1.6490128E-001, 1.0023348E-001
 2.0612660E-001, 1.0249874E-001
 2.4735192E-001, 1.3280430E-001
 2.8857724E-001, 1.1089806E-001
 3.2980256E-001, 1.3551428E-001
 3.7102788E-001, 1.0797300E-001
 4.1225320E-001, 1.5127803E-001
 4.5347852E-001, 4.3093226E-002
 4.9470384E-001, 1.2142494E-001
 5.3592916E-001, 6.5813020E-002
 5.7715448E-001, 1.5882115E-001
 6.1837980E-001,-6.2072216E-002
 6.5261834E-001, 8.8634032E-002
 6.8685687E-001, 7.3778183E-002
 7.2109540E-001, 8.0493693E-002
 7.5533393E-001, 7.5942185E-002
 7.8276502E-001, 6.8043480E-002
 8.1019611E-001, 5.9363838E-002
 8.3255676E-001, 4.6744393E-002
 8.5491740E-001, 2.0812962E-002
 8.7319746E-001, 6.0952750E-003
 8.9147753E-001,-9.0829599E-003
 9.0975760E-001,-3.1831465E-002
 9.2517019E-001,-4.9545986E-002
 9.4058278E-001,-7.6612280E-002
 9.5396086E-001,-7.9774764E-002
 9.6733893E-001,-1.0322722E-001
 9.8071701E-001,-1.2057509E-001
 9.9198311E-001,-1.3328532E-001
 1.0032492E+000,-1.4529504E-001
 1.0145153E+000,-1.5615357E-001
 1.0257814E+000,-1.6919863E-001
 1.0370475E+000,-1.7202598E-001
 1.0483136E+000,-1.8605025E-001
 1.0595797E+000,-1.9517094E-001
 1.0708458E+000,-2.0229074E-001
 1.0821119E+000,-2.1304333E-001
 1.0933780E+000,-2.2320962E-001
 1.1029407E+000,-2.2484501E-001
 1.1125033E+000,-2.3140261E-001
 1.1220659E+000,-2.3991387E-001
 1.1316286E+000,-2.3873374E-001
 1.1411912E+000,-2.4089993E-001
 1.1507539E+000,-2.4475188E-001
 1.1603165E+000,-2.4342613E-001
 1.1698791E+000,-2.4064325E-001
 1.1794418E+000,-2.3243840E-001
 1.1890044E+000,-2.1671451E-001
 1.1985670E+000,-1.9679030E-001
 1.2081297E+000,-1.6700426E-001
 1.2176923E+000,-1.3155830E-001
 1.2272549E+000,-8.5223435E-002
 1.2357974E+000,-3.1707999E-002
 1.2443398E+000, 2.5006991E-002
 1.2528823E+000, 8.9007927E-002
 1.2614247E+000, 1.6117585E-001
 1.2699671E+000, 2.4691294E-001
 1.2785096E+000, 3.4105215E-001
 1.2870520E+000, 4.4078430E-001
 1.2955944E+000, 5.4918228E-001
 1.3032597E+000, 6.5295223E-001
 1.3109249E+000, 7.4891736E-001
 1.3185902E+000, 8.5079375E-001
 1.3262555E+000, 9.5589878E-001
 1.3339207E+000, 1.0579203E+000
 1.3405447E+000, 1.1382804E+000
 1.3471688E+000, 1.2037915E+000
 1.3537928E+000, 1.2573292E+000
 1.3604169E+000, 1.3017921E+000
 1.3670409E+000, 1.3259051E+000
 1.3736649E+000, 1.3247552E+000
 1.3802890E+000, 1.3061789E+000
 1.3869130E+000, 1.2716906E+000
 1.3935371E+000, 1.2228333E+000
 1.3992486E+000, 1.1773733E+000
 1.4049601E+000, 1.1349115E+000
 1.4106717E+000, 1.0951474E+000
 1.4163832E+000, 1.0623878E+000
 1.4220947E+000, 1.0433300E+000
 1.4278062E+000, 1.0383471E+000
 1.4335178E+000, 1.0483984E+000
 1.4392293E+000, 1.0686568E+000
 1.4449408E+000, 1.1050124E+000
 1.4506524E+000, 1.1511957E+000
 1.4563639E+000, 1.2047005E+000
 1.4613385E+000, 1.2517983E+000
 1.4663131E+000, 1.2965799E+000
 1.4712877E+000, 1.3399838E+000
 1.4762623E+000, 1.3787588E+000
 1.4812369E+000, 1.4144472E+000
 1.4862114E+000, 1.4441291E+000
 1.4911860E+000, 1.4647455E+000
 1.4961606E+000, 1.4811813E+000
 1.5011352E+000, 1.4921151E+000
 1.5061098E+000, 1.5001440E+000
 1.5110844E+000, 1.5042886E+000
 1.5160590E+000, 1.5080047E+000
 1.5210336E+000, 1.5128157E+000
 1.5260082E+000, 1.5214240E+000
 1.5309828E+000, 1.5313687E+000
 1.5359574E+000, 1.5448857E+000
 1.5409320E+000, 1.5594951E+000
 1.5459066E+000, 1.5731461E+000
 1.5508812E+000, 1.5919082E+000
 1.5558557E+000, 1.6132077E+000
 1.5608303E+000, 1.6369739E+000
 1.5658049E+000, 1.6626295E+000
 1.5707795E+000, 1.6892736E+000
 1.5751158E+000, 1.7188178E+000
 1.5794521E+000, 1.7472668E+000
 1.5837884E+000, 1.7770817E+000
 1.5876513E+000, 1.8098500E+000
 1.5915142E+000, 1.8435331E+000
 1.5953772E+000, 1.8759567E+000
 1.5992401E+000, 1.9089372E+000
 1.6031031E+000, 1.9461515E+000
 1.6069660E+000, 1.9864747E+000
 1.6108289E+000, 2.0259926E+000
 1.6146919E+000, 2.0633883E+000
 1.6185548E+000, 2.0973572E+000
 1.6224177E+000, 2.1293039E+000
 1.6262807E+000, 2.1536336E+000
 1.6301436E+000, 2.1690100E+000
 1.6340066E+000, 2.1778657E+000
 1.6378695E+000, 2.1772543E+000
 1.6417324E+000, 2.1669373E+000
 1.6455954E+000, 2.1511973E+000
 1.6494583E+000, 2.1317168E+000
 1.6533212E+000, 2.1130980E+000
 1.6566069E+000, 2.0990169E+000
 1.6598925E+000, 2.0881085E+000
 1.6631781E+000, 2.0807795E+000
 1.6664638E+000, 2.0749018E+000
 1.6697494E+000, 2.0732958E+000
 1.6730350E+000, 2.0766927E+000
 1.6763207E+000, 2.0845753E+000
 1.6796063E+000, 2.0964725E+000
 1.6828919E+000, 2.1138658E+000
 1.6861776E+000, 2.1315584E+000
 1.6894632E+000, 2.1478437E+000
 1.6927488E+000, 2.1637641E+000
 1.6960345E+000, 2.1793256E+000
 1.6993201E+000, 2.1924464E+000
 1.7026057E+000, 2.2003980E+000
 1.7058914E+000, 2.2052158E+000
 1.7091770E+000, 2.2063851E+000
 1.7124626E+000, 2.2020219E+000
 1.7157483E+000, 2.1922648E+000
 1.7193625E+000, 2.1740482E+000
 1.7229767E+000, 2.1518253E+000
 1.7265909E+000, 2.1249129E+000
 1.7302051E+000, 2.0945004E+000
 1.7338193E+000, 2.0620466E+000
 1.7374334E+000, 2.0294368E+000
 1.7410476E+000, 1.9967759E+000
 1.7446618E+000, 1.9619932E+000
 1.7482760E+000, 1.9264849E+000
 1.7518902E+000, 1.8932037E+000
 1.7555044E+000, 1.8630776E+000
 1.7591186E+000, 1.8356144E+000
 1.7627328E+000, 1.8126079E+000
 1.7663470E+000, 1.7945780E+000
 1.7694371E+000, 1.7849745E+000
 1.7725273E+000, 1.7792105E+000
 1.7756174E+000, 1.7772974E+000
 1.7787075E+000, 1.7794113E+000
 1.7817976E+000, 1.7852104E+000
 1.7848878E+000, 1.7940423E+000
 1.7879779E+000, 1.8041805E+000
 1.7907530E+000, 1.8144673E+000
 1.7935281E+000, 1.8246878E+000
 1.7963032E+000, 1.8346847E+000
 1.7990783E+000, 1.8435904E+000
 1.8018534E+000, 1.8505461E+000
 1.8046285E+000, 1.8548391E+000
 1.8074036E+000, 1.8550597E+000
 1.8101787E+000, 1.8514588E+000
 1.8129537E+000, 1.8434959E+000
 1.8157288E+000, 1.8293305E+000
 1.8185039E+000, 1.8104197E+000
 1.8212790E+000, 1.7875661E+000
 1.8240541E+000, 1.7604202E+000
 1.8268292E+000, 1.7320807E+000
 1.8298818E+000, 1.6960427E+000
 1.8329344E+000, 1.6542313E+000
 1.8359870E+000, 1.6072060E+000
 1.8393449E+000, 1.5531304E+000
 1.8427028E+000, 1.4982755E+000
 1.8460606E+000, 1.4432407E+000
 1.8494185E+000, 1.3914984E+000
 1.8527764E+000, 1.3430421E+000
 1.8561342E+000, 1.2989379E+000
 1.8594921E+000, 1.2621952E+000
 1.8628500E+000, 1.2324776E+000
 1.8662078E+000, 1.2093777E+000
 1.8695657E+000, 1.1931740E+000
 1.8729236E+000, 1.1845719E+000
 1.8762814E+000, 1.1872481E+000
 1.8796393E+000, 1.1982823E+000
 1.8829972E+000, 1.2159415E+000
 1.8863550E+000, 1.2422170E+000
 1.8897129E+000, 1.2756064E+000
 1.8930708E+000, 1.3158134E+000
 1.8964286E+000, 1.3601933E+000
 1.8997865E+000, 1.4102072E+000
 1.9031444E+000, 1.4617906E+000
 1.9065022E+000, 1.5146154E+000
 1.9098601E+000, 1.5698322E+000
 1.9128180E+000, 1.6188263E+000
 1.9157759E+000, 1.6679948E+000
 1.9187339E+000, 1.7158688E+000
 1.9216918E+000, 1.7602514E+000
 1.9246497E+000, 1.8009206E+000
 1.9276076E+000, 1.8374861E+000
 1.9305655E+000, 1.8682496E+000
 1.9335234E+000, 1.8935133E+000
 1.9364813E+000, 1.9116496E+000
 1.9394393E+000, 1.9219118E+000
 1.9423972E+000, 1.9273185E+000
 1.9453551E+000, 1.9262343E+000
 1.9483130E+000, 1.9199651E+000
 1.9512709E+000, 1.9054997E+000
 1.9542288E+000, 1.8879336E+000
 1.9571868E+000, 1.8621824E+000
 1.9601447E+000, 1.8335742E+000
 1.9631026E+000, 1.8010295E+000
 1.9660605E+000, 1.7666820E+000
 1.9690184E+000, 1.7311079E+000
 1.9719763E+000, 1.6920079E+000
 1.9749342E+000, 1.6541393E+000
 1.9778922E+000, 1.6119505E+000
 1.9808501E+000, 1.5738690E+000
 1.9838080E+000, 1.5278528E+000
 1.9867659E+000, 1.4910632E+000
 1.9897238E+000, 1.4463552E+000
 1.9926817E+000, 1.4116703E+000
 1.9956396E+000, 1.3725769E+000
 1.9985976E+000, 1.3412568E+000
 2.0015555E+000, 1.3095288E+000
 2.0045134E+000, 1.2828061E+000
 2.0074713E+000, 1.2584405E+000
 2.0104292E+000, 1.2388472E+000
 2.0133871E+000, 1.2229163E+000
 2.0163450E+000, 1.2108340E+000
 2.0193030E+000, 1.2033890E+000
 2.0222609E+000, 1.2020991E+000
 2.0252188E+000, 1.2033093E+000
 2.0281767E+000, 1.2066132E+000
 2.0311346E+000, 1.2129700E+000
 2.0340925E+000, 1.2225982E+000
 2.0370504E+000, 1.2365376E+000
 2.0400084E+000, 1.2539438E+000
 2.0425828E+000, 1.2712074E+000
 2.0451572E+000, 1.2908732E+000
 2.0477316E+000, 1.3120307E+000
 2.0503060E+000, 1.3348390E+000
 2.0528804E+000, 1.3586818E+000
 2.0554548E+000, 1.3842030E+000
 2.0580292E+000, 1.4100658E+000
 2.0606036E+000, 1.4370789E+000
 2.0631780E+000, 1.4646750E+000
 2.0657525E+000, 1.4911638E+000
 2.0683269E+000, 1.5183366E+000
 2.0709013E+000, 1.5455308E+000
 2.0734757E+000, 1.5738772E+000
 2.0763075E+000, 1.6035065E+000
 2.0791394E+000, 1.6324689E+000
 2.0819712E+000, 1.6636781E+000
 2.0848031E+000, 1.6968658E+000
 2.0876349E+000, 1.7314167E+000
 2.0904668E+000, 1.7675667E+000
 2.0932986E+000, 1.8035752E+000
 2.0961305E+000, 1.8416688E+000
 2.0989623E+000, 1.8824280E+000
 2.1017942E+000, 1.9251035E+000
 2.1046260E+000, 1.9693110E+000
 2.1074579E+000, 2.0172855E+000
 2.1102897E+000, 2.0673676E+000
 2.1131216E+000, 2.1194123E+000
 2.1159534E+000, 2.1699892E+000
 2.1187853E+000, 2.2192910E+000
 2.1216171E+000, 2.2699104E+000
 2.1244490E+000, 2.3237176E+000
 2.1272808E+000, 2.3790805E+000
 2.1301127E+000, 2.4345811E+000
 2.1325755E+000, 2.4851031E+000
 2.1350383E+000, 2.5328982E+000
 2.1375011E+000, 2.5786054E+000
 2.1399639E+000, 2.6215365E+000
 2.1424267E+000, 2.6614680E+000
 2.1448895E+000, 2.6993531E+000
 2.1473524E+000, 2.7333017E+000
 2.1498152E+000, 2.7656178E+000
 2.1522780E+000, 2.7953731E+000
 2.1547408E+000, 2.8252321E+000
 2.1572036E+000, 2.8549868E+000
 2.1596664E+000, 2.8860636E+000
 2.1621292E+000, 2.9207193E+000
 2.1645920E+000, 2.9544536E+000
 2.1670548E+000, 2.9881320E+000
 2.1695176E+000, 3.0238994E+000
 2.1719805E+000, 3.0559261E+000
 2.1744433E+000, 3.0822221E+000
 2.1769061E+000, 3.1031528E+000
 2.1793689E+000, 3.1171740E+000
 2.1818317E+000, 3.1249589E+000
 2.1845408E+000, 3.1262507E+000
 2.1872499E+000, 3.1194589E+000
 2.1899590E+000, 3.1062313E+000
 2.1926681E+000, 3.0878600E+000
 2.1950996E+000, 3.0694508E+000
 2.1975311E+000, 3.0459304E+000
 2.1999626E+000, 3.0220622E+000
 2.2023941E+000, 2.9972388E+000
 2.2048256E+000, 2.9760037E+000
 2.2072571E+000, 2.9550778E+000
 2.2096886E+000, 2.9348689E+000
 2.2121201E+000, 2.9166864E+000
 2.2145517E+000, 2.9023243E+000
 2.2169832E+000, 2.8918592E+000
 2.2194147E+000, 2.8822744E+000
 2.2218462E+000, 2.8738383E+000
 2.2242777E+000, 2.8661290E+000
 2.2267092E+000, 2.8611056E+000
 2.2293839E+000, 2.8498261E+000
 2.2320585E+000, 2.8349129E+000
 2.2347332E+000, 2.8149148E+000
 2.2374078E+000, 2.7913904E+000
 2.2400825E+000, 2.7607383E+000
 2.2427572E+000, 2.7234511E+000
 2.2454318E+000, 2.6845866E+000
 2.2483740E+000, 2.6453640E+000
 2.2513161E+000, 2.6095926E+000
 2.2542582E+000, 2.5738748E+000
 2.2572003E+000, 2.5331240E+000
 2.2601425E+000, 2.4902906E+000
 2.2630846E+000, 2.4450509E+000
 2.2660267E+000, 2.3957297E+000
 2.2689688E+000, 2.3477498E+000
 2.2719110E+000, 2.2996587E+000
 2.2748531E+000, 2.2540309E+000
 2.2777952E+000, 2.2119045E+000
 2.2807373E+000, 2.1714358E+000
 2.2836795E+000, 2.1334054E+000
 2.2869158E+000, 2.0945725E+000
 2.2901521E+000, 2.0617187E+000
 2.2933885E+000, 2.0346646E+000
 2.2966248E+000, 2.0139766E+000
 2.2998612E+000, 1.9962155E+000
 2.3030975E+000, 1.9811790E+000
 2.3063338E+000, 1.9685905E+000
 2.3095702E+000, 1.9552892E+000
 2.3128065E+000, 1.9457092E+000
 2.3160429E+000, 1.9375675E+000
 2.3192792E+000, 1.9261918E+000
 2.3225155E+000, 1.9107952E+000
 2.3257519E+000, 1.8896070E+000
 2.3289882E+000, 1.8608109E+000
 2.3322246E+000, 1.8238474E+000
 2.3354609E+000, 1.7779802E+000
 2.3386972E+000, 1.7254222E+000
 2.3419336E+000, 1.6700850E+000
 2.3448165E+000, 1.6164220E+000
 2.3476994E+000, 1.5606306E+000
 2.3505823E+000, 1.4999445E+000
 2.3534652E+000, 1.4357844E+000
 2.3563481E+000, 1.3702420E+000
 2.3592310E+000, 1.3017089E+000
 2.3621139E+000, 1.2299142E+000
 2.3649968E+000, 1.1571697E+000
 2.3678797E+000, 1.0871456E+000
 2.3707626E+000, 1.0186382E+000
 2.3736455E+000, 9.5314576E-001
 2.3765284E+000, 8.8970741E-001
 2.3794112E+000, 8.2873912E-001
 2.3822941E+000, 7.7052177E-001
 2.3848833E+000, 7.2066710E-001
 2.3874724E+000, 6.7384227E-001
 2.3900615E+000, 6.3059575E-001
 2.3926507E+000, 5.8993437E-001
 2.3952398E+000, 5.5367507E-001
 2.3978289E+000, 5.2153249E-001
 2.4004181E+000, 4.9343131E-001
 2.4030072E+000, 4.6965893E-001
 2.4055963E+000, 4.4951616E-001
 2.4081854E+000, 4.3230209E-001
 2.4107746E+000, 4.1771793E-001
 2.4133637E+000, 4.0630715E-001
 2.4159528E+000, 3.9777824E-001
 2.4185420E+000, 3.9156349E-001
 2.4211311E+000, 3.8721090E-001
 2.4237202E+000, 3.8478653E-001
 2.4263093E+000, 3.8477360E-001
 2.4288985E+000, 3.8710170E-001
 2.4314876E+000, 3.9177123E-001
 2.4340767E+000, 3.9811610E-001
 2.4366659E+000, 4.0604484E-001
 2.4392550E+000, 4.1445278E-001
 2.4418441E+000, 4.2336145E-001
 2.4444332E+000, 4.3336568E-001
 2.4470224E+000, 4.4376196E-001
 2.4496115E+000, 4.5446673E-001
 2.4522006E+000, 4.6472460E-001
 2.4547898E+000, 4.7355907E-001
 2.4573789E+000, 4.8279850E-001
 2.4602269E+000, 4.9163530E-001
 2.4630750E+000, 5.0111527E-001
 2.4659230E+000, 5.0977569E-001
 2.4687711E+000, 5.1850389E-001
 2.4716191E+000, 5.2731577E-001
 2.4744671E+000, 5.3574761E-001
 2.4773152E+000, 5.4452348E-001
 2.4801632E+000, 5.5293142E-001
 2.4830113E+000, 5.6073473E-001
 2.4858593E+000, 5.6839752E-001
 2.4887074E+000, 5.7749066E-001
 2.4915554E+000, 5.8780938E-001
 2.4944034E+000, 5.9937343E-001
 2.4972515E+000, 6.1229278E-001
 2.5000995E+000, 6.2621958E-001
 2.5029476E+000, 6.4006948E-001
 2.5057956E+000, 6.5787373E-001
 2.5086437E+000, 6.7585616E-001
 2.5114917E+000, 6.9586924E-001
 2.5143397E+000, 7.1620977E-001
 2.5171878E+000, 7.3939122E-001
 2.5200358E+000, 7.6591793E-001
 2.5228839E+000, 7.9592257E-001
 2.5257319E+000, 8.2923316E-001
 2.5285800E+000, 8.6687573E-001
 2.5314280E+000, 9.0654664E-001
 2.5342760E+000, 9.4663649E-001
 2.5371241E+000, 9.9192508E-001
 2.5399721E+000, 1.0397220E+000
 2.5428202E+000, 1.0898274E+000
 2.5456682E+000, 1.1436190E+000
 2.5485162E+000, 1.1999134E+000
 2.5513643E+000, 1.2574169E+000
 2.5542123E+000, 1.3157612E+000
 2.5570604E+000, 1.3795746E+000
 2.5599084E+000, 1.4449506E+000
 2.5627565E+000, 1.5137065E+000
 2.5656045E+000, 1.5867210E+000
 2.5684525E+000, 1.6608025E+000
 2.5713006E+000, 1.7343835E+000
 2.5741486E+000, 1.8038813E+000
 2.5769967E+000, 1.8699378E+000
 2.5798447E+000, 1.9317716E+000
 2.5826928E+000, 1.9942512E+000
 2.5855408E+000, 2.0512174E+000
 2.5883888E+000, 2.1046332E+000
 2.5912369E+000, 2.1512333E+000
 2.5940849E+000, 2.1951558E+000
 2.5969330E+000, 2.2338634E+000
 2.5997810E+000, 2.2657853E+000
 2.6026290E+000, 2.2947651E+000
 2.6054771E+000, 2.3180557E+000
 2.6083251E+000, 2.3355743E+000
 2.6111732E+000, 2.3486214E+000
 2.6140212E+000, 2.3591921E+000
 2.6168693E+000, 2.3705073E+000
 2.6197173E+000, 2.3815212E+000
 2.6225653E+000, 2.3912336E+000
 2.6254134E+000, 2.3967630E+000
 2.6282614E+000, 2.4024017E+000
 2.6311095E+000, 2.4076114E+000
 2.6339575E+000, 2.4123644E+000
 2.6368056E+000, 2.4159404E+000
 2.6396536E+000, 2.4185444E+000
 2.6425016E+000, 2.4187354E+000
 2.6453497E+000, 2.4170686E+000
 2.6481977E+000, 2.4138780E+000
 2.6510458E+000, 2.4090775E+000
 2.6538938E+000, 2.4012808E+000
 2.6567418E+000, 2.3916816E+000
 2.6595899E+000, 2.3780126E+000
 2.6624379E+000, 2.3635768E+000
 2.6652860E+000, 2.3506257E+000
 2.6681340E+000, 2.3403139E+000
 2.6709821E+000, 2.3347240E+000
 2.6738301E+000, 2.3336935E+000
 2.6769629E+000, 2.3370041E+000
 2.6800958E+000, 2.3468663E+000
 2.6832286E+000, 2.3654728E+000
 2.6863615E+000, 2.3928937E+000
 2.6894943E+000, 2.4261535E+000
 2.6926272E+000, 2.4655176E+000
 2.6957600E+000, 2.5070664E+000
 2.6988929E+000, 2.5482341E+000
 2.7020257E+000, 2.5851342E+000
 2.7051586E+000, 2.6141896E+000
 2.7082914E+000, 2.6336112E+000
 2.7114243E+000, 2.6406256E+000
 2.7145571E+000, 2.6349059E+000
 2.7176900E+000, 2.6170886E+000
 2.7208228E+000, 2.5848081E+000
 2.7239556E+000, 2.5396823E+000
 2.7270885E+000, 2.4853409E+000
 2.7302213E+000, 2.4225426E+000
 2.7333542E+000, 2.3572611E+000
 2.7364870E+000, 2.2931129E+000
 2.7396199E+000, 2.2335946E+000
 2.7427527E+000, 2.1809010E+000
 2.7458856E+000, 2.1352807E+000
 2.7490184E+000, 2.1009293E+000
 2.7521513E+000, 2.0839650E+000
 2.7552841E+000, 2.0846139E+000
 2.7584170E+000, 2.0983821E+000
 2.7615498E+000, 2.1251474E+000
 2.7646826E+000, 2.1599649E+000
 2.7678155E+000, 2.2008060E+000
 2.7709483E+000, 2.2468025E+000
 2.7740812E+000, 2.2956378E+000
 2.7772140E+000, 2.3451412E+000
 2.7803469E+000, 2.3927953E+000
 2.7834797E+000, 2.4334828E+000
 2.7866126E+000, 2.4679108E+000
 2.7897454E+000, 2.4965774E+000
 2.7928783E+000, 2.5182464E+000
 2.7960111E+000, 2.5335995E+000
 2.7991440E+000, 2.5430747E+000
 2.8022768E+000, 2.5441745E+000
 2.8054096E+000, 2.5398677E+000
 2.8085425E+000, 2.5304875E+000
 2.8116753E+000, 2.5165245E+000
 2.8148082E+000, 2.4994705E+000
 2.8179410E+000, 2.4821050E+000
 2.8210739E+000, 2.4664469E+000
 2.8242067E+000, 2.4548493E+000
 2.8273396E+000, 2.4491136E+000
 2.8304724E+000, 2.4490027E+000
 2.8336053E+000, 2.4528673E+000
 2.8367381E+000, 2.4617433E+000
 2.8398710E+000, 2.4735673E+000
 2.8430038E+000, 2.4872537E+000
 2.8461367E+000, 2.5038533E+000
 2.8492695E+000, 2.5189140E+000
 2.8524023E+000, 2.5328185E+000
 2.8555352E+000, 2.5443104E+000
 2.8586680E+000, 2.5538685E+000
 2.8618009E+000, 2.5619809E+000
 2.8649337E+000, 2.5683930E+000
 2.8680666E+000, 2.5775625E+000
 2.8711994E+000, 2.5842057E+000
 2.8739981E+000, 2.5873810E+000
 2.8767968E+000, 2.5919863E+000
 2.8795955E+000, 2.5946544E+000
 2.8823942E+000, 2.5979320E+000
 2.8851929E+000, 2.5996686E+000
 2.8879915E+000, 2.6002869E+000
 2.8907902E+000, 2.5982690E+000
 2.8935889E+000, 2.5921684E+000
 2.8963876E+000, 2.5799910E+000
 2.8991863E+000, 2.5621420E+000
 2.9019850E+000, 2.5377529E+000
 2.9047837E+000, 2.5096220E+000
 2.9075823E+000, 2.4768651E+000
 2.9103810E+000, 2.4391485E+000
 2.9131797E+000, 2.3980150E+000
 2.9159784E+000, 2.3551545E+000
 2.9187771E+000, 2.3116628E+000
 2.9215758E+000, 2.2700500E+000
 2.9243745E+000, 2.2300811E+000
 2.9271731E+000, 2.1934869E+000
 2.9299718E+000, 2.1605850E+000
 2.9327705E+000, 2.1332004E+000
 2.9355692E+000, 2.1107342E+000
 2.9383679E+000, 2.0908793E+000
 2.9411666E+000, 2.0743418E+000
 2.9439653E+000, 2.0610022E+000
 2.9467639E+000, 2.0499401E+000
 2.9495626E+000, 2.0405874E+000
 2.9523613E+000, 2.0314350E+000
 2.9551600E+000, 2.0215196E+000
 2.9579587E+000, 2.0116813E+000
 2.9607574E+000, 2.0014765E+000
 2.9635560E+000, 1.9897143E+000
 2.9663547E+000, 1.9765552E+000
 2.9691534E+000, 1.9624990E+000
 2.9719521E+000, 1.9469248E+000
 2.9747508E+000, 1.9302606E+000
 2.9775495E+000, 1.9138682E+000
 2.9803482E+000, 1.8969325E+000
 2.9831468E+000, 1.8797531E+000
 2.9859455E+000, 1.8615901E+000
 2.9887442E+000, 1.8413887E+000
 2.9915429E+000, 1.8208929E+000
 2.9943416E+000, 1.8001505E+000
 2.9971403E+000, 1.7808144E+000
 2.9999390E+000, 1.7634798E+000
 3.0027376E+000, 1.7483563E+000
 3.0055363E+000, 1.7336913E+000
 3.0083350E+000, 1.7201272E+000
 3.0111337E+000, 1.7076733E+000
 3.0136101E+000, 1.6981715E+000
 3.0160865E+000, 1.6882118E+000
 3.0185629E+000, 1.6781159E+000
 3.0210393E+000, 1.6683061E+000
 3.0235157E+000, 1.6590690E+000
 3.0259921E+000, 1.6507030E+000
 3.0284685E+000, 1.6423760E+000
 3.0309449E+000, 1.6336019E+000
 3.0334213E+000, 1.6247978E+000
 3.0358977E+000, 1.6161326E+000
 3.0383741E+000, 1.6076155E+000
 3.0408504E+000, 1.5992587E+000
 3.0433268E+000, 1.5915591E+000
 3.0458032E+000, 1.5849419E+000
 3.0482796E+000, 1.5795388E+000
 3.0507560E+000, 1.5752392E+000
 3.0532324E+000, 1.5715428E+000
 3.0557088E+000, 1.5685390E+000
 3.0581852E+000, 1.5671006E+000
 3.0606616E+000, 1.5671670E+000
 3.0631380E+000, 1.5681840E+000
 3.0656144E+000, 1.5705923E+000
 3.0680908E+000, 1.5733601E+000
 3.0705672E+000, 1.5767131E+000
 3.0730436E+000, 1.5799484E+000
 3.0755200E+000, 1.5842691E+000
 3.0779964E+000, 1.5891789E+000
 3.0804728E+000, 1.5941815E+000
 3.0829492E+000, 1.5983201E+000
 3.0854256E+000, 1.6025101E+000
 3.0879020E+000, 1.6069831E+000
 3.0903784E+000, 1.6113545E+000
 3.0931024E+000, 1.6157243E+000
 3.0958264E+000, 1.6196055E+000
 3.0985505E+000, 1.6221385E+000
 3.1012745E+000, 1.6249912E+000
