cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS,r2,HF_00-y,HF_00,HF_41,HF_61,HF_81,z2,HF_207
 1.3050000E+002, 6.9760305E+002, 1.9836498E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4320000E+002, 1.3035000E+001, 3.5884706E-002, 3.7911099E-001, 2.5904815E-001, 2.8134122E-001,NaN,NaN
 1.3250000E+002, 6.8881964E+002, 1.9553459E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4768000E+002, 1.3234000E+001, 3.4475394E-002, 3.7138334E-001, 2.5186018E-001, 2.7032735E-001,NaN,NaN
 1.3450000E+002, 6.8016104E+002, 1.9261071E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5216000E+002, 1.3433000E+001, 3.1836405E-002, 3.5625622E-001, 2.3875159E-001, 2.4939056E-001,NaN,NaN
 1.3650000E+002, 6.7161753E+002, 1.8949058E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5664000E+002, 1.3632000E+001, 3.0601054E-002, 3.4884192E-001, 2.3277757E-001, 2.3947226E-001,NaN,NaN
 1.3850000E+002, 6.6306677E+002, 1.8617053E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6112000E+002, 1.3831000E+001, 2.9417944E-002, 3.4151893E-001, 2.2715637E-001, 2.2992170E-001,NaN,NaN
 1.4050000E+002, 6.5479424E+002, 1.8308927E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6560000E+002, 1.4030000E+001, 2.8284513E-002, 3.3428243E-001, 2.2186382E-001, 2.2073815E-001,NaN,NaN
 1.4250000E+002, 6.4700601E+002, 1.8017630E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7008000E+002, 1.4229000E+001, 2.7198350E-002, 3.2712857E-001, 2.1687685E-001, 2.1191958E-001,NaN,NaN
 1.4450000E+002, 6.3960398E+002, 1.7724813E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7456000E+002, 1.4428000E+001, 2.6157219E-002, 3.2005425E-001, 2.1217344E-001, 2.0346273E-001,NaN,NaN
 1.4650000E+002, 6.3258086E+002, 1.7422240E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7904000E+002, 1.4627000E+001, 2.5158972E-002, 3.1305702E-001, 2.0773263E-001, 1.9536334E-001,NaN,NaN
 1.4850000E+002, 6.2587624E+002, 1.7109255E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8352000E+002, 1.4826000E+001, 2.4201399E-002, 3.0613497E-001, 2.0353456E-001, 1.8761603E-001,NaN,NaN
 1.5050000E+002, 6.1956031E+002, 1.6786125E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8800000E+002, 1.5025000E+001, 2.2400834E-002, 2.9251162E-001, 1.9579277E-001, 1.7315145E-001,NaN,NaN
 1.5250000E+002, 6.1356637E+002, 1.6458183E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9248000E+002, 1.5224000E+001, 2.1554220E-002, 2.8580891E-001, 1.9221467E-001, 1.6641889E-001,NaN,NaN
 1.5450000E+002, 6.0775238E+002, 1.6130060E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9696000E+002, 1.5423000E+001, 2.0741182E-002, 2.7917869E-001, 1.8881070E-001, 1.6000818E-001,NaN,NaN
 1.5650000E+002, 6.0212235E+002, 1.5801040E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0144000E+002, 1.5622000E+001, 1.9960159E-002, 2.7262120E-001, 1.8556624E-001, 1.5391001E-001,NaN,NaN
 1.5850000E+002, 5.9669006E+002, 1.5474699E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0592000E+002, 1.5821000E+001, 1.9209740E-002, 2.6613696E-001, 1.8246769E-001, 1.4811468E-001,NaN,NaN
 1.6050000E+002, 5.9139727E+002, 1.5141257E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1040000E+002, 1.6020000E+001, 2.0769263E-002, 2.6901458E-001, 1.9693649E-001, 1.5646173E-001,NaN,NaN
 1.6250000E+002, 5.8628377E+002, 1.4805800E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1488000E+002, 1.6219000E+001, 2.0045040E-002, 2.6269385E-001, 1.9409237E-001, 1.5134486E-001,NaN,NaN
 1.6450000E+002, 5.8131675E+002, 1.4476476E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1936000E+002, 1.6418000E+001, 1.9346768E-002, 2.5644889E-001, 1.9134878E-001, 1.4648710E-001,NaN,NaN
 1.6650000E+002, 5.7658261E+002, 1.4169565E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2384000E+002, 1.6617000E+001, 1.8857071E-002, 2.5135160E-001, 1.8779746E-001, 1.4272387E-001,NaN,NaN
 1.6850000E+002, 5.7208981E+002, 1.3877708E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2832000E+002, 1.6816000E+001, 1.7563472E-002, 2.3925717E-001, 1.8266941E-001, 1.3408586E-001,NaN,NaN
 1.7050000E+002, 5.6767118E+002, 1.3583441E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3280000E+002, 1.7015000E+001, 1.6950412E-002, 2.3332727E-001, 1.8021255E-001, 1.3009773E-001,NaN,NaN
 1.7250000E+002, 5.6333015E+002, 1.3271836E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3728000E+002, 1.7214000E+001, 1.6358718E-002, 2.2747698E-001, 1.7781761E-001, 1.2631623E-001,NaN,NaN
 1.7450000E+002, 5.5893197E+002, 1.2949305E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4176000E+002, 1.7413000E+001, 1.5787721E-002, 2.2170735E-001, 1.7547816E-001, 1.2273119E-001,NaN,NaN
 1.7650000E+002, 5.5459562E+002, 1.2634779E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4624000E+002, 1.7612000E+001, 1.5236526E-002, 2.1601933E-001, 1.7318825E-001, 1.1933259E-001,NaN,NaN
 1.7850000E+002, 5.5039043E+002, 1.2330927E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5072000E+002, 1.7811000E+001, 1.4704492E-002, 2.1041398E-001, 1.7094257E-001, 1.1611085E-001,NaN,NaN
 1.8050000E+002, 5.4631969E+002, 1.2029513E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5520000E+002, 1.8010000E+001, 1.4190968E-002, 2.0489223E-001, 1.6873623E-001, 1.1305656E-001,NaN,NaN
 1.8250000E+002, 5.4243082E+002, 1.1736198E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5968000E+002, 1.8209000E+001, 1.3695154E-002, 1.9945498E-001, 1.6656464E-001, 1.1016050E-001,NaN,NaN
 1.8450000E+002, 5.3859101E+002, 1.1456305E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.6416000E+002, 1.8408000E+001, 1.2754287E-002, 1.8883724E-001, 1.6230978E-001, 1.0480826E-001,NaN,NaN
 1.8650000E+002, 5.3483637E+002, 1.1191637E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.6864000E+002, 1.8607000E+001, 1.2308155E-002, 1.8365843E-001, 1.6021941E-001, 1.0233545E-001,NaN,NaN
 1.8850000E+002, 5.3104026E+002, 1.0944435E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.7312000E+002, 1.8806000E+001, 1.1877438E-002, 1.7856714E-001, 1.5814951E-001, 9.9987672E-002,NaN,NaN
 1.9050000E+002, 5.2732062E+002, 1.0702872E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.7760000E+002, 1.9005000E+001, 1.1461463E-002, 1.7356389E-001, 1.5609729E-001, 9.7757399E-002,NaN,NaN
 1.9250000E+002, 5.2363731E+002, 1.0470788E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.8208000E+002, 1.9204000E+001, 1.1059751E-002, 1.6864925E-001, 1.5406029E-001, 9.5637607E-002,NaN,NaN
 1.9450000E+002, 5.2003042E+002, 1.0244717E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.8656000E+002, 1.9403000E+001, 1.0671825E-002, 1.6382369E-001, 1.5203631E-001, 9.3621545E-002,NaN,NaN
 1.9650000E+002, 5.1651738E+002, 1.0030029E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.9104000E+002, 1.9602000E+001, 1.0297233E-002, 1.5908759E-001, 1.5002338E-001, 9.1702789E-002,NaN,NaN
 1.9850000E+002, 5.1317328E+002, 9.8209414E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.9552000E+002, 1.9801000E+001, 9.9355666E-003, 1.5444123E-001, 1.4801967E-001, 8.9875188E-002,NaN,NaN
 2.0050000E+002, 5.0984104E+002, 9.6259000E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.0000000E+002, 2.0000000E+001, 1.0834048E-002, 1.5514711E-001, 1.6058088E-001, 1.0120794E-001,NaN,NaN
 2.0250000E+002, 5.0675726E+002, 9.4370835E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0450000E+002, 5.0379020E+002, 9.2630839E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0650000E+002, 5.0108903E+002, 9.0915047E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0850000E+002, 4.9835462E+002, 8.9314827E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1050000E+002, 4.9579157E+002, 8.7708039E+001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
