cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 4.7500000E+000, 1.0482786E+003, 1.0547766E+003, 8.8731994E-001, 3.8970307E+002, 4.4020799E+002, 3.5976202E-001, 8.4664566E-002, 4.0229503E-002, 1.4108037E-002, 7.2097914E-002, 9.8631837E-002, 1.4821682E-002, 6.7470538E-001, 1.6344273E-002, 3.6819989E-004, 3.4990000E+001, 1.5339710E-001, 5.6385088E+001, 5.3587734E-001
 5.2500000E+000, 1.0528571E+003, 1.0591064E+003, 9.4078310E-001, 3.8817172E+002, 4.3904007E+002, 3.9311895E-001, 8.6310473E-002, 4.0322898E-002, 1.3700435E-002, 6.6120015E-002, 9.8415590E-002, 1.4392562E-002, 6.8001840E-001, 1.5795463E-002, 3.5581487E-004, 3.8888889E+001, 1.6035077E-001, 6.0620905E+001, 4.6021505E-001
 5.7500000E+000, 1.0570065E+003, 1.0630116E+003, 9.9939070E-001, 3.8502187E+002, 4.3621498E+002, 4.3039049E-001, 8.7677882E-002, 4.0425935E-002, 1.3324341E-002, 6.1148588E-002, 9.8247634E-002, 1.3996600E-002, 6.8447919E-001, 1.5293044E-002, 3.4447635E-004, 4.2777778E+001, 1.7405413E-001, 6.4856804E+001, 3.9335807E-001
 6.2500000E+000, 1.0603832E+003, 1.0660851E+003, 1.0600575E+000, 3.8287953E+002, 4.3457274E+002, 4.7135387E-001, 8.8917882E-002, 4.0497250E-002, 1.2971930E-002, 5.6953654E-002, 9.8038086E-002, 1.3625591E-002, 6.8831433E-001, 1.4829029E-002, 3.3400481E-004, 4.6666667E+001, 1.8291409E-001, 6.9092768E+001, 3.2704741E-001
 6.7500000E+000, 1.0632159E+003, 1.0685365E+003, 1.1239460E+000, 3.8256609E+002, 4.3488014E+002, 5.1169789E-001, 9.0056254E-002, 4.0534234E-002, 1.2666788E-002, 5.3273782E-002, 9.7807375E-002, 1.3304363E-002, 6.9169199E-001, 1.4424325E-002, 3.2487215E-004, 5.0555556E+001, 1.8109113E-001, 7.3328788E+001, 2.8340199E-001
 7.2500000E+000, 1.0675022E+003, 1.0725617E+003, 1.1915161E+000, 3.8222806E+002, 4.3519818E+002, 5.5049682E-001, 9.0890804E-002, 4.0658908E-002, 1.2383997E-002, 4.9962210E-002, 9.7773697E-002, 1.3006600E-002, 6.9467345E-001, 1.4050626E-002, 3.1643779E-004, 5.4444444E+001, 1.7111921E-001, 7.7564853E+001, 2.4957548E-001
 7.7500000E+000, 1.0719846E+003, 1.0770381E+003, 1.2614301E+000, 3.8368760E+002, 4.3725733E+002, 5.8761645E-001, 9.1621102E-002, 4.0824963E-002, 1.2077083E-002, 4.6881472E-002, 9.7796564E-002, 1.2683412E-002, 6.9748123E-001, 1.3655192E-002, 3.0751225E-004, 5.8333333E+001, 1.5983094E-001, 8.1800956E+001, 2.1858688E-001
 8.2500000E+000, 1.0759297E+003, 1.0810173E+003, 1.3310706E+000, 3.8674594E+002, 4.4102648E+002, 6.2378700E-001, 9.2393243E-002, 4.0948860E-002, 1.1770963E-002, 4.4040145E-002, 9.7735159E-002, 1.2361093E-002, 7.0013248E-001, 1.3266534E-002, 2.9874022E-004, 6.2222222E+001, 1.5244224E-001, 8.6037093E+001, 1.9250424E-001
 8.7500000E+000, 1.0799523E+003, 1.0849047E+003, 1.3999103E+000, 3.8980801E+002, 4.4514067E+002, 6.5853260E-001, 9.3148020E-002, 4.1041464E-002, 1.1488366E-002, 4.1446475E-002, 9.7634883E-002, 1.2063556E-002, 7.0257406E-001, 1.2909306E-002, 2.9067794E-004, 6.6111111E+001, 1.5042030E-001, 9.0273257E+001, 1.6698215E-001
 9.2500000E+000, 1.0829394E+003, 1.0875460E+003, 1.4673328E+000, 3.9158898E+002, 4.4797670E+002, 6.9123339E-001, 9.3956603E-002, 4.1056904E-002, 1.1251113E-002, 3.9091160E-002, 9.7426971E-002, 1.1813806E-002, 7.0481275E-001, 1.2608710E-002, 2.8389484E-004, 7.0000000E+001, 1.5153405E-001, 9.4509447E+001, 1.4849813E-001
 9.7500000E+000, 1.0846488E+003, 1.0888392E+003, 1.5333818E+000, 3.9191973E+002, 4.4913124E+002, 7.2200768E-001, 9.4821382E-002, 4.0998633E-002, 1.1054809E-002, 3.6957274E-002, 9.7113787E-002, 1.1607212E-002, 7.0686654E-001, 1.2359533E-002, 2.7827324E-004, 7.3888889E+001, 1.5422689E-001, 9.8745657E+001, 1.3263847E-001
 1.0250000E+001, 1.0867289E+003, 1.0903897E+003, 1.5983433E+000, 3.9112314E+002, 4.4921531E+002, 7.5121878E-001, 9.5542792E-002, 4.0966949E-002, 1.0890836E-002, 3.5000071E-002, 9.6886782E-002, 1.1434633E-002, 7.0870620E-001, 1.2150964E-002, 2.7356761E-004, 7.7777778E+001, 1.5541705E-001, 1.0298189E+002, 1.1962457E-001
 1.0750000E+001, 1.0894823E+003, 1.0927011E+003, 1.6621336E+000, 3.9073495E+002, 4.4974836E+002, 7.7920064E-001, 9.6107448E-002, 4.0980275E-002, 1.0749085E-002, 3.3160183E-002, 9.6772413E-002, 1.1285413E-002, 7.1038091E-001, 1.1966175E-002, 2.6939786E-004, 8.1666667E+001, 1.5343563E-001, 1.0721813E+002, 1.0757010E-001
 1.1250000E+001, 1.0922205E+003, 1.0950828E+003, 1.7240752E+000, 3.9133267E+002, 4.5130246E+002, 8.0621630E-001, 9.6573340E-002, 4.1030183E-002, 1.0609712E-002, 3.1389184E-002, 9.6733309E-002, 1.1138668E-002, 7.1196867E-001, 1.1784479E-002, 2.6529729E-004, 8.5555556E+001, 1.4793353E-001, 1.1145439E+002, 9.7056391E-002
 1.1750000E+001, 1.0946953E+003, 1.0972531E+003, 1.7841914E+000, 3.9268219E+002, 4.5365978E+002, 8.3108262E-001, 9.7081028E-002, 4.1080120E-002, 1.0424539E-002, 2.9740371E-002, 9.6645960E-002, 1.0943714E-002, 7.1353708E-001, 1.1555441E-002, 2.6012831E-004, 8.9444444E+001, 1.4051266E-001, 1.1569067E+002, 8.6208145E-002
 1.2250000E+001, 1.0972362E+003, 1.0994174E+003, 1.8420922E+000, 3.9315748E+002, 4.5512363E+002, 8.5335759E-001, 9.7635457E-002, 4.1115852E-002, 1.0212169E-002, 2.8209518E-002, 9.6501384E-002, 1.0720141E-002, 7.1506947E-001, 1.1299911E-002, 2.5436171E-004, 9.3333333E+001, 1.3335023E-001, 1.1992695E+002, 7.8272372E-002
 1.2750000E+001, 1.0989786E+003, 1.1005224E+003, 1.8972354E+000, 3.9263281E+002, 4.5577867E+002, 8.7441400E-001, 9.8253171E-002, 4.1107380E-002, 1.0000880E-002, 2.6835254E-002, 9.6269071E-002, 1.0497738E-002, 7.1651162E-001, 1.1049140E-002, 2.4870315E-004, 9.7222222E+001, 1.2783788E-001, 1.2416325E+002, 7.1268906E-002
 1.3250000E+001, 1.1000401E+003, 1.1007200E+003, 1.9491175E+000, 3.9222696E+002, 4.5691227E+002, 8.9432883E-001, 9.8781567E-002, 4.1110905E-002, 9.8123324E-003, 2.5600970E-002, 9.6083928E-002, 1.0299265E-002, 7.1779607E-001, 1.0825267E-002, 2.4365135E-004, 1.0111111E+002, 1.2439063E-001, 1.2839955E+002, 6.5068219E-002
 1.3750000E+001, 1.1019105E+003, 1.1017047E+003, 1.9991981E+000, 3.9249233E+002, 4.5895661E+002, 9.1273141E-001, 9.9181904E-002, 4.1135382E-002, 9.6628895E-003, 2.4482100E-002, 9.5981020E-002, 1.0141939E-002, 7.1890767E-001, 1.0645009E-002, 2.3958342E-004, 1.0500000E+002, 1.2292002E-001, 1.3263586E+002, 5.9709954E-002
 1.4250000E+001, 1.1040429E+003, 1.1030321E+003, 2.0483181E+000, 3.9209489E+002, 4.6008631E+002, 9.2988579E-001, 9.9519240E-002, 4.1161943E-002, 9.5387218E-003, 2.3464319E-002, 9.5908283E-002, 1.0011218E-002, 7.1989571E-001, 1.0492892E-002, 2.3615052E-004, 1.0888889E+002, 1.2159564E-001, 1.3687218E+002, 5.3624657E-002
 1.4750000E+001, 1.1051536E+003, 1.1033350E+003, 2.0958702E+000, 3.9129581E+002, 4.6047171E+002, 9.4551852E-001, 9.9844535E-002, 4.1167587E-002, 9.4447722E-003, 2.2512227E-002, 9.5825086E-002, 9.9123196E-003, 7.2079786E-001, 1.0374684E-002, 2.3348316E-004, 1.1277778E+002, 1.1999909E-001, 1.4110851E+002, 4.9306020E-002
 1.5250000E+001, 1.1067935E+003, 1.1043588E+003, 2.1422942E+000, 3.9073884E+002, 4.6095395E+002, 9.6045419E-001, 1.0011385E-001, 4.1191796E-002, 9.3503032E-003, 2.1635217E-002, 9.5778131E-002, 9.8128613E-003, 7.2162720E-001, 1.0256328E-002, 2.3081211E-004, 1.1666667E+002, 1.1754856E-001, 1.4534485E+002, 4.5475818E-002
 1.5750000E+001, 1.1080674E+003, 1.1052045E+003, 2.1876335E+000, 3.9037206E+002, 4.6142798E+002, 9.7550272E-001, 1.0037381E-001, 4.1229789E-002, 9.2361250E-003, 2.0795994E-002, 9.5737969E-002, 9.6926465E-003, 7.2244903E-001, 1.0118346E-002, 2.2769797E-004, 1.2055556E+002, 1.1361310E-001, 1.4958119E+002, 4.1962580E-002
 1.6250000E+001, 1.1087369E+003, 1.1055368E+003, 2.2315212E+000, 3.9035728E+002, 4.6205750E+002, 9.9069665E-001, 1.0066879E-001, 4.1246813E-002, 9.1238827E-003, 1.9997220E-002, 9.5657803E-002, 9.5744847E-003, 7.2325228E-001, 9.9835061E-003, 2.2465504E-004, 1.2444444E+002, 1.0859389E-001, 1.5381753E+002, 3.8807815E-002
 1.6750000E+001, 1.1094737E+003, 1.1059588E+003, 2.2738466E+000, 3.9067010E+002, 4.6303068E+002, 1.0056627E+000, 1.0097738E-001, 4.1277284E-002, 8.9815003E-003, 1.9203561E-002, 9.5572987E-002, 9.4245867E-003, 7.2409148E-001, 9.8157623E-003, 2.2086934E-004, 1.2833333E+002, 1.0308592E-001, 1.5805388E+002, 3.5920438E-002
 1.7250000E+001, 1.1094738E+003, 1.1055776E+003, 2.3141501E+000, 3.9023519E+002, 4.6319184E+002, 1.0205996E+000, 1.0142225E-001, 4.1261305E-002, 8.8096556E-003, 1.8456395E-002, 9.5364472E-002, 9.2437094E-003, 7.2498003E-001, 9.6178083E-003, 2.1640263E-004, 1.3222222E+002, 9.7751019E-002, 1.6229024E+002, 3.2710120E-002
 1.7750000E+001, 1.1084378E+003, 1.1039943E+003, 2.3534229E+000, 3.8890238E+002, 4.6252839E+002, 1.0345828E+000, 1.0200701E-001, 4.1200367E-002, 8.6079061E-003, 1.7725976E-002, 9.5034881E-002, 9.0313860E-003, 7.2594091E-001, 9.3898932E-003, 2.1126052E-004, 1.3611111E+002, 9.3071830E-002, 1.6652660E+002, 3.0439841E-002
 1.8250000E+001, 1.1066477E+003, 1.1015740E+003, 2.3911515E+000, 3.8755652E+002, 4.6181186E+002, 1.0475680E+000, 1.0268458E-001, 4.1097589E-002, 8.4018060E-003, 1.7024415E-002, 9.4617090E-002, 8.8145133E-003, 7.2691928E-001, 9.1579385E-003, 2.0602790E-004, 1.4000000E+002, 9.0124998E-002, 1.7076296E+002, 2.8263064E-002
 1.8750000E+001, 1.1041337E+003, 1.0983544E+003, 2.4258823E+000, 3.8693434E+002, 4.6187371E+002, 1.0607799E+000, 1.0343444E-001, 4.0961016E-002, 8.1974124E-003, 1.6322211E-002, 9.4133602E-002, 8.5994613E-003, 7.2792188E-001, 8.9279119E-003, 2.0083930E-004,NaN,NaN, 1.7499933E+002, 2.6395869E-002
 1.9250000E+001, 1.1012252E+003, 1.0947259E+003, 2.4578346E+000, 3.8707157E+002, 4.6269597E+002, 1.0745907E+000, 1.0424783E-001, 4.0788589E-002, 7.9977836E-003, 1.5661495E-002, 9.3583338E-002, 8.3894510E-003, 7.2891204E-001, 8.7033388E-003, 1.9577431E-004,NaN,NaN, 1.7923570E+002, 2.4719471E-002
 1.9750000E+001, 1.0968401E+003, 1.0895970E+003, 2.4876316E+000, 3.8745828E+002, 4.6350046E+002, 1.0885478E+000, 1.0523898E-001, 4.0534473E-002, 7.7927974E-003, 1.5051572E-002, 9.2864164E-002, 8.1738603E-003, 7.2993546E-001, 8.4747549E-003, 1.9062007E-004,NaN,NaN, 1.8347207E+002, 2.2803396E-002
 2.0250000E+001, 1.0913037E+003, 1.0832544E+003, 2.5149967E+000, 3.8806002E+002, 4.6434287E+002, 1.1031551E+000, 1.0632510E-001, 4.0221054E-002, 7.6009310E-003, 1.4521579E-002, 9.2039971E-002, 7.9721230E-003, 7.3092064E-001, 8.2626695E-003, 1.8583904E-004,NaN,NaN,NaN,NaN
 2.0750000E+001, 1.0861818E+003, 1.0773057E+003, 2.5411906E+000, 3.8802903E+002, 4.6473726E+002, 1.1161529E+000, 1.0733039E-001, 3.9941713E-002, 7.4066156E-003, 1.4035217E-002, 9.1281099E-002, 7.7677830E-003, 7.3184880E-001, 8.0490958E-003, 1.8102388E-004,NaN,NaN,NaN,NaN
 2.1250000E+001, 1.0809414E+003, 1.0711378E+003, 2.5666317E+000, 3.8754048E+002, 4.6480206E+002, 1.1272312E+000, 1.0831671E-001, 3.9650122E-002, 7.2350611E-003, 1.3608636E-002, 9.0521307E-002, 7.5874107E-003, 7.3270139E-001, 7.8611053E-003, 1.7678625E-004,NaN,NaN,NaN,NaN
 2.1750000E+001, 1.0756351E+003, 1.0648871E+003, 2.5921536E+000, 3.8694047E+002, 4.6472980E+002, 1.1358833E+000, 1.0926431E-001, 3.9362053E-002, 7.0815881E-003, 1.3202601E-002, 8.9787356E-002, 7.4260691E-003, 7.3350472E-001, 7.6925657E-003, 1.7298749E-004,NaN,NaN,NaN,NaN
 2.2250000E+001, 1.0702912E+003, 1.0586377E+003, 2.6171601E+000, 3.8641493E+002, 4.6466617E+002, 1.1441592E+000, 1.1018721E-001, 3.9061706E-002, 6.9554716E-003, 1.2851681E-002, 8.9057248E-002, 7.2935325E-003, 7.3422847E-001, 7.5537082E-003, 1.6985874E-004,NaN,NaN,NaN,NaN
 2.2750000E+001, 1.0647995E+003, 1.0523710E+003, 2.6409500E+000, 3.8636040E+002, 4.6488540E+002, 1.1530712E+000, 1.1111256E-001, 3.8767387E-002, 6.8197137E-003, 1.2493275E-002, 8.8329135E-002, 7.1508428E-003, 7.3496955E-001, 7.4041173E-003, 1.6648767E-004,NaN,NaN,NaN,NaN
 2.3250000E+001, 1.0587887E+003, 1.0457367E+003, 2.6633039E+000, 3.8677328E+002, 4.6525228E+002, 1.1624076E+000, 1.1207171E-001, 3.8459017E-002, 6.6768370E-003, 1.2171771E-002, 8.7565388E-002, 7.0006698E-003, 7.3570457E-001, 7.2471645E-003, 1.6295067E-004,NaN,NaN,NaN,NaN
 2.3750000E+001, 1.0524082E+003, 1.0389295E+003, 2.6842268E+000, 3.8736403E+002, 4.6549018E+002, 1.1712988E+000, 1.1307191E-001, 3.8141366E-002, 6.5193738E-003, 1.1854778E-002, 8.6767856E-002, 6.8351493E-003, 7.3646781E-001, 7.0753223E-003, 1.5907780E-004,NaN,NaN,NaN,NaN
 2.4250000E+001, 1.0455814E+003, 1.0317454E+003, 2.7040822E+000, 3.8790608E+002, 4.6556167E+002, 1.1794196E+000, 1.1408722E-001, 3.7811299E-002, 6.3633051E-003, 1.1586807E-002, 8.5946802E-002, 6.6711056E-003, 7.3719991E-001, 6.9072065E-003, 1.5528920E-004,NaN,NaN,NaN,NaN
 2.4750000E+001, 1.0386360E+003, 1.0245675E+003, 2.7237583E+000, 3.8823217E+002, 4.6524657E+002, 1.1856733E+000, 1.1508379E-001, 3.7478836E-002, 6.2221184E-003, 1.1328953E-002, 8.5136467E-002, 6.5227290E-003, 7.3790097E-001, 6.7552558E-003, 1.5186544E-004,NaN,NaN,NaN,NaN
 2.5250000E+001, 1.0313131E+003, 1.0170227E+003, 2.7438654E+000, 3.8827379E+002, 4.6455427E+002, 1.1900161E+000, 1.1610815E-001, 3.7131775E-002, 6.0822105E-003, 1.1083436E-002, 8.4298269E-002, 6.3757091E-003, 7.3860167E-001, 6.6047875E-003, 1.4847537E-004,NaN,NaN,NaN,NaN
 2.5750000E+001, 1.0243561E+003, 1.0098026E+003, 2.7641199E+000, 3.8848198E+002, 4.6410453E+002, 1.1931632E+000, 1.1710837E-001, 3.6788730E-002, 5.9548152E-003, 1.0822785E-002, 8.3481220E-002, 6.2418574E-003, 7.3929013E-001, 6.4669470E-003, 1.4537020E-004,NaN,NaN,NaN,NaN
 2.6250000E+001, 1.0178235E+003, 1.0028966E+003, 2.7838680E+000, 3.8891282E+002, 4.6412671E+002, 1.1961160E+000, 1.1806038E-001, 3.6468547E-002, 5.8260055E-003, 1.0561098E-002, 8.2708346E-002, 6.1065003E-003, 7.3996379E-001, 6.3276235E-003, 1.4223121E-004,NaN,NaN,NaN,NaN
 2.6750000E+001, 1.0114914E+003, 9.9613932E+002, 2.8024028E+000, 3.8967947E+002, 4.6458828E+002, 1.1998719E+000, 1.1898630E-001, 3.6155317E-002, 5.7068375E-003, 1.0282856E-002, 8.1959491E-002, 5.9812873E-003, 7.4062885E-001, 6.1978277E-003, 1.3930711E-004,NaN,NaN,NaN,NaN
 2.7250000E+001, 1.0052141E+003, 9.8938482E+002, 2.8193058E+000, 3.9070006E+002, 4.6535249E+002, 1.2041818E+000, 1.1992692E-001, 3.5838886E-002, 5.5824736E-003, 1.0004702E-002, 8.1198817E-002, 5.8506071E-003, 7.4130507E-001, 6.0621951E-003, 1.3625133E-004,NaN,NaN,NaN,NaN
 2.7750000E+001, 9.9884312E+002, 9.8256250E+002, 2.8353562E+000, 3.9179167E+002, 4.6606662E+002, 1.2088278E+000, 1.2089374E-001, 3.5508430E-002, 5.4641840E-003, 9.7066837E-003, 8.0416558E-002, 5.7263313E-003, 7.4199775E-001, 5.9319120E-003, 1.3331650E-004,NaN,NaN,NaN,NaN
 2.8250000E+001, 9.9245576E+002, 9.7578898E+002, 2.8513467E+000, 3.9296088E+002, 4.6673843E+002, 1.2135527E+000, 1.2185534E-001, 3.5175104E-002, 5.3536521E-003, 9.4093525E-003, 7.9636668E-002, 5.6102235E-003, 7.4267915E-001, 5.8094413E-003, 1.3055801E-004,NaN,NaN,NaN,NaN
 2.8750000E+001, 9.8613211E+002, 9.6919683E+002, 2.8675857E+000, 3.9436788E+002, 4.6750363E+002, 1.2181531E+000, 1.2277055E-001, 3.4862063E-002, 5.2464795E-003, 9.0958415E-003, 7.8900855E-002, 5.4976371E-003, 7.4335169E-001, 5.6896547E-003, 1.2785977E-004,NaN,NaN,NaN,NaN
 2.9250000E+001, 9.8001481E+002, 9.6294495E+002, 2.8841951E+000, 3.9609353E+002, 4.6844334E+002, 1.2225316E+000, 1.2366143E-001, 3.4557366E-002, 5.1411153E-003, 8.7978065E-003, 7.8183531E-002, 5.3869483E-003, 7.4400246E-001, 5.5721922E-003, 1.2521385E-004,NaN,NaN,NaN,NaN
 2.9750000E+001, 9.7365785E+002, 9.5655637E+002, 2.9004538E+000, 3.9786953E+002, 4.6933766E+002, 1.2267410E+000, 1.2456536E-001, 3.4253224E-002, 5.0269946E-003, 8.4931777E-003, 7.7458195E-002, 5.2670417E-003, 7.4467266E-001, 5.4454798E-003, 1.2235919E-004,NaN,NaN,NaN,NaN
 3.0250000E+001, 9.6721214E+002, 9.5010700E+002, 2.9161782E+000, 3.9962404E+002, 4.7018583E+002, 1.2305854E+000, 1.2547383E-001, 3.3941143E-002, 4.9159655E-003, 8.2288191E-003, 7.6720082E-002, 5.1503950E-003, 7.4531224E-001, 5.3233846E-003, 1.1960884E-004,NaN,NaN,NaN,NaN
 3.0750000E+001, 9.6042859E+002, 9.4335863E+002, 2.9305488E+000, 4.0114575E+002, 4.7078881E+002, 1.2347780E+000, 1.2641873E-001, 3.3613351E-002, 4.8036938E-003, 7.9650578E-003, 7.5949297E-002, 5.0324518E-003, 7.4596579E-001, 5.1998110E-003, 1.1682537E-004,NaN,NaN,NaN,NaN
 3.1250000E+001, 9.5332432E+002, 9.3627872E+002, 2.9432162E+000, 4.0222293E+002, 4.7093646E+002, 1.2394899E+000, 1.2742997E-001, 3.3252447E-002, 4.6924372E-003, 7.7267677E-003, 7.5113356E-002, 4.9156012E-003, 7.4662364E-001, 5.0778611E-003, 1.1407906E-004,NaN,NaN,NaN,NaN
 3.1750000E+001, 9.4551136E+002, 9.2849207E+002, 2.9552889E+000, 4.0260030E+002, 4.7029699E+002, 1.2436218E+000, 1.2851516E-001, 3.2865092E-002, 4.5723011E-003, 7.4768884E-003, 7.4215367E-002, 4.7894228E-003, 7.4732629E-001, 4.9464044E-003, 1.1111863E-004,NaN,NaN,NaN,NaN
 3.2250000E+001, 9.3785287E+002, 9.2076599E+002, 2.9667493E+000, 4.0279157E+002, 4.6959883E+002, 1.2468962E+000, 1.2960842E-001, 3.2470925E-002, 4.4549259E-003, 7.2409790E-003, 7.3306604E-002, 4.6661555E-003, 7.4801869E-001, 4.8185381E-003, 1.0823934E-004,NaN,NaN,NaN,NaN
 3.2750000E+001, 9.2965315E+002, 9.1248189E+002, 2.9762849E+000, 4.0286157E+002, 4.6878637E+002, 1.2507187E+000, 1.3076776E-001, 3.2056519E-002, 4.3254519E-003, 6.9881085E-003, 7.2344859E-002, 4.5301674E-003, 7.4876063E-001, 4.6773963E-003, 1.0506079E-004,NaN,NaN,NaN,NaN
 3.3250000E+001, 9.2133232E+002, 9.0401541E+002, 2.9837539E+000, 4.0284522E+002, 4.6794424E+002, 1.2554239E+000, 1.3196736E-001, 3.1622541E-002, 4.1950280E-003, 6.7561751E-003, 7.1342959E-002, 4.3931935E-003, 7.4950308E-001, 4.5357541E-003, 1.0187125E-004,NaN,NaN,NaN,NaN
 3.3750000E+001, 9.1271272E+002, 8.9528443E+002, 2.9905568E+000, 4.0258470E+002, 4.6680973E+002, 1.2603537E+000, 1.3317970E-001, 3.1186636E-002, 4.0594248E-003, 6.5201820E-003, 7.0331817E-002, 4.2507691E-003, 7.5025893E-001, 4.3885457E-003, 9.8556128E-005,NaN,NaN,NaN,NaN
 3.4250000E+001, 9.0432503E+002, 8.8674102E+002, 2.9976527E+000, 4.0207731E+002, 4.6548522E+002, 1.2648879E+000, 1.3437802E-001, 3.0741694E-002, 3.9437782E-003, 6.3061564E-003, 6.9323390E-002, 4.1293583E-003, 7.5097113E-001, 4.2630729E-003, 9.5731659E-005,NaN,NaN,NaN,NaN
 3.4750000E+001, 8.9565576E+002, 8.7795973E+002, 3.0052042E+000, 4.0152521E+002, 4.6399673E+002, 1.2681182E+000, 1.3549946E-001, 3.0331138E-002, 3.8305455E-003, 6.0794359E-003, 6.8386195E-002, 4.0104634E-003, 7.5166224E-001, 4.1394830E-003, 9.2949141E-005,NaN,NaN,NaN,NaN
 3.5250000E+001, 8.8863366E+002, 8.7084837E+002, 3.0147749E+000, 4.0152704E+002, 4.6326068E+002, 1.2702244E+000, 1.3651004E-001, 2.9965407E-002, 3.7225004E-003, 5.8726420E-003, 6.7543846E-002, 3.8969967E-003, 7.5229372E-001, 4.0214137E-003, 9.0290482E-005,NaN,NaN,NaN,NaN
 3.5750000E+001, 8.8205529E+002, 8.6420819E+002, 3.0253484E+000, 4.0156809E+002, 4.6262982E+002, 1.2714237E+000, 1.3743842E-001, 2.9638505E-002, 3.6132344E-003, 5.6572330E-003, 6.6777792E-002, 3.7822168E-003, 7.5290349E-001, 3.9018225E-003, 8.7596861E-005,NaN,NaN,NaN,NaN
