cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 4.9750000E+001, 6.3305438E+002, 6.1208234E+002, 2.8633734E+000, 2.6711314E+002, 3.1078036E+002, 1.0857742E+000, 1.7095845E-001, 2.0689175E-002, 7.0722471E-004, 3.4222866E-004, 4.5802427E-002, 7.0722471E-004, 7.6079327E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6294643E+001, 4.5997682E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0250000E+001, 6.2706663E+002, 6.0655955E+002, 2.8558713E+000, 2.6265029E+002, 3.0556740E+002, 1.0821318E+000, 1.7170097E-001, 2.0317513E-002, 6.4691123E-004, 3.1049819E-004, 4.5001636E-002, 6.4691123E-004, 7.6137556E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6964286E+001, 4.5481147E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0750000E+001, 6.2106519E+002, 6.0108566E+002, 2.8558713E+000, 2.5800045E+002, 3.0013543E+002, 1.0821318E+000, 1.7242328E-001, 1.9950961E-002, 5.9641621E-004, 2.8303135E-004, 4.4220742E-002, 5.9641621E-004, 7.6192915E-001, 0.0000000E+000,NaN,NaN,NaN, 6.7633929E+001, 4.4470357E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1250000E+001, 6.1545249E+002, 5.9599191E+002, 2.8489415E+000, 2.5373286E+002, 2.9510179E+002, 1.0789001E+000, 1.7309700E-001, 1.9610391E-002, 5.4694027E-004, 2.5759457E-004, 4.3492663E-002, 5.4694027E-004, 7.6244847E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8303571E+001, 4.3977688E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1750000E+001, 6.1001030E+002, 5.9104293E+002, 2.8427593E+000, 2.4960872E+002, 2.9020645E+002, 1.0755190E+000, 1.7373325E-001, 1.9282935E-002, 5.1038069E-004, 2.3435407E-004, 4.2803520E-002, 5.1038069E-004, 7.6292518E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8973214E+001, 4.3494510E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2250000E+001, 6.0469156E+002, 5.8624615E+002, 2.8336211E+000, 2.4590125E+002, 2.8568080E+002, 1.0664674E+000, 1.7435578E-001, 1.8965103E-002, 4.6969385E-004, 2.1343796E-004, 4.2129472E-002, 4.6969385E-004, 7.6339682E-001, 0.0000000E+000,NaN,NaN,NaN, 6.9642857E+001, 4.2559239E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2750000E+001, 5.9930201E+002, 5.8137316E+002, 2.8336211E+000, 2.4203345E+002, 2.8099588E+002, 1.0664674E+000, 1.7497318E-001, 1.8644510E-002, 4.3838794E-004, 1.9510397E-004, 4.1459202E-002, 4.3838794E-004, 7.6385123E-001, 0.0000000E+000,NaN,NaN,NaN, 7.0312500E+001, 4.2108081E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3250000E+001, 5.9418212E+002, 5.7674129E+002, 2.8308986E+000, 2.3862312E+002, 2.7681333E+002, 1.0606036E+000, 1.7556734E-001, 1.8339275E-002, 4.0191296E-004, 1.7996975E-004, 4.0814425E-002, 4.0191296E-004, 7.6429516E-001, 0.0000000E+000,NaN,NaN,NaN, 7.0982143E+001, 4.1668168E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3750000E+001, 5.8946632E+002, 5.7245858E+002, 2.8262068E+000, 2.3504660E+002, 2.7262060E+002, 1.0494596E+000, 1.7610870E-001, 1.8057964E-002, 3.7461219E-004, 1.6495866E-004, 4.0226444E-002, 3.7461219E-004, 7.6469271E-001, 0.0000000E+000,NaN,NaN,NaN, 7.1651786E+001, 4.0821463E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4250000E+001, 5.8517561E+002, 5.6857207E+002, 2.8262068E+000, 2.3162301E+002, 2.6865220E+002, 1.0494596E+000, 1.7661440E-001, 1.7799187E-002, 3.4183273E-004, 1.5175128E-004, 3.9677970E-002, 3.4183273E-004, 7.6507303E-001, 0.0000000E+000,NaN,NaN,NaN, 7.2321429E+001, 4.0413893E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4750000E+001, 5.8087288E+002, 5.6469623E+002, 2.8228338E+000, 2.2787592E+002, 2.6432040E+002, 1.0449049E+000, 1.7709051E-001, 1.7552172E-002, 3.1753215E-004, 1.3654851E-004, 3.9161354E-002, 3.1753215E-004, 7.6542435E-001, 0.0000000E+000,NaN,NaN,NaN, 7.2991071E+001, 4.0016083E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5250000E+001, 5.7680816E+002, 5.6105369E+002, 2.8173382E+000, 2.2451549E+002, 2.6034793E+002, 1.0405117E+000, 1.7757681E-001, 1.7302727E-002, 2.8682439E-004, 1.2506736E-004, 3.8633535E-002, 2.8682439E-004, 7.6578821E-001, 0.0000000E+000,NaN,NaN,NaN, 7.3660714E+001, 3.9246636E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5750000E+001, 5.7249401E+002, 5.5718785E+002, 2.8123573E+000, 2.2120251E+002, 2.5637192E+002, 1.0365294E+000, 1.7806289E-001, 1.7049057E-002, 2.6386231E-004, 1.1338126E-004, 3.8104961E-002, 2.6386231E-004, 7.6614199E-001, 0.0000000E+000,NaN,NaN,NaN, 7.4330357E+001, 3.8873092E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6250000E+001, 5.6812538E+002, 5.5327588E+002, 2.8051881E+000, 2.1784032E+002, 2.5236564E+002, 1.0326932E+000, 1.7855828E-001, 1.6790834E-002, 2.3930793E-004, 1.0445490E-004, 3.7565720E-002, 2.3930793E-004, 7.6650210E-001, 0.0000000E+000,NaN,NaN,NaN, 7.4995000E+001, 3.8505571E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6750000E+001, 5.6380921E+002, 5.4939708E+002, 2.7968598E+000, 2.1455718E+002, 2.4844787E+002, 1.0304294E+000, 1.7904073E-001, 1.6536246E-002, 2.2079662E-004, 9.6292255E-005, 3.7039711E-002, 2.2079662E-004, 7.6684543E-001, 0.0000000E+000,NaN,NaN,NaN, 7.5669643E+001, 3.7844323E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7250000E+001, 5.5942369E+002, 5.4548430E+002, 2.7880704E+000, 2.1102960E+002, 2.4422942E+002, 1.0284854E+000, 1.7953181E-001, 1.6277144E-002, 2.0161497E-004, 8.9318782E-005, 3.6504030E-002, 2.0161497E-004, 7.6719447E-001, 0.0000000E+000,NaN,NaN,NaN, 7.6339286E+001, 3.7490241E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7750000E+001, 5.5495348E+002, 5.4147891E+002, 2.7796847E+000, 2.0712645E+002, 2.3963578E+002, 1.0259449E+000, 1.8002874E-001, 1.6010987E-002, 1.8882106E-004, 8.4268557E-005, 3.5960599E-002, 1.8882106E-004, 7.6753776E-001, 0.0000000E+000,NaN,NaN,NaN, 7.7008929E+001, 3.6787265E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8250000E+001, 5.5048414E+002, 5.3748623E+002, 2.7723929E+000, 2.0315604E+002, 2.3493379E+002, 1.0221554E+000, 1.8052555E-001, 1.5745576E-002, 1.7497706E-004, 7.8521427E-005, 3.5417619E-002, 1.7497706E-004, 7.6788278E-001, 0.0000000E+000,NaN,NaN,NaN, 7.7678571E+001, 3.6436933E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8750000E+001, 5.4619663E+002, 5.3361302E+002, 2.7655695E+000, 1.9919282E+002, 2.3033193E+002, 1.0173904E+000, 1.8099694E-001, 1.5491074E-002, 1.6620551E-004, 7.4858682E-005, 3.4901409E-002, 1.6620551E-004, 7.6820331E-001, 0.0000000E+000,NaN,NaN,NaN, 7.8348214E+001, 3.6086661E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9250000E+001, 5.4230279E+002, 5.3006835E+002, 2.7591165E+000, 1.9566345E+002, 2.2628442E+002, 1.0123816E+000, 1.8142686E-001, 1.5261144E-002, 1.5493616E-004, 6.8591263E-005, 3.4431737E-002, 1.5493616E-004, 7.6850180E-001, 0.0000000E+000,NaN,NaN,NaN, 7.9017857E+001, 3.5385211E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9750000E+001, 5.3877476E+002, 5.2681044E+002, 2.7542403E+000, 1.9248128E+002, 2.2268624E+002, 1.0073759E+000, 1.8181345E-001, 1.5051601E-002, 1.4928956E-004, 6.5158036E-005, 3.4008281E-002, 1.4928956E-004, 7.6876293E-001, 0.0000000E+000,NaN,NaN,NaN, 7.9687500E+001, 3.5033812E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.0250000E+001, 5.3536372E+002, 5.2372630E+002, 2.7499699E+000, 1.8948824E+002, 2.1920189E+002, 1.0026697E+000, 1.8218438E-001, 1.4852694E-002, 1.4067178E-004, 5.8899177E-005, 3.3603103E-002, 1.4067178E-004, 7.6901958E-001, 0.0000000E+000,NaN,NaN,NaN, 8.0357143E+001, 3.4681881E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.0750000E+001, 5.3198122E+002, 5.2072604E+002, 2.7454735E+000, 1.8644491E+002, 2.1559363E+002, 9.9938685E-001, 1.8254435E-001, 1.4656651E-002, 1.3702647E-004, 5.5843991E-005, 3.3208550E-002, 1.3702647E-004, 7.6926055E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1026786E+001, 3.3975951E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1250000E+001, 5.2858047E+002, 5.1772436E+002, 2.7402705E+000, 1.8331475E+002, 2.1186654E+002, 9.9649552E-001, 1.8291128E-001, 1.4459873E-002, 1.2841028E-004, 5.0228423E-005, 3.2807615E-002, 1.2841028E-004, 7.6951418E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1696429E+001, 3.3621630E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1750000E+001, 5.2516217E+002, 5.1470570E+002, 2.7346041E+000, 1.8012228E+002, 2.0807010E+002, 9.9396496E-001, 1.8327945E-001, 1.4259716E-002, 1.2418180E-004, 4.6554427E-005, 3.2404283E-002, 1.2418180E-004, 7.6976163E-001, 0.0000000E+000,NaN,NaN,NaN, 8.2366071E+001, 3.3266194E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2250000E+001, 5.2183941E+002, 5.1174785E+002, 2.7284636E+000, 1.7723404E+002, 2.0463621E+002, 9.9186227E-001, 1.8364469E-001, 1.4065249E-002, 1.1301451E-004, 4.1439077E-005, 3.2005430E-002, 1.1301451E-004, 7.7001716E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3035714E+001, 3.2551637E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2750000E+001, 5.1828548E+002, 5.0857257E+002, 2.7223319E+000, 1.7377116E+002, 2.0064600E+002, 9.8952966E-001, 1.8403406E-001, 1.3854427E-002, 1.0709824E-004, 3.7130776E-005, 3.1579159E-002, 1.0709824E-004, 7.7028102E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3705357E+001, 3.2192529E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3250000E+001, 5.1490538E+002, 5.0550912E+002, 2.7158556E+000, 1.7061282E+002, 1.9701563E+002, 9.8746739E-001, 1.8441174E-001, 1.3653169E-002, 9.5683852E-005, 3.2677058E-005, 3.1166515E-002, 9.5683852E-005, 7.7054453E-001, 0.0000000E+000,NaN,NaN,NaN, 8.4375000E+001, 3.1832342E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3750000E+001, 5.1145607E+002, 5.0240928E+002, 2.7094232E+000, 1.6713686E+002, 1.9302145E+002, 9.8494917E-001, 1.8478761E-001, 1.3449611E-002, 9.0019616E-005, 2.8701242E-005, 3.0754978E-002, 9.0019616E-005, 7.7079906E-001, 0.0000000E+000,NaN,NaN,NaN, 8.5044643E+001, 3.1109639E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4250000E+001, 5.0823681E+002, 4.9947784E+002, 2.7036202E+000, 1.6391790E+002, 1.8932238E+002, 9.8163217E-001, 1.8514628E-001, 1.3257530E-002, 8.0745850E-005, 2.5034315E-005, 3.0362754E-002, 8.0745850E-005, 7.7104691E-001, 0.0000000E+000,NaN,NaN,NaN, 8.5714286E+001, 3.0747751E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4750000E+001, 5.0504373E+002, 4.9655457E+002, 2.6981866E+000, 1.6091669E+002, 1.8585433E+002, 9.7795843E-001, 1.8549495E-001, 1.3067827E-002, 7.7005799E-005, 2.1540885E-005, 2.9980751E-002, 7.7005799E-005, 7.7128092E-001, 0.0000000E+000,NaN,NaN,NaN, 8.6383929E+001, 3.0386020E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5250000E+001, 5.0217920E+002, 4.9389916E+002, 2.6895303E+000, 1.5834127E+002, 1.8290478E+002, 9.7100161E-001, 1.8581422E-001, 1.2896866E-002, 6.8533268E-005, 1.9218433E-005, 2.9631431E-002, 6.8533268E-005, 7.7150120E-001, 0.0000000E+000,NaN,NaN,NaN, 8.7053571E+001, 2.9664786E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5750000E+001, 4.9929987E+002, 4.9127293E+002, 2.6895303E+000, 1.5587011E+002, 1.8002541E+002, 9.7100161E-001, 1.8612389E-001, 1.2728668E-002, 6.4606416E-005, 1.6534763E-005, 2.9292128E-002, 6.4606416E-005, 7.7170956E-001, 0.0000000E+000,NaN,NaN,NaN, 8.7723214E+001, 2.9306191E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6250000E+001, 4.9657289E+002, 4.8877091E+002, 2.6868476E+000, 1.5352210E+002, 1.7731788E+002, 9.6610435E-001, 1.8642232E-001, 1.2568474E-002, 5.7188856E-005, 1.5303872E-005, 2.8965322E-002, 5.7188856E-005, 7.7191420E-001, 0.0000000E+000,NaN,NaN,NaN, 8.8392857E+001, 2.8949543E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6750000E+001, 4.9394595E+002, 4.8635606E+002, 2.6840729E+000, 1.5146278E+002, 1.7489854E+002, 9.6133272E-001, 1.8670564E-001, 1.2414901E-002, 5.2851251E-005, 1.3807462E-005, 2.8654770E-002, 5.2851251E-005, 7.7210518E-001, 0.0000000E+000,NaN,NaN,NaN, 8.9062500E+001, 2.8243847E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7250000E+001, 4.9126231E+002, 4.8388301E+002, 2.6801138E+000, 1.4911995E+002, 1.7221356E+002, 9.5854760E-001, 1.8699789E-001, 1.2256367E-002, 4.8366534E-005, 1.3347534E-005, 2.8334177E-002, 4.8366534E-005, 7.7230148E-001, 0.0000000E+000,NaN,NaN,NaN, 8.9732143E+001, 2.7895650E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7750000E+001, 4.8857295E+002, 4.8137922E+002, 2.6750040E+000, 1.4700294E+002, 1.6977151E+002, 9.5704782E-001, 1.8728837E-001, 1.2097971E-002, 4.5546952E-005, 1.2062715E-005, 2.8015511E-002, 4.5546952E-005, 7.7249500E-001, 0.0000000E+000,NaN,NaN,NaN, 9.0401786E+001, 2.7551110E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8250000E+001, 4.8575189E+002, 4.7874356E+002, 2.6689315E+000, 1.4449575E+002, 1.6695175E+002, 9.5630851E-001, 1.8759592E-001, 1.1930395E-002, 4.2151287E-005, 1.1526764E-005, 2.7677964E-002, 4.2151287E-005, 7.7269989E-001, 0.0000000E+000,NaN,NaN,NaN, 9.1071429E+001, 2.6874621E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8750000E+001, 4.8303771E+002, 4.7619934E+002, 2.6627152E+000, 1.4241711E+002, 1.6453214E+002, 9.5563571E-001, 1.8788775E-001, 1.1771605E-002, 3.8741246E-005, 1.0071681E-005, 2.7357929E-002, 3.8741246E-005, 7.7289516E-001, 0.0000000E+000,NaN,NaN,NaN, 9.1741071E+001, 2.6543436E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9250000E+001, 4.8040154E+002, 4.7373357E+002, 2.6567439E+000, 1.4039676E+002, 1.6217746E+002, 9.5387173E-001, 1.8817271E-001, 1.1616710E-002, 3.4966748E-005, 9.4467553E-006, 2.7045296E-002, 3.4966748E-005, 7.7308590E-001, 0.0000000E+000,NaN,NaN,NaN, 9.2410714E+001, 2.6217410E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9750000E+001, 4.7790005E+002, 4.7138764E+002, 2.6508168E+000, 1.3863997E+002, 1.6010090E+002, 9.5099918E-001, 1.8844140E-001, 1.1471130E-002, 3.0690242E-005, 8.2753704E-006, 2.6750744E-002, 3.0690242E-005, 7.7326707E-001, 0.0000000E+000,NaN,NaN,NaN, 9.3080357E+001, 2.5581846E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0250000E+001, 4.7541837E+002, 4.6907334E+002, 2.6441914E+000, 1.3654354E+002, 1.5772131E+002, 9.4795996E-001, 1.8870793E-001, 1.1325627E-002, 2.8171112E-005, 8.1635986E-006, 2.6458083E-002, 2.8171112E-005, 7.7344385E-001, 0.0000000E+000,NaN,NaN,NaN, 9.3750000E+001, 2.5272633E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0750000E+001, 4.7295462E+002, 4.6678564E+002, 2.6359104E+000, 1.3441534E+002, 1.5529808E+002, 9.4584240E-001, 1.8896903E-001, 1.1182899E-002, 2.6127717E-005, 7.6401679E-006, 2.6171429E-002, 2.6127717E-005, 7.7361674E-001, 0.0000000E+000,NaN,NaN,NaN, 9.4419643E+001, 2.4969229E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1250000E+001, 4.7056474E+002, 4.6456561E+002, 2.6268149E+000, 1.3223665E+002, 1.5283158E+002, 9.4373613E-001, 1.8922293E-001, 1.1043121E-002, 2.5807200E-005, 7.5172012E-006, 2.5892362E-002, 2.5807200E-005, 7.7378245E-001, 0.0000000E+000,NaN,NaN,NaN, 9.5089286E+001, 2.4481109E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1750000E+001, 4.6844798E+002, 4.6258183E+002, 2.6181044E+000, 1.3070732E+002, 1.5101919E+002, 9.4066001E-001, 1.8944624E-001, 1.0920958E-002, 2.4310794E-005, 6.6461971E-006, 2.5647260E-002, 2.4310794E-005, 7.7393027E-001, 0.0000000E+000,NaN,NaN,NaN, 9.5758929E+001, 2.4193399E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2250000E+001, 4.6645089E+002, 4.6072423E+002, 2.6100357E+000, 1.2909954E+002, 1.4910894E+002, 9.3755848E-001, 1.8965791E-001, 1.0805205E-002, 2.2819549E-005, 5.7882514E-006, 2.5414949E-002, 2.2819549E-005, 7.7407051E-001, 0.0000000E+000,NaN,NaN,NaN, 9.6428571E+001, 2.3911285E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2750000E+001, 4.6465063E+002, 4.5905671E+002, 2.6025952E+000, 1.2781495E+002, 1.4752160E+002, 9.3487596E-001, 1.8984598E-001, 1.0703058E-002, 2.0353895E-005, 4.5477584E-006, 2.5208806E-002, 2.0353895E-005, 7.7419690E-001, 0.0000000E+000,NaN,NaN,NaN, 9.7098214E+001, 2.3363255E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3250000E+001, 4.6281812E+002, 4.5737782E+002, 2.5969316E+000, 1.2616596E+002, 1.4555530E+002, 9.3116930E-001, 1.9003819E-001, 1.0598167E-002, 1.8613257E-005, 3.7698316E-006, 2.4997910E-002, 1.8613257E-005, 7.7432474E-001, 0.0000000E+000,NaN,NaN,NaN, 9.7767857E+001, 2.3096990E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3750000E+001, 4.6106199E+002, 4.5576034E+002, 2.5925785E+000, 1.2474467E+002, 1.4384420E+002, 9.2732724E-001, 1.9022143E-001, 1.0498534E-002, 1.6336364E-005, 2.8955284E-006, 2.4796967E-002, 1.6336364E-005, 7.7444750E-001, 0.0000000E+000,NaN,NaN,NaN, 9.8437500E+001, 2.2835643E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4250000E+001, 4.5934255E+002, 4.5417936E+002, 2.5887111E+000, 1.2311321E+002, 1.4197657E+002, 9.2411895E-001, 1.9040362E-001, 1.0399311E-002, 1.4290440E-005, 2.3246568E-006, 2.4597068E-002, 1.4290440E-005, 7.7456909E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9107143E+001, 2.2326954E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4750000E+001, 4.5762523E+002, 4.5261572E+002, 2.5850836E+000, 1.2158424E+002, 1.4018624E+002, 9.2075977E-001, 1.9057789E-001, 1.0304457E-002, 1.2262197E-005, 1.7150024E-006, 2.4405900E-002, 1.2262197E-005, 7.7468552E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9776786E+001, 2.2079234E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5250000E+001, 4.5601067E+002, 4.5115082E+002, 2.5760432E+000, 1.2007001E+002, 1.3841222E+002, 9.1650984E-001, 1.9075056E-001, 1.0210290E-002, 1.0512519E-005, 1.3525405E-006, 2.4216377E-002, 1.0512519E-005, 7.7480039E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0044643E+002, 2.1835659E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5750000E+001, 4.5435353E+002, 4.4964637E+002, 2.5760432E+000, 1.1873420E+002, 1.3678243E+002, 9.1650984E-001, 1.9092198E-001, 1.0116699E-002, 8.9778779E-006, 9.7176842E-007, 2.4028216E-002, 8.9778779E-006, 7.7491418E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0111607E+002, 2.1360043E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6250000E+001, 4.5263216E+002, 4.4808562E+002, 2.5706579E+000, 1.1706135E+002, 1.3482335E+002, 9.1477789E-001, 1.9110287E-001, 1.0017839E-002, 7.4963572E-006, 7.5282813E-007, 2.3829601E-002, 7.4963572E-006, 7.7503395E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0178571E+002, 2.1127531E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6750000E+001, 4.5097346E+002, 4.4658366E+002, 2.5646123E+000, 1.1550891E+002, 1.3298423E+002, 9.1377264E-001, 1.9127298E-001, 9.9246979E-003, 6.4013802E-006, 5.2960002E-007, 2.3642772E-002, 6.4013802E-006, 7.7514621E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0245536E+002, 2.0898244E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7250000E+001, 4.4932764E+002, 4.4507557E+002, 2.5592038E+000, 1.1377735E+002, 1.3103152E+002, 9.1230657E-001, 1.9144665E-001, 9.8296420E-003, 5.2085701E-006, 4.1155177E-007, 2.3452027E-002, 5.2085701E-006, 7.7526085E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0312500E+002, 2.0448474E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7750000E+001, 4.4763288E+002, 4.4351152E+002, 2.5549731E+000, 1.1213418E+002, 1.2917087E+002, 9.0965192E-001, 1.9162399E-001, 9.7323757E-003, 4.3506789E-006, 3.1367497E-007, 2.3257207E-002, 4.3506789E-006, 7.7537742E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0379464E+002, 2.0227576E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.8250000E+001, 4.4591150E+002, 4.4191125E+002, 2.5517071E+000, 1.1033085E+002, 1.2716523E+002, 9.0633071E-001, 1.9180880E-001, 9.6310056E-003, 3.4429634E-006, 2.6356421E-007, 2.3054152E-002, 3.4429634E-006, 7.7549889E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0446429E+002, 2.0009057E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.8750000E+001, 4.4420891E+002, 4.4032037E+002, 2.5485664E+000, 1.0876535E+002, 1.2539258E+002, 9.0314638E-001, 1.9198958E-001, 9.5317729E-003, 2.6958047E-006, 2.1112292E-007, 2.2855519E-002, 2.6958047E-006, 7.7561753E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0513393E+002, 1.9578211E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
