s,m/s
Time,w
 0.0000000E+000,-8.8509333E-003
 2.5245250E-002,-8.7377491E-003
 5.0490499E-002,-8.2263467E-003
 7.5735749E-002,-6.2351477E-003
 1.0098100E-001,-3.5936362E-004
 1.2622625E-001, 5.7964832E-003
 1.5147150E-001, 1.2154674E-002
 1.7671675E-001, 1.9059033E-002
 2.0196200E-001, 2.6233504E-002
 2.2720725E-001, 3.4062687E-002
 2.5245250E-001, 4.2614312E-002
 2.7769775E-001, 4.8745516E-002
 3.0294300E-001, 4.7585591E-002
 3.2818825E-001, 4.3335032E-002
 3.5343350E-001, 3.8924941E-002
 3.7867875E-001, 3.6470629E-002
 4.0392400E-001, 3.5814763E-002
 4.2916925E-001, 3.8885780E-002
 4.5441449E-001, 4.1612684E-002
 4.7965974E-001, 4.7249169E-002
 5.0490499E-001, 5.9137276E-002
 5.2582286E-001, 6.9027282E-002
 5.4409699E-001, 7.7363084E-002
 5.5924277E-001, 8.4953788E-002
 5.7438855E-001, 9.2870947E-002
 5.8953433E-001, 1.0008720E-001
 6.0203422E-001, 1.0308574E-001
 6.1453410E-001, 1.0602200E-001
 6.2703399E-001, 1.0831955E-001
 6.3808896E-001, 1.0861169E-001
 6.4914392E-001, 1.0766640E-001
 6.5859986E-001, 1.0451514E-001
 6.6805581E-001, 9.8729348E-002
 6.7617096E-001, 9.1283173E-002
 6.8428610E-001, 8.1987853E-002
 6.9240125E-001, 7.0648481E-002
 7.0051639E-001, 5.7565882E-002
 7.0765934E-001, 4.3999133E-002
 7.1480229E-001, 2.7097004E-002
 7.2194524E-001, 7.3839982E-003
 7.2908819E-001,-1.3189227E-002
 7.3623114E-001,-3.4463849E-002
 7.4337409E-001,-5.6796755E-002
 7.5051704E-001,-7.8838046E-002
 7.5690189E-001,-9.4643886E-002
 7.6328674E-001,-1.0865452E-001
 7.6967159E-001,-1.1990832E-001
 7.7605644E-001,-1.2828200E-001
 7.8244129E-001,-1.3116522E-001
 7.8882614E-001,-1.3297393E-001
 7.9521099E-001,-1.2796131E-001
 8.0159584E-001,-1.1998604E-001
 8.0708237E-001,-1.0889905E-001
 8.1256890E-001,-9.5807696E-002
 8.1805543E-001,-8.1042028E-002
 8.2354196E-001,-6.9095654E-002
 8.2902849E-001,-5.7664977E-002
 8.3451502E-001,-4.8523551E-002
 8.4000155E-001,-4.0906343E-002
