cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 8.0500000E+001, 4.9485922E+002, 4.7553990E+002, 2.8637578E+000, 8.1563157E+001, 1.6803819E+002, 1.1525167E+000, 1.8760353E-001, 1.2449046E-002, 1.3305827E-004, 1.9473176E-005, 2.3112106E-002, 9.7085069E-005, 7.7637141E-001, 1.3597364E-004, 8.1819417E-005
 8.1500000E+001, 4.9005352E+002, 4.7166195E+002, 2.8510119E+000, 7.8819876E+001, 1.6298044E+002, 1.1446637E+000, 1.8808347E-001, 1.2188752E-002, 1.1138531E-004, 1.5165950E-005, 2.2687250E-002, 8.0146661E-005, 7.7662526E-001, 1.1351415E-004, 7.9582031E-005
 8.2500000E+001, 4.8552585E+002, 4.6804888E+002, 2.8372691E+000, 7.5862435E+001, 1.5779795E+002, 1.1390466E+000, 1.8853171E-001, 1.1944930E-002, 9.1953849E-005, 1.1644733E-005, 2.2290470E-002, 6.4966985E-005, 7.7686106E-001, 9.3419782E-005, 7.7508105E-005
 8.3500000E+001, 4.8109453E+002, 4.6455278E+002, 2.8259297E+000, 7.2771302E+001, 1.5257807E+002, 1.1322627E+000, 1.8896411E-001, 1.1709380E-002, 7.3566291E-005, 8.6929480E-006, 2.1907677E-002, 5.0605982E-005, 7.7708782E-001, 7.4387087E-005, 7.5514003E-005
 8.4500000E+001, 4.7688086E+002, 4.6116311E+002, 2.8162262E+000, 6.9954767E+001, 1.4785354E+002, 1.1229723E+000, 1.8937645E-001, 1.1483265E-002, 5.7775685E-005, 6.4336404E-006, 2.1542761E-002, 3.8288974E-005, 7.7730167E-001, 5.8070749E-005, 7.3646875E-005
 8.5500000E+001, 4.7286015E+002, 4.5783454E+002, 2.8056755E+000, 6.7472808E+001, 1.4371039E+002, 1.1151322E+000, 1.8977451E-001, 1.1262249E-002, 4.5779003E-005, 4.8843922E-006, 2.1190780E-002, 2.8963801E-005, 7.7750396E-001, 4.5762262E-005, 7.1908400E-005
 8.6500000E+001, 4.6904685E+002, 4.5463714E+002, 2.7928086E+000, 6.5241718E+001, 1.3990233E+002, 1.1086367E+000, 1.9015135E-001, 1.1050383E-002, 3.7574132E-005, 3.9363224E-006, 2.0857879E-002, 2.2626121E-005, 7.7769149E-001, 3.7397508E-005, 7.0323085E-005
 8.7500000E+001, 4.6525461E+002, 4.5148053E+002, 2.7788633E+000, 6.3138288E+001, 1.3616133E+002, 1.1027487E+000, 1.9052002E-001, 1.0841543E-002, 3.1430131E-005, 3.2292364E-006, 2.0532395E-002, 1.7913446E-005, 7.7787265E-001, 3.1177711E-005, 6.8808360E-005
 8.8500000E+001, 4.6145199E+002, 4.4835538E+002, 2.7658232E+000, 6.1076933E+001, 1.3234739E+002, 1.0931865E+000, 1.9088278E-001, 1.0634796E-002, 2.6886505E-005, 2.7227333E-006, 2.0212280E-002, 1.4462842E-005, 7.7804905E-001, 2.6606526E-005, 6.7346204E-005
 8.9500000E+001, 4.5783172E+002, 4.4534713E+002, 2.7536759E+000, 5.9314032E+001, 1.2888523E+002, 1.0812504E+000, 1.9122832E-001, 1.0436384E-002, 2.4342423E-005, 2.4933726E-006, 1.9907557E-002, 1.2585321E-005, 7.7821485E-001, 2.4075665E-005, 6.5987624E-005
 9.0500000E+001, 4.5439213E+002, 4.4243465E+002, 2.7407078E+000, 5.7746442E+001, 1.2582623E+002, 1.0677537E+000, 1.9155915E-001, 1.0245506E-002, 2.2990272E-005, 2.4567550E-006, 1.9615903E-002, 1.1643827E-005, 7.7837223E-001, 2.2763466E-005, 6.4708147E-005
 9.1500000E+001, 4.5110979E+002, 4.3963255E+002, 2.7257721E+000, 5.6299851E+001, 1.2302917E+002, 1.0563019E+000, 1.9187370E-001, 1.0063270E-002, 2.2617887E-005, 2.4766781E-006, 1.9338711E-002, 1.1470126E-005, 7.7852077E-001, 2.2462338E-005, 6.3509454E-005
 9.2500000E+001, 4.4792495E+002, 4.3692053E+002, 2.6927989E+000, 5.4934220E+001, 1.2040442E+002, 1.0358315E+000, 1.9217640E-001, 9.8877661E-003, 2.2424414E-005, 2.4785964E-006, 1.9071986E-002, 1.1433228E-005, 7.7866355E-001, 2.2356257E-005, 6.2359640E-005
 9.3500000E+001, 4.4490559E+002, 4.3431769E+002, 2.6927989E+000, 5.3618781E+001, 1.1787648E+002, 1.0358315E+000, 1.9246702E-001, 9.7197975E-003, 2.1610605E-005, 2.3211306E-006, 1.8815852E-002, 1.0901618E-005, 7.7880145E-001, 2.1580485E-005, 6.1243348E-005
 9.4500000E+001, 4.4202394E+002, 4.3183282E+002, 2.6777457E+000, 5.2372068E+001, 1.1539013E+002, 1.0275304E+000, 1.9274644E-001, 9.5591551E-003, 1.9805964E-005, 2.0074679E-006, 1.8569485E-002, 9.5829363E-006, 7.7893533E-001, 1.9729000E-005, 6.0149655E-005
 9.5500000E+001, 4.3926163E+002, 4.2945458E+002, 2.6649926E+000, 5.1148167E+001, 1.1287647E+002, 1.0184666E+000, 1.9301676E-001, 9.4042583E-003, 1.7450304E-005, 1.6284119E-006, 1.8331087E-002, 7.8254476E-006, 7.7906560E-001, 1.7303632E-005, 5.9079732E-005
 9.6500000E+001, 4.3642230E+002, 4.2707816E+002, 2.6535325E+000, 4.9825220E+001, 1.1006136E+002, 1.0098301E+000, 1.9328896E-001, 9.2480318E-003, 1.5371720E-005, 1.2949345E-006, 1.8091050E-002, 6.2875814E-006, 7.7919640E-001, 1.5189817E-005, 5.8008009E-005
 9.7500000E+001, 4.3355753E+002, 4.2468290E+002, 2.6417936E+000, 4.8533759E+001, 1.0706495E+002, 9.9806926E-001, 1.9356531E-001, 9.0890223E-003, 1.3742970E-005, 1.0454091E-006, 1.7847403E-002, 5.1066835E-006, 7.7932859E-001, 1.3548296E-005, 5.6929215E-005
 9.8500000E+001, 4.3077326E+002, 4.2232882E+002, 2.6282314E+000, 4.7601870E+001, 1.0445088E+002, 9.8825831E-001, 1.9383416E-001, 8.9340253E-003, 1.2518909E-005, 8.6962858E-007, 1.7610402E-002, 4.2426277E-006, 7.7945672E-001, 1.2322804E-005, 5.5887355E-005
 9.9500000E+001, 4.2821584E+002, 4.2008909E+002, 2.6118601E+000, 4.6934973E+001, 1.0223266E+002, 9.7981687E-001, 1.9408783E-001, 8.7876949E-003, 1.1466267E-005, 7.2704237E-007, 1.7386793E-002, 3.5081830E-006, 7.7957749E-001, 1.1272881E-005, 5.4906948E-005
