cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 1.1113636E+001, 9.7681160E+002, 9.8289545E+002, 1.6716194E+000, 1.2866959E+002, 1.8824279E+002, 3.8969975E-001, 1.7606740E-002, 5.1780792E-002, 5.6410258E-002, 9.2182351E-002, 1.2226439E-001, 5.0142452E-002, 5.9080960E-001, 5.7509226E-002, 8.2199642E-003, 3.5000000E+001, 2.9729669E-001, 5.6385088E+001, 8.7558536E-001
 1.2320707E+001, 9.8859614E+002, 9.9481954E+002, 1.8168321E+000, 1.2789613E+002, 1.9163164E+002, 4.2872406E-001, 1.9816054E-002, 5.2520519E-002, 5.4944696E-002, 8.5030600E-002, 1.2198831E-001, 4.8839730E-002, 5.9854519E-001, 5.6154090E-002, 8.0262706E-003, 3.8888889E+001, 3.0755285E-001, 6.0620905E+001, 7.6673657E-001
 1.3527778E+001, 9.9918440E+002, 1.0054297E+003, 1.9547285E+000, 1.2627878E+002, 1.9421335E+002, 4.6770429E-001, 2.2289172E-002, 5.3143826E-002, 5.3338318E-002, 7.8563655E-002, 1.2143059E-001, 4.7411838E-002, 6.0604316E-001, 5.4625013E-002, 7.8077151E-003, 4.2777778E+001, 3.2608543E-001, 6.4856804E+001, 6.5454534E-001
 1.4734848E+001, 1.0083137E+003, 1.0143586E+003, 2.0850673E+000, 1.2421954E+002, 1.9674246E+002, 5.0492600E-001, 2.4976614E-002, 5.3623525E-002, 5.1678744E-002, 7.2667328E-002, 1.2063264E-001, 4.5936662E-002, 6.1325824E-001, 5.3019152E-002, 7.5781847E-003, 4.6666667E+001, 3.3481343E-001, 6.9092768E+001, 5.4595216E-001
 1.5941919E+001, 1.0156080E+003, 1.0210550E+003, 2.2061223E+000, 1.2268445E+002, 2.0060449E+002, 5.4271579E-001, 2.7730026E-002, 5.4025021E-002, 4.9997116E-002, 6.7278032E-002, 1.1970914E-001, 4.4441881E-002, 6.2015308E-001, 5.1368726E-002, 7.3422844E-003, 5.0555556E+001, 3.3172551E-001, 7.3328788E+001, 4.7278375E-001
 1.7148990E+001, 1.0270842E+003, 1.0305610E+003, 2.4231224E+000, 1.2337604E+002, 2.1338576E+002, 6.1990864E-001, 3.3580924E-002, 5.4526613E-002, 4.6579163E-002, 5.7821919E-002, 1.1740754E-001, 4.1403700E-002, 6.3315375E-001, 4.7967165E-002, 6.8560892E-003, 5.4444444E+001, 3.2118062E-001, 7.7564853E+001, 4.2267460E-001
 1.8356061E+001, 1.0309238E+003, 1.0330039E+003, 2.5205137E+000, 1.2457628E+002, 2.2071681E+002, 6.5697062E-001, 3.6684804E-002, 5.4601523E-002, 4.4886228E-002, 5.3652097E-002, 1.1603454E-001, 3.9898870E-002, 6.3927986E-001, 4.6266081E-002, 6.6129482E-003, 5.8333333E+001, 3.0954633E-001, 8.1800956E+001, 3.7933515E-001
 1.9563131E+001, 1.0347021E+003, 1.0353503E+003, 2.6107988E+000, 1.2717680E+002, 2.2933588E+002, 6.9324676E-001, 3.9797171E-002, 5.4619599E-002, 4.3216419E-002, 4.9777761E-002, 1.1460505E-001, 3.8414595E-002, 6.4516393E-001, 4.4579663E-002, 6.3719035E-003, 6.2222222E+001, 3.0100998E-001, 8.6037093E+001, 3.3365710E-001
 2.0770202E+001, 1.0381073E+003, 1.0372110E+003, 2.6943133E+000, 1.3016370E+002, 2.3827897E+002, 7.2995080E-001, 4.2995678E-002, 5.4555037E-002, 4.1549452E-002, 4.6186046E-002, 1.1306694E-001, 3.6932846E-002, 6.5086418E-001, 4.2889691E-002, 6.1303507E-003, 6.6111111E+001, 2.9652165E-001, 9.0273257E+001, 3.0108668E-001
 2.1977273E+001, 1.0406294E+003, 1.0380130E+003, 2.7714687E+000, 1.3327234E+002, 2.4716718E+002, 7.6758246E-001, 4.6317461E-002, 5.4385489E-002, 3.9889899E-002, 4.2861838E-002, 1.1139457E-001, 3.5457688E-002, 6.5639642E-001, 4.1202968E-002, 5.8892625E-003, 7.0000000E+001, 2.9490689E-001, 9.4509447E+001, 2.7255554E-001
 2.3184343E+001, 1.0424964E+003, 1.0362683E+003, 2.9081428E+000, 1.4065931E+002, 2.6429423E+002, 8.3954790E-001, 5.3061162E-002, 5.3813694E-002, 3.6689605E-002, 3.6949667E-002, 1.0784173E-001, 3.2612983E-002, 6.6680129E-001, 3.7938256E-002, 5.4226275E-003, 7.3888889E+001, 2.9405147E-001, 9.8745657E+001, 2.4307522E-001
 2.4391414E+001, 1.0414600E+003, 1.0334421E+003, 2.9682142E+000, 1.4490326E+002, 2.7203563E+002, 8.7488463E-001, 5.6416319E-002, 5.3422127E-002, 3.5184233E-002, 3.4352271E-002, 1.0600664E-001, 3.1274873E-002, 6.7161546E-001, 3.6398327E-002, 5.2025208E-003, 7.7777778E+001, 2.9556726E-001, 1.0298189E+002, 2.2093234E-001
 2.5598485E+001, 1.0395112E+003, 1.0296379E+003, 3.0237559E+000, 1.4911408E+002, 2.7942772E+002, 9.0881676E-001, 5.9770282E-002, 5.2972702E-002, 3.3724973E-002, 3.1951929E-002, 1.0413433E-001, 2.9977754E-002, 6.7622638E-001, 3.4902849E-002, 4.9887677E-003, 8.1666667E+001, 2.9073657E-001, 1.0721813E+002, 2.0132846E-001
 2.6805556E+001, 1.0366931E+003, 1.0248016E+003, 3.0758586E+000, 1.5280456E+002, 2.8635536E+002, 9.3911238E-001, 6.3197557E-002, 5.2441957E-002, 3.2289961E-002, 2.9741132E-002, 1.0217437E-001, 2.8702188E-002, 6.8068951E-001, 3.3429638E-002, 4.7781973E-003, 8.5555556E+001, 2.8293604E-001, 1.1145439E+002, 1.8175296E-001
 2.8012626E+001, 1.0294028E+003, 1.0130898E+003, 3.1701524E+000, 1.5890051E+002, 2.9907320E+002, 9.9003651E-001, 6.9952327E-002, 5.1325914E-002, 2.9500858E-002, 2.5726649E-002, 9.8251421E-002, 2.6222985E-002, 6.8918623E-001, 3.0562961E-002, 4.3684547E-003, 8.9444444E+001, 2.7367433E-001, 1.1569067E+002, 1.6197522E-001
 2.9219697E+001, 1.0253616E+003, 1.0067220E+003, 3.2109038E+000, 1.6119639E+002, 3.0500791E+002, 1.0160665E+000, 7.3297158E-002, 5.0736193E-002, 2.8147730E-002, 2.3871846E-002, 9.6283594E-002, 2.5020205E-002, 6.9326070E-001, 2.9170097E-002, 4.1693685E-003, 9.3333333E+001, 2.6463160E-001, 1.1992695E+002, 1.4854012E-001
 3.0426768E+001, 1.0208501E+003, 1.0000829E+003, 3.2476120E+000, 1.6329201E+002, 3.1019955E+002, 1.0425416E+000, 7.6638808E-002, 5.0117141E-002, 2.6820718E-002, 2.2110952E-002, 9.4299335E-002, 2.3840638E-002, 6.9723217E-001, 2.7801801E-002, 3.9737939E-003, 9.7222222E+001, 2.5657768E-001, 1.2416325E+002, 1.3560839E-001
 3.1633838E+001, 1.0157224E+003, 9.9295812E+002, 3.2810868E+000, 1.6561521E+002, 3.1505500E+002, 1.0688552E+000, 7.9936784E-002, 4.9479591E-002, 2.5534200E-002, 2.0447913E-002, 9.2325695E-002, 2.2697066E-002, 7.0106735E-001, 2.6473698E-002, 3.7839642E-003, 1.0111111E+002, 2.4954379E-001, 1.2839955E+002, 1.2464632E-001
 3.2840909E+001, 1.0100570E+003, 9.8532187E+002, 3.3128693E+000, 1.6845207E+002, 3.2005062E+002, 1.0924950E+000, 8.3172820E-002, 4.8826983E-002, 2.4293663E-002, 1.8903666E-002, 9.0371996E-002, 2.1594367E-002, 7.0473862E-001, 2.5192559E-002, 3.6008472E-003, 1.0500000E+002, 2.4634548E-001, 1.3263586E+002, 1.1476554E-001
 3.4047980E+001, 9.9763277E+002, 9.6902377E+002, 3.3712229E+000, 1.7535711E+002, 3.2983848E+002, 1.1387131E+000, 8.9295642E-002, 4.7549408E-002, 2.1973208E-002, 1.6172584E-002, 8.6641256E-002, 1.9531740E-002, 7.1151176E-001, 2.2793897E-002, 3.2579993E-003, 1.0888889E+002, 2.4035258E-001, 1.3687218E+002, 1.0580015E-001
 3.5255051E+001, 9.9032681E+002, 9.6026930E+002, 3.4002833E+000, 1.7901207E+002, 3.3325919E+002, 1.1576963E+000, 9.2309906E-002, 4.6856386E-002, 2.0895806E-002, 1.4947164E-002, 8.4776033E-002, 1.8574049E-002, 7.1467539E-001, 2.1679899E-002, 3.0987723E-003, 1.1277778E+002, 2.3441345E-001, 1.4110851E+002, 9.7596756E-002
 3.6462121E+001, 9.8298776E+002, 9.5146129E+002, 3.4281014E+000, 1.8329881E+002, 3.3719093E+002, 1.1743468E+000, 9.5254779E-002, 4.6161590E-002, 1.9858733E-002, 1.3799240E-002, 8.2943622E-002, 1.7652207E-002, 7.1771025E-001, 2.0608239E-002, 2.9455967E-003, 1.1666667E+002, 2.2799413E-001, 1.4534485E+002, 9.0147954E-002
 3.7669192E+001, 9.7555145E+002, 9.4252288E+002, 3.4520291E+000, 1.8809082E+002, 3.4154856E+002, 1.1923219E+000, 9.8183870E-002, 4.5433181E-002, 1.8865663E-002, 1.2722914E-002, 8.1104914E-002, 1.6769479E-002, 7.2063143E-001, 1.9581162E-002, 2.7987935E-003, 1.2055556E+002, 2.2091442E-001, 1.4958119E+002, 8.3857952E-002
 3.8876263E+001, 9.6745495E+002, 9.3283174E+002, 3.4716841E+000, 1.9303136E+002, 3.4588223E+002, 1.2125597E+000, 1.0108680E-001, 4.4691596E-002, 1.7895914E-002, 1.1729510E-002, 7.9268857E-002, 1.5907479E-002, 7.2345453E-001, 1.8577716E-002, 2.6553680E-003, 1.2444444E+002, 2.1334564E-001, 1.5381753E+002, 7.7578775E-002
 4.0083333E+001, 9.5126026E+002, 9.1348467E+002, 3.5038978E+000, 2.0273140E+002, 3.5474706E+002, 1.2531701E+000, 1.0645102E-001, 4.3298683E-002, 1.6128022E-002, 9.9278605E-003, 7.5867091E-002, 1.4336019E-002, 7.2861530E-001, 1.6746921E-002, 2.3936871E-003, 1.2833333E+002, 2.0560174E-001, 1.5805388E+002, 7.1838248E-002
 4.1290404E+001, 9.4339673E+002, 9.0418433E+002, 3.5176089E+000, 2.0628615E+002, 3.5843904E+002, 1.2708787E+000, 1.0896967E-001, 4.2637790E-002, 1.5300163E-002, 9.1264964E-003, 7.4262479E-002, 1.3600145E-002, 7.3100320E-001, 1.5887832E-002, 2.2708949E-003, 1.3222222E+002, 1.9793613E-001, 1.6229024E+002, 6.4892007E-002
 4.2497475E+001, 9.3535608E+002, 8.9493517E+002, 3.5306892E+000, 2.0917645E+002, 3.6124369E+002, 1.2848215E+000, 1.1147952E-001, 4.1956001E-002, 1.4494696E-002, 8.3980043E-003, 7.2649466E-002, 1.2884174E-002, 7.3330657E-001, 1.5051450E-002, 2.1513484E-003, 1.3611111E+002, 1.9053819E-001, 1.6652660E+002, 6.0188324E-002
 4.3704545E+001, 9.2694267E+002, 8.8543312E+002, 3.5430895E+000, 2.1171983E+002, 3.6348026E+002, 1.2952480E+000, 1.1396763E-001, 4.1258806E-002, 1.3715481E-002, 7.7309862E-003, 7.1038806E-002, 1.2191539E-002, 7.3552493E-001, 1.4243338E-002, 2.0358426E-003, 1.4000000E+002, 1.8357539E-001, 1.7076296E+002, 5.5864157E-002
 4.4911616E+001, 9.1807211E+002, 8.7552881E+002, 3.5541764E+000, 2.1398138E+002, 3.6529416E+002, 1.3037257E+000, 1.1647253E-001, 4.0513304E-002, 1.2976604E-002, 7.1311842E-003, 6.9399089E-002, 1.1534759E-002, 7.3764699E-001, 1.3478035E-002, 1.9264555E-003,NaN,NaN, 1.7499933E+002, 5.2855258E-002
 4.6118687E+001, 9.0068023E+002, 8.5637609E+002, 3.5706611E+000, 2.1889512E+002, 3.6868496E+002, 1.3198311E+000, 1.2089023E-001, 3.9183366E-002, 1.1691917E-002, 6.0812055E-003, 6.6503256E-002, 1.0392815E-002, 7.4135991E-001, 1.2146201E-002, 1.7360925E-003,NaN,NaN, 1.7923570E+002, 4.9105594E-002
 4.7325758E+001, 8.9218540E+002, 8.4746917E+002, 3.5788840E+000, 2.2140491E+002, 3.6974498E+002, 1.3268206E+000, 1.2285478E-001, 3.8587584E-002, 1.1124603E-002, 5.6252373E-003, 6.5213144E-002, 9.8885364E-003, 7.4299791E-001, 1.1557395E-002, 1.6519327E-003,NaN,NaN, 1.8347207E+002, 4.6800631E-002
 4.8532828E+001, 8.8405191E+002, 8.3919785E+002, 3.5886193E+000, 2.2385820E+002, 3.7050517E+002, 1.3307481E+000, 1.2478887E-001, 3.8001534E-002, 1.0562764E-002, 5.1942970E-003, 6.3940693E-002, 9.3891231E-003, 7.4460180E-001, 1.0974007E-002, 1.5685474E-003,NaN,NaN,NaN,NaN
 4.9739899E+001, 8.7580770E+002, 8.3104561E+002, 3.5977356E+000, 2.2598024E+002, 3.7046439E+002, 1.3368678E+000, 1.2669048E-001, 3.7424826E-002, 1.0008104E-002, 4.7899952E-003, 6.2686884E-002, 8.8960923E-003, 7.4616759E-001, 1.0398222E-002, 1.4862486E-003,NaN,NaN,NaN,NaN
 5.0946970E+001, 8.6750621E+002, 8.2287174E+002, 3.6060043E+000, 2.2787625E+002, 3.7000950E+002, 1.3455011E+000, 1.2855366E-001, 3.6866222E-002, 9.4545416E-003, 4.4057111E-003, 6.1458048E-002, 8.4040369E-003, 7.4770627E-001, 9.8219578E-003, 1.4038816E-003,NaN,NaN,NaN,NaN
 5.2154040E+001, 8.5057671E+002, 8.0639842E+002, 3.6199913E+000, 2.3056377E+002, 3.6784061E+002, 1.3624053E+000, 1.3226084E-001, 3.5709558E-002, 8.4019874E-003, 3.7048230E-003, 5.8995618E-002, 7.4684332E-003, 7.5065808E-001, 8.7255268E-003, 1.2471654E-003,NaN,NaN,NaN,NaN
 5.3361111E+001, 8.4247287E+002, 7.9852042E+002, 3.6265205E+000, 2.3154239E+002, 3.6679896E+002, 1.3685468E+000, 1.3398156E-001, 3.5176399E-002, 7.9085548E-003, 3.3799864E-003, 5.7853308E-002, 7.0298265E-003, 7.5203418E-001, 8.2118105E-003, 1.1737384E-003,NaN,NaN,NaN,NaN
 5.4568182E+001, 8.3482146E+002, 7.9094483E+002, 3.6315460E+000, 2.3260767E+002, 3.6634340E+002, 1.3750341E+000, 1.3568740E-001, 3.4642575E-002, 7.4250966E-003, 3.0654089E-003, 5.6718849E-002, 6.6000859E-003, 7.5338555E-001, 7.7075729E-003, 1.1016663E-003,NaN,NaN,NaN,NaN
 5.5775253E+001, 8.2665941E+002, 7.8279763E+002, 3.6343423E+000, 2.3341245E+002, 3.6563964E+002, 1.3818737E+000, 1.3742161E-001, 3.4081635E-002, 6.9524713E-003, 2.7769358E-003, 5.5557735E-002, 6.1799745E-003, 7.5471215E-001, 7.2150099E-003, 1.0312628E-003,NaN,NaN,NaN,NaN
 5.6982323E+001, 8.1839391E+002, 7.7458866E+002, 3.6358970E+000, 2.3399239E+002, 3.6454903E+002, 1.3872471E+000, 1.3916562E-001, 3.3488656E-002, 6.5105434E-003, 2.5130804E-003, 5.4380903E-002, 5.7871497E-003, 7.5598386E-001, 6.7554543E-003, 9.6557712E-004,NaN,NaN,NaN,NaN
 5.8189394E+001, 8.0145480E+002, 7.5845433E+002, 3.6397837E+000, 2.3407468E+002, 3.6054468E+002, 1.3880213E+000, 1.4247283E-001, 3.2335895E-002, 5.6997905E-003, 2.0745904E-003, 5.2135377E-002, 5.0664804E-003, 7.5831511E-001, 5.9128669E-003, 8.4514361E-004,NaN,NaN,NaN,NaN
 5.9396465E+001, 7.9271536E+002, 7.5031306E+002, 3.6403572E+000, 2.3373684E+002, 3.5798591E+002, 1.3857849E+000, 1.4403753E-001, 3.1771308E-002, 5.3377917E-003, 1.8886218E-003, 5.1066341E-002, 4.7447037E-003, 7.5937444E-001, 5.5369088E-003, 7.9140679E-004,NaN,NaN,NaN,NaN
 6.0603535E+001, 7.8342870E+002, 7.4173105E+002, 3.6397295E+000, 2.3303313E+002, 3.5489980E+002, 1.3817965E+000, 1.4565991E-001, 3.1167682E-002, 4.9825945E-003, 1.7185260E-003, 4.9951281E-002, 4.4289729E-003, 7.6043017E-001, 5.1675770E-003, 7.3861711E-004,NaN,NaN,NaN,NaN
 6.1810606E+001, 7.7360875E+002, 7.3258817E+002, 3.6390097E+000, 2.3143386E+002, 3.5102400E+002, 1.3766547E+000, 1.4727713E-001, 3.0548604E-002, 4.6490868E-003, 1.5615742E-003, 4.8834694E-002, 4.1325216E-003, 7.6144669E-001, 4.8211339E-003, 6.8909897E-004,NaN,NaN,NaN,NaN
 6.3017677E+001, 7.5354343E+002, 7.1385531E+002, 3.6311860E+000, 2.2779531E+002, 3.4306613E+002, 1.3655644E+000, 1.5051924E-001, 2.9266536E-002, 4.0278723E-003, 1.2841005E-003, 4.6583244E-002, 3.5803309E-003, 7.6339605E-001, 4.1754266E-003, 5.9680611E-004,NaN,NaN,NaN,NaN
 6.4224747E+001, 7.4324215E+002, 7.0432760E+002, 3.6236244E+000, 2.2586483E+002, 3.3883017E+002, 1.3597873E+000, 1.5217228E-001, 2.8596763E-002, 3.7286162E-003, 1.1647404E-003, 4.5429188E-002, 3.3143255E-003, 7.6435121E-001, 3.8641316E-003, 5.5231180E-004,NaN,NaN,NaN,NaN
 6.5431818E+001, 7.3298504E+002, 6.9492749E+002, 3.6140714E+000, 2.2388595E+002, 3.3443361E+002, 1.3558307E+000, 1.5379323E-001, 2.7923564E-002, 3.4553758E-003, 1.0545127E-003, 4.4293431E-002, 3.0714452E-003, 7.6525665E-001, 3.5799024E-003, 5.1168606E-004,NaN,NaN,NaN,NaN
 6.6638889E+001, 7.2323382E+002, 6.8599846E+002, 3.6034628E+000, 2.2205829E+002, 3.3035553E+002, 1.3528965E+000, 1.5527935E-001, 2.7319100E-002, 3.1893146E-003, 9.4734356E-004, 4.3255438E-002, 2.8349463E-003, 7.6611140E-001, 3.3033854E-003, 4.7216268E-004,NaN,NaN,NaN,NaN
 6.7845960E+001, 7.1399945E+002, 6.7753065E+002, 3.5921644E+000, 2.2023873E+002, 3.2637145E+002, 1.3489741E+000, 1.5668704E-001, 2.6737640E-002, 2.9485857E-003, 8.4725019E-004, 4.2270316E-002, 2.6209650E-003, 7.6690534E-001, 3.0529397E-003, 4.3636572E-004,NaN,NaN,NaN,NaN
 6.9053030E+001, 6.9639457E+002, 6.6127143E+002, 3.5725245E+000, 2.1582570E+002, 3.1833271E+002, 1.3349661E+000, 1.5940442E-001, 2.5600455E-002, 2.4988533E-003, 6.8127295E-004, 4.0362095E-002, 2.2212030E-003, 7.6839876E-001, 2.5858314E-003, 3.6960055E-004,NaN,NaN,NaN,NaN
 7.0260101E+001, 6.8748177E+002, 6.5302890E+002, 3.5625933E+000, 2.1325362E+002, 3.1394151E+002, 1.3269164E+000, 1.6068915E-001, 2.5047825E-002, 2.3041970E-003, 6.1209569E-004, 3.9455752E-002, 2.0481751E-003, 7.6907474E-001, 2.3838687E-003, 3.4073342E-004,NaN,NaN,NaN,NaN
 7.1467172E+001, 6.7853208E+002, 6.4491366E+002, 3.5527177E+000, 2.1088524E+002, 3.0955404E+002, 1.3173099E+000, 1.6194738E-001, 2.4491100E-002, 2.1325209E-003, 5.5144643E-004, 3.8564148E-002, 1.8955741E-003, 7.6970699E-001, 2.2051526E-003, 3.1518900E-004,NaN,NaN,NaN,NaN
 7.2674242E+001, 6.6946570E+002, 6.3681092E+002, 3.5436277E+000, 2.0847069E+002, 3.0493472E+002, 1.3066350E+000, 1.6319440E-001, 2.3941115E-002, 1.9594300E-003, 4.9561884E-004, 3.7680248E-002, 1.7417156E-003, 7.7033433E-001, 2.0250967E-003, 2.8945308E-004,NaN,NaN,NaN,NaN
 7.3881313E+001, 6.6051205E+002, 6.2881141E+002, 3.5364023E+000, 2.0611518E+002, 3.0030664E+002, 1.2953778E+000, 1.6444317E-001, 2.3384025E-002, 1.7939589E-003, 4.4184596E-004, 3.6793590E-002, 1.5946302E-003, 7.7095080E-001, 1.8532176E-003, 2.6488589E-004,NaN,NaN,NaN,NaN
 7.5088384E+001, 6.4273000E+002, 6.1278676E+002, 3.5230452E+000, 2.0022068E+002, 2.8995764E+002, 1.2751875E+000, 1.6684463E-001, 2.2309965E-002, 1.4784877E-003, 3.4377835E-004, 3.5087235E-002, 1.3142113E-003, 7.7212886E-001, 1.5252757E-003, 2.1801218E-004,NaN,NaN,NaN,NaN
 7.6295455E+001, 6.3453879E+002, 6.0549838E+002, 3.5151598E+000, 1.9751545E+002, 2.8497113E+002, 1.2660239E+000, 1.6796140E-001, 2.1805530E-002, 1.3375618E-003, 3.0238459E-004, 3.4292190E-002, 1.1889438E-003, 7.7266614E-001, 1.3786809E-003, 1.9705895E-004,NaN,NaN,NaN,NaN
 7.7502525E+001, 6.2690384E+002, 5.9872494E+002, 3.5054950E+000, 1.9517315E+002, 2.8049564E+002, 1.2575526E+000, 1.6901672E-001, 2.1322552E-002, 1.2121380E-003, 2.6582732E-004, 3.3539316E-002, 1.0774560E-003, 7.7316194E-001, 1.2484195E-003, 1.7844030E-004,NaN,NaN,NaN,NaN
 7.8709596E+001, 6.1981402E+002, 5.9239392E+002, 3.4957139E+000, 1.9279477E+002, 2.7623726E+002, 1.2500695E+000, 1.6996716E-001, 2.0886559E-002, 1.1001647E-003, 2.3511716E-004, 3.2860774E-002, 9.7792421E-004, 7.7360558E-001, 1.1320231E-003, 1.6180341E-004,NaN,NaN,NaN,NaN
 7.9916667E+001, 6.1318093E+002, 5.8648530E+002, 3.4848803E+000, 1.9017869E+002, 2.7195108E+002, 1.2435144E+000, 1.7088279E-001, 2.0463321E-002, 9.9587870E-004, 2.0928895E-004, 3.2205948E-002, 8.8522551E-004, 7.7402558E-001, 1.0238122E-003, 1.4633651E-004,NaN,NaN,NaN,NaN
 8.1123737E+001, 5.9955826E+002, 5.7432350E+002, 3.4635506E+000, 1.8381140E+002, 2.6235130E+002, 1.2333952E+000, 1.7268470E-001, 1.9613161E-002, 8.1115284E-004, 1.7044049E-004, 3.0912327E-002, 7.2102475E-004, 7.7481681E-001, 8.3236139E-004, 1.1897188E-004,NaN,NaN,NaN,NaN
 8.2330808E+001, 5.9276310E+002, 5.6830997E+002, 3.4555215E+000, 1.8056399E+002, 2.5744454E+002, 1.2264605E+000, 1.7354599E-001, 1.9200324E-002, 7.3105738E-004, 1.5292625E-004, 3.0292594E-002, 6.4982878E-004, 7.7518360E-001, 7.4993881E-004, 1.0719098E-004,NaN,NaN,NaN,NaN
 8.3537879E+001, 5.8620337E+002, 5.6262023E+002, 3.4490444E+000, 1.7751127E+002, 2.5255219E+002, 1.2194845E+000, 1.7438814E-001, 1.8793942E-002, 6.5655558E-004, 1.3375418E-004, 2.9686380E-002, 5.8360496E-004, 7.7553877E-001, 6.7349820E-004, 9.6265096E-005,NaN,NaN,NaN,NaN
 8.4744949E+001, 5.7954721E+002, 5.5684742E+002, 3.4422456E+000, 1.7441452E+002, 2.4745545E+002, 1.2138941E+000, 1.7523338E-001, 1.8382618E-002, 5.8641296E-004, 1.1341341E-004, 2.9077430E-002, 5.2125596E-004, 7.7589002E-001, 6.0119045E-004, 8.5929935E-005,NaN,NaN,NaN,NaN
 8.5952020E+001, 5.7289052E+002, 5.5097302E+002, 3.4337360E+000, 1.7154606E+002, 2.4266057E+002, 1.2086813E+000, 1.7606289E-001, 1.7976647E-002, 5.2000039E-004, 9.7128639E-005, 2.8478869E-002, 4.6222257E-004, 7.7622891E-001, 5.3257233E-004, 7.6122142E-005,NaN,NaN,NaN,NaN
