cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 5.9899497E+001, 1.1339812E+003, 1.0975160E+003, 4.3742574E+000, 1.8139807E+002, 3.8088062E+002, 1.1314441E+000, 7.7888757E-002, 5.8490163E-002, 2.3436741E-002, 1.1086963E-002, 8.8896110E-002, 1.6520625E-002, 7.1669706E-001, 2.2806677E-002, 2.9190257E-003
 6.0601256E+001, 1.1303617E+003, 1.0930875E+003, 4.3900445E+000, 1.8484597E+002, 3.8372239E+002, 1.1433100E+000, 7.9420614E-002, 5.8198650E-002, 2.2705567E-002, 1.0475163E-002, 8.8041965E-002, 1.5999464E-002, 7.1836344E-001, 2.2130821E-002, 2.8445116E-003
 6.1303015E+001, 1.1280051E+003, 1.0903760E+003, 4.3969605E+000, 1.8692470E+002, 3.8499609E+002, 1.1493763E+000, 8.0250672E-002, 5.8019480E-002, 2.2332438E-002, 1.0180470E-002, 8.7570546E-002, 1.5733622E-002, 7.1921439E-001, 2.1783596E-002, 2.8059656E-003
 6.2004774E+001, 1.1231939E+003, 1.0848342E+003, 4.4107135E+000, 1.9094049E+002, 3.8765980E+002, 1.1588404E+000, 8.2038121E-002, 5.7613278E-002, 2.1545541E-002, 9.6141464E-003, 8.6543076E-002, 1.5173093E-002, 7.2097896E-001, 2.1042959E-002, 2.7234665E-003
 6.2706533E+001, 1.1207932E+003, 1.0819829E+003, 4.4167318E+000, 1.9239932E+002, 3.8890245E+002, 1.1629372E+000, 8.2925933E-002, 5.7404314E-002, 2.1161334E-002, 9.3524593E-003, 8.6028945E-002, 1.4899451E-002, 7.2183388E-001, 2.0679695E-002, 2.6829007E-003
 6.3408291E+001, 1.1184617E+003, 1.0791764E+003, 4.4217552E+000, 1.9368272E+002, 3.9016007E+002, 1.1679333E+000, 8.3785047E-002, 5.7214707E-002, 2.0772829E-002, 9.0951823E-003, 8.5534333E-002, 1.4622666E-002, 7.2268236E-001, 2.0310994E-002, 2.6419053E-003
 6.4110050E+001, 1.1133562E+003, 1.0731555E+003, 4.4291485E+000, 1.9639351E+002, 3.9242773E+002, 1.1833337E+000, 8.5387200E-002, 5.6868503E-002, 2.0040922E-002, 8.5986973E-003, 8.4615406E-002, 1.4101188E-002, 7.2428489E-001, 1.9617725E-002, 2.5649321E-003
 6.4811809E+001, 1.1110994E+003, 1.0704225E+003, 4.4339245E+000, 1.9758548E+002, 3.9362329E+002, 1.1905714E+000, 8.6137777E-002, 5.6715439E-002, 1.9687636E-002, 8.3530930E-003, 8.4188251E-002, 1.3849421E-002, 7.2505648E-001, 1.9283042E-002, 2.5278940E-003
 6.5513568E+001, 1.1066788E+003, 1.0651203E+003, 4.4454316E+000, 1.9942063E+002, 3.9559028E+002, 1.2006642E+000, 8.7665847E-002, 5.6377235E-002, 1.9000857E-002, 7.8782250E-003, 8.3310456E-002, 1.3360147E-002, 7.2657358E-001, 1.8634670E-002, 2.4557936E-003
 6.6215327E+001, 1.1043818E+003, 1.0623627E+003, 4.4512128E+000, 2.0045296E+002, 3.9664391E+002, 1.2053547E+000, 8.8461924E-002, 5.6191110E-002, 1.8653999E-002, 7.6472895E-003, 8.2849228E-002, 1.3113097E-002, 7.2734002E-001, 1.8305313E-002, 2.4190383E-003
 6.6917085E+001, 1.1016957E+003, 1.0592693E+003, 4.4566929E+000, 2.0200727E+002, 3.9776794E+002, 1.2103571E+000, 8.9305913E-002, 5.5975787E-002, 1.8308223E-002, 7.4195861E-003, 8.2354697E-002, 1.2866929E-002, 7.2811615E-001, 1.7976097E-002, 2.3820607E-003
 6.7618844E+001, 1.0955313E+003, 1.0523782E+003, 4.4664901E+000, 2.0591319E+002, 4.0002175E+002, 1.2202692E+000, 9.0962233E-002, 5.5531854E-002, 1.7655542E-002, 6.9940041E-003, 8.1377488E-002, 1.2402411E-002, 7.2959552E-001, 1.7355615E-002, 2.3120563E-003
 6.8320603E+001, 1.0920924E+003, 1.0486714E+003, 4.4708600E+000, 2.0810072E+002, 4.0094330E+002, 1.2261863E+000, 9.1843497E-002, 5.5273150E-002, 1.7334525E-002, 6.7961422E-003, 8.0849738E-002, 1.2174093E-002, 7.3033318E-001, 1.7049293E-002, 2.2771485E-003
 6.9022362E+001, 1.0850539E+003, 1.0410694E+003, 4.4797823E+000, 2.1236334E+002, 4.0272989E+002, 1.2404162E+000, 9.3600814E-002, 5.4717879E-002, 1.6746126E-002, 6.4173157E-003, 7.9787914E-002, 1.1755911E-002, 7.3173622E-001, 1.6490189E-002, 2.2127856E-003
 6.9724121E+001, 1.0817472E+003, 1.0375671E+003, 4.4850807E+000, 2.1434472E+002, 4.0348147E+002, 1.2470281E+000, 9.4376077E-002, 5.4483394E-002, 1.6475250E-002, 6.2314013E-003, 7.9323794E-002, 1.1563316E-002, 7.3238120E-001, 1.6234239E-002, 2.1835073E-003
 7.0425879E+001, 1.0790072E+003, 1.0345895E+003, 4.4904726E+000, 2.1623758E+002, 4.0455293E+002, 1.2531685E+000, 9.5077033E-002, 5.4299948E-002, 1.6194336E-002, 6.0429246E-003, 7.8912115E-002, 1.1363358E-002, 7.3301850E-001, 1.5967501E-002, 2.1534886E-003
 7.1127638E+001, 1.0744806E+003, 1.0296844E+003, 4.4986483E+000, 2.1970157E+002, 4.0671710E+002, 1.2644447E+000, 9.6473370E-002, 5.3977835E-002, 1.5576986E-002, 5.6552764E-003, 7.8101787E-002, 1.0923615E-002, 7.3435993E-001, 1.5376202E-002, 2.0875815E-003
 7.1829397E+001, 1.0719161E+003, 1.0270435E+003, 4.5019067E+000, 2.2118256E+002, 4.0728679E+002, 1.2693334E+000, 9.7274701E-002, 5.3773614E-002, 1.5244408E-002, 5.4626032E-003, 7.7629386E-002, 1.0686833E-002, 7.3508435E-001, 1.5056336E-002, 2.0516535E-003
 7.2531156E+001, 1.0653954E+003, 1.0203873E+003, 4.5077614E+000, 2.2408405E+002, 4.0792205E+002, 1.2754010E+000, 9.9040435E-002, 5.3277172E-002, 1.4566036E-002, 5.0952529E-003, 7.6572540E-002, 1.0204163E-002, 7.3657951E-001, 1.4399459E-002, 1.9772029E-003
 7.3232915E+001, 1.0616503E+003, 1.0164766E+003, 4.5089179E+000, 2.2564584E+002, 4.0838830E+002, 1.2783608E+000, 9.9997708E-002, 5.2985438E-002, 1.4225188E-002, 4.9214064E-003, 7.5992154E-002, 9.9618043E-003, 7.3734227E-001, 1.4067495E-002, 1.9392371E-003
 7.3934673E+001, 1.0579266E+003, 1.0124892E+003, 4.5090140E+000, 2.2723336E+002, 4.0907244E+002, 1.2817647E+000, 1.0091615E-001, 5.2688755E-002, 1.3920492E-002, 4.7596306E-003, 7.5431496E-002, 9.7452883E-003, 7.3804608E-001, 1.3772163E-002, 1.9051709E-003
 7.4636432E+001, 1.0501815E+003, 1.0042364E+003, 4.5093092E+000, 2.3011370E+002, 4.1009731E+002, 1.2887033E+000, 1.0265982E-001, 5.2125733E-002, 1.3341120E-002, 4.4559394E-003, 7.4366699E-002, 9.3335832E-003, 7.3938074E-001, 1.3210582E-002, 1.8403912E-003
 7.5338191E+001, 1.0469973E+003, 1.0008845E+003, 4.5115964E+000, 2.3112121E+002, 4.1037525E+002, 1.2914624E+000, 1.0345623E-001, 5.1872786E-002, 1.3072314E-002, 4.3075857E-003, 7.3882354E-002, 9.1425367E-003, 7.4000193E-001, 1.2950911E-002, 1.8105072E-003
 7.6039950E+001, 1.0411456E+003, 9.9449803E+002, 4.5173560E+000, 2.3237950E+002, 4.1096204E+002, 1.2971274E+000, 1.0496536E-001, 5.1408011E-002, 1.2542477E-002, 4.0288119E-003, 7.2967039E-002, 8.7658419E-003, 7.4119965E-001, 1.2437522E-002, 1.7516943E-003
 7.6741709E+001, 1.0380239E+003, 9.9115938E+002, 4.5195551E+000, 2.3295054E+002, 4.1099812E+002, 1.3001859E+000, 1.0569171E-001, 5.1182211E-002, 1.2288883E-002, 3.9033925E-003, 7.2525010E-002, 8.5855583E-003, 7.4176820E-001, 1.2191007E-002, 1.7234204E-003
 7.7443467E+001, 1.0349236E+003, 9.8781737E+002, 4.5204965E+000, 2.3347624E+002, 4.1106759E+002, 1.3046478E+000, 1.0640621E-001, 5.0965174E-002, 1.2031624E-002, 3.7847206E-003, 7.2090580E-002, 8.4026239E-003, 7.4233255E-001, 1.1939700E-002, 1.6946922E-003
 7.8145226E+001, 1.0280218E+003, 9.8062566E+002, 4.5215826E+000, 2.3450979E+002, 4.1066680E+002, 1.3143051E+000, 1.0792116E-001, 5.0480978E-002, 1.1513274E-002, 3.5688641E-003, 7.1160472E-002, 8.0342075E-003, 7.4347349E-001, 1.1429678E-002, 1.6359857E-003
 7.8846985E+001, 1.0242070E+003, 9.7665300E+002, 4.5219921E+000, 2.3506506E+002, 4.1034749E+002, 1.3187724E+000, 1.0869660E-001, 5.0214115E-002, 1.1272350E-002, 3.4694288E-003, 7.0679399E-002, 7.8631297E-003, 7.4402282E-001, 1.1192826E-002, 1.6083757E-003
 7.9548744E+001, 1.0166050E+003, 9.6893475E+002, 4.5230502E+000, 2.3637601E+002, 4.0964844E+002, 1.3278114E+000, 1.1027317E-001, 4.9676669E-002, 1.0775992E-002, 3.2640751E-003, 6.9702686E-002, 7.5106231E-003, 7.4514912E-001, 1.0705476E-002, 1.5516593E-003
 8.0250503E+001, 1.0134523E+003, 9.6582619E+002, 4.5243775E+000, 2.3694294E+002, 4.0936904E+002, 1.3314560E+000, 1.1096273E-001, 4.9457060E-002, 1.0540338E-002, 3.1577513E-003, 6.9280475E-002, 7.3431309E-003, 7.4567402E-001, 1.0475495E-002, 1.5251847E-003
 8.0952261E+001, 1.0102955E+003, 9.6287226E+002, 4.5264195E+000, 2.3753237E+002, 4.0879395E+002, 1.3327265E+000, 1.1160215E-001, 4.9253482E-002, 1.0322538E-002, 3.0543968E-003, 6.8889565E-002, 7.1883300E-003, 7.4616344E-001, 1.0263538E-002, 1.5007828E-003
 8.1654020E+001, 1.0033743E+003, 9.5630564E+002, 4.5294550E+000, 2.3892189E+002, 4.0756050E+002, 1.3320776E+000, 1.1292658E-001, 4.8806991E-002, 9.9024784E-003, 2.8592676E-003, 6.8072805E-002, 6.8899783E-003, 7.4712946E-001, 9.8539590E-003, 1.4531947E-003
 8.2355779E+001, 9.9968207E+002, 9.5263926E+002, 4.5296436E+000, 2.3963064E+002, 4.0712981E+002, 1.3327035E+000, 1.1361934E-001, 4.8571237E-002, 9.6833280E-003, 2.7718961E-003, 6.7643349E-002, 6.7343350E-003, 7.4762342E-001, 9.6384891E-003, 1.4281371E-003
 8.3057538E+001, 9.9224356E+002, 9.4495825E+002, 4.5303655E+000, 2.4125052E+002, 4.0704950E+002, 1.3333480E+000, 1.1501563E-001, 4.8089479E-002, 9.2490699E-003, 2.6055518E-003, 6.6775305E-002, 6.4259748E-003, 7.4860379E-001, 9.2095547E-003, 1.3781549E-003
 8.3759296E+001, 9.8865469E+002, 9.4120328E+002, 4.5313730E+000, 2.4202512E+002, 4.0718071E+002, 1.3328228E+000, 1.1569266E-001, 4.7847246E-002, 9.0503423E-003, 2.5254487E-003, 6.6352695E-002, 6.2849435E-003, 7.4906583E-001, 9.0138067E-003, 1.3551682E-003
 8.4461055E+001, 9.8521376E+002, 9.3763993E+002, 4.5323407E+000, 2.4292155E+002, 4.0739565E+002, 1.3325898E+000, 1.1635090E-001, 4.7619337E-002, 8.8473493E-003, 2.4433787E-003, 6.5943785E-002, 6.1408115E-003, 7.4952877E-001, 8.8135054E-003, 1.3318102E-003
 8.5162814E+001, 9.7782384E+002, 9.3024414E+002, 4.5334193E+000, 2.4456585E+002, 4.0716264E+002, 1.3337833E+000, 1.1773585E-001, 4.7123100E-002, 8.4408354E-003, 2.2853576E-003, 6.5078427E-002, 5.8523232E-003, 7.5046967E-001, 8.4125391E-003, 1.2847026E-003
 8.5864573E+001, 9.7353139E+002, 9.2600859E+002, 4.5320435E+000, 2.4510511E+002, 4.0653626E+002, 1.3356485E+000, 1.1851593E-001, 4.6826808E-002, 8.2323126E-003, 2.2124833E-003, 6.4585819E-002, 5.7045001E-003, 7.5096557E-001, 8.2062627E-003, 1.2601160E-003
 8.6566332E+001, 9.6496741E+002, 9.1727544E+002, 4.5226904E+000, 2.4551610E+002, 4.0524114E+002, 1.3462535E+000, 1.2006245E-001, 4.6228352E-002, 7.8335283E-003, 2.0719031E-003, 6.3606639E-002, 5.4219197E-003, 7.5192992E-001, 7.8121839E-003, 1.2128928E-003
 8.7268090E+001, 9.6067792E+002, 9.1300878E+002, 4.5180567E+000, 2.4576072E+002, 4.0441382E+002, 1.3524582E+000, 1.2079498E-001, 4.5941702E-002, 7.6491694E-003, 2.0044896E-003, 6.3142330E-002, 5.2913199E-003, 7.5238236E-001, 7.6299801E-003, 1.1909842E-003
 8.7969849E+001, 9.5659757E+002, 9.0903748E+002, 4.5151410E+000, 2.4626982E+002, 4.0363543E+002, 1.3578835E+000, 1.2149422E-001, 4.5662103E-002, 7.4811561E-003, 1.9418662E-003, 6.2697776E-002, 5.1723687E-003, 7.5280428E-001, 7.4639790E-003, 1.1708737E-003
 8.8671608E+001, 9.4863297E+002, 9.0142497E+002, 4.5127117E+000, 2.4764057E+002, 4.0219843E+002, 1.3680433E+000, 1.2281905E-001, 4.5128344E-002, 7.1675532E-003, 1.8279446E-003, 6.1854134E-002, 4.9503871E-003, 7.5359508E-001, 7.1536359E-003, 1.1331848E-003
 8.9373367E+001, 9.4462614E+002, 8.9753469E+002, 4.5124023E+000, 2.4826141E+002, 4.0156321E+002, 1.3717944E+000, 1.2346977E-001, 4.4861022E-002, 7.0199335E-003, 1.7761628E-003, 6.1438265E-002, 4.8459563E-003, 7.5397346E-001, 7.0072560E-003, 1.1152783E-003
 9.0075126E+001, 9.3638474E+002, 8.8918341E+002, 4.5107637E+000, 2.4895664E+002, 4.0054688E+002, 1.3772775E+000, 1.2482005E-001, 4.4285003E-002, 6.7405454E-003, 1.6835080E-003, 6.0569429E-002, 4.6485737E-003, 7.5471846E-001, 6.7302008E-003, 1.0808070E-003
 9.0776884E+001, 9.3223638E+002, 8.8484468E+002, 4.5086173E+000, 2.4920975E+002, 4.0022815E+002, 1.3821280E+000, 1.2555457E-001, 4.3968292E-002, 6.5923860E-003, 1.6380266E-003, 6.0095552E-002, 4.5439443E-003, 7.5511596E-001, 6.5826557E-003, 1.0623593E-003
 9.1478643E+001, 9.2785108E+002, 8.8030494E+002, 4.5055117E+000, 2.4950094E+002, 3.9987667E+002, 1.3879106E+000, 1.2629847E-001, 4.3648992E-002, 6.4405575E-003, 1.5906341E-003, 5.9616071E-002, 4.4367038E-003, 7.5552145E-001, 6.4315796E-003, 1.0435164E-003
 9.2180402E+001, 9.1917258E+002, 8.7169172E+002, 4.4983579E+000, 2.5070160E+002, 3.9907481E+002, 1.3986475E+000, 1.2772322E-001, 4.3050776E-002, 6.1316787E-003, 1.4979563E-003, 5.8700507E-002, 4.2183404E-003, 7.5631919E-001, 6.1234659E-003, 1.0055093E-003
 9.2882161E+001, 9.1490209E+002, 8.6766386E+002, 4.4953525E+000, 2.5171655E+002, 3.9854229E+002, 1.4030176E+000, 1.2838540E-001, 4.2778192E-002, 5.9808298E-003, 1.4535269E-003, 5.8276188E-002, 4.1116230E-003, 7.5669890E-001, 5.9729801E-003, 9.8710468E-004
 9.3583920E+001, 9.0674336E+002, 8.5999131E+002, 4.4889626E+000, 2.5325022E+002, 3.9723726E+002, 1.4113432E+000, 1.2966076E-001, 4.2236155E-002, 5.7138671E-003, 1.3677034E-003, 5.7455736E-002, 3.9229869E-003, 7.5740468E-001, 5.7078780E-003, 9.5418896E-004
 9.4285678E+001, 9.0299936E+002, 8.5646784E+002, 4.4852161E+000, 2.5395188E+002, 3.9668090E+002, 1.4144532E+000, 1.3026555E-001, 4.1976649E-002, 5.5908573E-003, 1.3259007E-003, 5.7066331E-002, 3.8361050E-003, 7.5773627E-001, 5.5858412E-003, 9.3896086E-004
 9.4987437E+001, 8.9875830E+002, 8.5240131E+002, 4.4814823E+000, 2.5437385E+002, 3.9578108E+002, 1.4162232E+000, 1.3082824E-001, 4.1733857E-002, 5.4784160E-003, 1.2861971E-003, 5.6703881E-002, 3.7567088E-003, 7.5804317E-001, 5.4742197E-003, 9.2499417E-004
 9.5689196E+001, 8.9249849E+002, 8.4654698E+002, 4.4788198E+000, 2.5478844E+002, 3.9438346E+002, 1.4149835E+000, 1.3178802E-001, 4.1336036E-002, 5.2658477E-003, 1.2081472E-003, 5.6090028E-002, 3.6063800E-003, 7.5859685E-001, 5.2629319E-003, 8.9906085E-004
 9.6390955E+001, 8.8908116E+002, 8.4344976E+002, 4.4764114E+000, 2.5475907E+002, 3.9328534E+002, 1.4153379E+000, 1.3229971E-001, 4.1126131E-002, 5.1486600E-003, 1.1715579E-003, 5.5762563E-002, 3.5234691E-003, 7.5889259E-001, 5.1460686E-003, 8.8478540E-004
 9.7092714E+001, 8.8084355E+002, 8.3589142E+002, 4.4691948E+000, 2.5415639E+002, 3.9005505E+002, 1.4185238E+000, 1.3352344E-001, 4.0584693E-002, 4.9199222E-003, 1.1013439E-003, 5.4969758E-002, 3.3621342E-003, 7.5953104E-001, 4.9189490E-003, 8.5594623E-004
 9.7794472E+001, 8.7664337E+002, 8.3191269E+002, 4.4653560E+000, 2.5364546E+002, 3.8838706E+002, 1.4207866E+000, 1.3420351E-001, 4.0278449E-002, 4.7997868E-003, 1.0647351E-003, 5.4527855E-002, 3.2774823E-003, 7.5987648E-001, 4.7996862E-003, 8.4062083E-004
 9.8496231E+001, 8.7264490E+002, 8.2814494E+002, 4.4619247E+000, 2.5324913E+002, 3.8693023E+002, 1.4231956E+000, 1.3486128E-001, 3.9992179E-002, 4.6703777E-003, 1.0263491E-003, 5.4102702E-002, 3.1861307E-003, 7.6022717E-001, 4.6710672E-003, 8.2445097E-004
 9.9197990E+001, 8.6410938E+002, 8.2005855E+002, 4.4553031E+000, 2.5256269E+002, 3.8392874E+002, 1.4268476E+000, 1.3621953E-001, 3.9389190E-002, 4.4183245E-003, 9.5422023E-004, 5.3221644E-002, 3.0083748E-003, 7.6092959E-001, 4.4208654E-003, 7.9262048E-004
 9.9899749E+001, 8.5997018E+002, 8.1606509E+002, 4.4520284E+000, 2.5241246E+002, 3.8273939E+002, 1.4287272E+000, 1.3687950E-001, 3.9096096E-002, 4.2961803E-003, 9.1807642E-004, 5.2793656E-002, 2.9222383E-003, 7.6127133E-001, 4.2993672E-003, 7.7716651E-004
 1.0060151E+002, 8.5163212E+002, 8.0819140E+002, 4.4402294E+000, 2.5212795E+002, 3.8045768E+002, 1.4328951E+000, 1.3819701E-001, 3.8524412E-002, 4.0334014E-003, 8.4832832E-004, 5.1941519E-002, 2.7367028E-003, 7.6197247E-001, 4.0368103E-003, 7.4425612E-004
 1.0130327E+002, 8.4712719E+002, 8.0397942E+002, 4.4319371E+000, 2.5171679E+002, 3.7898437E+002, 1.4332937E+000, 1.3890441E-001, 3.8211003E-002, 3.9003644E-003, 8.1598369E-004, 5.1482125E-002, 2.6428625E-003, 7.6233641E-001, 3.9038224E-003, 7.2738493E-004
 1.0200503E+002, 8.3742885E+002, 7.9474766E+002, 4.4091226E+000, 2.5043414E+002, 3.7546453E+002, 1.4368440E+000, 1.4040078E-001, 3.7517018E-002, 3.6615050E-003, 7.4928804E-004, 5.0504246E-002, 2.4748751E-003, 7.6305859E-001, 3.6660423E-003, 6.9614990E-004
 1.0270678E+002, 8.3280034E+002, 7.9017610E+002, 4.3983645E+000, 2.4983528E+002, 3.7408688E+002, 1.4380751E+000, 1.4112621E-001, 3.7181433E-002, 3.5449962E-003, 7.1420672E-004, 5.0030681E-002, 2.3929245E-003, 7.6341148E-001, 3.5498895E-003, 6.8092784E-004
 1.0340854E+002, 8.2833344E+002, 7.8584371E+002, 4.3895095E+000, 2.4929885E+002, 3.7271138E+002, 1.4376179E+000, 1.4181038E-001, 3.6874268E-002, 3.4225854E-003, 6.7896959E-004, 4.9586091E-002, 2.3066508E-003, 7.6375953E-001, 3.4277764E-003, 6.6529317E-004
 1.0411030E+002, 8.1902617E+002, 7.7725388E+002, 4.3754984E+000, 2.4762709E+002, 3.6868315E+002, 1.4324556E+000, 1.4318298E-001, 3.6251941E-002, 3.1849351E-003, 6.1105734E-004, 4.8692641E-002, 2.1392559E-003, 7.6444712E-001, 3.1908203E-003, 6.3473393E-004
 1.0481206E+002, 8.1424336E+002, 7.7286815E+002, 4.3685080E+000, 2.4674047E+002, 3.6650784E+002, 1.4289739E+000, 1.4389406E-001, 3.5919903E-002, 3.0744157E-003, 5.8013023E-004, 4.8227430E-002, 2.0615700E-003, 7.6478648E-001, 3.0805800E-003, 6.2017006E-004
 1.0551382E+002, 8.0466663E+002, 7.6391576E+002, 4.3532523E+000, 2.4463169E+002, 3.6215569E+002, 1.4246910E+000, 1.4527428E-001, 3.5247540E-002, 2.8968136E-003, 5.2934479E-004, 4.7317990E-002, 1.9372558E-003, 7.6539817E-001, 2.9038276E-003, 5.9568050E-004
 1.0621558E+002, 8.0053737E+002, 7.5997564E+002, 4.3447177E+000, 2.4362786E+002, 3.6041941E+002, 1.4254067E+000, 1.4586426E-001, 3.4957563E-002, 2.8241310E-003, 5.0951588E-004, 4.6928524E-002, 1.8864370E-003, 7.6565475E-001, 2.8313461E-003, 5.8552153E-004
 1.0691734E+002, 7.9660105E+002, 7.5627337E+002, 4.3368339E+000, 2.4293979E+002, 3.5895345E+002, 1.4256757E+000, 1.4642725E-001, 3.4681904E-002, 2.7530384E-003, 4.9227675E-004, 4.6556870E-002, 1.8366996E-003, 7.6590025E-001, 2.7601194E-003, 5.7561083E-004
 1.0761910E+002, 7.8937716E+002, 7.4944453E+002, 4.3227834E+000, 2.4195726E+002, 3.5656796E+002, 1.4227537E+000, 1.4745987E-001, 3.4181811E-002, 2.6151429E-003, 4.5994535E-004, 4.5876323E-002, 1.7400953E-003, 7.6635924E-001, 2.6219619E-003, 5.5666810E-004
 1.0832085E+002, 7.8584762E+002, 7.4607143E+002, 4.3150438E+000, 2.4144892E+002, 3.5534584E+002, 1.4215707E+000, 1.4796206E-001, 3.3934184E-002, 2.5542090E-003, 4.4408981E-004, 4.5544533E-002, 1.6975083E-003, 7.6657587E-001, 2.5613073E-003, 5.4812535E-004
 1.0902261E+002, 7.7773649E+002, 7.3854512E+002, 4.2995295E+000, 2.3978563E+002, 3.5155214E+002, 1.4203515E+000, 1.4910720E-001, 3.3357478E-002, 2.4311090E-003, 4.1252851E-004, 4.4785091E-002, 1.6117620E-003, 7.6704922E-001, 2.4390206E-003, 5.3026346E-004
 1.0972437E+002, 7.7289006E+002, 7.3413393E+002, 4.2926673E+000, 2.3858458E+002, 3.4893772E+002, 1.4190838E+000, 1.4978494E-001, 3.3012160E-002, 2.3634268E-003, 3.9596355E-004, 4.4334603E-002, 1.5647243E-003, 7.6732218E-001, 2.3717303E-003, 5.2020289E-004
 1.1042613E+002, 7.6781992E+002, 7.2948257E+002, 4.2853019E+000, 2.3746028E+002, 3.4639399E+002, 1.4190282E+000, 1.5048010E-001, 3.2660064E-002, 2.2909287E-003, 3.7998425E-004, 4.3872806E-002, 1.5142723E-003, 7.6760477E-001, 2.2993195E-003, 5.0953549E-004
 1.1112789E+002, 7.5818680E+002, 7.2044436E+002, 4.2694085E+000, 2.3536734E+002, 3.4196040E+002, 1.4201953E+000, 1.5178827E-001, 3.1987344E-002, 2.1684920E-003, 3.5001105E-004, 4.3001850E-002, 1.4293630E-003, 7.6812123E-001, 2.1773895E-003, 4.9093399E-004
 1.1182965E+002, 7.5383246E+002, 7.1633403E+002, 4.2619652E+000, 2.3487889E+002, 3.4041134E+002, 1.4202908E+000, 1.5235917E-001, 3.1689648E-002, 2.1210082E-003, 3.3530724E-004, 4.2621168E-002, 1.3965725E-003, 7.6834131E-001, 2.1304760E-003, 4.8346815E-004
 1.1253141E+002, 7.4625769E+002, 7.0915848E+002, 4.2487570E+000, 2.3533238E+002, 3.3899523E+002, 1.4162872E+000, 1.5332308E-001, 3.1190794E-002, 2.0361264E-003, 3.0753494E-004, 4.1979512E-002, 1.3378303E-003, 7.6872018E-001, 2.0462038E-003, 4.7035956E-004
 1.1323317E+002, 7.4286484E+002, 7.0600819E+002, 4.2419110E+000, 2.3563711E+002, 3.3833122E+002, 1.4144395E+000, 1.5374217E-001, 3.0975967E-002, 1.9963113E-003, 2.9579790E-004, 4.1700882E-002, 1.3102039E-003, 7.6888783E-001, 2.0065895E-003, 4.6435466E-004
 1.1393492E+002, 7.3944627E+002, 7.0297095E+002, 4.2345309E+000, 2.3562087E+002, 3.3716403E+002, 1.4141025E+000, 1.5416530E-001, 3.0758614E-002, 1.9567327E-003, 2.8401298E-004, 4.1419475E-002, 1.2827559E-003, 7.6905638E-001, 1.9673100E-003, 4.5836275E-004
 1.1463668E+002, 7.3168827E+002, 6.9617630E+002, 4.2173437E+000, 2.3468211E+002, 3.3365447E+002, 1.4142507E+000, 1.5509657E-001, 3.0296950E-002, 1.8464771E-003, 2.5847118E-004, 4.0803251E-002, 1.2057489E-003, 7.6945230E-001, 1.8564017E-003, 4.4266739E-004
 1.1533844E+002, 7.2810739E+002, 6.9306147E+002, 4.2093624E+000, 2.3394432E+002, 3.3174342E+002, 1.4148647E+000, 1.5556858E-001, 3.0069335E-002, 1.7816184E-003, 2.4653911E-004, 4.0492011E-002, 1.1602826E-003, 7.6966202E-001, 1.7907585E-003, 4.3374250E-004
 1.1604020E+002, 7.2082818E+002, 6.8682295E+002, 4.1971134E+000, 2.3106882E+002, 3.2668857E+002, 1.4124668E+000, 1.5654166E-001, 2.9596587E-002, 1.6518731E-003, 2.2708344E-004, 3.9849062E-002, 1.0693964E-003, 7.7008630E-001, 1.6593916E-003, 4.1572650E-004
 1.1674196E+002, 7.1705654E+002, 6.8359199E+002, 4.1918563E+000, 2.2926617E+002, 3.2380354E+002, 1.4092358E+000, 1.5704359E-001, 2.9345664E-002, 1.5941900E-003, 2.2016047E-004, 3.9515688E-002, 1.0291437E-003, 7.7029281E-001, 1.6009594E-003, 4.0737760E-004
 1.1744372E+002, 7.1321612E+002, 6.8021324E+002, 4.1852471E+000, 2.2746642E+002, 3.2108454E+002, 1.4060492E+000, 1.5754697E-001, 2.9089645E-002, 1.5425029E-003, 2.1244144E-004, 3.9180613E-002, 9.9319316E-004, 7.7049375E-001, 1.5489523E-003, 3.9968437E-004
 1.1814548E+002, 7.0569825E+002, 6.7331470E+002, 4.1659279E+000, 2.2404010E+002, 3.1610183E+002, 1.4029025E+000, 1.5855466E-001, 2.8574059E-002, 1.4429436E-003, 1.9904385E-004, 3.8509011E-002, 9.2403039E-004, 7.7089024E-001, 1.4485827E-003, 3.8466169E-004
 1.1884724E+002, 7.0218160E+002, 6.7001812E+002, 4.1564618E+000, 2.2239432E+002, 3.1378385E+002, 1.4007483E+000, 1.5902368E-001, 2.8332729E-002, 1.3983288E-003, 1.9365499E-004, 3.8196054E-002, 8.9307586E-004, 7.7107228E-001, 1.4037035E-003, 3.7785621E-004
 1.1954899E+002, 6.9534089E+002, 6.6352030E+002, 4.1394717E+000, 2.1938633E+002, 3.0944650E+002, 1.3996828E+000, 1.5994198E-001, 2.7852229E-002, 1.3222392E-003, 1.8184983E-004, 3.7581950E-002, 8.4054426E-004, 7.7141733E-001, 1.3272257E-003, 3.6570211E-004
 1.2025075E+002, 6.9198740E+002, 6.6035811E+002, 4.1336384E+000, 2.1783182E+002, 3.0719808E+002, 1.3986185E+000, 1.6039192E-001, 2.7615800E-002, 1.2865066E-003, 1.7503260E-004, 3.7280993E-002, 8.1591563E-004, 7.7158546E-001, 1.2912653E-003, 3.5990411E-004
