s,m/s
Time,w
 0.0000000E+000, 1.3691311E-003
 1.2622625E-002, 1.3606434E-003
 2.5245250E-002, 2.1626092E-003
 3.7867875E-002, 6.8384405E-003
 5.0490499E-002, 1.4973840E-002
 6.3113124E-002, 2.4621759E-002
 7.5735749E-002, 3.5169335E-002
 8.8358374E-002, 4.6044911E-002
 1.0098100E-001, 5.6350365E-002
 1.1360362E-001, 6.4931188E-002
 1.2381488E-001, 6.8893890E-002
 1.3402613E-001, 6.8628728E-002
 1.4423738E-001, 6.0444989E-002
 1.5444863E-001, 4.6064941E-002
 1.6568101E-001, 2.3106978E-002
 1.7803662E-001,-1.0216376E-002
 1.9065925E-001,-1.9358477E-002
 2.0328187E-001,-9.2771030E-003
 2.1590450E-001, 3.2157635E-003
 2.2852712E-001, 1.2090313E-002
 2.4114975E-001, 1.7023243E-002
 2.5377237E-001, 1.9569622E-002
 2.6639500E-001, 2.0951257E-002
 2.7901762E-001, 2.1904123E-002
 2.9164025E-001, 2.2906722E-002
 3.0426287E-001, 2.3674121E-002
 3.1688550E-001, 2.4122119E-002
 3.2950812E-001, 2.4823347E-002
 3.4213075E-001, 2.6215155E-002
 3.5333050E-001, 2.8194716E-002
 3.6453024E-001, 3.0975909E-002
 3.7572999E-001, 3.4220777E-002
 3.8692974E-001, 3.7924148E-002
 3.9812949E-001, 4.2309151E-002
 4.0932924E-001, 4.7224074E-002
 4.2052899E-001, 5.3170630E-002
 4.2975479E-001, 5.8982756E-002
 4.3898060E-001, 6.5203940E-002
 4.4717912E-001, 7.0620664E-002
 4.5537764E-001, 7.5254165E-002
 4.6257821E-001, 7.8483488E-002
 4.6977877E-001, 8.3243537E-002
 4.7697934E-001, 8.9685408E-002
 4.8329911E-001, 9.5066702E-002
 4.8961888E-001, 1.0126732E-001
 4.9593865E-001, 1.0725208E-001
 5.0225842E-001, 1.1403098E-001
 5.0857819E-001, 1.2103894E-001
 5.1489796E-001, 1.2889494E-001
 5.2121773E-001, 1.3810177E-001
 5.2674905E-001, 1.4667412E-001
 5.3228037E-001, 1.5576426E-001
 5.3781169E-001, 1.6339104E-001
 5.4334302E-001, 1.6853791E-001
 5.4887434E-001, 1.7108854E-001
 5.5440566E-001, 1.7202356E-001
 5.5993699E-001, 1.6989973E-001
 5.6460678E-001, 1.6618738E-001
 5.6927658E-001, 1.6353326E-001
 5.7394638E-001, 1.5923495E-001
 5.7861618E-001, 1.5237103E-001
 5.8328597E-001, 1.4454737E-001
 5.8795577E-001, 1.3225185E-001
 5.9262557E-001, 1.1664385E-001
 5.9676430E-001, 1.0449531E-001
 6.0090304E-001, 9.2440752E-002
 6.0504177E-001, 8.1707808E-002
 6.0918050E-001, 7.2765374E-002
 6.1331924E-001, 6.6870446E-002
 6.1745797E-001, 6.3200290E-002
 6.2114525E-001, 6.1158299E-002
 6.2483253E-001, 5.9578196E-002
 6.2851981E-001, 5.7457233E-002
 6.3220709E-001, 5.6108895E-002
 6.3589437E-001, 5.2678338E-002
 6.3919949E-001, 4.9665375E-002
 6.4250461E-001, 4.6426085E-002
 6.4580973E-001, 4.2243880E-002
 6.4911485E-001, 3.7686823E-002
 6.5241998E-001, 3.4235285E-002
 6.5572510E-001, 3.2013941E-002
 6.5903022E-001, 2.9831372E-002
 6.6233534E-001, 2.5193709E-002
 6.6515396E-001, 2.1634478E-002
 6.6797259E-001, 1.7219224E-002
 6.7079121E-001, 1.1950940E-002
 6.7360983E-001, 6.3574454E-003
