s,m/s
Time,w
 0.0000000E+000,-3.2956091E-003
 1.0306330E-002,-3.2450648E-003
 2.0612660E-002,-3.0861390E-003
 3.0918990E-002,-1.7482547E-003
 4.1225320E-002, 1.8325507E-003
 5.1531650E-002, 6.9089932E-003
 6.1837980E-002, 1.2368836E-002
 7.2144310E-002, 1.7817352E-002
 8.2450640E-002, 2.3264265E-002
 9.2756970E-002, 2.8767132E-002
 1.0306330E-001, 3.4302166E-002
 1.1336963E-001, 3.9813298E-002
 1.2367596E-001, 4.5244324E-002
 1.3398229E-001, 5.0473772E-002
 1.4428862E-001, 5.5407066E-002
 1.5459495E-001, 5.9522448E-002
 1.6490128E-001, 6.2050379E-002
 1.7520761E-001, 6.3251622E-002
 1.8551394E-001, 6.3064496E-002
 1.9582027E-001, 6.1352582E-002
 2.0612660E-001, 5.8027790E-002
 2.1643293E-001, 5.3600529E-002
 2.2673926E-001, 4.8566058E-002
 2.3704559E-001, 4.3292188E-002
 2.4735192E-001, 3.8692798E-002
 2.5765825E-001, 3.4711661E-002
 2.6796458E-001, 3.1498866E-002
 2.7827091E-001, 2.9956202E-002
 2.8857724E-001, 2.8905382E-002
 2.9888357E-001, 2.7725700E-002
 3.0918990E-001, 2.7249001E-002
 3.1949623E-001, 2.7690834E-002
 3.2980256E-001, 2.5241164E-002
 3.4010889E-001, 1.1981013E-002
 3.5041522E-001,-1.5870759E-004
 3.6072155E-001,-3.4981367E-003
 3.7102788E-001, 6.8586502E-004
 3.8133421E-001, 9.2289172E-003
 3.9164054E-001, 1.9192281E-002
 4.0194687E-001, 2.8961153E-002
 4.1225320E-001, 3.8506781E-002
 4.2255953E-001, 4.8102295E-002
 4.3286586E-001, 5.7145662E-002
 4.4317219E-001, 6.5722396E-002
 4.5347852E-001, 7.3609073E-002
 4.6378485E-001, 8.0715653E-002
 4.7223300E-001, 8.6415869E-002
 4.8068115E-001, 9.3231173E-002
 4.8912930E-001, 9.9232077E-002
 4.9757746E-001, 1.0419686E-001
 5.0495604E-001, 1.0809230E-001
 5.1233463E-001, 1.1337258E-001
 5.1971322E-001, 1.1879438E-001
 5.2613698E-001, 1.2326458E-001
 5.3256075E-001, 1.2883185E-001
 5.3898452E-001, 1.3421594E-001
 5.4540828E-001, 1.3847548E-001
 5.5183205E-001, 1.4147080E-001
 5.5717028E-001, 1.4404284E-001
 5.6250851E-001, 1.4859760E-001
 5.6784674E-001, 1.5306831E-001
 5.7318497E-001, 1.5606155E-001
 5.7852320E-001, 1.5823529E-001
 5.8386143E-001, 1.6047928E-001
 5.8854186E-001, 1.6290309E-001
 5.9322229E-001, 1.6628124E-001
 5.9790272E-001, 1.6903342E-001
 6.0258315E-001, 1.7016442E-001
 6.0726358E-001, 1.7044079E-001
 6.1194401E-001, 1.7084261E-001
 6.1605613E-001, 1.7142215E-001
 6.2016826E-001, 1.7305769E-001
 6.2428039E-001, 1.7474837E-001
 6.2839251E-001, 1.7487725E-001
 6.3250464E-001, 1.7353228E-001
 6.3661677E-001, 1.7162458E-001
 6.4029511E-001, 1.6969602E-001
 6.4397345E-001, 1.6875661E-001
 6.4765180E-001, 1.6760443E-001
 6.5133014E-001, 1.6497287E-001
 6.5500848E-001, 1.6082117E-001
 6.5868683E-001, 1.5631150E-001
 6.6236517E-001, 1.5193606E-001
 6.6604352E-001, 1.4744132E-001
 6.6972186E-001, 1.4274521E-001
 6.7340020E-001, 1.3815468E-001
 6.7707855E-001, 1.3385072E-001
 6.8075689E-001, 1.2962965E-001
 6.8443523E-001, 1.2554577E-001
 6.8811358E-001, 1.2201634E-001
 6.9179192E-001, 1.1919602E-001
 6.9547026E-001, 1.1754808E-001
 6.9914861E-001, 1.1699021E-001
 7.0282695E-001, 1.1729285E-001
 7.0603735E-001, 1.1834708E-001
 7.0924775E-001, 1.2093744E-001
 7.1245815E-001, 1.2272323E-001
 7.1566855E-001, 1.2241885E-001
 7.1887895E-001, 1.2031794E-001
 7.2208935E-001, 1.1711938E-001
 7.2529974E-001, 1.1261323E-001
 7.2851014E-001, 1.0608033E-001
 7.3172054E-001, 9.8786218E-002
 7.3493094E-001, 9.1256087E-002
 7.3814134E-001, 8.4379373E-002
 7.4135174E-001, 7.8948356E-002
 7.4456214E-001, 7.5497835E-002
 7.4777254E-001, 7.5067534E-002
 7.5098294E-001, 7.8586257E-002
 7.5419334E-001, 8.6211861E-002
 7.5740374E-001, 9.7815851E-002
 7.6061413E-001, 1.1299240E-001
 7.6382453E-001, 1.3216140E-001
 7.6703493E-001, 1.5619847E-001
 7.6992239E-001, 1.8219093E-001
 7.7280984E-001, 2.1377499E-001
 7.7569729E-001, 2.4981462E-001
 7.7858475E-001, 2.9163512E-001
 7.8147220E-001, 3.4039153E-001
 7.8435965E-001, 3.9708647E-001
 7.8724711E-001, 4.6230746E-001
 7.9013456E-001, 5.3650160E-001
 7.9302201E-001, 6.1959322E-001
 7.9558004E-001, 6.9700399E-001
 7.9813807E-001, 7.7857165E-001
 8.0069609E-001, 8.5995228E-001
 8.0325412E-001, 9.3766340E-001
 8.0581215E-001, 1.0086427E+000
 8.0837017E-001, 1.0697091E+000
 8.1092820E-001, 1.1182564E+000
 8.1348623E-001, 1.1514343E+000
 8.1604426E-001, 1.1694339E+000
 8.1828034E-001, 1.1725453E+000
 8.2051642E-001, 1.1657625E+000
 8.2275250E-001, 1.1483247E+000
 8.2498858E-001, 1.1202636E+000
 8.2722466E-001, 1.0833151E+000
 8.2946074E-001, 1.0385766E+000
 8.3169682E-001, 9.8844934E-001
 8.3393290E-001, 9.3546291E-001
 8.3616898E-001, 8.8168701E-001
 8.3840506E-001, 8.2948644E-001
 8.4064114E-001, 7.8128509E-001
 8.4287722E-001, 7.3794821E-001
