s,m/s
Time,"w"
 0.0000000E+000, 0.0000000E+000
 6.2500000E-003, 2.1392045E-006
 1.2500000E-002, 8.0647571E-006
 1.8750000E-002, 7.4937578E-005
 2.5000000E-002, 3.7428380E-004
 3.1250000E-002, 1.0720652E-003
 3.7500000E-002, 2.0157319E-003
 4.3750000E-002, 2.9903130E-003
 5.0000000E-002, 3.9812551E-003
 5.6250000E-002, 4.9734263E-003
 6.2500000E-002, 5.9401181E-003
 6.8750000E-002, 6.8729483E-003
 7.5000000E-002, 7.7934915E-003
 8.1250000E-002, 8.7046662E-003
 8.7500000E-002, 9.6183009E-003
 9.3750000E-002, 1.0545987E-002
 1.0000000E-001, 1.1494792E-002
 1.0625000E-001, 1.2458071E-002
 1.1250000E-001, 1.3421155E-002
 1.1875000E-001, 1.4315057E-002
 1.2500000E-001, 1.5018969E-002
 1.3125000E-001, 1.5535257E-002
 1.3750000E-001, 1.5822626E-002
 1.4375000E-001, 1.6102638E-002
 1.5000000E-001, 1.6490161E-002
 1.5625000E-001, 1.7133660E-002
 1.6250000E-001, 1.7952673E-002
 1.6875000E-001, 1.8587213E-002
 1.7500000E-001, 1.8517472E-002
 1.8125000E-001, 1.8098885E-002
 1.8750000E-001, 1.7793819E-002
 1.9375000E-001, 1.7761560E-002
 2.0000000E-001, 1.7990097E-002
 2.0625000E-001, 1.8307596E-002
 2.1250000E-001, 1.8515112E-002
 2.1875000E-001, 1.8474851E-002
 2.2500000E-001, 1.8311148E-002
 2.3125000E-001, 1.8173143E-002
 2.3750000E-001, 1.8257908E-002
 2.4375000E-001, 1.8913955E-002
 2.5000000E-001, 1.9609398E-002
 2.5625000E-001, 1.9731933E-002
 2.6250000E-001, 1.8689205E-002
 2.6875000E-001, 1.4600249E-002
 2.7500000E-001, 6.9425947E-003
 2.8125000E-001, 1.7478432E-004
 2.8750000E-001,-3.2088909E-003
 2.9375000E-001,-1.4034831E-003
 3.0000000E-001, 2.9983099E-003
 3.0625000E-001, 7.4480953E-003
 3.1250000E-001, 1.0699874E-002
 3.1875000E-001, 1.3296373E-002
 3.2500000E-001, 1.4820643E-002
 3.3125000E-001, 1.6013989E-002
 3.3750000E-001, 1.7114871E-002
 3.4375000E-001, 1.8327256E-002
 3.5000000E-001, 1.9741024E-002
 3.5625000E-001, 2.1285306E-002
 3.6250000E-001, 2.2738790E-002
 3.6801076E-001, 2.3833427E-002
 3.7352151E-001, 2.5177597E-002
 3.7903227E-001, 2.6757925E-002
 3.8393572E-001, 2.8127972E-002
 3.8883917E-001, 2.9596873E-002
 3.9374262E-001, 3.1234372E-002
 3.9864607E-001, 3.2935183E-002
 4.0287480E-001, 3.4299393E-002
 4.0710352E-001, 3.5705126E-002
 4.1133225E-001, 3.7284243E-002
 4.1556098E-001, 3.8744111E-002
 4.1928563E-001, 3.9702883E-002
 4.2301029E-001, 4.0812455E-002
 4.2673495E-001, 4.2283655E-002
 4.3045960E-001, 4.3663428E-002
 4.3418426E-001, 4.4676137E-002
 4.3750396E-001, 4.5467866E-002
 4.4082366E-001, 4.6598282E-002
 4.4414336E-001, 4.8127276E-002
 4.4704983E-001, 4.9444996E-002
 4.4995629E-001, 5.0777473E-002
 4.5286275E-001, 5.2169784E-002
 4.5576922E-001, 5.3391058E-002
 4.5867568E-001, 5.4281474E-002
 4.6158214E-001, 5.5039989E-002
 4.6448861E-001, 5.5856909E-002
 4.6710191E-001, 5.6751212E-002
 4.6971520E-001, 5.7972841E-002
 4.7232850E-001, 5.9485262E-002
 4.7494180E-001, 6.1023221E-002
 4.7755510E-001, 6.2307699E-002
 4.8016840E-001, 6.3266713E-002
 4.8278170E-001, 6.4188247E-002
 4.8539500E-001, 6.5195142E-002
 4.8800830E-001, 6.6363130E-002
 4.9062159E-001, 6.7680028E-002
 4.9323489E-001, 6.9084634E-002
 4.9584819E-001, 7.0485290E-002
 4.9846149E-001, 7.1857424E-002
 5.0107479E-001, 7.3223862E-002
 5.0368809E-001, 7.4622786E-002
 5.0630139E-001, 7.6091704E-002
 5.0891469E-001, 7.7628899E-002
 5.1152798E-001, 7.9200021E-002
 5.1414128E-001, 8.0756380E-002
 5.1675458E-001, 8.2242427E-002
 5.1903640E-001, 8.3535496E-002
 5.2131823E-001, 8.5230792E-002
 5.2360005E-001, 8.7185683E-002
 5.2588187E-001, 8.8875210E-002
 5.2816369E-001, 9.0042915E-002
 5.3044551E-001, 9.1028084E-002
 5.3272733E-001, 9.2117407E-002
 5.3500915E-001, 9.3461582E-002
 5.3703435E-001, 9.4937427E-002
 5.3905955E-001, 9.6709000E-002
 5.4108475E-001, 9.8583457E-002
 5.4310995E-001, 1.0017449E-001
 5.4513515E-001, 1.0129174E-001
 5.4716035E-001, 1.0210476E-001
 5.4918555E-001, 1.0298002E-001
 5.5121075E-001, 1.0398609E-001
 5.5323595E-001, 1.0513847E-001
 5.5526115E-001, 1.0639240E-001
 5.5728635E-001, 1.0764752E-001
 5.5931155E-001, 1.0881273E-001
 5.6133675E-001, 1.0984870E-001
 5.6336196E-001, 1.1077910E-001
 5.6538716E-001, 1.1163222E-001
 5.6741236E-001, 1.1245052E-001
 5.6943756E-001, 1.1314925E-001
 5.7124349E-001, 1.1371241E-001
 5.7304942E-001, 1.1450401E-001
 5.7485535E-001, 1.1531460E-001
 5.7666129E-001, 1.1570746E-001
 5.7846722E-001, 1.1554021E-001
 5.8027315E-001, 1.1496565E-001
 5.8207908E-001, 1.1431611E-001
 5.8388502E-001, 1.1367805E-001
 5.8569095E-001, 1.1306312E-001
 5.8749688E-001, 1.1245238E-001
 5.8930281E-001, 1.1181817E-001
 5.9110875E-001, 1.1113816E-001
 5.9291468E-001, 1.1040709E-001
 5.9472061E-001, 1.0962233E-001
 5.9652655E-001, 1.0882029E-001
 5.9833248E-001, 1.0805541E-001
 6.0013841E-001, 1.0735451E-001
 6.0194434E-001, 1.0671106E-001
 6.0375028E-001, 1.0608459E-001
 6.0555621E-001, 1.0542137E-001
 6.0736214E-001, 1.0471776E-001
 6.0893253E-001, 1.0409083E-001
 6.1050292E-001, 1.0374436E-001
 6.1207332E-001, 1.0356700E-001
 6.1364371E-001, 1.0303918E-001
 6.1521410E-001, 1.0201017E-001
 6.1678449E-001, 1.0082766E-001
 6.1835488E-001, 9.9729758E-002
 6.1976466E-001, 9.8892015E-002
 6.2117443E-001, 9.8242480E-002
 6.2258421E-001, 9.7683148E-002
 6.2399398E-001, 9.6901358E-002
 6.2540375E-001, 9.5657483E-002
 6.2681353E-001, 9.4151166E-002
 6.2822330E-001, 9.2554807E-002
 6.2963308E-001, 9.1034970E-002
 6.3104285E-001, 8.9653561E-002
 6.3245263E-001, 8.8318769E-002
 6.3386240E-001, 8.6972085E-002
 6.3511021E-001, 8.5760815E-002
 6.3635802E-001, 8.4692625E-002
 6.3760582E-001, 8.3712381E-002
 6.3885363E-001, 8.2562834E-002
 6.4010144E-001, 8.1105984E-002
 6.4134924E-001, 7.9499520E-002
 6.4259705E-001, 7.7990119E-002
 6.4384486E-001, 7.6706451E-002
 6.4509267E-001, 7.5680737E-002
 6.4634047E-001, 7.4866548E-002
 6.4758828E-001, 7.4169610E-002
 6.4883609E-001, 7.3474986E-002
 6.5008389E-001, 7.2735343E-002
 6.5133170E-001, 7.1937232E-002
 6.5257951E-001, 7.1078429E-002
 6.5382731E-001, 7.0168640E-002
 6.5507512E-001, 6.9208615E-002
 6.5632293E-001, 6.8228922E-002
 6.5757073E-001, 6.7276204E-002
 6.5881854E-001, 6.6401161E-002
 6.6006635E-001, 6.5623022E-002
 6.6131415E-001, 6.4873396E-002
 6.6256196E-001, 6.4101180E-002
 6.6380977E-001, 6.3253616E-002
 6.6505757E-001, 6.2308269E-002
 6.6630538E-001, 6.1275265E-002
 6.6755319E-001, 6.0161331E-002
 6.6880100E-001, 5.8994410E-002
 6.7004880E-001, 5.7855613E-002
 6.7129661E-001, 5.6855098E-002
 6.7254442E-001, 5.6095200E-002
 6.7379222E-001, 5.5618003E-002
 6.7504003E-001, 5.5448020E-002
 6.7628784E-001, 5.5590600E-002
 6.7753564E-001, 5.6024109E-002
 6.7878345E-001, 5.6826368E-002
 6.8003126E-001, 5.8092034E-002
 6.8127906E-001, 5.9858651E-002
 6.8252687E-001, 6.2085806E-002
 6.8377468E-001, 6.4718419E-002
 6.8502248E-001, 6.7819539E-002
 6.8627029E-001, 7.1473569E-002
 6.8751810E-001, 7.5755951E-002
 6.8876590E-001, 8.0663950E-002
 6.9001371E-001, 8.6192399E-002
 6.9126152E-001, 9.2296878E-002
 6.9250932E-001, 9.8868912E-002
 6.9375713E-001, 1.0574741E-001
 6.9500494E-001, 1.1279152E-001
 6.9625275E-001, 1.1996311E-001
 6.9750055E-001, 1.2726427E-001
 6.9874836E-001, 1.3467787E-001
 6.9999617E-001, 1.4214398E-001
 7.0124397E-001, 1.4958016E-001
 7.0249178E-001, 1.5691701E-001
 7.0373959E-001, 1.6410122E-001
 7.0498739E-001, 1.7110954E-001
 7.0623520E-001, 1.7791277E-001
 7.0748301E-001, 1.8442938E-001
 7.0873081E-001, 1.9058849E-001
 7.0985328E-001, 1.9589234E-001
 7.1097575E-001, 2.0112853E-001
 7.1209822E-001, 2.0620655E-001
 7.1322069E-001, 2.1080346E-001
 7.1434316E-001, 2.1460881E-001
 7.1546563E-001, 2.1764489E-001
 7.1658810E-001, 2.2014136E-001
 7.1771057E-001, 2.2219603E-001
 7.1883303E-001, 2.2375075E-001
 7.1995550E-001, 2.2466095E-001
 7.2107797E-001, 2.2492295E-001
 7.2220044E-001, 2.2458537E-001
 7.2332291E-001, 2.2371645E-001
 7.2444538E-001, 2.2231061E-001
 7.2556785E-001, 2.2030546E-001
 7.2669032E-001, 2.1775024E-001
 7.2781279E-001, 2.1469379E-001
 7.2893526E-001, 2.1113750E-001
 7.3005772E-001, 2.0712499E-001
 7.3118019E-001, 2.0266885E-001
 7.3230266E-001, 1.9782209E-001
 7.3342513E-001, 1.9267516E-001
 7.3454760E-001, 1.8734895E-001
 7.3567007E-001, 1.8192712E-001
 7.3679254E-001, 1.7639474E-001
 7.3791501E-001, 1.7072310E-001
 7.3903748E-001, 1.6491230E-001
 7.4015995E-001, 1.5904445E-001
 7.4128241E-001, 1.5321787E-001
 7.4240488E-001, 1.4742809E-001
 7.4352735E-001, 1.4169343E-001
 7.4464982E-001, 1.3602509E-001
 7.4577229E-001, 1.3041055E-001
 7.4689476E-001, 1.2490163E-001
 7.4801723E-001, 1.1954479E-001
 7.4913970E-001, 1.1431548E-001
 7.5026217E-001, 1.0916340E-001
 7.5138464E-001, 1.0408692E-001
 7.5250710E-001, 9.9080571E-002
 7.5362957E-001, 9.4178126E-002
 7.5475204E-001, 8.9527287E-002
 7.5587451E-001, 8.5073646E-002
 7.5699698E-001, 8.0741780E-002
 7.5811945E-001, 7.6427585E-002
 7.5924192E-001, 7.2162594E-002
 7.6036439E-001, 6.8010782E-002
 7.6148686E-001, 6.4029056E-002
 7.6260932E-001, 6.0206727E-002
 7.6373179E-001, 5.6412403E-002
 7.6485426E-001, 5.2623560E-002
 7.6597673E-001, 4.9057273E-002
 7.6709920E-001, 4.5938388E-002
 7.6822167E-001, 4.3239612E-002
 7.6934414E-001, 4.0923238E-002
 7.7046661E-001, 3.8975830E-002
 7.7158908E-001, 3.7312596E-002
 7.7256681E-001, 3.5961740E-002
 7.7354454E-001, 3.5049946E-002
 7.7452227E-001, 3.4420986E-002
 7.7550001E-001, 3.3702141E-002
 7.7647774E-001, 3.2800368E-002
 7.7745547E-001, 3.1825389E-002
 7.7843320E-001, 3.0937730E-002
 7.7941093E-001, 3.0087598E-002
 7.8038867E-001, 2.9239335E-002
 7.8136640E-001, 2.8356736E-002
 7.8234413E-001, 2.7374145E-002
 7.8332186E-001, 2.6256595E-002
 7.8429960E-001, 2.4952628E-002
 7.8527733E-001, 2.3406685E-002
 7.8625506E-001, 2.1553786E-002
 7.8723279E-001, 1.9402630E-002
 7.8809804E-001, 1.7362366E-002
 7.8896330E-001, 1.5387851E-002
 7.8982855E-001, 1.3306743E-002
 7.9069380E-001, 1.1041258E-002
 7.9155905E-001, 8.6957352E-003
 7.9242430E-001, 6.4635219E-003
 7.9328955E-001, 4.4669612E-003
 7.9415480E-001, 2.8447569E-003
 7.9502005E-001, 1.7100244E-003
 7.9588530E-001, 1.0756820E-003
 7.9675056E-001, 1.0174522E-003
 7.9761581E-001, 1.4305025E-003
 7.9848106E-001, 2.2914916E-003
 7.9934631E-001, 3.7344834E-003
 8.0021156E-001, 5.8145653E-003
 8.0107681E-001, 8.4977637E-003
 8.0194206E-001, 1.1635995E-002
 8.0280731E-001, 1.5129584E-002
 8.0367256E-001, 1.8936128E-002
 8.0453782E-001, 2.3024190E-002
 8.0540307E-001, 2.7282405E-002
