s,m/s
Time,w
 0.0000000E+000, 1.3691311E-003
 1.2622625E-002, 1.3606491E-003
 2.5245250E-002, 1.3767345E-003
 3.7867875E-002, 1.9740701E-003
 5.0490499E-002, 3.3988525E-003
 6.3113124E-002, 5.2897346E-003
 7.5735749E-002, 7.3336648E-003
 8.8358374E-002, 9.4438626E-003
 1.0098100E-001, 1.1600769E-002
 1.1360362E-001, 1.3780003E-002
 1.2622625E-001, 1.5999119E-002
 1.3884887E-001, 1.8283775E-002
 1.5147150E-001, 2.0639854E-002
 1.6409412E-001, 2.3040760E-002
 1.7671675E-001, 2.5137646E-002
 1.8933937E-001, 2.5845353E-002
 2.0196200E-001, 2.5394450E-002
 2.1458462E-001, 2.4213441E-002
 2.2720725E-001, 2.2607906E-002
 2.3982987E-001, 2.0699775E-002
 2.5245250E-001, 1.8718536E-002
 2.6507512E-001, 1.6853710E-002
 2.7769775E-001, 1.5252504E-002
 2.9032037E-001, 1.4235314E-002
 3.0294300E-001, 1.4460451E-002
 3.1556562E-001, 1.5135055E-002
 3.2818825E-001, 1.5689715E-002
 3.4081087E-001, 1.6334584E-002
 3.5343350E-001, 1.7185357E-002
 3.6605612E-001, 1.7883335E-002
 3.7867875E-001, 1.6104543E-002
 3.9130137E-001, 1.3877359E-002
 4.0392400E-001, 1.5883724E-002
 4.1654662E-001, 2.1069494E-002
 4.2916925E-001, 2.6440939E-002
 4.4179187E-001, 3.1545535E-002
 4.5441449E-001, 3.6594919E-002
 4.6703712E-001, 4.0217193E-002
 4.7816852E-001, 4.3130469E-002
 4.8929993E-001, 4.6661106E-002
 5.0043133E-001, 5.0055276E-002
 5.0971904E-001, 5.3203594E-002
 5.1900674E-001, 5.7133223E-002
 5.2829445E-001, 6.0888574E-002
 5.3661521E-001, 6.4086632E-002
 5.4493597E-001, 6.7909818E-002
 5.5325674E-001, 7.2474565E-002
 5.6157750E-001, 7.7313024E-002
 5.6883908E-001, 8.1811797E-002
 5.7610066E-001, 8.7018152E-002
 5.8262718E-001, 9.1392323E-002
 5.8915369E-001, 9.5930423E-002
 5.9568020E-001, 1.0054717E-001
 6.0220671E-001, 1.0502933E-001
 6.0873323E-001, 1.0952324E-001
 6.1525974E-001, 1.1419381E-001
 6.2178625E-001, 1.1903960E-001
 6.2831276E-001, 1.2374532E-001
 6.3403143E-001, 1.2781951E-001
 6.3975009E-001, 1.3225321E-001
 6.4546876E-001, 1.3606763E-001
 6.5118742E-001, 1.3849391E-001
 6.5690609E-001, 1.3980191E-001
 6.6168240E-001, 1.4024001E-001
 6.6645870E-001, 1.4082082E-001
 6.7123501E-001, 1.4113669E-001
 6.7601131E-001, 1.3998205E-001
 6.8078762E-001, 1.3707647E-001
 6.8556393E-001, 1.3259251E-001
 6.9034023E-001, 1.2673577E-001
 6.9461845E-001, 1.2071705E-001
 6.9889667E-001, 1.1423069E-001
 7.0317489E-001, 1.0670447E-001
 7.0745311E-001, 9.7590338E-002
 7.1173132E-001, 8.7385919E-002
 7.1600954E-001, 7.6770848E-002
 7.2028776E-001, 6.6340646E-002
 7.2456598E-001, 5.5978955E-002
 7.2832453E-001, 4.7573430E-002
 7.3208309E-001, 3.9088838E-002
 7.3584164E-001, 3.0114890E-002
 7.3960019E-001, 2.0519354E-002
 7.4335874E-001, 1.0889977E-002
 7.4711730E-001, 1.9316081E-003
 7.5087585E-001,-5.9037077E-003
 7.5463440E-001,-1.2597052E-002
 7.5839296E-001,-1.7802454E-002
