s,m/s
Time,w
 0.0000000E+000, 0.0000000E+000
 6.3113124E-003,-1.7885802E-005
 1.2622625E-002,-3.1135902E-005
 1.8933937E-002, 6.3595823E-005
 2.5245250E-002, 5.5786146E-004
 3.1556562E-002, 1.5878902E-003
 3.7867875E-002, 2.9344349E-003
 4.4179187E-002, 4.4271605E-003
 5.0490499E-002, 5.9185674E-003
 5.6801812E-002, 7.3714374E-003
 6.3113124E-002, 8.7648361E-003
 6.9424437E-002, 1.0098426E-002
 7.5735749E-002, 1.1397743E-002
 8.2047062E-002, 1.2660160E-002
 8.8358374E-002, 1.3912308E-002
 9.4669686E-002, 1.5169625E-002
 1.0098100E-001, 1.6423293E-002
 1.0729231E-001, 1.7652050E-002
 1.1360362E-001, 1.8786798E-002
 1.1991494E-001, 1.9749079E-002
 1.2622625E-001, 2.0593689E-002
 1.3253756E-001, 2.1736254E-002
 1.3884887E-001, 2.3435396E-002
 1.4516019E-001, 2.5434805E-002
 1.5147150E-001, 2.6815779E-002
 1.5778281E-001, 2.6805963E-002
 1.6409412E-001, 2.5163859E-002
 1.7040544E-001, 2.2169072E-002
 1.7671675E-001, 1.8461899E-002
 1.8302806E-001, 1.4736616E-002
 1.8933937E-001, 1.1503319E-002
 1.9565069E-001, 9.0828772E-003
 2.0196200E-001, 7.6058602E-003
 2.0827331E-001, 7.0355079E-003
 2.1458462E-001, 7.2382211E-003
 2.2089593E-001, 8.0249741E-003
 2.2720725E-001, 9.1640333E-003
 2.3351856E-001, 1.0439429E-002
 2.3982987E-001, 1.1616543E-002
 2.4614118E-001, 1.1957340E-002
 2.5245250E-001, 8.2979236E-003
 2.5876381E-001, 8.4665458E-004
 2.6507512E-001,-5.0432051E-003
 2.7138643E-001,-5.8585683E-003
 2.7769775E-001,-2.4777299E-003
 2.8400906E-001, 2.5224195E-003
 2.9032037E-001, 7.1854970E-003
 2.9663168E-001, 1.0739103E-002
 3.0294300E-001, 1.3211429E-002
 3.0925431E-001, 1.4902327E-002
 3.1556562E-001, 1.6066139E-002
 3.2187693E-001, 1.6846798E-002
 3.2818825E-001, 1.7347103E-002
 3.3449956E-001, 1.7721598E-002
 3.4081087E-001, 1.8302083E-002
 3.4712218E-001, 1.9432481E-002
 3.5343350E-001, 2.1252120E-002
 3.5974481E-001, 2.3644807E-002
 3.6605612E-001, 2.6344607E-002
 3.7236743E-001, 2.8834997E-002
 3.7867875E-001, 3.0659808E-002
 3.8499006E-001, 3.1892836E-002
 3.9130137E-001, 3.2771262E-002
 3.9670303E-001, 3.3290886E-002
 4.0210469E-001, 3.4139717E-002
 4.0750635E-001, 3.5172677E-002
 4.1290800E-001, 3.6106205E-002
 4.1764842E-001, 3.6838676E-002
 4.2238884E-001, 3.7936650E-002
 4.2712926E-001, 3.9475993E-002
 4.3186968E-001, 4.1181659E-002
 4.3609599E-001, 4.2685679E-002
 4.4032231E-001, 4.4348516E-002
 4.4454863E-001, 4.5965296E-002
 4.4877494E-001, 4.7142416E-002
 4.5225697E-001, 4.7799826E-002
 4.5573899E-001, 4.9161383E-002
 4.5922101E-001, 5.1015005E-002
 4.6270303E-001, 5.2478698E-002
 4.6618506E-001, 5.3299444E-002
 4.6966708E-001, 5.3840226E-002
 4.7314910E-001, 5.4506183E-002
 4.7663112E-001, 5.5518621E-002
 4.8011315E-001, 5.6857027E-002
 4.8359517E-001, 5.8273938E-002
 4.8707719E-001, 5.9598892E-002
 4.9055921E-001, 6.0900072E-002
 4.9368855E-001, 6.2277731E-002
 4.9681789E-001, 6.4251103E-002
 4.9994723E-001, 6.6463736E-002
 5.0307656E-001, 6.8112222E-002
 5.0620590E-001, 6.9027159E-002
 5.0933524E-001, 6.9746991E-002
 5.1246458E-001, 7.0683172E-002
 5.1522326E-001, 7.1790321E-002
 5.1798195E-001, 7.3412849E-002
 5.2074064E-001, 7.5406808E-002
 5.2349933E-001, 7.7079365E-002
 5.2625801E-001, 7.8188633E-002
 5.2871530E-001, 7.9058734E-002
 5.3117258E-001, 8.0617270E-002
 5.3362987E-001, 8.2723306E-002
 5.3608716E-001, 8.4551503E-002
 5.3854444E-001, 8.5652234E-002
 5.4100173E-001, 8.6285592E-002
 5.4345901E-001, 8.6901990E-002
 5.4591630E-001, 8.7719398E-002
 5.4837358E-001, 8.8703837E-002
 5.5083087E-001, 8.9847293E-002
 5.5328815E-001, 9.1119443E-002
 5.5574544E-001, 9.2558405E-002
 5.5820273E-001, 9.4182033E-002
 5.6066001E-001, 9.5887792E-002
 5.6311730E-001, 9.7578514E-002
 5.6557458E-001, 9.9207433E-002
 5.6776800E-001, 1.0065426E-001
 5.6996142E-001, 1.0249029E-001
 5.7215485E-001, 1.0457850E-001
 5.7434827E-001, 1.0621204E-001
 5.7654169E-001, 1.0712625E-001
 5.7873511E-001, 1.0777648E-001
 5.8092853E-001, 1.0864496E-001
 5.8312195E-001, 1.0986753E-001
 5.8531537E-001, 1.1131262E-001
 5.8750879E-001, 1.1282080E-001
 5.8970221E-001, 1.1437762E-001
 5.9189564E-001, 1.1600548E-001
 5.9408906E-001, 1.1769041E-001
 5.9628248E-001, 1.1944002E-001
 5.9847590E-001, 1.2119406E-001
 6.0066932E-001, 1.2294935E-001
 6.0286274E-001, 1.2472474E-001
 6.0505616E-001, 1.2653490E-001
 6.0724958E-001, 1.2837066E-001
 6.0944300E-001, 1.3024503E-001
 6.1163643E-001, 1.3217410E-001
 6.1382985E-001, 1.3417486E-001
 6.1602327E-001, 1.3617339E-001
 6.1821669E-001, 1.3813626E-001
 6.2041011E-001, 1.4010600E-001
 6.2237959E-001, 1.4199730E-001
 6.2434908E-001, 1.4442609E-001
 6.2631856E-001, 1.4700110E-001
 6.2828804E-001, 1.4904140E-001
 6.3025753E-001, 1.5051600E-001
 6.3222701E-001, 1.5184910E-001
 6.3419649E-001, 1.5332928E-001
 6.3616598E-001, 1.5501149E-001
 6.3813546E-001, 1.5677852E-001
 6.4010494E-001, 1.5847945E-001
 6.4207443E-001, 1.6007708E-001
 6.4404391E-001, 1.6166635E-001
 6.4601339E-001, 1.6327460E-001
 6.4798288E-001, 1.6480817E-001
 6.4995236E-001, 1.6621393E-001
 6.5192184E-001, 1.6744807E-001
 6.5389133E-001, 1.6847097E-001
 6.5586081E-001, 1.6928389E-001
 6.5783029E-001, 1.6987472E-001
 6.5979978E-001, 1.7025619E-001
 6.6176926E-001, 1.7039550E-001
 6.6373875E-001, 1.7028383E-001
 6.6570823E-001, 1.6988780E-001
 6.6767771E-001, 1.6921862E-001
 6.6964720E-001, 1.6825177E-001
 6.7161668E-001, 1.6695295E-001
 6.7358616E-001, 1.6511907E-001
 6.7555565E-001, 1.6266271E-001
 6.7752513E-001, 1.5972789E-001
 6.7949461E-001, 1.5640927E-001
 6.8146410E-001, 1.5268522E-001
 6.8343358E-001, 1.4850658E-001
 6.8540306E-001, 1.4374157E-001
 6.8737255E-001, 1.3837019E-001
 6.8934203E-001, 1.3252036E-001
 6.9131151E-001, 1.2627918E-001
 6.9307873E-001, 1.2050033E-001
 6.9484595E-001, 1.1490120E-001
 6.9661317E-001, 1.0906488E-001
 6.9838039E-001, 1.0241706E-001
 7.0014761E-001, 9.5141680E-002
 7.0191482E-001, 8.7828058E-002
 7.0368204E-001, 8.0774569E-002
 7.0544926E-001, 7.4016581E-002
 7.0721648E-001, 6.7562355E-002
 7.0898370E-001, 6.1411775E-002
 7.1075092E-001, 5.5593928E-002
 7.1251813E-001, 5.0182089E-002
 7.1428535E-001, 4.5482229E-002
 7.1605257E-001, 4.1610088E-002
 7.1781979E-001, 3.8734377E-002
 7.1958701E-001, 3.6902284E-002
 7.2135423E-001, 3.5995303E-002
 7.2312145E-001, 3.6016513E-002
 7.2488866E-001, 3.6795780E-002
 7.2646026E-001, 3.8034161E-002
 7.2803185E-001, 4.0236914E-002
 7.2960345E-001, 4.2571736E-002
 7.3117504E-001, 4.4476147E-002
 7.3274664E-001, 4.5752553E-002
 7.3431823E-001, 4.6698610E-002
 7.3588983E-001, 4.7573069E-002
 7.3746142E-001, 4.8396365E-002
 7.3903302E-001, 4.9038467E-002
 7.4060461E-001, 4.9513751E-002
 7.4217621E-001, 4.9770808E-002
 7.4374780E-001, 4.9873770E-002
 7.4531940E-001, 4.9824592E-002
 7.4689099E-001, 4.9716637E-002
 7.4846259E-001, 4.9646992E-002
 7.5003418E-001, 4.9531592E-002
 7.5160578E-001, 4.9431833E-002
 7.5317737E-001, 4.9290764E-002
 7.5474897E-001, 4.9118869E-002
 7.5632056E-001, 4.8895451E-002
 7.5789216E-001, 4.8545798E-002
 7.5946375E-001, 4.7975118E-002
 7.6103535E-001, 4.7317439E-002
 7.6260694E-001, 4.6608237E-002
 7.6417853E-001, 4.5993133E-002
 7.6575013E-001, 4.5158910E-002
 7.6716374E-001, 4.4087593E-002
 7.6857735E-001, 4.2937379E-002
 7.6999096E-001, 4.1488834E-002
 7.7140458E-001, 3.9386581E-002
 7.7281819E-001, 3.6393698E-002
 7.7423180E-001, 3.2751861E-002
 7.7564541E-001, 2.9117009E-002
 7.7705902E-001, 2.5326663E-002
 7.7847264E-001, 2.1407941E-002
 7.7988625E-001, 1.7931115E-002
 7.8129986E-001, 1.4726376E-002
 7.8271347E-001, 1.2547209E-002
 7.8412708E-001, 1.1047998E-002
 7.8554069E-001, 1.1349091E-002
 7.8695431E-001, 1.3707353E-002
 7.8836792E-001, 1.8223637E-002
 7.8978153E-001, 2.6262293E-002
 7.9119514E-001, 3.7650620E-002
 7.9245315E-001, 5.1632764E-002
 7.9371116E-001, 6.9338679E-002
 7.9496917E-001, 9.0593063E-002
 7.9622718E-001, 1.1619460E-001
 7.9748519E-001, 1.4578949E-001
 7.9874320E-001, 1.7894031E-001
 8.0000121E-001, 2.1638409E-001
 8.0125922E-001, 2.5764975E-001
 8.0251723E-001, 3.0171246E-001
 8.0377524E-001, 3.4838012E-001
 8.0503326E-001, 3.9628917E-001
 8.0641707E-001, 4.4960836E-001
 8.0780088E-001, 5.0181253E-001
 8.0918469E-001, 5.5166877E-001
 8.1056850E-001, 5.9831960E-001
 8.1195231E-001, 6.4075972E-001
 8.1333612E-001, 6.7778124E-001
 8.1471994E-001, 7.0789181E-001
 8.1610375E-001, 7.3018721E-001
 8.1748756E-001, 7.4415642E-001
 8.1887137E-001, 7.5001010E-001
 8.2025518E-001, 7.4828729E-001
 8.2163899E-001, 7.3976544E-001
 8.2302280E-001, 7.2561301E-001
 8.2440662E-001, 7.0705955E-001
 8.2579043E-001, 6.8515076E-001
 8.2717424E-001, 6.6114914E-001
 8.2840889E-001, 6.3901203E-001
 8.2964353E-001, 6.1690816E-001
 8.3087818E-001, 5.9450400E-001
 8.3211283E-001, 5.7194590E-001
 8.3334748E-001, 5.4971836E-001
 8.3458212E-001, 5.2860714E-001
 8.3581677E-001, 5.0920843E-001
 8.3705142E-001, 4.9206951E-001
 8.3828607E-001, 4.7792130E-001
 8.3952071E-001, 4.6700315E-001
 8.4075536E-001, 4.6015801E-001
 8.4199001E-001, 4.5792888E-001
 8.4322465E-001, 4.6085200E-001
 8.4445930E-001, 4.6937333E-001
 8.4569395E-001, 4.8400913E-001
 8.4692860E-001, 5.0531656E-001
 8.4816324E-001, 5.3356193E-001
 8.4939789E-001, 5.6940815E-001
 8.5063254E-001, 6.1415117E-001
 8.5186719E-001, 6.6849006E-001
 8.5310183E-001, 7.3439485E-001
 8.5433648E-001, 8.1301657E-001
 8.5557113E-001, 9.0951785E-001
 8.5680578E-001, 1.0283586E+000
 8.5804042E-001, 1.1687349E+000
 8.5927507E-001, 1.3305734E+000
 8.6063318E-001, 1.5294799E+000
 8.6199130E-001, 1.7338882E+000
 8.6334941E-001, 1.9201796E+000
 8.6470752E-001, 2.0711577E+000
 8.6606563E-001, 2.1674817E+000
 8.6742374E-001, 2.1938149E+000
 8.6878186E-001, 2.1717597E+000
 8.7013997E-001, 2.1275921E+000
 8.7149808E-001, 2.0763460E+000
 8.7266208E-001, 2.0459340E+000
 8.7382608E-001, 2.0377077E+000
 8.7499008E-001, 2.0525997E+000
 8.7615408E-001, 2.0863663E+000
 8.7731808E-001, 2.1355248E+000
 8.7848208E-001, 2.1934610E+000
 8.7976247E-001, 2.2616147E+000
 8.8104287E-001, 2.3259848E+000
 8.8232327E-001, 2.3749522E+000
 8.8360367E-001, 2.4112842E+000
 8.8488407E-001, 2.4375600E+000
 8.8616447E-001, 2.4695738E+000
 8.8744487E-001, 2.5101883E+000
 8.8854557E-001, 2.5592222E+000
 8.8964626E-001, 2.6222499E+000
 8.9074696E-001, 2.6864808E+000
 8.9184766E-001, 2.7384817E+000
 8.9294836E-001, 2.7680807E+000
 8.9404906E-001, 2.7648544E+000
 8.9514976E-001, 2.7363778E+000
 8.9625046E-001, 2.6974723E+000
