s,m/s
Time,w
 0.0000000E+000,-8.8509333E-003
 2.5245250E-002,-8.7378705E-003
 5.0490499E-002,-6.0056085E-003
 7.5735749E-002,-1.5089136E-003
 1.0098100E-001, 7.3366399E-003
 1.2622625E-001, 1.6397986E-002
 1.5147150E-001, 2.5487620E-002
 1.7671675E-001, 3.5224957E-002
 2.0196200E-001, 4.5862600E-002
 2.2720725E-001, 5.3788408E-002
 2.5245250E-001, 5.3367470E-002
 2.7769775E-001, 4.7469975E-002
 3.0294300E-001, 4.0667191E-002
 3.2818825E-001, 3.7307034E-002
 3.5343350E-001, 2.5065254E-002
 3.7867875E-001, 2.6472451E-002
 4.0392400E-001, 5.1154515E-002
 4.2524722E-001, 6.7643837E-002
 4.4657044E-001, 7.7267762E-002
 4.6556626E-001, 8.3936107E-002
 4.8456207E-001, 9.4425289E-002
 4.9986946E-001, 1.0472935E-001
 5.1517685E-001, 1.1337335E-001
 5.2796859E-001, 1.1904882E-001
 5.4076032E-001, 1.2352614E-001
 5.5204081E-001, 1.2388237E-001
 5.6332129E-001, 1.2548835E-001
 5.7460178E-001, 1.2376836E-001
 5.8437738E-001, 1.2046560E-001
 5.9415299E-001, 1.1439169E-001
 6.0392859E-001, 1.0474225E-001
 6.1370420E-001, 9.3139264E-002
 6.2347981E-001, 7.8153996E-002
 6.3325541E-001, 5.8640813E-002
 6.4156214E-001, 4.0184908E-002
 6.4986887E-001, 1.8832500E-002
 6.5817560E-001,-2.7546690E-003
 6.6648233E-001,-2.1922101E-002
 6.7478907E-001,-4.2121326E-002
 6.8170194E-001,-5.9765310E-002
 6.8861482E-001,-7.4927638E-002
 6.9552769E-001,-8.8697945E-002
 7.0244057E-001,-9.8872476E-002
 7.0935345E-001,-1.0250499E-001
 7.1626632E-001,-1.0058251E-001
 7.2317920E-001,-9.3713416E-002
 7.3009208E-001,-8.3211306E-002
 7.3618050E-001,-6.9899507E-002
 7.4226892E-001,-5.4873773E-002
 7.4835734E-001,-3.9167467E-002
 7.5444577E-001,-2.4331543E-002
 7.6053419E-001,-1.0987521E-002
 7.6662261E-001, 1.0812332E-003
 7.7271103E-001, 1.0047203E-002
 7.7879946E-001, 1.9784394E-002
 7.8488788E-001, 3.2713696E-002
 7.9097630E-001, 4.5045926E-002
 7.9640007E-001, 5.6462241E-002
 8.0182383E-001, 7.0447050E-002
