s,m/s
Time,w
 0.0000000E+000,-8.8509333E-003
 2.5245250E-002,-8.7379150E-003
 5.0490499E-002,-7.9533293E-003
 7.5735749E-002,-5.5638671E-003
 1.0098100E-001, 5.4397870E-004
 1.2622625E-001, 6.9781223E-003
 1.5147150E-001, 1.3504352E-002
 1.7671675E-001, 2.0436516E-002
 2.0196200E-001, 2.8033088E-002
 2.2720725E-001, 3.6277046E-002
 2.5245250E-001, 4.2825674E-002
 2.7769775E-001, 4.1797090E-002
 3.0294300E-001, 3.7458400E-002
 3.2818825E-001, 3.2786787E-002
 3.5343350E-001, 3.0583297E-002
 3.7867875E-001, 3.2920250E-002
 4.0392400E-001, 3.7861153E-002
 4.2916925E-001, 4.3220681E-002
 4.5177504E-001, 5.0268009E-002
 4.7438084E-001, 6.3122676E-002
 4.9698664E-001, 7.5637322E-002
 5.1663969E-001, 8.6436869E-002
 5.3192689E-001, 1.0102793E-001
 5.4721409E-001, 1.0829999E-001
 5.6041874E-001, 1.1497982E-001
 5.7362340E-001, 1.1900166E-001
 5.8682806E-001, 1.2259925E-001
 5.9843428E-001, 1.2718635E-001
 6.1004051E-001, 1.2631849E-001
 6.2164674E-001, 1.1898638E-001
 6.3198102E-001, 1.1176812E-001
 6.4231530E-001, 1.0255133E-001
 6.5264958E-001, 8.6707394E-002
 6.6159426E-001, 6.8011188E-002
 6.7053893E-001, 4.5342651E-002
 6.7948360E-001, 2.1532460E-002
 6.8842828E-001,-3.4479728E-003
 6.9737295E-001,-3.1454739E-002
 7.0478028E-001,-5.3164795E-002
 7.1218761E-001,-7.3213897E-002
 7.1959494E-001,-8.9429532E-002
 7.2700227E-001,-9.9452706E-002
 7.3360748E-001,-1.0308586E-001
 7.4021270E-001,-1.0028388E-001
 7.4681792E-001,-9.1801644E-002
 7.5342313E-001,-7.8960757E-002
 7.6002835E-001,-6.1320027E-002
 7.6663357E-001,-4.5440630E-002
 7.7323878E-001,-3.0994346E-002
 7.7984400E-001,-2.1336860E-002
 7.8644922E-001,-1.3089168E-002
 7.9305444E-001,-6.4788478E-003
 7.9965965E-001, 3.6611184E-003
 8.0626487E-001, 2.0015935E-002
 8.1287009E-001, 4.8441742E-002
 8.1872444E-001, 8.6296704E-002
 8.2457879E-001, 1.4312445E-001
 8.3043314E-001, 2.1874534E-001
 8.3628750E-001, 3.2063275E-001
