cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,cm,kW/m2,cm,kW/m2
 3.6250000E+001, 1.1726084E+003, 1.1528947E+003, 3.6235734E+000, 1.5956843E+002, 3.5326561E+002, 9.2889525E-001, 6.1970781E-002, 7.3238921E-002, 3.2004317E-002, 3.4487122E-002, 9.6988115E-002, 1.9971137E-002, 6.7324516E-001, 3.0899086E-002, 3.3514099E-003,NaN,NaN,NaN,NaN
 3.6750000E+001, 1.1714318E+003, 1.1508940E+003, 3.6439572E+000, 1.6084251E+002, 3.5582006E+002, 9.3466242E-001, 6.3436598E-002, 7.2942667E-002, 3.1260084E-002, 3.3127074E-002, 9.6238769E-002, 1.9506120E-002, 6.7558068E-001, 3.0210703E-002, 3.2774777E-003,NaN,NaN,NaN,NaN
 3.7250000E+001, 1.1698953E+003, 1.1485477E+003, 3.6632400E+000, 1.6216955E+002, 3.5808976E+002, 9.4073457E-001, 6.4905083E-002, 7.2615401E-002, 3.0541244E-002, 3.1851309E-002, 9.5473755E-002, 1.9056987E-002, 6.7782835E-001, 2.9543825E-002, 3.2058320E-003,NaN,NaN,NaN,NaN
 3.7750000E+001, 1.1677615E+003, 1.1455392E+003, 3.6815592E+000, 1.6366124E+002, 3.6034354E+002, 9.4712932E-001, 6.6386348E-002, 7.2268809E-002, 2.9826512E-002, 3.0630967E-002, 9.4691738E-002, 1.8610430E-002, 6.8003645E-001, 2.8877565E-002, 3.1342401E-003,NaN,NaN,NaN,NaN
 3.8250000E+001, 1.1653546E+003, 1.1421718E+003, 3.6991670E+000, 1.6552906E+002, 3.6301369E+002, 9.5357356E-001, 6.7839964E-002, 7.1907147E-002, 2.9145384E-002, 2.9488231E-002, 9.3915072E-002, 1.8184882E-002, 6.8214132E-001, 2.8241262E-002, 3.0658499E-003,NaN,NaN,NaN,NaN
 3.8750000E+001, 1.1626217E+003, 1.1383612E+003, 3.7161317E+000, 1.6792155E+002, 3.6616331E+002, 9.6004544E-001, 6.9318183E-002, 7.1512519E-002, 2.8478429E-002, 2.8392352E-002, 9.3114023E-002, 1.7768206E-002, 6.8420553E-001, 2.7617133E-002, 2.9987460E-003,NaN,NaN,NaN,NaN
 3.9250000E+001, 1.1593563E+003, 1.1340170E+003, 3.7316926E+000, 1.7069521E+002, 3.6926770E+002, 9.6754683E-001, 7.0742153E-002, 7.1110534E-002, 2.7863864E-002, 2.7357035E-002, 9.2337693E-002, 1.7384277E-002, 6.8614784E-001, 2.7044324E-002, 2.9371400E-003,NaN,NaN,NaN,NaN
 3.9750000E+001, 1.1556636E+003, 1.1292794E+003, 3.7458100E+000, 1.7355437E+002, 3.7216519E+002, 9.7603089E-001, 7.2186958E-002, 7.0675848E-002, 2.7272520E-002, 2.6341433E-002, 9.1542941E-002, 1.7014876E-002, 6.8805722E-001, 2.6494186E-002, 2.8779472E-003,NaN,NaN,NaN,NaN
 4.0250000E+001, 1.1516419E+003, 1.1242972E+003, 3.7592584E+000, 1.7641889E+002, 3.7468380E+002, 9.8476026E-001, 7.3624847E-002, 7.0216419E-002, 2.6716241E-002, 2.5365482E-002, 9.0744942E-002, 1.6667401E-002, 6.8989612E-001, 2.5977633E-002, 2.8223414E-003,NaN,NaN,NaN,NaN
 4.0750000E+001, 1.1478689E+003, 1.1194970E+003, 3.7727486E+000, 1.7942408E+002, 3.7754533E+002, 9.9326949E-001, 7.5048719E-002, 6.9773754E-002, 2.6146788E-002, 2.4401451E-002, 8.9955509E-002, 1.6311685E-002, 6.9173648E-001, 2.5446219E-002, 2.7651506E-003,NaN,NaN,NaN,NaN
 4.1250000E+001, 1.1446515E+003, 1.1152658E+003, 3.7860974E+000, 1.8238359E+002, 3.8065218E+002, 1.0010846E+000, 7.6387551E-002, 6.9368117E-002, 2.5602443E-002, 2.3462975E-002, 8.9218444E-002, 1.5971645E-002, 6.9349982E-001, 2.4940047E-002, 2.7106857E-003,NaN,NaN,NaN,NaN
 4.1750000E+001, 1.1414998E+003, 1.1111003E+003, 3.7990519E+000, 1.8520708E+002, 3.8375270E+002, 1.0083322E+000, 7.7744394E-002, 6.8958572E-002, 2.5043191E-002, 2.2537239E-002, 8.8468225E-002, 1.5622290E-002, 6.9527742E-001, 2.4417682E-002, 2.6544814E-003,NaN,NaN,NaN,NaN
 4.2250000E+001, 1.1381528E+003, 1.1067845E+003, 3.8119787E+000, 1.8797184E+002, 3.8667367E+002, 1.0145481E+000, 7.9083969E-002, 6.8545755E-002, 2.4496340E-002, 2.1657786E-002, 8.7722194E-002, 1.5280688E-002, 6.9700184E-001, 2.3905824E-002, 2.5994009E-003,NaN,NaN,NaN,NaN
 4.2750000E+001, 1.1346362E+003, 1.1023849E+003, 3.8246502E+000, 1.9050332E+002, 3.8920019E+002, 1.0198532E+000, 8.0431186E-002, 6.8126356E-002, 2.3943668E-002, 2.0816025E-002, 8.6965837E-002, 1.4935449E-002, 6.9870876E-001, 2.3385704E-002, 2.5434293E-003,NaN,NaN,NaN,NaN
 4.3250000E+001, 1.1308884E+003, 1.0978362E+003, 3.8363543E+000, 1.9283679E+002, 3.9129358E+002, 1.0252838E+000, 8.1788164E-002, 6.7685263E-002, 2.3404166E-002, 2.0017459E-002, 8.6195753E-002, 1.4598452E-002, 7.0037347E-001, 2.2876259E-002, 2.4885891E-003,NaN,NaN,NaN,NaN
 4.3750000E+001, 1.1270198E+003, 1.0931685E+003, 3.8467051E+000, 1.9513107E+002, 3.9329071E+002, 1.0314890E+000, 8.3149176E-002, 6.7253278E-002, 2.2842514E-002, 1.9241398E-002, 8.5421005E-002, 1.4247607E-002, 7.0204871E-001, 2.2341795E-002, 2.4310696E-003,NaN,NaN,NaN,NaN
 4.4250000E+001, 1.1229455E+003, 1.0883134E+003, 3.8559252E+000, 1.9721571E+002, 3.9504038E+002, 1.0383173E+000, 8.4524117E-002, 6.6812206E-002, 2.2273167E-002, 1.8499590E-002, 8.4632288E-002, 1.3891956E-002, 7.0371327E-001, 2.1797786E-002, 2.3725195E-003,NaN,NaN,NaN,NaN
 4.4750000E+001, 1.1188757E+003, 1.0834438E+003, 3.8645075E+000, 1.9912284E+002, 3.9678625E+002, 1.0453797E+000, 8.5892915E-002, 6.6380352E-002, 2.1693896E-002, 1.7769675E-002, 8.3846606E-002, 1.3530099E-002, 7.0537842E-001, 2.1243041E-002, 2.3128226E-003,NaN,NaN,NaN,NaN
 4.5250000E+001, 1.1148131E+003, 1.0786936E+003, 3.8729195E+000, 2.0120170E+002, 3.9841222E+002, 1.0521221E+000, 8.7255548E-002, 6.5934994E-002, 2.1133080E-002, 1.7076097E-002, 8.3058667E-002, 1.3179782E-002, 7.0699457E-001, 2.0705420E-002, 2.2549532E-003,NaN,NaN,NaN,NaN
 4.5750000E+001, 1.1106999E+003, 1.0739630E+003, 3.8818311E+000, 2.0361814E+002, 4.0010226E+002, 1.0578539E+000, 8.8583983E-002, 6.5498884E-002, 2.0588429E-002, 1.6403521E-002, 8.2289850E-002, 1.2839565E-002, 7.0856523E-001, 2.0183418E-002, 2.1987635E-003,NaN,NaN,NaN,NaN
 4.6250000E+001, 1.1066901E+003, 1.0693838E+003, 3.8910196E+000, 2.0616141E+002, 4.0183638E+002, 1.0628222E+000, 8.9860196E-002, 6.5067010E-002, 2.0083175E-002, 1.5762294E-002, 8.1549439E-002, 1.2523968E-002, 7.1005025E-001, 1.9700406E-002, 2.1467567E-003,NaN,NaN,NaN,NaN
 4.6750000E+001, 1.1025241E+003, 1.0646732E+003, 3.8994652E+000, 2.0848666E+002, 4.0335415E+002, 1.0677864E+000, 9.1090093E-002, 6.4652806E-002, 1.9592152E-002, 1.5149899E-002, 8.0835337E-002, 1.2217258E-002, 7.1148207E-001, 1.9230429E-002, 2.0961566E-003,NaN,NaN,NaN,NaN
 4.7250000E+001, 1.0980226E+003, 1.0596372E+003, 3.9066765E+000, 2.1069561E+002, 4.0473284E+002, 1.0740163E+000, 9.2341427E-002, 6.4204752E-002, 1.9120160E-002, 1.4582487E-002, 8.0098975E-002, 1.1922458E-002, 7.1286793E-001, 1.8777345E-002, 2.0473484E-003,NaN,NaN,NaN,NaN
 4.7750000E+001, 1.0933459E+003, 1.0543436E+003, 3.9131162E+000, 2.1300608E+002, 4.0630864E+002, 1.0807951E+000, 9.3547004E-002, 6.3779969E-002, 1.8654819E-002, 1.4038052E-002, 7.9389863E-002, 1.1631804E-002, 7.1421356E-001, 1.8329820E-002, 1.9991480E-003,NaN,NaN,NaN,NaN
 4.8250000E+001, 1.0888428E+003, 1.0491877E+003, 3.9188904E+000, 2.1519575E+002, 4.0791549E+002, 1.0875247E+000, 9.4712488E-002, 6.3363863E-002, 1.8212178E-002, 1.3515560E-002, 7.8703331E-002, 1.1355333E-002, 7.1550351E-001, 1.7904807E-002, 1.9533653E-003,NaN,NaN,NaN,NaN
 4.8750000E+001, 1.0846703E+003, 1.0443758E+003, 3.9245541E+000, 2.1710110E+002, 4.0940393E+002, 1.0936058E+000, 9.5800554E-002, 6.2999230E-002, 1.7770679E-002, 1.2995039E-002, 7.8068911E-002, 1.1079555E-002, 7.1676314E-001, 1.7480520E-002, 1.9076881E-003,NaN,NaN,NaN,NaN
 4.9250000E+001, 1.0808513E+003, 1.0401181E+003, 3.9308624E+000, 2.1878490E+002, 4.1052459E+002, 1.0985565E+000, 9.6894547E-002, 6.2631893E-002, 1.7324930E-002, 1.2485569E-002, 7.7429122E-002, 1.0801121E-002, 7.1802183E-001, 1.7050796E-002, 1.8614252E-003,NaN,NaN,NaN,NaN
 4.9750000E+001, 1.0771320E+003, 1.0361840E+003, 3.9377577E+000, 2.2033930E+002, 4.1119422E+002, 1.1024862E+000, 9.7994858E-002, 6.2262898E-002, 1.6874876E-002, 1.1978176E-002, 7.6785011E-002, 1.0519997E-002, 7.1928618E-001, 1.6616503E-002, 1.8146715E-003,NaN,NaN,NaN,NaN
 5.0250000E+001, 1.0727631E+003, 1.0316572E+003, 3.9444550E+000, 2.2165088E+002, 4.1130354E+002, 1.1063712E+000, 9.9180422E-002, 6.1821019E-002, 1.6439843E-002, 1.1504883E-002, 7.6077221E-002, 1.0248293E-002, 7.2053964E-001, 1.6196557E-002, 1.7694158E-003,NaN,NaN,NaN,NaN
 5.0750000E+001, 1.0681044E+003, 1.0267348E+003, 3.9499769E+000, 2.2315964E+002, 4.1158598E+002, 1.1111233E+000, 1.0037075E-001, 6.1355680E-002, 1.6031929E-002, 1.1044404E-002, 7.5362674E-002, 9.9935484E-003, 7.2175492E-001, 1.5804220E-002, 1.7271085E-003,NaN,NaN,NaN,NaN
 5.1250000E+001, 1.0629382E+003, 1.0213069E+003, 3.9538911E+000, 2.2508391E+002, 4.1192921E+002, 1.1172434E+000, 1.0158168E-001, 6.0860251E-002, 1.5640747E-002, 1.0617365E-002, 7.4628253E-002, 9.7492745E-003, 7.2293476E-001, 1.5427097E-002, 1.6864154E-003,NaN,NaN,NaN,NaN
 5.1750000E+001, 1.0574683E+003, 1.0155391E+003, 3.9569411E+000, 2.2725757E+002, 4.1243730E+002, 1.1238094E+000, 1.0281461E-001, 6.0357035E-002, 1.5237775E-002, 1.0196423E-002, 7.3878754E-002, 9.4976353E-003, 7.2413149E-001, 1.5037107E-002, 1.6443382E-003,NaN,NaN,NaN,NaN
 5.2250000E+001, 1.0520358E+003, 1.0097897E+003, 3.9601065E+000, 2.2954559E+002, 4.1315532E+002, 1.1294689E+000, 1.0402355E-001, 5.9871071E-002, 1.4829825E-002, 9.7924598E-003, 7.3143344E-002, 9.2428770E-003, 7.2531321E-001, 1.4640949E-002, 1.6016080E-003,NaN,NaN,NaN,NaN
 5.2750000E+001, 1.0470296E+003, 1.0044503E+003, 3.9638630E+000, 2.3196246E+002, 4.1423270E+002, 1.1338864E+000, 1.0520642E-001, 5.9411891E-002, 1.4409782E-002, 9.3822394E-003, 7.2427253E-002, 8.9805490E-003, 7.2650380E-001, 1.4232139E-002, 1.5575355E-003,NaN,NaN,NaN,NaN
 5.3250000E+001, 1.0420008E+003, 9.9909224E+002, 3.9673697E+000, 2.3412458E+002, 4.1511973E+002, 1.1377979E+000, 1.0641775E-001, 5.8933617E-002, 1.3986560E-002, 8.9856723E-003, 7.1690072E-002, 8.7162424E-003, 7.2769843E-001, 1.3819667E-002, 1.5130595E-003,NaN,NaN,NaN,NaN
 5.3750000E+001, 1.0366380E+003, 9.9339218E+002, 3.9697570E+000, 2.3580512E+002, 4.1549740E+002, 1.1424473E+000, 1.0767543E-001, 5.8418844E-002, 1.3567656E-002, 8.6040977E-003, 7.0919032E-002, 8.4546506E-003, 7.2889402E-001, 1.3411110E-002, 1.4689832E-003,NaN,NaN,NaN,NaN
 5.4250000E+001, 1.0311166E+003, 9.8746934E+002, 3.9711549E+000, 2.3722136E+002, 4.1570717E+002, 1.1479425E+000, 1.0889819E-001, 5.7912114E-002, 1.3165478E-002, 8.2527241E-003, 7.0166218E-002, 8.2035089E-003, 7.3003669E-001, 1.3017927E-002, 1.4265591E-003,NaN,NaN,NaN,NaN
 5.4750000E+001, 1.0247196E+003, 9.8056208E+002, 3.9716305E+000, 2.3860716E+002, 4.1573433E+002, 1.1535501E+000, 1.1013371E-001, 5.7386761E-002, 1.2773937E-002, 7.9207464E-003, 6.9401283E-002, 7.9590237E-003, 7.3115803E-001, 1.2634426E-002, 1.3851625E-003,NaN,NaN,NaN,NaN
 5.5250000E+001, 1.0195835E+003, 9.7500162E+002, 3.9733809E+000, 2.3990744E+002, 4.1600908E+002, 1.1583057E+000, 1.1125482E-001, 5.6929779E-002, 1.2394757E-002, 7.5948003E-003, 6.8712244E-002, 7.7222345E-003, 7.3222023E-001, 1.2263237E-002, 1.3451226E-003,NaN,NaN,NaN,NaN
 5.5750000E+001, 1.0143774E+003, 9.6938244E+002, 3.9758537E+000, 2.4130468E+002, 4.1639624E+002, 1.1614286E+000, 1.1238306E-001, 5.6456904E-002, 1.2030194E-002, 7.2768381E-003, 6.8016313E-002, 7.4945873E-003, 7.3326272E-001, 1.1907122E-002, 1.3066905E-003,NaN,NaN,NaN,NaN
 5.6250000E+001, 1.0095088E+003, 9.6409768E+002, 3.9767094E+000, 2.4257960E+002, 4.1683228E+002, 1.1649626E+000, 1.1344492E-001, 5.6020529E-002, 1.1677959E-002, 6.9601131E-003, 6.7364443E-002, 7.2746298E-003, 7.3426664E-001, 1.1563478E-002, 1.2696155E-003,NaN,NaN,NaN,NaN
 5.6750000E+001, 1.0044930E+003, 9.5876971E+002, 3.9766185E+000, 2.4378239E+002, 4.1703463E+002, 1.1694196E+000, 1.1449308E-001, 5.5583923E-002, 1.1337173E-002, 6.6557035E-003, 6.6719354E-002, 7.0618273E-003, 7.3524393E-001, 1.1230614E-002, 1.2336960E-003,NaN,NaN,NaN,NaN
 5.7250000E+001, 9.9957723E+002, 9.5351360E+002, 3.9764328E+000, 2.4484471E+002, 4.1724873E+002, 1.1737703E+000, 1.1556056E-001, 5.5141148E-002, 1.0987494E-002, 6.3449190E-003, 6.6062643E-002, 6.8434700E-003, 7.3624274E-001, 1.0888379E-002, 1.1967683E-003,NaN,NaN,NaN,NaN
 5.7750000E+001, 9.9452200E+002, 9.4815524E+002, 3.9766005E+000, 2.4591126E+002, 4.1735198E+002, 1.1771243E+000, 1.1668075E-001, 5.4666883E-002, 1.0628427E-002, 6.0489521E-003, 6.5368622E-002, 6.6192590E-003, 7.3726046E-001, 1.0535522E-002, 1.1586837E-003,NaN,NaN,NaN,NaN
 5.8250000E+001, 9.8918714E+002, 9.4259333E+002, 3.9767237E+000, 2.4704166E+002, 4.1729644E+002, 1.1792573E+000, 1.1784597E-001, 5.4169294E-002, 1.0257871E-002, 5.7569967E-003, 6.4644199E-002, 6.3878772E-003, 7.3830442E-001, 1.0170631E-002, 1.1192958E-003,NaN,NaN,NaN,NaN
 5.8750000E+001, 9.8349737E+002, 9.3679293E+002, 3.9760924E+000, 2.4833201E+002, 4.1705118E+002, 1.1809340E+000, 1.1902984E-001, 5.3648529E-002, 9.8967579E-003, 5.4940121E-003, 6.3902327E-002, 6.1624069E-003, 7.3932370E-001, 9.8144898E-003, 1.0808327E-003,NaN,NaN,NaN,NaN
 5.9250000E+001, 9.7768332E+002, 9.3090806E+002, 3.9744400E+000, 2.4952276E+002, 4.1661026E+002, 1.1831012E+000, 1.2018595E-001, 5.3123675E-002, 9.5669875E-003, 5.2426528E-003, 6.3175661E-002, 5.9565278E-003, 7.4028924E-001, 9.4904072E-003, 1.0458056E-003,NaN,NaN,NaN,NaN
 5.9750000E+001, 9.7166133E+002, 9.2480814E+002, 3.9715085E+000, 2.5073131E+002, 4.1621127E+002, 1.1864215E+000, 1.2131578E-001, 5.2594660E-002, 9.2642341E-003, 5.0169662E-003, 6.2461398E-002, 5.7675361E-003, 7.4119648E-001, 9.1923815E-003, 1.0135698E-003,NaN,NaN,NaN,NaN
 6.0250000E+001, 9.6581832E+002, 9.1889586E+002, 3.9671625E+000, 2.5185690E+002, 4.1589851E+002, 1.1904789E+000, 1.2242468E-001, 5.2086092E-002, 8.9515297E-003, 4.7948537E-003, 6.1761404E-002, 5.5723162E-003, 7.4210501E-001, 8.8831110E-003, 9.8013860E-004,NaN,NaN,NaN,NaN
 6.0750000E+001, 9.5941542E+002, 9.1249526E+002, 3.9620493E+000, 2.5248901E+002, 4.1490324E+002, 1.1941465E+000, 1.2361169E-001, 5.1517126E-002, 8.6449693E-003, 4.5955427E-003, 6.1004774E-002, 5.3809625E-003, 7.4301819E-001, 8.5794351E-003, 9.4727372E-004,NaN,NaN,NaN,NaN
 6.1250000E+001, 9.5279859E+002, 9.0590698E+002, 3.9576915E+000, 2.5285209E+002, 4.1353387E+002, 1.1975760E+000, 1.2477889E-001, 5.0957397E-002, 8.3439655E-003, 4.3992289E-003, 6.0260787E-002, 5.1930776E-003, 7.4391588E-001, 8.2815697E-003, 9.1503710E-004,NaN,NaN,NaN,NaN
 6.1750000E+001, 9.4624053E+002, 8.9936562E+002, 3.9546110E+000, 2.5301489E+002, 4.1208072E+002, 1.1996744E+000, 1.2590100E-001, 5.0406580E-002, 8.0708779E-003, 4.2221361E-003, 5.9542844E-002, 5.0226365E-003, 7.4475212E-001, 8.0116355E-003, 8.8579991E-004,NaN,NaN,NaN,NaN
 6.2250000E+001, 9.4031300E+002, 8.9342313E+002, 3.9523359E+000, 2.5322330E+002, 4.1096365E+002, 1.2008950E+000, 1.2688643E-001, 4.9937759E-002, 7.8145672E-003, 4.0405108E-003, 5.8917176E-002, 4.8626454E-003, 7.4552379E-001, 7.7590235E-003, 8.5846472E-004,NaN,NaN,NaN,NaN
 6.2750000E+001, 9.3455132E+002, 8.8769403E+002, 3.9503844E+000, 2.5351072E+002, 4.0992652E+002, 1.2025537E+000, 1.2784496E-001, 4.9469270E-002, 7.5808678E-003, 3.8769347E-003, 5.8305714E-002, 4.7167863E-003, 7.4624737E-001, 7.5284656E-003, 8.3349404E-004,NaN,NaN,NaN,NaN
 6.3250000E+001, 9.2932733E+002, 8.8252561E+002, 3.9485016E+000, 2.5393124E+002, 4.0911786E+002, 1.2046403E+000, 1.2872509E-001, 4.9056469E-002, 7.3445879E-003, 3.7081698E-003, 5.7748307E-002, 4.5692902E-003, 7.4694959E-001, 7.2956218E-003, 8.0830814E-004,NaN,NaN,NaN,NaN
 6.3750000E+001, 9.2362523E+002, 8.7700617E+002, 3.9463011E+000, 2.5434439E+002, 4.0793654E+002, 1.2061271E+000, 1.2965849E-001, 4.8597177E-002, 7.1212510E-003, 3.5503943E-003, 5.7152401E-002, 4.4299036E-003, 7.4764831E-001, 7.0756598E-003, 7.8447830E-004,NaN,NaN,NaN,NaN
 6.4250000E+001, 9.1798214E+002, 8.7159295E+002, 3.9436672E+000, 2.5478912E+002, 4.0673708E+002, 1.2065951E+000, 1.3058927E-001, 4.8150309E-002, 6.8834406E-003, 3.3868258E-003, 5.6559999E-002, 4.2814657E-003, 7.4836664E-001, 6.8412860E-003, 7.5910951E-004,NaN,NaN,NaN,NaN
 6.4750000E+001, 9.1207761E+002, 8.6596113E+002, 3.9404784E+000, 2.5529054E+002, 4.0539712E+002, 1.2067309E+000, 1.3157072E-001, 4.7663497E-002, 6.6516592E-003, 3.2336134E-003, 5.5931374E-002, 4.1368132E-003, 7.4908884E-001, 6.6122709E-003, 7.3429371E-004,NaN,NaN,NaN,NaN
 6.5250000E+001, 9.0622235E+002, 8.6040744E+002, 3.9367639E+000, 2.5568019E+002, 4.0391278E+002, 1.2068028E+000, 1.3254145E-001, 4.7187059E-002, 6.4146313E-003, 3.0836613E-003, 5.5309861E-002, 3.9888772E-003, 7.4981084E-001, 6.3780486E-003, 7.0892490E-004,NaN,NaN,NaN,NaN
 6.5750000E+001, 9.0013442E+002, 8.5466788E+002, 3.9326795E+000, 2.5599036E+002, 4.0211791E+002, 1.2072202E+000, 1.3350480E-001, 4.6695815E-002, 6.2039718E-003, 2.9471919E-003, 5.4689768E-002, 3.8574278E-003, 7.5049071E-001, 6.1699679E-003, 6.8635148E-004,NaN,NaN,NaN,NaN
 6.6250000E+001, 8.9419878E+002, 8.4904072E+002, 3.9285705E+000, 2.5634331E+002, 4.0047963E+002, 1.2078544E+000, 1.3445410E-001, 4.6215915E-002, 5.9903531E-003, 2.8121119E-003, 5.4079177E-002, 3.7241240E-003, 7.5116792E-001, 5.9587533E-003, 6.6344792E-004,NaN,NaN,NaN,NaN
 6.6750000E+001, 8.8814049E+002, 8.4332384E+002, 3.9245093E+000, 2.5681892E+002, 3.9886172E+002, 1.2082246E+000, 1.3540920E-001, 4.5720853E-002, 5.7916809E-003, 2.6846236E-003, 5.3462630E-002, 3.6001684E-003, 7.5182485E-001, 5.7621917E-003, 6.4210746E-004,NaN,NaN,NaN,NaN
 6.7250000E+001, 8.8274833E+002, 8.3818758E+002, 3.9204544E+000, 2.5719545E+002, 3.9753611E+002, 1.2087656E+000, 1.3630480E-001, 4.5271224E-002, 5.5838535E-003, 2.5652796E-003, 5.2885782E-002, 3.4704710E-003, 7.5246513E-001, 5.5558688E-003, 6.1974396E-004,NaN,NaN,NaN,NaN
 6.7750000E+001, 8.7770948E+002, 8.3338461E+002, 3.9165265E+000, 2.5730150E+002, 3.9611125E+002, 1.2096727E+000, 1.3711476E-001, 4.4862707E-002, 5.3984704E-003, 2.4582773E-003, 5.2363795E-002, 3.3547835E-003, 7.5304061E-001, 5.3718611E-003, 5.9979529E-004,NaN,NaN,NaN,NaN
 6.8250000E+001, 8.7300493E+002, 8.2884163E+002, 3.9131365E+000, 2.5698572E+002, 3.9455202E+002, 1.2114106E+000, 1.3788295E-001, 4.4481508E-002, 5.2125538E-003, 2.3610913E-003, 5.1868726E-002, 3.2387508E-003, 7.5359480E-001, 5.1870362E-003, 5.7977299E-004,NaN,NaN,NaN,NaN
 6.8750000E+001, 8.6835390E+002, 8.2426150E+002, 3.9099480E+000, 2.5671121E+002, 3.9312167E+002, 1.2143760E+000, 1.3859545E-001, 4.4124332E-002, 5.0456306E-003, 2.2699727E-003, 5.1409346E-002, 3.1345786E-003, 7.5410325E-001, 5.0215765E-003, 5.6184022E-004,NaN,NaN,NaN,NaN
 6.9250000E+001, 8.6357412E+002, 8.1954793E+002, 3.9068978E+000, 2.5631767E+002, 3.9156317E+002, 1.2176323E+000, 1.3935948E-001, 4.3728732E-002, 4.8828519E-003, 2.1834324E-003, 5.0914122E-002, 3.0330133E-003, 7.5462213E-001, 4.8603869E-003, 5.4434448E-004,NaN,NaN,NaN,NaN
 6.9750000E+001, 8.5814138E+002, 8.1435820E+002, 3.9038251E+000, 2.5574712E+002, 3.8942770E+002, 1.2195515E+000, 1.4013908E-001, 4.3313147E-002, 4.7336621E-003, 2.0982626E-003, 5.0407314E-002, 2.9399496E-003, 7.5513018E-001, 4.7131162E-003, 5.2833093E-004,NaN,NaN,NaN,NaN
 7.0250000E+001, 8.5241659E+002, 8.0889134E+002, 3.9000756E+000, 2.5498184E+002, 3.8708263E+002, 1.2203362E+000, 1.4099135E-001, 4.2853263E-002, 4.5777276E-003, 2.0100620E-003, 4.9852108E-002, 2.8426898E-003, 7.5567397E-001, 4.5589113E-003, 5.1155000E-004,NaN,NaN,NaN,NaN
 7.0750000E+001, 8.4644891E+002, 8.0312490E+002, 3.8950968E+000, 2.5422595E+002, 3.8478708E+002, 1.2213857E+000, 1.4183876E-001, 4.2388401E-002, 4.4335079E-003, 1.9241438E-003, 4.9299147E-002, 2.7527538E-003, 7.5620111E-001, 4.4166676E-003, 4.9604935E-004,NaN,NaN,NaN,NaN
 7.1250000E+001, 8.4089316E+002, 7.9764292E+002, 3.8888918E+000, 2.5364062E+002, 3.8294748E+002, 1.2240022E+000, 1.4267932E-001, 4.1930269E-002, 4.2864216E-003, 1.8372353E-003, 4.8751144E-002, 2.6610233E-003, 7.5672976E-001, 4.2712906E-003, 4.8021643E-004,NaN,NaN,NaN,NaN
 7.1750000E+001, 8.3538436E+002, 7.9225642E+002, 3.8826084E+000, 2.5313199E+002, 3.8108152E+002, 1.2281518E+000, 1.4346712E-001, 4.1492381E-002, 4.1615493E-003, 1.7536790E-003, 4.8237054E-002, 2.5831678E-003, 7.5721201E-001, 4.1484335E-003, 4.6680964E-004,NaN,NaN,NaN,NaN
 7.2250000E+001, 8.3020566E+002, 7.8723226E+002, 3.8775412E+000, 2.5265470E+002, 3.7928884E+002, 1.2323829E+000, 1.4422772E-001, 4.1076855E-002, 4.0300023E-003, 1.6745026E-003, 4.7741165E-002, 2.5011309E-003, 7.5768900E-001, 4.0183597E-003, 4.5264051E-004,NaN,NaN,NaN,NaN
 7.2750000E+001, 8.2510718E+002, 7.8237206E+002, 3.8740322E+000, 2.5219826E+002, 3.7743573E+002, 1.2353908E+000, 1.4498388E-001, 4.0663472E-002, 3.8992355E-003, 1.5977370E-003, 4.7247887E-002, 2.4195807E-003, 7.5816180E-001, 3.8885886E-003, 4.3850471E-004,NaN,NaN,NaN,NaN
 7.3250000E+001, 8.1985721E+002, 7.7744555E+002, 3.8706636E+000, 2.5147077E+002, 3.7529360E+002, 1.2375495E+000, 1.4577907E-001, 4.0231717E-002, 3.7563107E-003, 1.5219653E-003, 4.6728753E-002, 2.3304398E-003, 7.5866162E-001, 3.7464148E-003, 4.2302901E-004,NaN,NaN,NaN,NaN
 7.3750000E+001, 8.1446610E+002, 7.7239426E+002, 3.8662132E+000, 2.5064671E+002, 3.7303649E+002, 1.2397865E+000, 1.4657618E-001, 3.9799706E-002, 3.6109589E-003, 1.4504748E-003, 4.6207847E-002, 2.2397820E-003, 7.5916182E-001, 3.6014994E-003, 4.0725893E-004,NaN,NaN,NaN,NaN
 7.4250000E+001, 8.0927477E+002, 7.6751124E+002, 3.8612418E+000, 2.4984134E+002, 3.7093326E+002, 1.2408882E+000, 1.4734995E-001, 3.9378644E-002, 3.4725728E-003, 1.3800998E-003, 4.5702171E-002, 2.1534731E-003, 7.5964500E-001, 3.4636863E-003, 3.9225656E-004,NaN,NaN,NaN,NaN
 7.4750000E+001, 8.0320170E+002, 7.6174877E+002, 3.8554220E+000, 2.4852003E+002, 3.6818534E+002, 1.2409248E+000, 1.4814535E-001, 3.8941103E-002, 3.3352721E-003, 1.3172015E-003, 4.5180672E-002, 2.0678496E-003, 7.6012935E-001, 3.3267982E-003, 3.7734397E-004,NaN,NaN,NaN,NaN
 7.5250000E+001, 7.9813094E+002, 7.5688927E+002, 3.8500008E+000, 2.4746128E+002, 3.6607068E+002, 1.2416240E+000, 1.4889352E-001, 3.8529744E-002, 3.2066711E-003, 1.2540056E-003, 4.4690695E-002, 1.9876522E-003, 7.6058718E-001, 3.1987066E-003, 3.6338902E-004,NaN,NaN,NaN,NaN
