s,m/s
Time,w
 0.0000000E+000,-8.8509333E-003
 2.5245250E-002,-8.7382138E-003
 5.0490499E-002,-8.5871517E-003
 7.5735749E-002,-8.1215194E-003
 1.0098100E-001,-6.3492988E-003
 1.2622625E-001,-3.3028437E-003
 1.5147150E-001, 1.5700645E-003
 1.7671675E-001, 6.6370958E-003
 2.0196200E-001, 1.1771919E-002
 2.2720725E-001, 1.7008614E-002
 2.5245250E-001, 2.2406355E-002
 2.7769775E-001, 2.8257816E-002
 3.0294300E-001, 3.4897783E-002
 3.2818825E-001, 3.6417469E-002
 3.5343350E-001, 3.5148633E-002
 3.7867875E-001, 3.3264958E-002
 4.0392400E-001, 3.1224149E-002
 4.2916925E-001, 3.0185974E-002
 4.5441449E-001, 3.0920338E-002
 4.7965974E-001, 3.3372949E-002
 5.0490499E-001, 3.7602191E-002
 5.3015024E-001, 4.3024691E-002
 5.5539549E-001, 4.9188572E-002
 5.7746107E-001, 5.5166197E-002
 5.9646397E-001, 6.4165553E-002
 6.1303407E-001, 7.2794864E-002
 6.2960416E-001, 7.9702693E-002
 6.4617426E-001, 8.4036530E-002
 6.6019077E-001, 8.6158290E-002
 6.7420729E-001, 9.0122959E-002
 6.8822380E-001, 9.2711021E-002
 6.9982816E-001, 9.1390011E-002
 7.1143252E-001, 8.9127618E-002
 7.2303689E-001, 8.2768131E-002
 7.3207753E-001, 7.7221990E-002
 7.4111818E-001, 7.1803302E-002
 7.5015883E-001, 6.3509510E-002
 7.5919947E-001, 5.2836568E-002
 7.6718340E-001, 4.1433087E-002
 7.7516733E-001, 2.8211260E-002
 7.8315127E-001, 1.3241310E-002
 7.9113520E-001,-4.2250595E-003
 7.9911913E-001,-2.4193202E-002
 8.0710306E-001,-4.5187345E-002
 8.1508699E-001,-6.6498120E-002
 8.2307092E-001,-8.6467275E-002
 8.3105485E-001,-1.0406049E-001
 8.3820915E-001,-1.1663587E-001
 8.4536345E-001,-1.2603629E-001
 8.5251775E-001,-1.3168434E-001
 8.5967205E-001,-1.3288582E-001
 8.6682635E-001,-1.2842412E-001
 8.7398065E-001,-1.1848784E-001
 8.8113495E-001,-1.0420684E-001
 8.8828924E-001,-8.8239702E-002
 8.9544354E-001,-7.2771855E-002
 9.0259784E-001,-5.9433480E-002
 9.0975214E-001,-4.7679426E-002
 9.1599872E-001,-3.7797063E-002
