cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 1.3136364E+001, 9.1753265E+002, 9.1511753E+002, 1.2792019E+000, 1.3577298E+002, 1.7636436E+002, 3.4031961E-001, 1.8365369E-002, 3.6038655E-002, 8.3754613E-002, 1.2207783E-001, 1.0487633E-001, 5.9689439E-002, 5.5356739E-001, 6.8849128E-002, 7.6313419E-003
 1.4540404E+001, 9.3989691E+002, 9.3817317E+002, 1.5859545E+000, 1.3572807E+002, 1.7972797E+002, 3.8717126E-001, 1.7794776E-002, 3.7445098E-002, 8.3889966E-002, 1.1251048E-001, 1.0665209E-001, 5.9780812E-002, 5.6023542E-001, 7.0163917E-002, 7.7871154E-003
 1.5944444E+001, 9.6074809E+002, 9.5982097E+002, 1.7300729E+000, 1.3544709E+002, 1.8269457E+002, 4.0771983E-001, 1.7580866E-002, 3.8835461E-002, 8.3621379E-002, 1.0376036E-001, 1.0812024E-001, 5.9583717E-002, 5.6684695E-001, 7.1017041E-002, 7.8931394E-003
 1.7348485E+001, 9.9649892E+002, 9.9702334E+002, 1.8671376E+000, 1.3315132E+002, 1.8638630E+002, 4.2889097E-001, 1.8347263E-002, 4.1405186E-002, 8.2001793E-002, 8.8682575E-002, 1.1003542E-001, 5.8417174E-002, 5.7981488E-001, 7.1424676E-002, 7.9637048E-003
 1.8752525E+001, 1.0117904E+003, 1.0128036E+003, 2.1176714E+000, 1.3147473E+002, 1.8818728E+002, 4.7342177E-001, 1.9284323E-002, 4.2494677E-002, 8.0832618E-002, 8.2220011E-002, 1.1050670E-001, 5.7577940E-002, 5.8605930E-001, 7.1156377E-002, 7.9464650E-003
 2.0156566E+001, 1.0376169E+003, 1.0389991E+003, 2.2329105E+000, 1.2756062E+002, 1.9219544E+002, 4.9571069E-001, 2.1935320E-002, 4.4334683E-002, 7.8049418E-002, 7.0984717E-002, 1.1073251E-001, 5.5583002E-002, 5.9801624E-001, 6.9985511E-002, 7.8407322E-003
 2.1560606E+001, 1.0481846E+003, 1.0493947E+003, 2.4453505E+000, 1.2597753E+002, 1.9508885E+002, 5.3925250E-001, 2.3355728E-002, 4.5181721E-002, 7.6554128E-002, 6.6123357E-002, 1.1068390E-001, 5.4511744E-002, 6.0358281E-001, 6.9208729E-002, 7.7665548E-003
 2.2964646E+001, 1.0579325E+003, 1.0588567E+003, 2.5435477E+000, 1.2503783E+002, 1.9889723E+002, 5.6187785E-001, 2.4794699E-002, 4.5998946E-002, 7.5023654E-002, 6.1625131E-002, 1.1057414E-001, 5.3415467E-002, 6.0892821E-001, 6.8349519E-002, 7.6832274E-003
 2.4368687E+001, 1.0755632E+003, 1.0757515E+003, 2.6364585E+000, 1.2464852E+002, 2.0856199E+002, 5.8585716E-001, 2.7789369E-002, 4.7517609E-002, 7.1814862E-002, 5.3891921E-002, 1.1010984E-001, 5.1117747E-002, 6.1889182E-001, 6.6287459E-002, 7.4782473E-003
 2.5772727E+001, 1.0830271E+003, 1.0827619E+003, 2.8070963E+000, 1.2449422E+002, 2.1313982E+002, 6.3473657E-001, 2.9406342E-002, 4.8169760E-002, 7.0173464E-002, 5.0548391E-002, 1.0972436E-001, 4.9942862E-002, 6.2356577E-001, 6.5134810E-002, 7.3616020E-003
 2.7176768E+001, 1.0939104E+003, 1.0925227E+003, 2.8856790E+000, 1.2400445E+002, 2.2103744E+002, 6.5847802E-001, 3.3044846E-002, 4.9136560E-002, 6.6881497E-002, 4.4740188E-002, 1.0854966E-001, 4.7587817E-002, 6.3239476E-001, 6.2676712E-002, 7.1087472E-003
 2.8580808E+001, 1.0973354E+003, 1.0950531E+003, 3.0243972E+000, 1.2399704E+002, 2.2533428E+002, 7.1227900E-001, 3.4869056E-002, 4.9526746E-002, 6.5294607E-002, 4.2224418E-002, 1.0789374E-001, 4.6452855E-002, 6.3646312E-001, 6.1446288E-002, 6.9812274E-003
 2.9984848E+001, 1.0999658E+003, 1.0967616E+003, 3.0870593E+000, 1.2477161E+002, 2.2991590E+002, 7.3843748E-001, 3.6674091E-002, 4.9868747E-002, 6.3756911E-002, 3.9902936E-002, 1.0721558E-001, 4.5353214E-002, 6.4033091E-001, 6.0235702E-002, 6.8553471E-003
 3.1388889E+001, 1.1039470E+003, 1.0989657E+003, 3.1459208E+000, 1.2703194E+002, 2.3888169E+002, 7.6392676E-001, 4.0558840E-002, 5.0372499E-002, 6.0650284E-002, 3.5605055E-002, 1.0562553E-001, 4.3132304E-002, 6.4792486E-001, 5.7723292E-002, 6.5921191E-003
 3.2792929E+001, 1.1051743E+003, 1.0991849E+003, 3.2511071E+000, 1.2876872E+002, 2.4367832E+002, 8.2138724E-001, 4.2674990E-002, 5.0542300E-002, 5.9044128E-002, 3.3609028E-002, 1.0469681E-001, 4.1984414E-002, 6.5171600E-001, 5.6385180E-002, 6.4509245E-003
 3.4196970E+001, 1.1053913E+003, 1.0967536E+003, 3.2977647E+000, 1.3581939E+002, 2.5600967E+002, 8.5255312E-001, 4.7178210E-002, 5.0684478E-002, 5.5842362E-002, 2.9873133E-002, 1.0261551E-001, 3.9696915E-002, 6.5917483E-001, 5.3681164E-002, 6.1638365E-003
 3.5601010E+001, 1.1046016E+003, 1.0946492E+003, 3.3850794E+000, 1.3975522E+002, 2.6232399E+002, 9.0573610E-001, 4.9407002E-002, 5.0725026E-002, 5.4276224E-002, 2.8158209E-002, 1.0156315E-001, 3.8578098E-002, 6.6274851E-001, 5.2336740E-002, 6.0208015E-003
 3.7005051E+001, 1.1036749E+003, 1.0912183E+003, 3.4262126E+000, 1.4784904E+002, 2.7510037E+002, 9.3109641E-001, 5.3515227E-002, 5.0918714E-002, 5.1226615E-002, 2.4988679E-002, 9.9647089E-002, 3.6399086E-002, 6.6951953E-001, 4.9681761E-002, 5.7391778E-003
 3.8409091E+001, 1.1038495E+003, 1.0904327E+003, 3.4650695E+000, 1.5191546E+002, 2.8123612E+002, 9.5625308E-001, 5.5511945E-002, 5.1036315E-002, 4.9699164E-002, 2.3524248E-002, 9.8710895E-002, 3.5307611E-002, 6.7280438E-001, 4.8324668E-002, 5.5952760E-003
 3.9813131E+001, 1.1040874E+003, 1.0898696E+003, 3.5394720E+000, 1.5559074E+002, 2.8656676E+002, 9.9759650E-001, 5.7613472E-002, 5.1102881E-002, 4.8144860E-002, 2.2134884E-002, 9.7695892E-002, 3.4197148E-002, 6.7609274E-001, 4.6924693E-002, 5.4462824E-003
 4.1217172E+001, 1.1023172E+003, 1.0862084E+003, 3.5736014E+000, 1.6253556E+002, 2.9623817E+002, 1.0174539E+000, 6.2086154E-002, 5.1010290E-002, 4.5081780E-002, 1.9642723E-002, 9.5433617E-002, 3.2009596E-002, 6.8248534E-001, 4.4124529E-002, 5.1462041E-003
 4.2621212E+001, 1.1005021E+003, 1.0830944E+003, 3.6326743E+000, 1.6604042E+002, 3.0144989E+002, 1.0631727E+000, 6.4233054E-002, 5.0931912E-002, 4.3643780E-002, 1.8532720E-002, 9.4330601E-002, 3.0982755E-002, 6.8545572E-001, 4.2800804E-002, 5.0040275E-003
 4.4025253E+001, 1.0960111E+003, 1.0758847E+003, 3.6599993E+000, 1.7113258E+002, 3.1074924E+002, 1.0876824E+000, 6.8328245E-002, 5.0714659E-002, 4.0973537E-002, 1.6538624E-002, 9.2198482E-002, 2.9076270E-002, 6.9095254E-001, 4.0329855E-002, 4.7380074E-003
 4.5429293E+001, 1.0928112E+003, 1.0715282E+003, 3.6869408E+000, 1.7294934E+002, 3.1390798E+002, 1.1076974E+000, 7.0384859E-002, 5.0533592E-002, 3.9715709E-002, 1.5633034E-002, 9.1102182E-002, 2.8178512E-002, 6.9355245E-001, 3.9159544E-002, 4.6113327E-003
 4.6833333E+001, 1.0888241E+003, 1.0663341E+003, 3.7334025E+000, 1.7486724E+002, 3.1691452E+002, 1.1435192E+000, 7.2484718E-002, 5.0308234E-002, 3.8476678E-002, 1.4771469E-002, 8.9967329E-002, 2.7294347E-002, 6.9611171E-001, 3.8002456E-002, 4.4856724E-003
 4.8237374E+001, 1.0810148E+003, 1.0562258E+003, 3.7522075E+000, 1.8085869E+002, 3.2433949E+002, 1.1592973E+000, 7.6595340E-002, 4.9876692E-002, 3.6024557E-002, 1.3163961E-002, 8.7737832E-002, 2.5544474E-002, 7.0109305E-001, 3.5694344E-002, 4.2350748E-003
 4.9641414E+001, 1.0776991E+003, 1.0518932E+003, 3.7826840E+000, 1.8474749E+002, 3.2897584E+002, 1.1993918E+000, 7.8627914E-002, 4.9703177E-002, 3.4751382E-002, 1.2402374E-002, 8.6638893E-002, 2.4635724E-002, 7.0359812E-001, 3.4480119E-002, 4.1036108E-003
 5.1045455E+001, 1.0691746E+003, 1.0413849E+003, 3.7962871E+000, 1.9245587E+002, 3.3710836E+002, 1.2189187E+000, 8.2744986E-002, 4.9199532E-002, 3.2359828E-002, 1.0994823E-002, 8.4367278E-002, 2.2929385E-002, 7.0836942E-001, 3.2197993E-002, 3.8550739E-003
 5.2449495E+001, 1.0648910E+003, 1.0362727E+003, 3.8083826E+000, 1.9622968E+002, 3.4074848E+002, 1.2388559E+000, 8.4722564E-002, 4.8936179E-002, 3.1237115E-002, 1.0339812E-002, 8.3269453E-002, 2.2128448E-002, 7.1061748E-001, 3.1124565E-002, 3.7379672E-003
 5.3853535E+001, 1.0599042E+003, 1.0304620E+003, 3.8342497E+000, 2.0000695E+002, 3.4411575E+002, 1.2697147E+000, 8.6688142E-002, 4.8639923E-002, 3.0164239E-002, 9.7160911E-003, 8.2168346E-002, 2.1363232E-002, 7.1278504E-001, 3.0098491E-002, 3.6256681E-003
 5.5257576E+001, 1.0494265E+003, 1.0180341E+003, 3.8462316E+000, 2.0752254E+002, 3.5143088E+002, 1.2840146E+000, 9.0386051E-002, 4.8054077E-002, 2.8174672E-002, 8.6046374E-003, 8.0083712E-002, 1.9944336E-002, 7.1678629E-001, 2.8184835E-002, 3.4159050E-003
 5.6661616E+001, 1.0441396E+003, 1.0116462E+003, 3.8618814E+000, 2.1082180E+002, 3.5513171E+002, 1.3190379E+000, 9.2141505E-002, 4.7744276E-002, 2.7266292E-002, 8.1223598E-003, 7.9082467E-002, 1.9296669E-002, 7.1861331E-001, 2.7309376E-002, 3.3195772E-003
 5.8065657E+001, 1.0340569E+003, 9.9936171E+002, 3.8683932E+000, 2.1664360E+002, 3.6178552E+002, 1.3351089E+000, 9.5238228E-002, 4.7196212E-002, 2.5667730E-002, 7.2613956E-003, 7.7317178E-002, 1.8156918E-002, 7.2183949E-001, 2.5769745E-002, 3.1501730E-003
 5.9469697E+001, 1.0300014E+003, 9.9425085E+002, 3.8750361E+000, 2.1924100E+002, 3.6481242E+002, 1.3510031E+000, 9.6631435E-002, 4.6998146E-002, 2.4886513E-002, 6.8447372E-003, 7.6535836E-002, 1.7599658E-002, 7.2337998E-001, 2.5012002E-002, 3.0673918E-003
 6.0873737E+001, 1.0259004E+003, 9.8924241E+002, 3.8927954E+000, 2.2185696E+002, 3.6764150E+002, 1.3732114E+000, 9.8008929E-002, 4.6832210E-002, 2.4072232E-002, 6.4362765E-003, 7.5768565E-002, 1.7018659E-002, 7.2494623E-001, 2.4216653E-002, 2.9808181E-003
 6.2277778E+001, 1.0171565E+003, 9.7928642E+002, 3.9019872E+000, 2.2778651E+002, 3.7299199E+002, 1.3793803E+000, 1.0098318E-001, 4.6389050E-002, 2.2411113E-002, 5.6735816E-003, 7.4080999E-002, 1.5833828E-002, 7.2813523E-001, 2.2585110E-002, 2.8022656E-003
 6.3681818E+001, 1.0117543E+003, 9.7351498E+002, 3.9116212E+000, 2.3061114E+002, 3.7488575E+002, 1.3954380E+000, 1.0262296E-001, 4.6057437E-002, 2.1604620E-002, 5.3194042E-003, 7.3125785E-002, 1.5259018E-002, 7.2972580E-001, 2.1793460E-002, 2.7146470E-003
 6.5085859E+001, 1.0000577E+003, 9.6096434E+002, 3.9108881E+000, 2.3592485E+002, 3.7838196E+002, 1.4079126E+000, 1.0577193E-001, 4.5421328E-002, 2.0049122E-002, 4.6734054E-003, 7.1287351E-002, 1.4150361E-002, 7.3276274E-001, 2.0258812E-002, 2.5448133E-003
 6.6489899E+001, 9.9395838E+002, 9.5445301E+002, 3.9107681E+000, 2.3816549E+002, 3.7976789E+002, 1.4126945E+000, 1.0731467E-001, 4.5112129E-002, 1.9278885E-002, 4.3852882E-003, 7.0383625E-002, 1.3601364E-002, 7.3423883E-001, 1.9491972E-002, 2.4599827E-003
 6.7893939E+001, 9.8735923E+002, 9.4726274E+002, 3.9086548E+000, 2.3995473E+002, 3.8094216E+002, 1.4233935E+000, 1.0885531E-001, 4.4758319E-002, 1.8569268E-002, 4.1130564E-003, 6.9470645E-002, 1.3095835E-002, 7.3563662E-001, 1.8788483E-002, 2.3816015E-003
 6.9297980E+001, 9.7335138E+002, 9.3198087E+002, 3.9069395E+000, 2.4446863E+002, 3.8387479E+002, 1.4334212E+000, 1.1197459E-001, 4.3925931E-002, 1.7283144E-002, 3.6187608E-003, 6.7593035E-002, 1.2180329E-002, 7.3826091E-001, 1.7514759E-002, 2.2381301E-003
 7.0702020E+001, 9.6689629E+002, 9.2515792E+002, 3.9086674E+000, 2.4620167E+002, 3.8467658E+002, 1.4516936E+000, 1.1335540E-001, 4.3589721E-002, 1.6669569E-002, 3.3981922E-003, 6.6768239E-002, 1.1743335E-002, 7.3947216E-001, 1.6903548E-002, 2.1697876E-003
 7.2106061E+001, 9.5438251E+002, 9.1226448E+002, 3.9112117E+000, 2.4902742E+002, 3.8539886E+002, 1.4609263E+000, 1.1613727E-001, 4.2972898E-002, 1.5346985E-002, 2.9706639E-003, 6.5115985E-002, 1.0800970E-002, 7.4199444E-001, 1.5576955E-002, 2.0222588E-003
 7.3510101E+001, 9.4840318E+002, 9.0620388E+002, 3.9200723E+000, 2.5028312E+002, 3.8568127E+002, 1.4756656E+000, 1.1752724E-001, 4.2664691E-002, 1.4684211E-002, 2.7686155E-003, 6.4289002E-002, 1.0328728E-002, 7.4324840E-001, 1.4911252E-002, 1.9482178E-003
 7.4914141E+001, 9.4090348E+002, 8.9857165E+002, 3.9203072E+000, 2.5108959E+002, 3.8520374E+002, 1.4870346E+000, 1.1895256E-001, 4.2299312E-002, 1.4066778E-002, 2.5964929E-003, 6.3427259E-002, 9.8890889E-003, 7.4444083E-001, 1.4288951E-002, 1.8783536E-003
 7.6318182E+001, 9.2716086E+002, 8.8427680E+002, 3.9258675E+000, 2.5236257E+002, 3.8484702E+002, 1.4921373E+000, 1.2181782E-001, 4.1487480E-002, 1.2927160E-002, 2.2812434E-003, 6.1676412E-002, 9.0781512E-003, 7.4670468E-001, 1.3143267E-002, 1.7485960E-003
 7.7722222E+001, 9.2022021E+002, 8.7717069E+002, 3.9301127E+000, 2.5383406E+002, 3.8512976E+002, 1.4946651E+000, 1.2326032E-001, 4.1072519E-002, 1.2361353E-002, 2.1266889E-003, 6.0793255E-002, 8.6755751E-003, 7.4783272E-001, 1.2573207E-002, 1.6839478E-003
 7.9126263E+001, 9.0601620E+002, 8.6316733E+002, 3.9281015E+000, 2.5754870E+002, 3.8539266E+002, 1.4990057E+000, 1.2601878E-001, 4.0293681E-002, 1.1256409E-002, 1.8470264E-003, 5.9105244E-002, 7.8892793E-003, 7.5000333E-001, 1.1454314E-002, 1.5573225E-003
 8.0530303E+001, 8.9916249E+002, 8.5643865E+002, 3.9191373E+000, 2.5910030E+002, 3.8529759E+002, 1.5067912E+000, 1.2730516E-001, 3.9934311E-002, 1.0734920E-002, 1.7220630E-003, 5.8318115E-002, 7.5181485E-003, 7.5101837E-001, 1.0925195E-002, 1.4975021E-003
 8.1934343E+001, 8.9201647E+002, 8.4956219E+002, 3.9158579E+000, 2.5988890E+002, 3.8419064E+002, 1.5107717E+000, 1.2860992E-001, 3.9557275E-002, 1.0222989E-002, 1.5970440E-003, 5.7517140E-002, 7.1539113E-003, 7.5202809E-001, 1.0406877E-002, 1.4386981E-003
 8.3338384E+001, 8.7709359E+002, 8.3510005E+002, 3.9143533E+000, 2.6045302E+002, 3.8131735E+002, 1.5116132E+000, 1.3130791E-001, 3.8704054E-002, 9.2614221E-003, 1.3657416E-003, 5.5843502E-002, 6.4703089E-003, 7.5399034E-001, 9.4327910E-003, 1.3269922E-003
 8.4742424E+001, 8.6906117E+002, 8.2738257E+002, 3.9113195E+000, 2.6030872E+002, 3.7952244E+002, 1.5135100E+000, 1.3271766E-001, 3.8228837E-002, 8.7967754E-003, 1.2614521E-003, 5.4961353E-002, 6.1402177E-003, 7.5496235E-001, 8.9609493E-003, 1.2723660E-003
 8.6146465E+001, 8.5285341E+002, 8.1172142E+002, 3.9064361E+000, 2.6025689E+002, 3.7623833E+002, 1.5159267E+000, 1.3554881E-001, 3.7276081E-002, 7.8580513E-003, 1.0720104E-003, 5.3187601E-002, 5.4733080E-003, 7.5690591E-001, 8.0044766E-003, 1.1616950E-003
 8.7550505E+001, 8.4512897E+002, 8.0435635E+002, 3.8900226E+000, 2.6016849E+002, 3.7436792E+002, 1.5219636E+000, 1.3691490E-001, 3.6817581E-002, 7.4030576E-003, 9.8263705E-004, 5.2331707E-002, 5.1500486E-003, 7.5784446E-001, 7.5401134E-003, 1.1079899E-003
 8.8954545E+001, 8.3767312E+002, 7.9727644E+002, 3.8836721E+000, 2.5957048E+002, 3.7223846E+002, 1.5199978E+000, 1.3825232E-001, 3.6385050E-002, 6.9349945E-003, 8.9544218E-004, 5.1496854E-002, 4.8173556E-003, 7.5878777E-001, 7.0613722E-003, 1.0529385E-003
 9.0358586E+001, 8.2141682E+002, 7.8176725E+002, 3.8780168E+000, 2.5673543E+002, 3.6657494E+002, 1.5155546E+000, 1.4119534E-001, 3.5360702E-002, 6.0014613E-003, 7.2561712E-004, 4.9643196E-002, 4.1544245E-003, 7.6074225E-001, 6.1077527E-003, 9.4193723E-004
 9.1762626E+001, 8.1252738E+002, 7.7339590E+002, 3.8662013E+000, 2.5475943E+002, 3.6284547E+002, 1.5043510E+000, 1.4273392E-001, 3.4774611E-002, 5.5799958E-003, 6.5619042E-004, 4.8662110E-002, 3.8555964E-003, 7.6167729E-001, 5.6790077E-003, 8.9098688E-004
 9.3166667E+001, 7.9493655E+002, 7.5657048E+002, 3.8571748E+000, 2.5081014E+002, 3.5567150E+002, 1.5011204E+000, 1.4553864E-001, 3.3638751E-002, 4.9012837E-003, 5.5059803E-004, 4.6858216E-002, 3.3751015E-003, 7.6326878E-001, 4.9894264E-003, 8.0747771E-004
 9.4570707E+001, 7.8747024E+002, 7.4924912E+002, 3.8384600E+000, 2.4965343E+002, 3.5339127E+002, 1.5014030E+000, 1.4666102E-001, 3.3187219E-002, 4.6261959E-003, 5.0437074E-004, 4.6137408E-002, 3.1803194E-003, 7.6391235E-001, 4.7104177E-003, 7.7377165E-004
 9.5974747E+001, 7.8057816E+002, 7.4264088E+002, 3.8333847E+000, 2.4903235E+002, 3.5143662E+002, 1.5009251E+000, 1.4769007E-001, 3.2776813E-002, 4.3691677E-003, 4.6122966E-004, 4.5477312E-002, 2.9982813E-003, 7.6450821E-001, 4.4490952E-003, 7.4230140E-004
 9.7378788E+001, 7.6659337E+002, 7.2982932E+002, 3.8299575E+000, 2.4841794E+002, 3.4709571E+002, 1.5010607E+000, 1.4976589E-001, 3.1930506E-002, 3.8749362E-003, 3.8127448E-004, 4.4141373E-002, 2.6484622E-003, 7.6567858E-001, 3.9454747E-003, 6.8118252E-004
 9.8782828E+001, 7.5931372E+002, 7.2317620E+002, 3.8233289E+000, 2.4778415E+002, 3.4463109E+002, 1.4974458E+000, 1.5082471E-001, 3.1489576E-002, 3.6344495E-003, 3.4739062E-004, 4.3457330E-002, 2.4783549E-003, 7.6625786E-001, 3.7000321E-003, 6.5115630E-004
 1.0018687E+002, 7.4440711E+002, 7.0951995E+002, 3.8190130E+000, 2.4462691E+002, 3.3794374E+002, 1.4961124E+000, 1.5292109E-001, 3.0565480E-002, 3.2259602E-003, 2.9744922E-004, 4.2091138E-002, 2.1900743E-003, 7.6731848E-001, 3.2824277E-003, 5.9863961E-004
 1.0159091E+002, 7.3695817E+002, 7.0274264E+002, 3.8086851E+000, 2.4235222E+002, 3.3390998E+002, 1.4891282E+000, 1.5393238E-001, 3.0104218E-002, 3.0493351E-003, 2.7898257E-004, 4.1428450E-002, 2.0656591E-003, 7.6780374E-001, 3.1013571E-003, 5.7537045E-004
 1.0299495E+002, 7.2994900E+002, 6.9627033E+002, 3.8023354E+000, 2.3983731E+002, 3.2987343E+002, 1.4862556E+000, 1.5490763E-001, 2.9651914E-002, 2.8892154E-003, 2.6186693E-004, 4.0787868E-002, 1.9529997E-003, 7.6826005E-001, 2.9370334E-003, 5.5397913E-004
 1.0439899E+002, 7.1520714E+002, 6.8267341E+002, 3.7942273E+000, 2.3463097E+002, 3.2151197E+002, 1.4862452E+000, 1.5692864E-001, 2.8677990E-002, 2.6064577E-003, 2.3521365E-004, 3.9452322E-002, 1.7547154E-003, 7.6914573E-001, 2.6480091E-003, 5.1488801E-004
 1.0580303E+002, 7.0754485E+002, 6.7565863E+002, 3.7766268E+000, 2.3211326E+002, 3.1730268E+002, 1.4851083E+000, 1.5794557E-001, 2.8178833E-002, 2.4764019E-003, 2.2386088E-004, 3.8778321E-002, 1.6637074E-003, 7.6957655E-001, 2.5154258E-003, 4.9652654E-004
 1.0720707E+002, 6.9248333E+002, 6.6210920E+002, 3.7694542E+000, 2.2707948E+002, 3.0841960E+002, 1.4798371E+000, 1.5994938E-001, 2.7186223E-002, 2.2321218E-003, 2.0447652E-004, 3.7448143E-002, 1.4929778E-003, 7.7041021E-001, 2.2665903E-003, 4.6160455E-004
 1.0861111E+002, 6.8498299E+002, 6.5540112E+002, 3.7523754E+000, 2.2405020E+002, 3.0350112E+002, 1.4771320E+000, 1.6095235E-001, 2.6677014E-002, 2.1268004E-003, 1.9557109E-004, 3.6779888E-002, 1.4196750E-003, 7.7080841E-001, 2.1599302E-003, 4.4595255E-004
 1.1001515E+002, 6.6974136E+002, 6.4175114E+002, 3.7430023E+000, 2.1775565E+002, 2.9368876E+002, 1.4775657E+000, 1.6297686E-001, 2.5649827E-002, 1.9134433E-003, 1.7680644E-004, 3.5431236E-002, 1.2711641E-003, 7.7161358E-001, 1.9435132E-003, 4.1424332E-004
 1.1141919E+002, 6.6257732E+002, 6.3529626E+002, 3.7309140E+000, 2.1513037E+002, 2.8954344E+002, 1.4795458E+000, 1.6394224E-001, 2.5168853E-002, 1.8000844E-003, 1.6440006E-004, 3.4790244E-002, 1.1920135E-003, 7.7201273E-001, 1.8281690E-003, 3.9789196E-004
 1.1282323E+002, 6.5611291E+002, 6.2946528E+002, 3.7096697E+000, 2.1275054E+002, 2.8585426E+002, 1.4780636E+000, 1.6481990E-001, 2.4736241E-002, 1.6910603E-003, 1.5040858E-004, 3.4208724E-002, 1.1157762E-003, 7.7238409E-001, 1.7171126E-003, 3.8240265E-004
 1.1422727E+002, 6.4411550E+002, 6.1871896E+002, 3.7008024E+000, 2.0783732E+002, 2.7835719E+002, 1.4775126E+000, 1.6640961E-001, 2.3972232E-002, 1.4667600E-003, 1.2370860E-004, 3.3159302E-002, 9.5845294E-004, 7.7308699E-001, 1.4882328E-003, 3.5152198E-004
 1.1563131E+002, 6.3870343E+002, 6.1391820E+002, 3.6849589E+000, 2.0567669E+002, 2.7489062E+002, 1.4713862E+000, 1.6716292E-001, 2.3609416E-002, 1.3614755E-003, 1.1144047E-004, 3.2661816E-002, 8.8462269E-004, 7.7341870E-001, 1.3805614E-003, 3.3696633E-004
 1.1703535E+002, 6.2702098E+002, 6.0352786E+002, 3.6789123E+000, 2.0047684E+002, 2.6714950E+002, 1.4648584E+000, 1.6869102E-001, 2.2849980E-002, 1.1793188E-003, 9.2416310E-005, 3.1647478E-002, 7.5738458E-004, 7.7405303E-001, 1.1950719E-003, 3.1079979E-004
 1.1843939E+002, 6.2143453E+002, 5.9853993E+002, 3.6730017E+000, 1.9783912E+002, 2.6332334E+002, 1.4575472E+000, 1.6939175E-001, 2.2491437E-002, 1.1096447E-003, 8.5834611E-005, 3.1180118E-002, 7.0897411E-004, 7.7432723E-001, 1.1240596E-003, 3.0022923E-004
