s,m/s
Time,w
 0.0000000E+000, 0.0000000E+000
 6.3113124E-003,-1.7891733E-005
 1.2622625E-002,-3.6643107E-005
 1.8933937E-002,-1.9761047E-005
 2.5245250E-002, 1.7966424E-004
 3.1556562E-002, 7.3278980E-004
 3.7867875E-002, 1.5073064E-003
 4.4179187E-002, 2.3211179E-003
 5.0490499E-002, 3.1635398E-003
 5.6801812E-002, 4.0293147E-003
 6.3113124E-002, 4.8964517E-003
 6.9424437E-002, 5.7547682E-003
 7.5735749E-002, 6.5994286E-003
 8.2047062E-002, 7.4308716E-003
 8.8358374E-002, 8.2544900E-003
 9.4669686E-002, 9.0777975E-003
 1.0098100E-001, 9.9116751E-003
 1.0729231E-001, 1.0762570E-002
 1.1360362E-001, 1.1621609E-002
 1.1991494E-001, 1.2485734E-002
 1.2622625E-001, 1.3345092E-002
 1.3253756E-001, 1.4154944E-002
 1.3884887E-001, 1.4810416E-002
 1.4516019E-001, 1.5264421E-002
 1.5147150E-001, 1.5584195E-002
 1.5778281E-001, 1.5790732E-002
 1.6409412E-001, 1.6079947E-002
 1.7040544E-001, 1.6567299E-002
 1.7671675E-001, 1.7611792E-002
 1.8302806E-001, 1.8592205E-002
 1.8933937E-001, 1.8790859E-002
 1.9565069E-001, 1.8069481E-002
 2.0196200E-001, 1.6704545E-002
 2.0827331E-001, 1.5100471E-002
 2.1458462E-001, 1.3572588E-002
 2.2089593E-001, 1.2243588E-002
 2.2720725E-001, 1.1072994E-002
 2.3351856E-001, 1.0198325E-002
 2.3982987E-001, 9.7642963E-003
 2.4614118E-001, 9.6647458E-003
 2.5245250E-001, 9.7805026E-003
 2.5876381E-001, 1.0044641E-002
 2.6507512E-001, 1.0421271E-002
 2.7138643E-001, 1.0866147E-002
 2.7769775E-001, 1.1329669E-002
 2.8400906E-001, 1.1785362E-002
 2.9032037E-001, 1.2223632E-002
 2.9663168E-001, 1.2646105E-002
 3.0294300E-001, 1.3059095E-002
 3.0925431E-001, 1.3473761E-002
 3.1556562E-001, 1.3891731E-002
 3.2187693E-001, 1.4000167E-002
 3.2818825E-001, 1.2326607E-002
 3.3449956E-001, 8.2285432E-003
 3.4081087E-001, 3.7680841E-003
 3.4712218E-001, 1.7579827E-003
 3.5343350E-001, 2.9890763E-003
 3.5974481E-001, 6.2204358E-003
 3.6605612E-001, 9.8617933E-003
 3.7236743E-001, 1.3021697E-002
 3.7867875E-001, 1.5498419E-002
 3.8499006E-001, 1.7434344E-002
 3.9130137E-001, 1.9014096E-002
 3.9761268E-001, 2.0371773E-002
 4.0392400E-001, 2.1612273E-002
 4.1023531E-001, 2.2837714E-002
 4.1654662E-001, 2.4185488E-002
 4.2218248E-001, 2.5825284E-002
 4.2781834E-001, 2.7966713E-002
 4.3345420E-001, 3.0434877E-002
 4.3839709E-001, 3.2730612E-002
 4.4333999E-001, 3.5277387E-002
 4.4762499E-001, 3.7710166E-002
 4.5191000E-001, 4.0305968E-002
 4.5619500E-001, 4.2716607E-002
 4.6048001E-001, 4.4678662E-002
 4.6405364E-001, 4.6004271E-002
 4.6762727E-001, 4.7770448E-002
 4.7120090E-001, 4.9729793E-002
 4.7477453E-001, 5.1124895E-002
 4.7834816E-001, 5.1677231E-002
 4.8192180E-001, 5.1533104E-002
 4.8549543E-001, 5.0867660E-002
 4.8906906E-001, 4.9956123E-002
 4.9228063E-001, 4.9271189E-002
 4.9549219E-001, 4.9110897E-002
 4.9870376E-001, 4.9355823E-002
 5.0191533E-001, 4.9671450E-002
 5.0512690E-001, 5.0015975E-002
 5.0833847E-001, 5.0611144E-002
 5.1155003E-001, 5.1545906E-002
 5.1476160E-001, 5.2721643E-002
 5.1797317E-001, 5.3995365E-002
 5.2118474E-001, 5.5287684E-002
 5.2439630E-001, 5.6534827E-002
 5.2760787E-001, 5.7736172E-002
 5.3081944E-001, 5.8926507E-002
 5.3403101E-001, 6.0183161E-002
 5.3724258E-001, 6.1516293E-002
 5.4012118E-001, 6.2740504E-002
 5.4299979E-001, 6.4262879E-002
 5.4587839E-001, 6.5972311E-002
 5.4875700E-001, 6.7338967E-002
 5.5163560E-001, 6.8172158E-002
 5.5451421E-001, 6.8748788E-002
 5.5739281E-001, 6.9418696E-002
 5.5997886E-001, 7.0287155E-002
 5.6256490E-001, 7.1625178E-002
 5.6515095E-001, 7.3178468E-002
 5.6773700E-001, 7.4462566E-002
 5.7032304E-001, 7.5353401E-002
 5.7290909E-001, 7.6092683E-002
 5.7549514E-001, 7.6959628E-002
 5.7808118E-001, 7.7991485E-002
 5.8066723E-001, 7.9108200E-002
 5.8325328E-001, 8.0258044E-002
 5.8583932E-001, 8.1434817E-002
 5.8842537E-001, 8.2658968E-002
 5.9101142E-001, 8.3955538E-002
 5.9359746E-001, 8.5304274E-002
 5.9618351E-001, 8.6653290E-002
 5.9876955E-001, 8.8018624E-002
 6.0135560E-001, 8.9398756E-002
 6.0394165E-001, 9.0760006E-002
 6.0652769E-001, 9.2100047E-002
 6.0884446E-001, 9.3340242E-002
 6.1116123E-001, 9.4905656E-002
 6.1347800E-001, 9.6725227E-002
 6.1579477E-001, 9.8301497E-002
 6.1811154E-001, 9.9401554E-002
 6.2042831E-001, 1.0031917E-001
 6.2274508E-001, 1.0137652E-001
 6.2506184E-001, 1.0265504E-001
 6.2737861E-001, 1.0409414E-001
 6.2969538E-001, 1.0558667E-001
 6.3201215E-001, 1.0709993E-001
 6.3432892E-001, 1.0867368E-001
 6.3664569E-001, 1.1033459E-001
 6.3896246E-001, 1.1205834E-001
 6.4127923E-001, 1.1379908E-001
 6.4359599E-001, 1.1554311E-001
 6.4591276E-001, 1.1732187E-001
 6.4822953E-001, 1.1916619E-001
 6.5054630E-001, 1.2106074E-001
 6.5286307E-001, 1.2301090E-001
 6.5517984E-001, 1.2502833E-001
 6.5749661E-001, 1.2708940E-001
 6.5981338E-001, 1.2917048E-001
 6.6213015E-001, 1.3125771E-001
 6.6444691E-001, 1.3331953E-001
 6.6676368E-001, 1.3532190E-001
 6.6908045E-001, 1.3727417E-001
 6.7139722E-001, 1.3921561E-001
 6.7371399E-001, 1.4117382E-001
 6.7577560E-001, 1.4296594E-001
 6.7783721E-001, 1.4518279E-001
 6.7989881E-001, 1.4760999E-001
 6.8196042E-001, 1.4960559E-001
 6.8402203E-001, 1.5093219E-001
 6.8608364E-001, 1.5193752E-001
 6.8814525E-001, 1.5296128E-001
 6.9020686E-001, 1.5410131E-001
 6.9226846E-001, 1.5529389E-001
 6.9433007E-001, 1.5642589E-001
 6.9639168E-001, 1.5736713E-001
 6.9845329E-001, 1.5803711E-001
 7.0051490E-001, 1.5845216E-001
 7.0257650E-001, 1.5858358E-001
 7.0463811E-001, 1.5834579E-001
 7.0669972E-001, 1.5766805E-001
 7.0876133E-001, 1.5655781E-001
 7.1082294E-001, 1.5501241E-001
 7.1288455E-001, 1.5301819E-001
 7.1470600E-001, 1.5088365E-001
 7.1652746E-001, 1.4873894E-001
 7.1834892E-001, 1.4637958E-001
 7.2017038E-001, 1.4321454E-001
 7.2199184E-001, 1.3908980E-001
 7.2381330E-001, 1.3438241E-001
 7.2563476E-001, 1.2942960E-001
 7.2745622E-001, 1.2431333E-001
 7.2927768E-001, 1.1902962E-001
 7.3109914E-001, 1.1353845E-001
 7.3292059E-001, 1.0781876E-001
 7.3474205E-001, 1.0188958E-001
 7.3656351E-001, 9.5894269E-002
 7.3838497E-001, 9.0056909E-002
 7.4020643E-001, 8.4546986E-002
 7.4202789E-001, 7.9588239E-002
 7.4384935E-001, 7.5373483E-002
 7.4567081E-001, 7.2044618E-002
 7.4749227E-001, 6.9608393E-002
 7.4931373E-001, 6.7952776E-002
 7.5113519E-001, 6.7015807E-002
 7.5295664E-001, 6.6746050E-002
 7.5477810E-001, 6.7286267E-002
 7.5659956E-001, 6.8776902E-002
 7.5842102E-001, 7.1422049E-002
 7.6024248E-001, 7.5378714E-002
 7.6206394E-001, 8.0765291E-002
 7.6388540E-001, 8.7572082E-002
 7.6570686E-001, 9.5714528E-002
 7.6752832E-001, 1.0501531E-001
 7.6934978E-001, 1.1528533E-001
 7.7117123E-001, 1.2642601E-001
 7.7299269E-001, 1.3864501E-001
 7.7481415E-001, 1.5218824E-001
 7.7663561E-001, 1.6742226E-001
 7.7845707E-001, 1.8473263E-001
 7.8027853E-001, 2.0461465E-001
 7.8209999E-001, 2.2761432E-001
 7.8392145E-001, 2.5410287E-001
 7.8574291E-001, 2.8417888E-001
 7.8756437E-001, 3.1756904E-001
 7.8938583E-001, 3.5348825E-001
 7.9120728E-001, 3.9060380E-001
 7.9302874E-001, 4.2755803E-001
 7.9485020E-001, 4.6284131E-001
 7.9667166E-001, 4.9456062E-001
 7.9849312E-001, 5.2120556E-001
 8.0031458E-001, 5.4166330E-001
 8.0213604E-001, 5.5440077E-001
 8.0395750E-001, 5.5801113E-001
 8.0577896E-001, 5.5208710E-001
 8.0741503E-001, 5.3861203E-001
 8.0905111E-001, 5.1808113E-001
 8.1068718E-001, 4.9194843E-001
 8.1232326E-001, 4.6214652E-001
 8.1395933E-001, 4.3161701E-001
 8.1559541E-001, 4.0311419E-001
 8.1723148E-001, 3.7903000E-001
 8.1886756E-001, 3.6133705E-001
 8.2050363E-001, 3.5201690E-001
 8.2213971E-001, 3.5249620E-001
 8.2377578E-001, 3.6389491E-001
 8.2541186E-001, 3.8661688E-001
 8.2704793E-001, 4.2019361E-001
 8.2868401E-001, 4.6337352E-001
 8.3032008E-001, 5.1355322E-001
 8.3195616E-001, 5.6861169E-001
 8.3359223E-001, 6.2566652E-001
 8.3522831E-001, 6.8229717E-001
 8.3686438E-001, 7.3598688E-001
 8.3850046E-001, 7.8429979E-001
 8.4013653E-001, 8.2509425E-001
 8.4177261E-001, 8.5682123E-001
 8.4340868E-001, 8.7866031E-001
 8.4504476E-001, 8.9076238E-001
 8.4668083E-001, 8.9364184E-001
 8.4831691E-001, 8.8821385E-001
 8.4995298E-001, 8.7581923E-001
 8.5158906E-001, 8.5828983E-001
 8.5322513E-001, 8.3817721E-001
 8.5486121E-001, 8.1837796E-001
 8.5649728E-001, 8.0224539E-001
 8.5813336E-001, 7.9383176E-001
 8.5976943E-001, 7.9835638E-001
 8.6140551E-001, 8.2131818E-001
 8.6304158E-001, 8.6782449E-001
 8.6467766E-001, 9.4149401E-001
 8.6631373E-001, 1.0398208E+000
 8.6794981E-001, 1.1530123E+000
 8.6958588E-001, 1.2639947E+000
 8.7105177E-001, 1.3435116E+000
 8.7251765E-001, 1.3927181E+000
 8.7398353E-001, 1.4045264E+000
 8.7544942E-001, 1.3798045E+000
 8.7691530E-001, 1.3252014E+000
 8.7838118E-001, 1.2524632E+000
 8.7984707E-001, 1.1724334E+000
 8.8131295E-001, 1.0949504E+000
 8.8277883E-001, 1.0284719E+000
 8.8424472E-001, 9.7789251E-001
 8.8571060E-001, 9.4592378E-001
 8.8717648E-001, 9.3403619E-001
 8.8864237E-001, 9.4116042E-001
 8.8984933E-001, 9.5903609E-001
 8.9105629E-001, 9.8628557E-001
 8.9226325E-001, 1.0223031E+000
 8.9347021E-001, 1.0664913E+000
 8.9467717E-001, 1.1189144E+000
 8.9588413E-001, 1.1803381E+000
 8.9709109E-001, 1.2562415E+000
 8.9829805E-001, 1.3353380E+000
 8.9950501E-001, 1.4270708E+000
 9.0071197E-001, 1.5316073E+000
 9.0191893E-001, 1.6590565E+000
 9.0312589E-001, 1.8201732E+000
 9.0433285E-001, 2.0215875E+000
 9.0553981E-001, 2.2325012E+000
 9.0674677E-001, 2.4240274E+000
 9.0795373E-001, 2.5466830E+000
 9.0916069E-001, 2.5790297E+000
 9.1036765E-001, 2.5248867E+000
 9.1157462E-001, 2.4152131E+000
 9.1278158E-001, 2.2895812E+000
 9.1398854E-001, 2.1768901E+000
 9.1519550E-001, 2.0964947E+000
 9.1640246E-001, 2.0474672E+000
 9.1760942E-001, 2.0192374E+000
 9.1881638E-001, 1.9960367E+000
 9.2002334E-001, 1.9653614E+000
 9.2123030E-001, 1.9198443E+000
 9.2243726E-001, 1.8569024E+000
 9.2364422E-001, 1.7799279E+000
 9.2485118E-001, 1.6945058E+000
 9.2605814E-001, 1.6082111E+000
 9.2726510E-001, 1.5284126E+000
 9.2847206E-001, 1.4604373E+000
 9.2967902E-001, 1.4080232E+000
 9.3088598E-001, 1.3719340E+000
 9.3209294E-001, 1.3516789E+000
 9.3329990E-001, 1.3456437E+000
 9.3450686E-001, 1.3522295E+000
 9.3571382E-001, 1.3687158E+000
 9.3692078E-001, 1.3949612E+000
 9.3812774E-001, 1.4287660E+000
 9.3933470E-001, 1.4664837E+000
 9.4054166E-001, 1.5118380E+000
 9.4174862E-001, 1.5624022E+000
 9.4295558E-001, 1.6259227E+000
 9.4416255E-001, 1.7149876E+000
