cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
 6.5500000E+001, 1.1074733E+003, 2.2925094E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4320000E+002, 1.3035000E+001, 5.4090724E-002, 4.6444166E-001, 3.7189932E-001, 3.6708457E-001,NaN,NaN
 6.6500000E+001, 1.0986091E+003, 2.3133256E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.4768000E+002, 1.3234000E+001, 5.2056160E-002, 4.5315604E-001, 3.6219502E-001, 3.5408824E-001,NaN,NaN
 6.7500000E+001, 1.0895326E+003, 2.3354153E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5216000E+002, 1.3433000E+001, 4.8244084E-002, 4.3134177E-001, 3.4416941E-001, 3.2954175E-001,NaN,NaN
 6.8500000E+001, 1.0803774E+003, 2.3577029E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.5664000E+002, 1.3632000E+001, 4.6457955E-002, 4.2079208E-001, 3.3579367E-001, 3.1797805E-001,NaN,NaN
 6.9500000E+001, 1.0713464E+003, 2.3791058E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6112000E+002, 1.3831000E+001, 4.4746383E-002, 4.1046809E-001, 3.2780828E-001, 3.0687680E-001,NaN,NaN
 7.0500000E+001, 1.0624386E+003, 2.3979098E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.6560000E+002, 1.4030000E+001, 4.3105660E-002, 4.0036129E-001, 3.2018891E-001, 2.9622900E-001,NaN,NaN
 7.1500000E+001, 1.0540675E+003, 2.4125207E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7008000E+002, 1.4229000E+001, 4.1532195E-002, 3.9046388E-001, 3.1291241E-001, 2.8602481E-001,NaN,NaN
 7.2500000E+001, 1.0461525E+003, 2.4250325E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7456000E+002, 1.4428000E+001, 4.0022683E-002, 3.8076870E-001, 3.0595677E-001, 2.7625367E-001,NaN,NaN
 7.3500000E+001, 1.0385532E+003, 2.4359840E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.7904000E+002, 1.4627000E+001, 3.8573888E-002, 3.7126910E-001, 2.9930112E-001, 2.6690434E-001,NaN,NaN
 7.4500000E+001, 1.0309807E+003, 2.4466751E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8352000E+002, 1.4826000E+001, 3.7182877E-002, 3.6195903E-001, 2.9292573E-001, 2.5796501E-001,NaN,NaN
 7.5500000E+001, 1.0231229E+003, 2.4590845E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.8800000E+002, 1.5025000E+001, 3.7136370E-002, 3.5396772E-001, 2.9916923E-001, 2.5669260E-001,NaN,NaN
 7.6500000E+001, 1.0153404E+003, 2.4702450E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9248000E+002, 1.5224000E+001, 3.5850120E-002, 3.4478000E-001, 2.9314152E-001, 2.4881301E-001,NaN,NaN
 7.7500000E+001, 1.0079544E+003, 2.4792807E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.9696000E+002, 1.5423000E+001, 3.4611405E-002, 3.3578132E-001, 2.8731924E-001, 2.4128505E-001,NaN,NaN
 7.8500000E+001, 1.0006089E+003, 2.4874974E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0144000E+002, 1.5622000E+001, 3.3418133E-002, 3.2696815E-001, 2.8168941E-001, 2.3409501E-001,NaN,NaN
 7.9500000E+001, 9.9326465E+002, 2.4941146E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.0592000E+002, 1.5821000E+001, 3.2268329E-002, 3.1833709E-001, 2.7623992E-001, 2.2722914E-001,NaN,NaN
 8.0500000E+001, 9.8562823E+002, 2.5003800E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1040000E+002, 1.6020000E+001, 3.1160110E-002, 3.0988486E-001, 2.7095946E-001, 2.2067375E-001,NaN,NaN
 8.1500000E+001, 9.7788170E+002, 2.5090429E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1488000E+002, 1.6219000E+001, 3.0091705E-002, 3.0160831E-001, 2.6583746E-001, 2.1441526E-001,NaN,NaN
 8.2500000E+001, 9.7030202E+002, 2.5186271E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1936000E+002, 1.6418000E+001, 2.9061411E-002, 2.9350441E-001, 2.6086409E-001, 2.0844032E-001,NaN,NaN
 8.3500000E+001, 9.6250168E+002, 2.5281259E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2384000E+002, 1.6617000E+001, 2.8188230E-002, 2.8683433E-001, 2.5539841E-001, 2.0233216E-001,NaN,NaN
 8.4500000E+001, 9.5448804E+002, 2.5374156E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.2832000E+002, 1.6816000E+001, 2.6291933E-002, 2.7142972E-001, 2.4615291E-001, 1.9164063E-001,NaN,NaN
 8.5500000E+001, 9.4635787E+002, 2.5450474E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3280000E+002, 1.7015000E+001, 2.5393409E-002, 2.6397039E-001, 2.4170726E-001, 1.8665190E-001,NaN,NaN
 8.6500000E+001, 9.3872089E+002, 2.5528134E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.3728000E+002, 1.7214000E+001, 2.4526237E-002, 2.5666962E-001, 2.3737022E-001, 1.8188536E-001,NaN,NaN
 8.7500000E+001, 9.3165676E+002, 2.5596097E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4176000E+002, 1.7413000E+001, 2.3689188E-002, 2.4952503E-001, 2.3313537E-001, 1.7732974E-001,NaN,NaN
 8.8500000E+001, 9.2492124E+002, 2.5639356E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.4624000E+002, 1.7612000E+001, 2.2881100E-002, 2.4253419E-001, 2.2899670E-001, 1.7297411E-001,NaN,NaN
 8.9500000E+001, 9.1845942E+002, 2.5657410E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5072000E+002, 1.7811000E+001, 2.2100888E-002, 2.3569479E-001, 2.2494871E-001, 1.6880799E-001,NaN,NaN
 9.0500000E+001, 9.1217076E+002, 2.5633838E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5520000E+002, 1.8010000E+001, 2.3216491E-002, 2.3551667E-001, 2.3434282E-001, 1.7867467E-001,NaN,NaN
 9.1500000E+001, 9.0600683E+002, 2.5586085E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.5968000E+002, 1.8209000E+001, 2.2454729E-002, 2.2889820E-001, 2.3021290E-001, 1.7474756E-001,NaN,NaN
 9.2500000E+001, 9.0005625E+002, 2.5520350E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.6416000E+002, 1.8408000E+001, 2.1005483E-002, 2.1611561E-001, 2.2218957E-001, 1.6734275E-001,NaN,NaN
 9.3500000E+001, 8.9397670E+002, 2.5447495E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.6864000E+002, 1.8607000E+001, 2.0316320E-002, 2.0994608E-001, 2.1828920E-001, 1.6384924E-001,NaN,NaN
 9.4500000E+001, 8.8767708E+002, 2.5396832E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.7312000E+002, 1.8806000E+001, 1.9649754E-002, 2.0392087E-001, 2.1445876E-001, 1.6048516E-001,NaN,NaN
 9.5500000E+001, 8.8100717E+002, 2.5363408E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.7760000E+002, 1.9005000E+001, 1.9005065E-002, 1.9803736E-001, 2.1069528E-001, 1.5724359E-001,NaN,NaN
 9.6500000E+001, 8.7422230E+002, 2.5345308E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.8208000E+002, 1.9204000E+001, 1.8381490E-002, 1.9229297E-001, 2.0699603E-001, 1.5411810E-001,NaN,NaN
 9.7500000E+001, 8.6731414E+002, 2.5324965E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.8656000E+002, 1.9403000E+001, 1.7778294E-002, 1.8668520E-001, 2.0335849E-001, 1.5110268E-001,NaN,NaN
 9.8500000E+001, 8.6045047E+002, 2.5287836E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.9104000E+002, 1.9602000E+001, 1.7194836E-002, 1.8121163E-001, 1.9978033E-001, 1.4819165E-001,NaN,NaN
 9.9500000E+001, 8.5272575E+002, 2.5213932E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.9552000E+002, 1.9801000E+001, 1.6630499E-002, 1.7586986E-001, 1.9625933E-001, 1.4537958E-001,NaN,NaN
 1.0050000E+002, 8.4563146E+002, 2.5176742E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.0000000E+002, 2.0000000E+001, 1.5556534E-002, 1.6557208E-001, 1.8938035E-001, 1.4003253E-001,NaN,NaN
 1.0150000E+002, 8.3837625E+002, 2.5110273E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0250000E+002, 8.3103469E+002, 2.5016844E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0350000E+002, 8.2337753E+002, 2.4898024E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0450000E+002, 8.1583390E+002, 2.4780446E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0550000E+002, 8.0867014E+002, 2.4650581E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0650000E+002, 8.0162124E+002, 2.4500110E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0750000E+002, 7.9448486E+002, 2.4326781E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0850000E+002, 7.8733654E+002, 2.4168076E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0950000E+002, 7.8046914E+002, 2.4019649E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1050000E+002, 7.7376095E+002, 2.3888965E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1150000E+002, 7.6730402E+002, 2.3753275E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1250000E+002, 7.6111650E+002, 2.3622030E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1350000E+002, 7.5493878E+002, 2.3467878E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1450000E+002, 7.4865724E+002, 2.3305453E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1550000E+002, 7.4242538E+002, 2.3144527E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1650000E+002, 7.3655421E+002, 2.3009335E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1750000E+002, 7.3090509E+002, 2.2871230E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1850000E+002, 7.2540105E+002, 2.2723718E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1950000E+002, 7.1991947E+002, 2.2551919E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2050000E+002, 7.1452263E+002, 2.2370792E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2150000E+002, 7.0909770E+002, 2.2175169E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2250000E+002, 7.0380184E+002, 2.1985537E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2350000E+002, 6.9860162E+002, 2.1806518E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2450000E+002, 6.9368671E+002, 2.1645493E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2550000E+002, 6.8903216E+002, 2.1484798E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2650000E+002, 6.8439999E+002, 2.1308491E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2750000E+002, 6.7959986E+002, 2.1134034E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2850000E+002, 6.7428463E+002, 2.0928425E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2950000E+002, 6.6892682E+002, 2.0716908E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3050000E+002, 6.6342050E+002, 2.0503377E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3150000E+002, 6.5813099E+002, 2.0299808E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3250000E+002, 6.5262897E+002, 2.0076168E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3350000E+002, 6.4755679E+002, 1.9869223E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3450000E+002, 6.4267125E+002, 1.9656669E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3550000E+002, 6.3825562E+002, 1.9446331E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3650000E+002, 6.3395527E+002, 1.9240509E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3750000E+002, 6.2995146E+002, 1.9038239E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3850000E+002, 6.2608812E+002, 1.8842456E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3950000E+002, 6.2199900E+002, 1.8602571E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4050000E+002, 6.1831061E+002, 1.8407550E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4150000E+002, 6.1471998E+002, 1.8213295E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4250000E+002, 6.1130790E+002, 1.8063339E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4350000E+002, 6.0794552E+002, 1.7904421E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4450000E+002, 6.0484814E+002, 1.7777626E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4550000E+002, 6.0174809E+002, 1.7632513E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4650000E+002, 5.9897261E+002, 1.7526707E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4750000E+002, 5.9619425E+002, 1.7406391E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4850000E+002, 5.9337883E+002, 1.7292026E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4950000E+002, 5.9022047E+002, 1.7129065E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5050000E+002, 5.8688086E+002, 1.6938759E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5150000E+002, 5.8334591E+002, 1.6716363E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5250000E+002, 5.7980823E+002, 1.6481830E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5350000E+002, 5.7620443E+002, 1.6224958E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5450000E+002, 5.7280089E+002, 1.5956324E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5550000E+002, 5.6956945E+002, 1.5687840E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5650000E+002, 5.6669121E+002, 1.5455348E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5750000E+002, 5.6393954E+002, 1.5247569E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5850000E+002, 5.6123074E+002, 1.5057457E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5950000E+002, 5.5831554E+002, 1.4860004E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6050000E+002, 5.5542248E+002, 1.4672250E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6150000E+002, 5.5253065E+002, 1.4492246E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6250000E+002, 5.4977786E+002, 1.4329254E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6350000E+002, 5.4707014E+002, 1.4167805E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6450000E+002, 5.4445883E+002, 1.4008637E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6550000E+002, 5.4188699E+002, 1.3857165E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6650000E+002, 5.3929763E+002, 1.3709004E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6750000E+002, 5.3664708E+002, 1.3550803E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6850000E+002, 5.3385305E+002, 1.3372350E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6950000E+002, 5.3104961E+002, 1.3200949E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7050000E+002, 5.2838685E+002, 1.3037428E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7150000E+002, 5.2593831E+002, 1.2892003E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7250000E+002, 5.2368342E+002, 1.2753982E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7350000E+002, 5.2166086E+002, 1.2641876E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7450000E+002, 5.1976797E+002, 1.2522351E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7550000E+002, 5.1798615E+002, 1.2419821E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7650000E+002, 5.1624155E+002, 1.2304901E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7750000E+002, 5.1446654E+002, 1.2184452E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7850000E+002, 5.1262537E+002, 1.2033593E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7950000E+002, 5.1068698E+002, 1.1877202E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8050000E+002, 5.0892203E+002, 1.1735703E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8150000E+002, 5.0712751E+002, 1.1593261E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8250000E+002, 5.0537409E+002, 1.1459353E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8350000E+002, 5.0358091E+002, 1.1339004E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
