s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=20,CO2Rear_FDS_RI=20,CORear_FDS_RI=20,UHRear_FDS_RI=20,H2ORear_FDS_RI=20,O2Front_FDS_RI=20,CO2Front_FDS_RI=20,COFront_FDS_RI=20,UHFront_FDS_RI=20,H2OFront_FDS_RI=20,TRSampA_FDS_RI=20,TRSampBB_FDS_RI=20,TFSampA_FDS_RI=20,TFSampBB_FDS_RI=20,ITER_RI=20
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0003676E+001, 1.9065863E-001, 8.0389632E-003, 8.0629363E-008, 2.7512390E-008, 2.4720706E-002, 1.8964673E-001, 8.4968620E-003, 3.3183708E-007, 1.8368419E-007, 2.5633261E-002, 1.2258655E+002, 6.7476070E+001, 1.9520975E+002, 1.0652959E+002, 5.7093411E-001
 2.0005380E+001, 1.4215651E-001, 2.9998324E-002, 2.4955193E-006, 3.4488949E-006, 6.8455267E-002, 1.5150639E-001, 2.5767211E-002, 4.4570669E-007, 1.8150457E-007, 6.0023829E-002, 4.5671752E+002, 3.4994292E+002, 4.0826254E+002, 3.4578806E+002, 1.0000000E+000
 3.0002864E+001, 1.2098279E-001, 3.9589244E-002, 8.8355352E-009, 3.1144679E-009, 8.7546170E-002, 1.0731770E-001, 4.5663259E-002, 9.6841239E-005, 3.3793818E-005, 9.9929373E-002, 4.8875398E+002, 4.5033644E+002, 5.1517730E+002, 4.7511184E+002, 1.0000000E+000
 4.0001008E+001, 1.1361700E-001, 4.2923742E-002, 7.2611490E-007, 1.5335570E-007, 9.4188249E-002, 1.2316151E-001, 3.8574204E-002, 2.4214230E-005, 9.0496231E-006, 8.5596944E-002, 5.2059496E+002, 4.8440150E+002, 5.1218384E+002, 4.8020470E+002, 1.0000000E+000
 5.0003679E+001, 9.7567772E-002, 5.0190514E-002, 1.1916572E-006, 2.9299445E-007, 1.0865986E-001, 1.1784059E-001, 4.0967009E-002, 3.8430107E-005, 1.2766869E-005, 9.0404012E-002, 5.2601788E+002, 4.9855408E+002, 5.1044651E+002, 4.9582012E+002, 1.0000000E+000
 6.0004785E+001, 7.9924351E-002, 5.8180537E-002, 4.6912578E-007, 1.8312223E-007, 1.2456815E-001, 1.1536470E-001, 4.2088519E-002, 3.8340904E-005, 9.7065893E-006, 9.2637021E-002, 5.5451011E+002, 5.1749240E+002, 5.0281552E+002, 4.8906342E+002, 1.0000000E+000
 7.0005518E+001, 7.8682823E-002, 5.8742839E-002, 3.6740278E-007, 1.3616264E-007, 1.2568755E-001, 1.0873882E-001, 4.5115842E-002, 1.5032546E-005, 5.2068696E-006, 9.8595912E-002, 5.3527256E+002, 5.1623908E+002, 5.1613809E+002, 5.0009258E+002, 1.0000000E+000
 8.0001466E+001, 8.2443375E-002, 5.7039513E-002, 7.7794494E-007, 4.1874539E-007, 1.2229696E-001, 1.1392343E-001, 4.2785000E-002, 7.0647120E-007, 2.3512338E-007, 9.3911914E-002, 5.3997358E+002, 5.1497389E+002, 5.2141436E+002, 5.1385017E+002, 1.0000000E+000
 9.0001817E+001, 7.6434036E-002, 5.9760946E-002, 5.1791781E-007, 1.7487027E-007, 1.2771534E-001, 1.1374566E-001, 4.2628735E-002, 2.0517032E-004, 3.5819733E-005, 9.4209374E-002, 5.7507577E+002, 5.4311580E+002, 5.3672334E+002, 5.2604773E+002, 1.0000000E+000
 1.0000523E+002, 8.2381084E-002, 5.7068167E-002, 4.0798331E-007, 1.5685100E-007, 1.2235292E-001, 1.0695521E-001, 4.5933223E-002, 6.6266288E-006, 3.7334337E-006, 1.0019853E-001, 5.6621624E+002, 5.4711809E+002, 5.5477192E+002, 5.2773258E+002, 1.0000000E+000
 1.1000190E+002, 8.9094696E-002, 5.4027616E-002, 8.6490932E-007, 2.7410912E-007, 1.1629967E-001, 1.1008920E-001, 4.4509444E-002, 1.0748921E-005, 3.2806315E-006, 9.7375660E-002, 5.4806665E+002, 5.2837830E+002, 5.8715283E+002, 5.6950507E+002, 1.0000000E+000
 1.2000000E+002, 9.4243696E-002, 5.1696794E-002, 2.5517303E-007, 5.4240284E-008, 1.1165651E-001, 1.1677765E-001, 4.1466429E-002, 2.3155874E-005, 5.6866412E-006, 9.1353073E-002, 5.7144733E+002, 5.4454543E+002, 5.9792608E+002, 5.7805824E+002, 1.0000000E+000
