s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=20,CO2Rear_FDS_RI=20,CORear_FDS_RI=20,UHRear_FDS_RI=20,H2ORear_FDS_RI=20,O2Front_FDS_RI=20,CO2Front_FDS_RI=20,COFront_FDS_RI=20,UHFront_FDS_RI=20,H2OFront_FDS_RI=20,TRSampA_FDS_RI=20,TRSampBB_FDS_RI=20,TFSampA_FDS_RI=20,TFSampBB_FDS_RI=20,ITER_RI=20
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0004523E+001, 1.5677093E-001, 2.2704719E-002, 5.6452660E-004, 3.6791853E-004, 5.5602280E-002, 1.6250087E-001, 1.9391513E-002, 1.1433058E-003, 9.8146941E-004, 5.0723118E-002, 2.5377076E+002, 1.4199428E+002, 2.6789425E+002, 1.6080063E+002, 6.2136827E-001
 2.0000265E+001, 5.5832146E-002, 6.8205477E-002, 7.1731313E-004, 6.9984969E-004, 1.4665951E-001, 7.9697767E-002, 5.6102426E-002, 1.6350405E-003, 3.3354251E-003, 1.2526908E-001, 6.3272576E+002, 5.5123521E+002, 7.2096124E+002, 6.3161258E+002, 1.0000000E+000
 3.0003221E+001, 3.7566057E-002, 7.7296812E-002, 5.5947552E-005, 8.8996325E-006, 1.6279930E-001, 4.1243748E-002, 7.1412351E-002, 3.4628378E-003, 3.5055768E-003, 1.6119764E-001, 6.9397758E+002, 6.3944502E+002, 7.5084497E+002, 7.1500209E+002, 1.0000000E+000
 4.0002973E+001, 3.0165261E-003, 8.8292868E-002, 3.8405635E-003, 3.4855502E-003, 1.9593673E-001, 4.2063204E-002, 7.0144435E-002, 4.1160486E-003, 5.1075071E-003, 1.6060430E-001, 6.7689963E+002, 6.5453028E+002, 7.5688847E+002, 7.3254134E+002, 1.0000000E+000
 5.0005483E+001, 2.7885610E-003, 8.7889060E-002, 4.0646819E-003, 6.1472461E-003, 1.9577691E-001, 4.2091848E-002, 7.1877344E-002, 2.8694955E-003, 1.6862966E-003, 1.6037232E-001, 6.7186991E+002, 6.5076702E+002, 7.9910625E+002, 7.8548040E+002, 1.0000000E+000
 6.0002559E+001, 7.3565517E-007, 8.7847534E-002, 4.8073947E-003, 1.0979644E-002, 1.9786408E-001, 3.8324353E-002, 7.0940323E-002, 4.3444302E-003, 1.1851086E-002, 1.6281056E-001, 6.8972023E+002, 6.7813237E+002, 8.2283930E+002, 8.0138556E+002, 1.0000000E+000
 7.0003675E+001, 8.7962622E-005, 8.5958493E-002, 6.1782423E-003, 1.3995811E-002, 1.9815886E-001, 4.2055210E-002, 6.9612865E-002, 4.5711465E-003, 5.2735409E-003, 1.6089973E-001, 6.7841824E+002, 6.7181710E+002, 8.4641280E+002, 8.2275966E+002, 1.0000000E+000
 8.0000814E+001, 1.9275677E-003, 8.4777766E-002, 6.5386626E-003, 1.3320686E-002, 1.9688699E-001, 2.8765275E-002, 7.4361405E-002, 5.5301623E-003, 7.1232158E-003, 1.7319548E-001, 7.0172434E+002, 6.8989691E+002, 9.4617883E+002, 8.9723377E+002, 1.0000000E+000
 9.0001743E+001, 8.3309558E-004, 8.8889151E-002, 3.9510451E-003, 6.3071911E-003, 1.9742855E-001, 3.4342710E-002, 6.9191221E-002, 7.1868035E-003, 1.5107479E-002, 1.6776443E-001, 7.3419791E+002, 7.1739552E+002, 8.9346701E+002, 8.7449766E+002, 1.0000000E+000
 1.0000346E+002, 8.5666576E-005, 8.4972403E-002, 6.7446745E-003, 1.7604027E-002, 1.9785079E-001, 4.4581220E-002, 6.6812859E-002, 5.4322090E-003, 1.2407446E-002, 1.5782639E-001, 7.1222992E+002, 7.0525757E+002, 8.7094680E+002, 8.4224203E+002, 1.0000000E+000
 1.1000401E+002, 1.7230143E-003, 8.2787344E-002, 7.9042838E-003, 1.8874355E-002, 1.9694222E-001, 3.8251008E-002, 7.1224797E-002, 4.4795686E-003, 7.5539425E-003, 1.6381694E-001, 7.2752670E+002, 7.2321705E+002, 8.6690536E+002, 8.5309396E+002, 1.0000000E+000
 1.2000000E+002, 4.1082268E-004, 8.4490062E-002, 7.1389464E-003, 1.6385672E-002, 1.9807516E-001, 4.4899349E-002, 6.3912544E-002, 7.4466258E-003, 1.7246682E-002, 1.5800824E-001, 7.4540084E+002, 7.3802045E+002, 8.8047274E+002, 8.7363612E+002, 1.0000000E+000
