s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=20,CO2Rear_FDS_RI=20,CORear_FDS_RI=20,UHRear_FDS_RI=20,H2ORear_FDS_RI=20,O2Front_FDS_RI=20,CO2Front_FDS_RI=20,COFront_FDS_RI=20,UHFront_FDS_RI=20,H2OFront_FDS_RI=20,TRSampA_FDS_RI=20,TRSampBB_FDS_RI=20,TFSampA_FDS_RI=20,TFSampBB_FDS_RI=20,ITER_RI=20
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0004139E+001, 2.0371927E-001, 2.1250105E-003, 4.7532669E-009, 4.0597971E-009, 1.2944101E-002, 1.9970295E-001, 3.9436586E-003, 3.3671020E-009, 2.6285810E-009, 1.6565548E-002, 5.8642150E+001, 3.1766353E+001, 9.1824196E+001, 5.6812727E+001, 4.7711917E-001
 2.0005497E+001, 1.8057971E-001, 1.2602933E-002, 1.2999556E-010, 6.8674892E-011, 3.3808643E-002, 1.8401004E-001, 1.1049632E-002, 9.9628408E-011, 6.4965560E-011, 3.0715574E-002, 2.4148802E+002, 1.7341761E+002, 2.2289637E+002, 1.7633232E+002, 1.0000000E+000
 3.0001182E+001, 1.6520173E-001, 1.9566298E-002, 2.9437584E-011, 1.9848190E-011, 4.7674703E-002, 1.6406133E-001, 2.0082682E-002, 1.6614925E-009, 8.7324276E-010, 4.8702977E-002, 3.1079957E+002, 2.7382186E+002, 3.0800828E+002, 2.7192513E+002, 1.0000000E+000
 4.0005435E+001, 1.5917756E-001, 2.2294082E-002, 3.5989426E-008, 8.7589258E-009, 5.3106613E-002, 1.6432458E-001, 1.9963484E-002, 9.9513484E-011, 4.6679141E-011, 4.8465615E-002, 3.4727344E+002, 3.1961540E+002, 3.3350851E+002, 3.0522758E+002, 1.0000000E+000
 5.0004298E+001, 1.5802901E-001, 2.2814207E-002, 9.6123660E-011, 3.1961487E-011, 5.4142224E-002, 1.6606516E-001, 1.9175321E-002, 6.5132969E-010, 1.8630194E-010, 4.6896157E-002, 3.5084207E+002, 3.2983053E+002, 3.3012287E+002, 3.1547113E+002, 1.0000000E+000
 6.0007425E+001, 1.5324718E-001, 2.4979485E-002, 2.5144630E-010, 8.5126008E-011, 5.8453914E-002, 1.6008224E-001, 2.1884473E-002, 3.7027655E-010, 1.3990083E-010, 5.2290857E-002, 3.6891408E+002, 3.4065195E+002, 3.2953301E+002, 3.1496287E+002, 1.0000000E+000
 7.0005921E+001, 1.4868881E-001, 2.7043581E-002, 1.3111941E-011, 6.0814481E-012, 6.2564122E-002, 1.5948115E-001, 2.2156654E-002, 3.3726335E-009, 1.2945664E-009, 5.2832856E-002, 3.9047649E+002, 3.6379598E+002, 3.6459413E+002, 3.3581851E+002, 1.0000000E+000
 8.0000707E+001, 1.5121030E-001, 2.5901810E-002, 2.0276473E-009, 1.0869925E-009, 6.0290534E-002, 1.5940899E-001, 2.2189332E-002, 3.3374195E-010, 1.3108928E-010, 5.2897919E-002, 3.7044651E+002, 3.5730798E+002, 3.5398004E+002, 3.4441107E+002, 1.0000000E+000
 9.0005411E+001, 1.4904132E-001, 2.6883958E-002, 1.0735649E-009, 6.9922217E-010, 6.2246271E-002, 1.5599056E-001, 2.3737241E-002, 3.0468966E-009, 1.1367986E-009, 5.5980259E-002, 3.9317581E+002, 3.6483013E+002, 3.5912551E+002, 3.4036465E+002, 1.0000000E+000
 1.0000084E+002, 1.4541285E-001, 2.8526977E-002, 2.7178778E-011, 1.4077866E-011, 6.5517991E-002, 1.6286260E-001, 2.0625486E-002, 1.7316323E-009, 5.3270620E-010, 4.9783856E-002, 3.8342409E+002, 3.6609054E+002, 3.4549878E+002, 3.3317379E+002, 1.0000000E+000
 1.1000446E+002, 1.4907527E-001, 2.6868584E-002, 1.2577037E-009, 7.2270340E-010, 6.2215658E-002, 1.6082877E-001, 2.1546436E-002, 3.8195015E-010, 1.9653871E-010, 5.1617727E-002, 3.8653716E+002, 3.6588137E+002, 3.6560070E+002, 3.4505195E+002, 1.0000000E+000
 1.2000000E+002, 1.4664879E-001, 2.7967329E-002, 9.6570247E-012, 4.2237332E-012, 6.4403570E-002, 1.5705687E-001, 2.3254405E-002, 6.0982681E-010, 3.0501598E-010, 5.5018785E-002, 3.9286469E+002, 3.7195061E+002, 3.8640710E+002, 3.6284498E+002, 1.0000000E+000
