s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=5,CO2Rear_FDS_RI=5,CORear_FDS_RI=5,UHRear_FDS_RI=5,H2ORear_FDS_RI=5,O2Front_FDS_RI=5,CO2Front_FDS_RI=5,COFront_FDS_RI=5,UHFront_FDS_RI=5,H2OFront_FDS_RI=5,TRSampA_FDS_RI=5,TRSampBB_FDS_RI=5,TFSampA_FDS_RI=5,TFSampBB_FDS_RI=5,ITER_RI=5
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0000406E+001, 1.9068328E-001, 8.0259591E-003, 1.6085905E-006, 1.0561441E-006, 2.4699353E-002, 1.8006135E-001, 1.2804597E-002, 2.7407531E-005, 1.8729874E-005, 3.4291675E-002, 1.5883074E+002, 8.1695243E+001, 2.5193665E+002, 1.6980844E+002, 7.1288255E-001
 2.0011388E+001, 1.3297463E-001, 3.4155704E-002, 2.9300598E-006, 1.3722614E-006, 7.6735119E-002, 1.1964749E-001, 3.9701018E-002, 4.2104571E-004, 1.2956880E-004, 8.9021555E-002, 5.3118594E+002, 4.1797794E+002, 5.3613434E+002, 4.5636233E+002, 1.0000000E+000
 3.0018302E+001, 8.2745909E-002, 5.6872240E-002, 2.6618622E-005, 8.7095216E-006, 1.2204076E-001, 9.8793597E-002, 4.9292306E-002, 2.9686176E-004, 5.9767041E-005, 1.0775133E-001, 6.2587083E+002, 5.6564375E+002, 5.9643672E+002, 5.6761116E+002, 1.0000000E+000
 4.0002108E+001, 6.4808176E-002, 6.4965536E-002, 5.2181994E-005, 8.4869534E-006, 1.3823297E-001, 1.0045015E-001, 4.8713588E-002, 1.4675709E-004, 5.9350227E-005, 1.0615189E-001, 6.3061146E+002, 5.9421647E+002, 6.4321764E+002, 5.8659183E+002, 1.0000000E+000
 5.0023177E+001, 5.7236796E-002, 6.8417389E-002, 3.1739261E-005, 7.5474222E-006, 1.4504573E-001, 9.0601831E-002, 5.2985297E-002, 3.0891584E-004, 8.7260254E-005, 1.1514079E-001, 6.4469213E+002, 6.1115458E+002, 6.8222947E+002, 6.5236956E+002, 1.0000000E+000
 6.0004265E+001, 2.5669886E-002, 8.2716861E-002, 2.6952792E-005, 6.8180683E-006, 1.7350584E-001, 1.0103843E-001, 4.8004392E-002, 5.2801477E-004, 1.3972890E-004, 1.0587445E-001, 6.9542453E+002, 6.5137836E+002, 6.0552109E+002, 6.1211140E+002, 1.0000000E+000
 7.0019008E+001, 3.9642421E-002, 7.6410420E-002, 9.4279577E-006, 1.3849809E-006, 1.6089575E-001, 1.0862268E-001, 4.4948897E-002, 2.0266821E-004, 6.1781292E-005, 9.8821805E-002, 6.3139598E+002, 6.1584545E+002, 5.9698286E+002, 5.9838332E+002, 1.0000000E+000
 8.0011062E+001, 4.5140947E-002, 7.3912302E-002, 1.6531810E-005, 3.4907460E-006, 1.5594242E-001, 1.0962212E-001, 4.4410805E-002, 2.7544713E-004, 8.7725175E-005, 9.7966835E-002, 6.3543199E+002, 6.1085389E+002, 6.1551384E+002, 6.0335463E+002, 1.0000000E+000
 9.0008928E+001, 4.2805830E-002, 7.4974390E-002, 1.2366248E-005, 3.9199396E-006, 1.5804493E-001, 1.0909864E-001, 4.4575373E-002, 3.3522064E-004, 1.3264623E-004, 9.8472164E-002, 6.5718797E+002, 6.3033485E+002, 6.3637926E+002, 6.2549528E+002, 1.0000000E+000
 1.0000550E+002, 3.3893248E-002, 7.8990681E-002, 2.8711475E-005, 1.2319761E-005, 1.6609113E-001, 9.8481355E-002, 4.9450786E-002, 2.7704261E-004, 1.1838835E-004, 1.0800737E-001, 6.4943014E+002, 6.3689096E+002, 6.6862562E+002, 6.5370369E+002, 1.0000000E+000
 1.1001246E+002, 4.0078449E-002, 7.6182433E-002, 3.5831690E-005, 5.6865981E-006, 1.6052036E-001, 9.8583724E-002, 4.9476159E-002, 2.1670670E-004, 8.8185549E-005, 1.0787846E-001, 6.8309313E+002, 6.5821768E+002, 6.8498206E+002, 6.6448732E+002, 1.0000000E+000
 1.2000000E+002, 3.1018544E-002, 8.0288844E-002, 3.1589011E-005, 1.5053169E-005, 1.6868469E-001, 9.3088286E-002, 5.1963554E-002, 2.1824443E-004, 8.0358159E-005, 1.1283623E-001, 6.7208424E+002, 6.6010611E+002, 7.0699175E+002, 6.9068953E+002, 1.0000000E+000
