s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=10,CO2Rear_FDS_RI=10,CORear_FDS_RI=10,UHRear_FDS_RI=10,H2ORear_FDS_RI=10,O2Front_FDS_RI=10,CO2Front_FDS_RI=10,COFront_FDS_RI=10,UHFront_FDS_RI=10,H2OFront_FDS_RI=10,TRSampA_FDS_RI=10,TRSampBB_FDS_RI=10,TFSampA_FDS_RI=10,TFSampBB_FDS_RI=10,ITER_RI=10
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0012488E+001, 1.5341330E-001, 2.4867778E-002, 3.0685028E-005, 1.5428624E-005, 5.8322725E-002, 1.3515971E-001, 3.1549797E-002, 1.3336075E-003, 1.0337718E-003, 7.5500063E-002, 2.9282215E+002, 1.6098853E+002, 4.2527521E+002, 3.0273231E+002, 7.1902941E-001
 2.0006944E+001, 6.2445507E-002, 6.3950918E-002, 1.7534382E-003, 1.5172610E-003, 1.4126614E-001, 2.8402156E-002, 7.0273938E-002, 8.7914778E-003, 1.2727750E-002, 1.7472024E-001, 7.1555495E+002, 6.5504918E+002, 9.2304696E+002, 8.1208297E+002, 1.0000000E+000
 3.0000952E+001, 8.9661547E-003, 8.1647286E-002, 7.0676261E-003, 6.3214273E-003, 1.9228965E-001, 1.4924677E-002, 7.1223733E-002, 1.2808997E-002, 1.8733415E-002, 1.8852428E-001, 7.8609375E+002, 7.3136501E+002, 9.3017890E+002, 8.6220842E+002, 1.0000000E+000
 4.0003403E+001, 7.3471046E-005, 7.9600615E-002, 1.1134024E-002, 2.1488806E-002, 2.0019261E-001, 3.3499211E-003, 6.5595666E-002, 2.0538534E-002, 4.0408957E-002, 2.0014858E-001, 7.1493501E+002, 7.1199226E+002, 9.6818878E+002, 9.0820739E+002, 1.0000000E+000
 5.0004000E+001, 2.5886867E-005, 7.7774060E-002, 1.2936670E-002, 1.9266490E-002, 2.0194346E-001, 1.6590723E-002, 6.4193179E-002, 1.5905886E-002, 4.7776644E-002, 1.8349460E-001, 7.2935194E+002, 7.2234661E+002, 1.0031393E+003, 9.4700948E+002, 1.0000000E+000
 6.0006549E+001, 1.4749321E-005, 7.7305854E-002, 1.3066957E-002, 2.2705225E-002, 2.0136919E-001, 1.1849958E-002, 6.6590547E-002, 1.6976598E-002, 3.2168588E-002, 1.9159325E-001, 7.4256196E+002, 7.3822498E+002, 1.0388889E+003, 9.7538068E+002, 1.0000000E+000
 7.0000530E+001, 5.7517320E-005, 7.4640917E-002, 1.4659115E-002, 3.1479330E-002, 2.0072788E-001, 3.8398366E-003, 6.4386852E-002, 2.0155196E-002, 5.5504290E-002, 1.9646830E-001, 8.5056994E+002, 8.0949787E+002, 1.1242096E+003, 1.0289024E+003, 1.0000000E+000
 8.0008657E+001, 8.5458136E-005, 7.7543676E-002, 1.2957932E-002, 2.1164699E-002, 2.0153148E-001, 5.8417205E-003, 6.1699373E-002, 2.0597657E-002, 6.9024242E-002, 1.9231671E-001, 7.8894800E+002, 7.9203290E+002, 1.0649993E+003, 1.0092404E+003, 1.0000000E+000
 9.0000688E+001, 6.0944625E-005, 7.5917395E-002, 1.3977780E-002, 2.6178543E-002, 2.0128673E-001, 8.0771358E-003, 6.5586858E-002, 1.8417299E-002, 4.3479492E-002, 1.9378679E-001, 8.0853632E+002, 8.0157399E+002, 1.0908842E+003, 1.0154601E+003, 1.0000000E+000
 1.0000476E+002, 1.2573605E-004, 7.5181871E-002, 1.4285104E-002, 2.9944029E-002, 2.0070457E-001, 1.7489237E-002, 7.0911378E-002, 1.1924905E-002, 2.0432310E-002, 1.8525447E-001, 8.1109084E+002, 8.1004958E+002, 1.0690814E+003, 1.0111636E+003, 1.0000000E+000
 1.1000655E+002, 1.8708229E-003, 7.8196714E-002, 1.2085986E-002, 1.6225735E-002, 2.0027805E-001, 7.3493219E-003, 6.7410898E-002, 1.7607937E-002, 3.7433826E-002, 1.9506119E-001, 8.4209571E+002, 8.3625673E+002, 1.1072814E+003, 1.0353146E+003, 1.0000000E+000
 1.2000000E+002, 4.2093743E-006, 7.1766312E-002, 1.6862288E-002, 3.5545096E-002, 2.0152982E-001, 5.9213097E-003, 6.4524954E-002, 1.9858843E-002, 4.7638420E-002, 1.9592923E-001, 8.5683747E+002, 8.5439407E+002, 1.1133236E+003, 1.0469129E+003, 1.0000000E+000
