s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=5,CO2Rear_FDS_RI=5,CORear_FDS_RI=5,UHRear_FDS_RI=5,H2ORear_FDS_RI=5,O2Front_FDS_RI=5,CO2Front_FDS_RI=5,COFront_FDS_RI=5,UHFront_FDS_RI=5,H2OFront_FDS_RI=5,TRSampA_FDS_RI=5,TRSampBB_FDS_RI=5,TFSampA_FDS_RI=5,TFSampBB_FDS_RI=5,ITER_RI=5
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0006852E+001, 1.5471259E-001, 2.4205466E-002, 9.1386130E-005, 6.5036866E-005, 5.7184222E-002, 1.1387893E-001, 3.4478314E-002, 6.8972756E-003, 4.8110229E-003, 9.7868491E-002, 3.8873868E+002, 2.1891220E+002, 5.9769958E+002, 4.0930271E+002, 6.9543861E-001
 2.0012362E+001, 3.8813200E-002, 7.3694370E-002, 2.5130394E-003, 2.4758005E-003, 1.6292206E-001, 1.7668525E-002, 6.6689449E-002, 1.5103071E-002, 2.5864905E-002, 1.8626534E-001, 8.1159641E+002, 7.1917999E+002, 9.9768111E+002, 9.1500219E+002, 1.0000000E+000
 3.0010683E+001, 8.0621597E-004, 8.3017920E-002, 9.0062942E-003, 7.4997335E-003, 2.0078249E-001, 1.3731676E-002, 6.5411019E-002, 1.7170067E-002, 3.3298200E-002, 1.8981082E-001, 7.8780567E+002, 7.6461964E+002, 1.0111277E+003, 9.3980685E+002, 1.0000000E+000
 4.0010786E+001, 8.6259565E-004, 7.8270728E-002, 1.2092050E-002, 2.0205766E-002, 2.0040882E-001, 1.7599701E-002, 6.0274685E-002, 1.8776378E-002, 4.9734658E-002, 1.8422364E-001, 7.8852380E+002, 7.6575438E+002, 1.0273958E+003, 9.5848600E+002, 1.0000000E+000
 5.0004238E+001, 1.8525420E-005, 7.2571375E-002, 1.6243659E-002, 3.4428833E-002, 2.0130025E-001, 7.8181802E-003, 5.5659232E-002, 2.5293433E-002, 6.6742539E-002, 1.9429398E-001, 7.9477953E+002, 7.8607349E+002, 1.0686042E+003, 1.0048639E+003, 1.0000000E+000
 6.0000845E+001, 1.1585931E-006, 6.7299834E-002, 1.8285328E-002, 6.5674572E-002, 1.9661140E-001, 5.7607112E-003, 5.5522555E-002, 2.5427417E-002, 7.6442210E-002, 1.9433634E-001, 7.9716861E+002, 7.9017399E+002, 1.0791111E+003, 1.0141271E+003, 1.0000000E+000
 7.0010241E+001, 1.3667426E-005, 7.0295010E-002, 1.8121185E-002, 3.5862088E-002, 2.0234655E-001, 5.0132113E-003, 5.4241184E-002, 2.7187363E-002, 7.2317783E-002, 1.9706220E-001, 8.3783345E+002, 8.2912000E+002, 1.1664745E+003, 1.0751809E+003, 1.0000000E+000
 8.0002291E+001, 4.2400899E-006, 7.2487089E-002, 1.6865267E-002, 2.7871286E-002, 2.0304083E-001, 5.8731700E-003, 5.1767259E-002, 2.7764017E-002, 8.7430736E-002, 1.9372164E-001, 8.5290120E+002, 8.4821501E+002, 1.1596871E+003, 1.0854590E+003, 1.0000000E+000
 9.0013456E+001, 8.2289454E-006, 6.6844151E-002, 1.9959526E-002, 5.0217506E-002, 2.0082480E-001, 1.8286824E-002, 6.0952917E-002, 1.8794053E-002, 3.9037123E-002, 1.8572004E-001, 8.6957861E+002, 8.6821930E+002, 1.1155967E+003, 1.0591714E+003, 1.0000000E+000
 1.0001855E+002, 1.0424577E-005, 6.7670302E-002, 1.9860057E-002, 4.2655986E-002, 2.0223955E-001, 9.3031508E-004, 4.7430521E-002, 3.0105859E-002, 1.2877335E-001, 1.9170026E-001, 8.9243520E+002, 8.8998103E+002, 1.1677458E+003, 1.0869270E+003, 1.0000000E+000
 1.1002010E+002, 9.5455589E-005, 7.1139561E-002, 1.7954430E-002, 2.8537619E-002, 2.0359547E-001, 1.1092013E-002, 5.1734219E-002, 2.5070955E-002, 9.5316147E-002, 1.8556661E-001, 9.1050782E+002, 9.0443811E+002, 1.1812789E+003, 1.1117728E+003, 1.0000000E+000
 1.2000000E+002, 3.4108701E-006, 6.8515269E-002, 1.9347893E-002, 3.9931375E-002, 2.0242052E-001, 1.9642047E-002, 6.0069982E-002, 1.7914803E-002, 5.2526142E-002, 1.8122574E-001, 9.1488486E+002, 9.1489484E+002, 1.1446340E+003, 1.0818880E+003, 1.0000000E+000
