s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=10,CO2Rear_FDS_RI=10,CORear_FDS_RI=10,UHRear_FDS_RI=10,H2ORear_FDS_RI=10,O2Front_FDS_RI=10,CO2Front_FDS_RI=10,COFront_FDS_RI=10,UHFront_FDS_RI=10,H2OFront_FDS_RI=10,TRSampA_FDS_RI=10,TRSampBB_FDS_RI=10,TFSampA_FDS_RI=10,TFSampBB_FDS_RI=10,ITER_RI=10
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0001183E+001, 1.6082207E-001, 2.1342327E-002, 1.7431155E-004, 8.6415118E-005, 5.1729672E-002, 1.5643357E-001, 2.2837833E-002, 5.9579754E-004, 1.9786557E-004, 5.5961961E-002, 2.7959907E+002, 1.5276782E+002, 2.5387734E+002, 1.6316691E+002, 6.9674681E-001
 2.0004150E+001, 3.4562631E-002, 7.7346965E-002, 1.1048670E-003, 1.2003334E-003, 1.6601270E-001, 5.2502219E-002, 6.4225898E-002, 5.2387265E-003, 4.1538626E-003, 1.5217068E-001, 6.6901486E+002, 5.7809464E+002, 7.6783376E+002, 6.3613594E+002, 1.0000000E+000
 3.0007602E+001, 2.4185029E-002, 8.2617914E-002, 6.7797416E-004, 3.0492122E-004, 1.7524509E-001, 4.5134297E-002, 7.0168384E-002, 3.1200777E-003, 2.1657004E-003, 1.5771140E-001, 6.9185134E+002, 6.6249547E+002, 7.2902725E+002, 6.9971915E+002, 1.0000000E+000
 4.0003967E+001, 1.4492485E-002, 8.7203380E-002, 5.0917423E-004, 2.6410907E-004, 1.8387370E-001, 3.6126830E-002, 6.7064492E-002, 8.8264041E-003, 9.2493321E-003, 1.6846363E-001, 7.2225044E+002, 6.8113589E+002, 8.0871185E+002, 7.6127304E+002, 1.0000000E+000
 5.0005713E+001, 7.7813802E-003, 8.7635586E-002, 2.6667659E-003, 1.7863864E-003, 1.9114687E-001, 3.9245208E-002, 7.0988890E-002, 4.7569005E-003, 1.9286355E-003, 1.6422215E-001, 7.3081447E+002, 6.9396719E+002, 8.1694607E+002, 7.7151396E+002, 1.0000000E+000
 6.0004999E+001, 6.7474299E-003, 8.7126133E-002, 3.4267308E-003, 2.9530097E-003, 1.9238558E-001, 4.0986832E-002, 6.7981460E-002, 6.4850011E-003, 4.5360965E-003, 1.6335744E-001, 7.4317690E+002, 7.1486570E+002, 8.6001365E+002, 8.1438889E+002, 1.0000000E+000
 7.0006438E+001, 1.9353186E-003, 8.7456818E-002, 4.8968759E-003, 4.7549330E-003, 1.9740678E-001, 3.5186655E-002, 6.8350362E-002, 7.5067528E-003, 1.6097908E-002, 1.6703429E-001, 7.5182410E+002, 7.2670517E+002, 8.8568779E+002, 8.4499606E+002, 1.0000000E+000
 8.0002180E+001, 1.5716332E-003, 8.6345621E-002, 6.0082556E-003, 4.8309502E-003, 1.9850334E-001, 2.8282744E-002, 6.8469101E-002, 1.0390231E-002, 1.3086324E-002, 1.7588460E-001, 7.7986360E+002, 7.4679753E+002, 9.7697458E+002, 8.9858099E+002, 1.0000000E+000
 9.0006464E+001, 4.5773716E-003, 8.4331788E-002, 6.4912351E-003, 5.9058871E-003, 1.9592227E-001, 2.8822500E-002, 7.1093074E-002, 8.3973659E-003, 6.7983216E-003, 1.7522928E-001, 7.7670370E+002, 7.4890450E+002, 1.0122189E+003, 9.3840729E+002, 1.0000000E+000
 1.0000681E+002, 2.5865514E-004, 8.4574131E-002, 7.8979063E-003, 7.0443146E-003, 2.0058430E-001, 2.3680924E-002, 7.2269132E-002, 9.0909601E-003, 1.0616640E-002, 1.7960356E-001, 7.8440639E+002, 7.5565064E+002, 9.5416371E+002, 9.0366963E+002, 1.0000000E+000
 1.1000237E+002, 5.0754651E-003, 8.3927393E-002, 6.4522216E-003, 8.2729845E-003, 1.9498019E-001, 2.8823296E-002, 6.9116948E-002, 9.4816992E-003, 1.4617765E-002, 1.7445550E-001, 8.2921312E+002, 7.8657715E+002, 9.2380730E+002, 8.8852419E+002, 1.0000000E+000
 1.2000000E+002, 6.5894744E-003, 8.5614781E-002, 4.7618248E-003, 3.5759624E-003, 1.9334682E-001, 3.7791929E-002, 6.8568921E-002, 7.1627920E-003, 5.4420713E-003, 1.6653795E-001, 8.3196215E+002, 8.0487998E+002, 9.4951258E+002, 9.1168504E+002, 1.0000000E+000
