s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=5,CO2Rear_FDS_RI=5,CORear_FDS_RI=5,UHRear_FDS_RI=5,H2ORear_FDS_RI=5,O2Front_FDS_RI=5,CO2Front_FDS_RI=5,COFront_FDS_RI=5,UHFront_FDS_RI=5,H2OFront_FDS_RI=5,TRSampA_FDS_RI=5,TRSampBB_FDS_RI=5,TFSampA_FDS_RI=5,TFSampBB_FDS_RI=5,ITER_RI=5
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0022814E+001, 2.0398938E-001, 2.0026439E-003, 4.7194375E-008, 6.7926182E-008, 1.2700559E-002, 2.0009865E-001, 3.7643526E-003, 1.0253437E-007, 1.4994067E-007, 1.6208792E-002, 6.4329059E+001, 3.5959140E+001, 9.1856839E+001, 5.6296017E+001, 6.3240173E-001
 2.0012486E+001, 1.8971979E-001, 8.4641687E-003, 5.4520636E-009, 5.6474773E-009, 2.5567189E-002, 1.8862205E-001, 8.9611143E-003, 1.0915705E-007, 1.0737727E-007, 2.6557058E-002, 2.0245694E+002, 1.4714090E+002, 1.7271169E+002, 1.3520819E+002, 1.0000000E+000
 3.0022233E+001, 1.7949646E-001, 1.3093431E-002, 8.2547771E-009, 1.1113299E-008, 3.4785389E-002, 1.7578145E-001, 1.4775579E-002, 5.9284547E-008, 6.5345617E-008, 3.8135181E-002, 2.7038227E+002, 2.3193684E+002, 2.7941223E+002, 2.3619181E+002, 1.0000000E+000
 4.0019749E+001, 1.7353882E-001, 1.5791128E-002, 1.4447440E-008, 1.6430425E-008, 4.0157297E-002, 1.7302078E-001, 1.6025645E-002, 6.3136416E-008, 5.3825597E-008, 4.0624433E-002, 3.0305710E+002, 2.7512968E+002, 2.9518409E+002, 2.6989186E+002, 1.0000000E+000
 5.0001335E+001, 1.7130360E-001, 1.6803267E-002, 1.3199974E-008, 1.9896380E-008, 4.2172754E-002, 1.7470399E-001, 1.5263467E-002, 5.8514497E-008, 4.5131966E-008, 3.9106704E-002, 3.0692759E+002, 2.8827564E+002, 3.0207694E+002, 2.8631355E+002, 1.0000000E+000
 6.0008300E+001, 1.6989886E-001, 1.7439356E-002, 1.0415478E-008, 1.3875596E-008, 4.3439382E-002, 1.7223846E-001, 1.6379789E-002, 1.4828440E-007, 1.2020662E-007, 4.1329888E-002, 3.1842012E+002, 2.9345071E+002, 3.1201928E+002, 2.8967757E+002, 1.0000000E+000
 7.0010949E+001, 1.7001962E-001, 1.7384679E-002, 8.2486806E-009, 1.1474998E-008, 4.3330498E-002, 1.7284971E-001, 1.6103116E-002, 5.5780011E-008, 6.4597482E-008, 4.0778678E-002, 3.2343265E+002, 3.0105401E+002, 3.2063687E+002, 3.0175966E+002, 1.0000000E+000
 8.0018254E+001, 1.6910104E-001, 1.7800627E-002, 6.0570765E-009, 5.7202675E-009, 4.4158762E-002, 1.7224476E-001, 1.6377027E-002, 7.0063437E-008, 7.3009718E-008, 4.1324156E-002, 3.3118659E+002, 3.0795574E+002, 3.1267866E+002, 2.9941475E+002, 1.0000000E+000
 9.0010681E+001, 1.6601978E-001, 1.9195806E-002, 5.4253699E-008, 4.6105714E-008, 4.6937108E-002, 1.7059748E-001, 1.7122936E-002, 7.2744125E-008, 6.9933185E-008, 4.2809483E-002, 3.3717080E+002, 3.1554161E+002, 3.2112310E+002, 2.9969969E+002, 1.0000000E+000
 1.0001553E+002, 1.6460976E-001, 1.9834323E-002, 2.2941363E-008, 2.4555807E-008, 4.8208486E-002, 1.7148271E-001, 1.6722032E-002, 1.2136619E-007, 1.2626797E-007, 4.2011313E-002, 3.4393623E+002, 3.2116891E+002, 3.2169737E+002, 3.0638540E+002, 1.0000000E+000
 1.1002488E+002, 1.6345212E-001, 2.0358540E-002, 4.3201339E-009, 4.6999643E-009, 4.9252298E-002, 1.7228329E-001, 1.6359560E-002, 8.6818840E-008, 9.4609504E-008, 4.1289423E-002, 3.5033711E+002, 3.2729579E+002, 3.0751322E+002, 2.9689608E+002, 1.0000000E+000
 1.2000000E+002, 1.6617315E-001, 1.9126422E-002, 2.9537106E-009, 3.4797306E-009, 4.6798792E-002, 1.7067691E-001, 1.7086867E-002, 1.5519648E-007, 1.5215881E-007, 4.2737904E-002, 3.4207434E+002, 3.2591867E+002, 2.9911667E+002, 2.9118557E+002, 1.0000000E+000
