s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=10,CO2Rear_FDS_RI=10,CORear_FDS_RI=10,UHRear_FDS_RI=10,H2ORear_FDS_RI=10,O2Front_FDS_RI=10,CO2Front_FDS_RI=10,COFront_FDS_RI=10,UHFront_FDS_RI=10,H2OFront_FDS_RI=10,TRSampA_FDS_RI=10,TRSampBB_FDS_RI=10,TFSampA_FDS_RI=10,TFSampBB_FDS_RI=10,ITER_RI=10
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0004828E+001, 1.3085385E-001, 3.4435553E-002, 5.7833217E-004, 2.5162197E-004, 7.9003871E-002, 8.7999782E-002, 3.7161887E-002, 1.2426834E-002, 3.3660249E-002, 1.1942914E-001, 4.5432582E+002, 3.0089000E+002, 6.6103122E+002, 4.9173787E+002, 7.6300466E-001
 2.0005164E+001, 3.1823322E-003, 7.8274748E-002, 1.0924684E-002, 2.3153533E-002, 1.9691447E-001, 7.3517568E-004, 6.0397689E-002, 2.0514758E-002, 1.0832228E-001, 1.8913540E-001, 7.9538654E+002, 7.5577834E+002, 9.7599504E+002, 9.3063482E+002, 1.0000000E+000
 3.0008140E+001, 1.3588055E-006, 6.9048311E-002, 1.6372279E-002, 7.0287040E-002, 1.9435546E-001, 3.2281222E-003, 5.8984286E-002, 2.0502713E-002, 1.1148331E-001, 1.8625750E-001, 7.3112365E+002, 7.2216487E+002, 1.0332264E+003, 9.5541753E+002, 1.0000000E+000
 4.0003261E+001, 6.3302468E-007, 6.4463641E-002, 1.8283557E-002, 9.5751856E-002, 1.9069640E-001, 3.9269628E-003, 5.5226157E-002, 1.9729986E-002, 1.5729984E-001, 1.7607345E-001, 7.6479194E+002, 7.5391041E+002, 1.0560699E+003, 9.9339331E+002, 1.0000000E+000
 5.0000532E+001, 1.9674360E-007, 5.7371283E-002, 2.0512655E-002, 1.4394319E-001, 1.8279235E-001, 3.8496971E-004, 5.3530631E-002, 2.1457473E-002, 1.7136508E-001, 1.7771946E-001, 7.8996057E+002, 7.8322966E+002, 1.1076560E+003, 1.0255139E+003, 1.0000000E+000
 6.0007789E+001, 8.6012248E-007, 5.5967396E-002, 2.1982194E-002, 1.4104002E-001, 1.8439871E-001, 7.6319087E-003, 5.1740673E-002, 1.9590893E-002, 1.7813882E-001, 1.6853704E-001, 8.3390641E+002, 8.2742288E+002, 1.1383162E+003, 1.0574263E+003, 1.0000000E+000
 7.0000332E+001, 2.4709125E-006, 5.4689508E-002, 2.3987107E-002, 1.3032111E-001, 1.8791852E-001, 7.8649875E-004, 5.0239032E-002, 2.2432925E-002, 1.9251803E-001, 1.7388576E-001, 8.5574686E+002, 8.5411999E+002, 1.1254921E+003, 1.0664721E+003, 1.0000000E+000
 8.0008660E+001, 1.3675695E-005, 5.6352465E-002, 2.3806359E-002, 1.1483243E-001, 1.9082659E-001, 3.8413179E-004, 5.2134514E-002, 2.3815917E-002, 1.5763426E-001, 1.8208299E-001, 8.8342923E+002, 8.8015925E+002, 1.1183158E+003, 1.0651097E+003, 1.0000000E+000
 9.0002272E+001, 1.7162188E-006, 5.5744844E-002, 2.4125163E-002, 1.1747203E-001, 1.9054311E-001, 2.3368263E-003, 5.3475085E-002, 2.1697053E-002, 1.5969025E-001, 1.7842410E-001, 9.0235687E+002, 8.9792238E+002, 1.1843883E+003, 1.1131628E+003, 1.0000000E+000
 1.0000376E+002, 7.5237360E-007, 5.6262424E-002, 2.3455333E-002, 1.2009469E-001, 1.8955601E-001, 6.5075879E-004, 5.2568620E-002, 2.2425364E-002, 1.6857564E-001, 1.7871072E-001, 9.1545396E+002, 9.1399017E+002, 1.1338215E+003, 1.0778184E+003, 1.0000000E+000
 1.1000123E+002, 2.5098678E-006, 5.5069201E-002, 2.2854795E-002, 1.3999441E-001, 1.8521805E-001, 5.8075656E-004, 5.0306761E-002, 2.4798097E-002, 1.6417755E-001, 1.8131154E-001, 9.3325491E+002, 9.3127673E+002, 1.1356880E+003, 1.0971132E+003, 1.0000000E+000
 1.2000000E+002, 8.0542535E-007, 5.5956719E-002, 2.3831459E-002, 1.1878403E-001, 1.9007887E-001, 1.0022194E-003, 5.0837234E-002, 2.4610271E-002, 1.5880622E-001, 1.8185528E-001, 9.4402129E+002, 9.4377580E+002, 1.1693502E+003, 1.1137998E+003, 1.0000000E+000
