s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=20,CO2Rear_FDS_RI=20,CORear_FDS_RI=20,UHRear_FDS_RI=20,H2ORear_FDS_RI=20,O2Front_FDS_RI=20,CO2Front_FDS_RI=20,COFront_FDS_RI=20,UHFront_FDS_RI=20,H2OFront_FDS_RI=20,TRSampA_FDS_RI=20,TRSampBB_FDS_RI=20,TFSampA_FDS_RI=20,TFSampBB_FDS_RI=20,ITER_RI=20
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0005301E+001, 1.7194462E-001, 1.6487739E-002, 2.1264543E-005, 1.0669880E-005, 4.1607645E-002, 1.6635692E-001, 1.8680187E-002, 2.9983113E-004, 2.1986130E-004, 4.6801248E-002, 1.8321902E+002, 9.8389223E+001, 1.9882839E+002, 1.2930227E+002, 5.9285044E-001
 2.0002146E+001, 1.1802304E-001, 4.0922478E-002, 5.9620564E-006, 1.9756539E-006, 9.0218735E-002, 1.0283601E-001, 4.7772922E-002, 2.8474242E-005, 9.9949307E-006, 1.0392691E-001, 5.3370304E+002, 4.5236590E+002, 5.3826830E+002, 4.5053140E+002, 1.0000000E+000
 3.0001623E+001, 6.8834901E-002, 6.3202289E-002, 2.2150442E-007, 7.4882030E-008, 1.3456716E-001, 7.3637682E-002, 6.0211290E-002, 6.9204073E-004, 2.8067480E-004, 1.3066917E-001, 5.9613775E+002, 5.5095283E+002, 7.0663232E+002, 6.3893305E+002, 1.0000000E+000
 4.0003059E+001, 4.8529256E-002, 7.2268832E-002, 9.8250062E-005, 1.7207594E-004, 1.5291171E-001, 7.1173491E-002, 5.9903625E-002, 1.7480269E-003, 2.5908415E-003, 1.3318135E-001, 6.1914980E+002, 5.7873423E+002, 6.3534577E+002, 6.4009417E+002, 1.0000000E+000
 5.0004729E+001, 2.7388591E-002, 8.1907036E-002, 5.4971318E-005, 2.4359634E-006, 1.7197673E-001, 6.7099807E-002, 6.3267516E-002, 5.9667740E-004, 4.1925150E-004, 1.3646977E-001, 6.5151001E+002, 6.2528913E+002, 6.9098332E+002, 6.6265347E+002, 1.0000000E+000
 6.0000473E+001, 2.5298830E-002, 8.2598037E-002, 2.6665001E-004, 1.4684824E-004, 1.7398187E-001, 5.8317901E-002, 6.4334286E-002, 2.9032459E-003, 3.3514649E-003, 1.4543794E-001, 6.5925467E+002, 6.2427179E+002, 7.0016106E+002, 6.8725369E+002, 1.0000000E+000
 7.0004843E+001, 1.1497582E-002, 8.8174294E-002, 8.1878920E-004, 6.0082381E-004, 1.8672624E-001, 6.8637032E-002, 6.1462063E-002, 1.5023536E-003, 1.2192096E-003, 1.3556493E-001, 6.8407700E+002, 6.5381150E+002, 6.9727215E+002, 6.7793058E+002, 1.0000000E+000
 8.0003098E+001, 7.1775425E-003, 8.9452313E-002, 1.3679863E-003, 1.1435199E-003, 1.9090205E-001, 6.1271262E-002, 6.3423756E-002, 2.6096182E-003, 2.3808349E-003, 1.4275878E-001, 6.7943183E+002, 6.5265885E+002, 7.2632641E+002, 7.1971099E+002, 1.0000000E+000
 9.0002774E+001, 4.2193469E-003, 9.0533534E-002, 1.5645254E-003, 1.5030672E-003, 1.9363727E-001, 5.6202702E-002, 6.6641547E-002, 1.8323720E-003, 2.0056712E-003, 1.4685478E-001, 7.0144175E+002, 6.7300803E+002, 7.4231321E+002, 7.2485774E+002, 1.0000000E+000
 1.0000257E+002, 6.4992526E-003, 8.8915735E-002, 2.0802525E-003, 1.4680287E-003, 1.9195202E-001, 5.3226025E-002, 6.7154402E-002, 2.4671252E-003, 3.1757153E-003, 1.4975626E-001, 7.2320640E+002, 6.9109595E+002, 7.3034119E+002, 7.2231525E+002, 1.0000000E+000
 1.1000183E+002, 1.0397405E-003, 9.1456336E-002, 2.0048327E-003, 1.6549329E-003, 1.9678484E-001, 5.9141260E-002, 6.4505687E-002, 2.4448369E-003, 3.1296986E-003, 1.4441593E-001, 7.0858614E+002, 6.8239966E+002, 7.5058181E+002, 7.4615709E+002, 1.0000000E+000
 1.2000000E+002, 5.5120352E-003, 9.0875887E-002, 8.4190475E-004, 4.1389632E-004, 1.9217636E-001, 6.1536478E-002, 6.3859159E-002, 2.1347904E-003, 2.2382861E-003, 1.4221289E-001, 7.1904861E+002, 6.9030910E+002, 7.5100882E+002, 7.4430964E+002, 1.0000000E+000
