s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=10,CO2Rear_FDS_RI=10,CORear_FDS_RI=10,UHRear_FDS_RI=10,H2ORear_FDS_RI=10,O2Front_FDS_RI=10,CO2Front_FDS_RI=10,COFront_FDS_RI=10,UHFront_FDS_RI=10,H2OFront_FDS_RI=10,TRSampA_FDS_RI=10,TRSampBB_FDS_RI=10,TFSampA_FDS_RI=10,TFSampBB_FDS_RI=10,ITER_RI=10
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0003165E+001, 1.8177859E-001, 1.2051313E-002, 7.4284189E-006, 2.8594744E-006, 3.2732306E-002, 1.7361138E-001, 1.5733418E-002, 2.0890387E-005, 1.0850346E-005, 4.0104458E-002, 1.8287970E+002, 1.0262009E+002, 2.7360892E+002, 1.8499044E+002, 6.6569697E-001
 2.0006386E+001, 1.1037667E-001, 4.4359457E-002, 2.7691269E-005, 8.3127521E-006, 9.7127406E-002, 9.1979993E-002, 5.1200982E-002, 1.2709638E-003, 7.4455597E-004, 1.1444717E-001, 5.4590691E+002, 4.4448346E+002, 5.7827723E+002, 4.8974863E+002, 1.0000000E+000
 3.0007646E+001, 6.8774376E-002, 6.3178111E-002, 4.4032039E-005, 1.6726446E-005, 1.3464935E-001, 7.6944505E-002, 5.8987184E-002, 4.6024122E-004, 1.8893520E-004, 1.2754207E-001, 6.0411218E+002, 5.5991895E+002, 6.1764934E+002, 5.9327927E+002, 1.0000000E+000
 4.0011771E+001, 3.9458440E-002, 7.6426528E-002, 6.5003435E-005, 4.1207727E-005, 1.6109300E-001, 9.3313905E-002, 5.1668945E-002, 3.8137069E-004, 1.4633860E-004, 1.1273483E-001, 6.4273206E+002, 5.9087169E+002, 5.9375355E+002, 5.7472060E+002, 1.0000000E+000
 5.0003975E+001, 3.1998775E-002, 7.9635326E-002, 2.1380234E-004, 3.2526562E-005, 1.6792587E-001, 5.9669530E-002, 6.5493086E-002, 1.5785214E-003, 6.1138400E-004, 1.4382399E-001, 6.7047014E+002, 6.3892595E+002, 7.4159698E+002, 6.9481255E+002, 1.0000000E+000
 6.0006370E+001, 2.4667253E-002, 8.2767014E-002, 3.6270504E-004, 2.2481083E-004, 1.7460375E-001, 7.4352112E-002, 5.8300652E-002, 2.0072991E-003, 1.1886770E-003, 1.3077375E-001, 6.7428583E+002, 6.3846230E+002, 6.4575924E+002, 6.5205790E+002, 1.0000000E+000
 7.0008394E+001, 1.5208266E-002, 8.7021984E-002, 3.9590639E-004, 1.2193446E-004, 1.8317639E-001, 4.9632718E-002, 6.7082746E-002, 3.9038334E-003, 3.7974003E-003, 1.5388699E-001, 6.7294322E+002, 6.4317762E+002, 7.1027371E+002, 6.8774216E+002, 1.0000000E+000
 8.0002176E+001, 2.2056496E-002, 8.4077833E-002, 2.6474583E-004, 4.6733625E-005, 1.7692378E-001, 5.1179895E-002, 6.8467967E-002, 2.3147118E-003, 9.1804754E-004, 1.5193770E-001, 6.8498187E+002, 6.5893776E+002, 7.6545470E+002, 7.2590006E+002, 1.0000000E+000
 9.0008327E+001, 9.1013202E-003, 8.9289571E-002, 8.3337114E-004, 1.0426091E-004, 1.8899483E-001, 7.5252042E-002, 5.7850770E-002, 2.0582651E-003, 1.0212558E-003, 1.3003116E-001, 6.9895308E+002, 6.7128799E+002, 7.4759340E+002, 7.3069125E+002, 1.0000000E+000
 1.0000999E+002, 2.1961309E-002, 8.3220599E-002, 1.0085183E-003, 5.9008184E-004, 1.7742716E-001, 5.8175242E-002, 6.5606867E-002, 2.0570009E-003, 7.8772271E-004, 1.4547404E-001, 7.1155506E+002, 6.7532941E+002, 8.1385725E+002, 7.4345621E+002, 1.0000000E+000
 1.1000136E+002, 3.0369889E-002, 8.0241886E-002, 3.2287093E-004, 1.0154328E-004, 1.6945793E-001, 5.5264986E-002, 6.5377733E-002, 3.2740440E-003, 2.4578549E-003, 1.4862784E-001, 7.2436012E+002, 6.9743011E+002, 8.5161547E+002, 8.0046031E+002, 1.0000000E+000
 1.2000000E+002, 3.1179837E-002, 8.0209997E-002, 3.7210302E-005, 8.6345669E-006, 1.6854448E-001, 6.7671510E-002, 6.0143600E-002, 2.9889869E-003, 1.8400230E-003, 1.3736160E-001, 6.8813027E+002, 6.7119099E+002, 7.2866285E+002, 7.4089249E+002, 1.0000000E+000
