s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=20,CO2Rear_FDS_RI=20,CORear_FDS_RI=20,UHRear_FDS_RI=20,H2ORear_FDS_RI=20,O2Front_FDS_RI=20,CO2Front_FDS_RI=20,COFront_FDS_RI=20,UHFront_FDS_RI=20,H2OFront_FDS_RI=20,TRSampA_FDS_RI=20,TRSampBB_FDS_RI=20,TFSampA_FDS_RI=20,TFSampBB_FDS_RI=20,ITER_RI=20
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0000963E+001, 1.2652100E-001, 3.6205433E-002, 7.3194235E-004, 4.2900306E-004, 8.2984150E-002, 1.2231656E-001, 3.3413701E-002, 4.0673107E-003, 9.8390863E-003, 8.7276479E-002, 4.2897660E+002, 2.7488118E+002, 5.9540890E+002, 4.0782428E+002, 6.8823767E-001
 2.0002016E+001, 2.7918920E-002, 7.9148556E-002, 1.9307614E-003, 3.9974471E-003, 1.7203550E-001, 1.9595819E-002, 7.0448404E-002, 1.0201052E-002, 3.6082751E-002, 1.7906219E-001, 7.8106998E+002, 7.1334595E+002, 9.3860802E+002, 8.8498032E+002, 1.0000000E+000
 3.0000327E+001, 2.0063966E-003, 8.2198461E-002, 7.5955427E-003, 2.7489299E-002, 1.9477503E-001, 1.8566453E-003, 6.8856124E-002, 1.5486697E-002, 7.4133847E-002, 1.9130178E-001, 7.7332192E+002, 7.5145820E+002, 1.0127973E+003, 9.4087969E+002, 1.0000000E+000
 4.0003172E+001, 3.4091199E-008, 7.6105763E-002, 1.1347618E-002, 5.6290193E-002, 1.9356628E-001, 7.6642719E-003, 6.9256838E-002, 1.3459959E-002, 6.6537835E-002, 1.8612983E-001, 7.1897712E+002, 7.1274585E+002, 1.0184063E+003, 9.3930498E+002, 1.0000000E+000
 5.0002509E+001, 2.3845296E-008, 7.0346689E-002, 1.4484830E-002, 7.9366636E-002, 1.9124056E-001, 6.7513242E-003, 6.7856178E-002, 1.4739900E-002, 7.0277599E-002, 1.8712008E-001, 7.5788508E+002, 7.4342566E+002, 1.0709231E+003, 1.0083934E+003, 1.0000000E+000
 6.0002921E+001, 6.8248684E-008, 6.9153760E-002, 1.5061626E-002, 8.5030007E-002, 1.9053357E-001, 2.0840582E-003, 6.7212099E-002, 1.6116256E-002, 8.2848000E-002, 1.8982710E-001, 7.7384689E+002, 7.7118445E+002, 1.1139735E+003, 1.0181193E+003, 1.0000000E+000
 7.0001073E+001, 1.3023948E-008, 6.7382902E-002, 1.5926084E-002, 9.3338116E-002, 1.8950945E-001, 2.9372513E-003, 6.8917298E-002, 1.5030970E-002, 7.3813317E-002, 1.9006914E-001, 8.0483088E+002, 8.0107499E+002, 1.0917002E+003, 1.0296102E+003, 1.0000000E+000
 8.0003994E+001, 2.8795275E-008, 6.7361629E-002, 1.6430139E-002, 8.7466229E-002, 1.9101943E-001, 3.2113666E-003, 6.5592569E-002, 1.6378862E-002, 9.1423515E-002, 1.8730953E-001, 8.3293682E+002, 8.3118911E+002, 1.1288875E+003, 1.0585867E+003, 1.0000000E+000
 9.0000224E+001, 1.5065261E-006, 6.8178511E-002, 1.6186031E-002, 8.1755979E-002, 1.9196882E-001, 5.0241825E-003, 6.5682899E-002, 1.4992342E-002, 9.8539973E-002, 1.8329805E-001, 8.5118848E+002, 8.4879251E+002, 1.1193962E+003, 1.0524118E+003, 1.0000000E+000
 1.0000353E+002, 3.6212467E-007, 7.0948389E-002, 1.5303570E-002, 6.3085391E-002, 1.9501895E-001, 2.9906630E-003, 6.3859676E-002, 1.6703432E-002, 1.0691875E-001, 1.8469048E-001, 8.6762912E+002, 8.6481519E+002, 1.1213303E+003, 1.0578193E+003, 1.0000000E+000
 1.1000339E+002, 4.6342781E-008, 6.8863023E-002, 1.6037617E-002, 7.6304904E-002, 1.9293737E-001, 8.3534153E-004, 6.5025800E-002, 1.7414261E-002, 9.6305245E-002, 1.8922205E-001, 8.8578858E+002, 8.8044062E+002, 1.1578749E+003, 1.0845493E+003, 1.0000000E+000
 1.2000000E+002, 9.8039647E-007, 6.9309109E-002, 1.5536653E-002, 7.7633381E-002, 1.9232210E-001, 6.6494978E-003, 6.6515257E-002, 1.4501661E-002, 8.7856909E-002, 1.8358723E-001, 8.9839457E+002, 8.9493452E+002, 1.1518606E+003, 1.0793829E+003, 1.0000000E+000
