s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=5,CO2Rear_FDS_RI=5,CORear_FDS_RI=5,UHRear_FDS_RI=5,H2ORear_FDS_RI=5,O2Front_FDS_RI=5,CO2Front_FDS_RI=5,COFront_FDS_RI=5,UHFront_FDS_RI=5,H2OFront_FDS_RI=5,TRSampA_FDS_RI=5,TRSampBB_FDS_RI=5,TFSampA_FDS_RI=5,TFSampBB_FDS_RI=5,ITER_RI=5
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0015480E+001, 1.8224932E-001, 1.1842328E-002, 3.8270477E-006, 2.2574947E-006, 3.2305437E-002, 1.7181398E-001, 1.6503081E-002, 5.7158827E-005, 4.0749790E-005, 4.1744834E-002, 1.9989420E+002, 1.0960617E+002, 3.0652398E+002, 1.9534097E+002, 7.0623030E-001
 2.0015441E+001, 1.0039296E-001, 4.8086249E-002, 6.9950337E-004, 2.9504971E-004, 1.0654683E-001, 8.1799705E-002, 5.2872832E-002, 3.7007471E-003, 2.4843614E-003, 1.2499757E-001, 6.5281348E+002, 5.2069720E+002, 7.5676210E+002, 6.2867947E+002, 1.0000000E+000
 3.0001934E+001, 7.2837096E-002, 6.1327331E-002, 5.3982560E-005, 1.4231617E-005, 1.3099357E-001, 5.2661959E-002, 6.8849560E-002, 1.4332820E-003, 4.2543470E-004, 1.5007676E-001, 6.7456423E+002, 6.3118587E+002, 8.0382254E+002, 7.5559987E+002, 1.0000000E+000
 4.0020414E+001, 3.4388433E-002, 7.8566675E-002, 1.9577903E-004, 1.0833551E-004, 1.6574354E-001, 6.5145959E-002, 6.2470892E-002, 2.0410345E-003, 7.6401957E-004, 1.3918207E-001, 7.0995357E+002, 6.7017471E+002, 7.5573164E+002, 7.2318377E+002, 1.0000000E+000
 5.0000249E+001, 6.4818163E-003, 8.8446779E-002, 2.5537458E-003, 7.9337073E-004, 1.9243424E-001, 6.6163524E-002, 6.1722621E-002, 2.2752005E-003, 9.7795968E-004, 1.3838758E-001, 7.3046446E+002, 6.9574304E+002, 7.5806946E+002, 7.5062557E+002, 1.0000000E+000
 6.0022195E+001, 7.1020830E-003, 8.6352233E-002, 4.1016571E-003, 1.2876923E-003, 1.9286911E-001, 7.1634500E-002, 5.9520591E-002, 2.0645332E-003, 6.0903550E-004, 1.3337851E-001, 7.1461876E+002, 6.9875153E+002, 7.8198718E+002, 7.6250957E+002, 1.0000000E+000
 7.0017777E+001, 5.7909785E-003, 9.0016660E-002, 1.4861410E-003, 3.8723997E-004, 1.9238430E-001, 6.3888606E-002, 6.2224306E-002, 2.7256703E-003, 1.1283387E-003, 1.4072687E-001, 7.4125652E+002, 7.0853631E+002, 7.7671169E+002, 7.6119188E+002, 1.0000000E+000
 8.0019328E+001, 1.9448772E-003, 8.7663763E-002, 5.0138743E-003, 1.1009463E-003, 1.9819915E-001, 5.2154123E-002, 6.5152057E-002, 4.6924975E-003, 2.6175557E-003, 1.5240153E-001, 7.5979538E+002, 7.3252580E+002, 8.2869781E+002, 7.9092444E+002, 1.0000000E+000
 9.0019457E+001, 8.2729222E-003, 8.9764795E-002, 7.5072319E-004, 4.3157256E-005, 1.8969553E-001, 6.3449299E-002, 6.2079780E-002, 3.0175643E-003, 1.2368087E-003, 1.4130746E-001, 7.4535806E+002, 7.3527160E+002, 8.8446210E+002, 8.4682439E+002, 1.0000000E+000
 1.0001838E+002, 1.0418802E-002, 8.8424912E-002, 1.0603421E-003, 1.9946620E-004, 1.8794819E-001, 3.9069992E-002, 7.0948526E-002, 4.7735723E-003, 2.9954004E-003, 1.6418213E-001, 7.8737418E+002, 7.5713914E+002, 9.4511315E+002, 8.8355832E+002, 1.0000000E+000
 1.1001034E+002, 7.1943220E-003, 8.8396701E-002, 2.2935324E-003, 1.0529167E-003, 1.9155729E-001, 4.3686407E-002, 6.6214775E-002, 7.0164588E-003, 3.8747770E-003, 1.6142802E-001, 7.8149940E+002, 7.6215915E+002, 9.2510580E+002, 8.8163253E+002, 1.0000000E+000
 1.2000000E+002, 3.5703654E-003, 8.8686499E-002, 3.5077038E-003, 6.8345667E-004, 1.9575364E-001, 6.9228823E-002, 5.8786358E-002, 3.5678231E-003, 1.7477706E-003, 1.3638364E-001, 7.7938356E+002, 7.5625693E+002, 8.8596967E+002, 8.6328705E+002, 1.0000000E+000
