s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=20,CO2Rear_FDS_RI=20,CORear_FDS_RI=20,UHRear_FDS_RI=20,H2ORear_FDS_RI=20,O2Front_FDS_RI=20,CO2Front_FDS_RI=20,COFront_FDS_RI=20,UHFront_FDS_RI=20,H2OFront_FDS_RI=20,TRSampA_FDS_RI=20,TRSampBB_FDS_RI=20,TFSampA_FDS_RI=20,TFSampBB_FDS_RI=20,ITER_RI=20
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0001602E+001, 1.2978590E-001, 3.4007036E-002, 1.2505895E-003, 1.7846934E-003, 8.0139343E-002, 9.9303200E-002, 3.9122374E-002, 6.7630744E-003, 2.7161251E-002, 1.0652174E-001, 4.3976738E+002, 2.7524481E+002, 7.0322606E+002, 5.2604436E+002, 7.2438025E-001
 2.0003661E+001, 1.0968935E-002, 7.6350689E-002, 8.9902548E-003, 2.9579594E-002, 1.8726597E-001, 3.5447305E-003, 6.6007616E-002, 1.6312244E-002, 8.6231816E-002, 1.8798284E-001, 7.9583265E+002, 7.4223522E+002, 9.8073538E+002, 9.2911786E+002, 1.0000000E+000
 3.0000863E+001, 4.5696367E-008, 7.3475677E-002, 1.3509285E-002, 5.8011171E-002, 1.9475195E-001, 7.4492343E-003, 6.7078481E-002, 1.4174197E-002, 8.2012610E-002, 1.8378443E-001, 7.4422486E+002, 7.3970010E+002, 1.0252030E+003, 9.4401403E+002, 1.0000000E+000
 4.0000110E+001, 6.4579990E-009, 7.0571900E-002, 1.4495104E-002, 7.6856021E-002, 1.9174149E-001, 1.4761283E-003, 6.4147242E-002, 1.5854471E-002, 1.2140795E-001, 1.8260848E-001, 7.5646257E+002, 7.4411730E+002, 1.0904212E+003, 1.0030418E+003, 1.0000000E+000
 5.0003347E+001, 1.2645508E-009, 6.4977741E-002, 1.6401598E-002, 1.1307216E-001, 1.8596433E-001, 1.3211643E-003, 6.6183306E-002, 1.4419522E-002, 1.1793428E-001, 1.8241954E-001, 7.8488802E+002, 7.7568678E+002, 1.0852824E+003, 1.0114702E+003, 1.0000000E+000
 6.0003717E+001, 2.7691375E-008, 6.2001022E-002, 1.7245908E-002, 1.3440136E-001, 1.8236553E-001, 6.6468707E-003, 6.1878757E-002, 1.5254646E-002, 1.2789118E-001, 1.7624838E-001, 8.0787900E+002, 8.0081944E+002, 1.1295277E+003, 1.0443422E+003, 1.0000000E+000
 7.0003059E+001, 1.8910811E-009, 6.3628546E-002, 1.7499129E-002, 1.1409258E-001, 1.8653749E-001, 2.6689600E-003, 6.3129963E-002, 1.5833958E-002, 1.2671213E-001, 1.8047548E-001, 8.4522195E+002, 8.3968804E+002, 1.1242449E+003, 1.0617585E+003, 1.0000000E+000
 8.0000068E+001, 1.5990703E-009, 6.1893944E-002, 1.7705068E-002, 1.2998196E-001, 1.8355830E-001, 2.2544336E-003, 6.2104117E-002, 1.7031566E-002, 1.2508463E-001, 1.8201364E-001, 8.5649761E+002, 8.5427780E+002, 1.1240809E+003, 1.0576841E+003, 1.0000000E+000
 9.0000077E+001, 2.3973091E-009, 6.3015991E-002, 1.7903103E-002, 1.1569682E-001, 1.8650687E-001, 1.4223699E-004, 5.9421211E-002, 1.8575593E-002, 1.4497128E-001, 1.8109639E-001, 8.7607259E+002, 8.7455970E+002, 1.1840346E+003, 1.1006423E+003, 1.0000000E+000
 1.0000335E+002, 2.1922260E-011, 5.9222993E-002, 1.8717883E-002, 1.4603295E-001, 1.8111620E-001, 2.9276384E-003, 6.3631984E-002, 1.6324547E-002, 1.1421699E-001, 1.8304509E-001, 8.8701295E+002, 8.8679389E+002, 1.1717519E+003, 1.0909264E+003, 1.0000000E+000
 1.1000105E+002, 6.1089019E-008, 6.1746640E-002, 1.7977456E-002, 1.2824765E-001, 1.8409131E-001, 1.3004260E-003, 6.2399738E-002, 1.8214088E-002, 1.1222541E-001, 1.8623615E-001, 9.0423026E+002, 9.0189592E+002, 1.1703023E+003, 1.1058900E+003, 1.0000000E+000
 1.2000000E+002, 3.0117732E-007, 6.3641449E-002, 1.7602024E-002, 1.1270977E-001, 1.8688168E-001, 9.2565707E-004, 5.9795811E-002, 1.8349739E-002, 1.3997490E-001, 1.8121322E-001, 9.1358564E+002, 9.1387815E+002, 1.1869358E+003, 1.1130997E+003, 1.0000000E+000
