s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=20,CO2Rear_FDS_RI=20,CORear_FDS_RI=20,UHRear_FDS_RI=20,H2ORear_FDS_RI=20,O2Front_FDS_RI=20,CO2Front_FDS_RI=20,COFront_FDS_RI=20,UHFront_FDS_RI=20,H2OFront_FDS_RI=20,TRSampA_FDS_RI=20,TRSampBB_FDS_RI=20,TFSampA_FDS_RI=20,TFSampBB_FDS_RI=20,ITER_RI=20
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0002521E+001, 8.9591351E-002, 4.9522402E-002, 3.5174339E-003, 2.8184233E-003, 1.1777705E-001, 9.7984526E-002, 3.8358633E-002, 7.8151428E-003, 2.8855160E-002, 1.0811944E-001, 5.4240254E+002, 3.7676943E+002, 6.7693497E+002, 5.2089249E+002, 7.0454752E-001
 2.0000202E+001, 4.8665316E-003, 7.7201165E-002, 7.9753255E-003, 6.2125041E-002, 1.8565328E-001, 2.0022171E-004, 6.4569778E-002, 1.6781601E-002, 1.1183773E-001, 1.8629445E-001, 7.3963049E+002, 7.3029216E+002, 1.0083464E+003, 9.3171302E+002, 1.0000000E+000
 3.0003969E+001, 1.2692443E-009, 6.9309429E-002, 1.4429516E-002, 9.1027029E-002, 1.8890875E-001, 3.5370200E-003, 6.4234582E-002, 1.4361776E-002, 1.2865012E-001, 1.7827373E-001, 7.3417504E+002, 7.2117489E+002, 1.0340291E+003, 9.6667788E+002, 1.0000000E+000
 4.0003495E+001, 8.9686611E-011, 6.3331522E-002, 1.6221958E-002, 1.3268910E-001, 1.8198032E-001, 7.3879487E-004, 6.1338401E-002, 1.5973403E-002, 1.5327068E-001, 1.7709187E-001, 7.5907820E+002, 7.4748770E+002, 1.0792011E+003, 9.9036062E+002, 1.0000000E+000
 5.0000940E+001, 7.5638075E-010, 6.0278528E-002, 1.7701937E-002, 1.4713738E-001, 1.8018274E-001, 3.0728956E-003, 6.0336240E-002, 1.6345308E-002, 1.4819181E-001, 1.7624814E-001, 7.9131418E+002, 7.8587545E+002, 1.0825398E+003, 1.0184430E+003, 1.0000000E+000
 6.0002583E+001, 9.5873546E-010, 5.8703131E-002, 1.8708152E-002, 1.5165931E-001, 1.8000301E-001, 4.5937666E-004, 6.2772792E-002, 1.7469466E-002, 1.2131512E-001, 1.8468217E-001, 8.2419645E+002, 8.1951034E+002, 1.0892836E+003, 1.0367846E+003, 1.0000000E+000
 7.0002121E+001, 5.3664828E-008, 5.7146800E-002, 1.8974681E-002, 1.6492648E-001, 1.7758210E-001, 2.7853537E-005, 5.4684394E-002, 1.8153699E-002, 2.0081656E-001, 1.6992098E-001, 8.6889243E+002, 8.6203843E+002, 1.1090982E+003, 1.0527982E+003, 1.0000000E+000
 8.0000220E+001, 7.4311661E-011, 5.5383499E-002, 1.9418574E-002, 1.7824182E-001, 1.7527686E-001, 2.1642571E-004, 5.5633712E-002, 1.8295005E-002, 1.8814314E-001, 1.7234260E-001, 8.7780217E+002, 8.7679263E+002, 1.1275510E+003, 1.0727719E+003, 1.0000000E+000
 9.0001111E+001, 3.4585376E-009, 5.3630588E-002, 2.0130961E-002, 1.8819901E-001, 1.7382120E-001, 5.6846826E-004, 5.8861162E-002, 1.7861069E-002, 1.5750377E-001, 1.7774397E-001, 9.0232666E+002, 8.9988238E+002, 1.1534474E+003, 1.0887777E+003, 1.0000000E+000
 1.0000123E+002, 1.0463083E-009, 5.0142194E-002, 1.9990229E-002, 2.2686568E-001, 1.6611879E-001, 2.7743095E-003, 5.7742188E-002, 1.7161942E-002, 1.6723370E-001, 1.7334885E-001, 9.1882539E+002, 9.1747616E+002, 1.1762907E+003, 1.1004906E+003, 1.0000000E+000
 1.1000278E+002, 3.9712555E-009, 5.5080967E-002, 1.9523247E-002, 1.8018140E-001, 1.7496927E-001, 1.8349793E-003, 6.2143393E-002, 1.6691611E-002, 1.3079328E-001, 1.8102966E-001, 9.2726696E+002, 9.2788967E+002, 1.1552927E+003, 1.0946295E+003, 1.0000000E+000
 1.2000000E+002, 6.2341776E-011, 5.2945971E-002, 1.8985299E-002, 2.0931183E-001, 1.6886195E-001, 1.1391265E-003, 5.9296996E-002, 1.8524260E-002, 1.4212519E-001, 1.8072096E-001, 9.3672629E+002, 9.3633397E+002, 1.1367910E+003, 1.0958887E+003, 1.0000000E+000
