s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=5,CO2Rear_FDS_RI=5,CORear_FDS_RI=5,UHRear_FDS_RI=5,H2ORear_FDS_RI=5,O2Front_FDS_RI=5,CO2Front_FDS_RI=5,COFront_FDS_RI=5,UHFront_FDS_RI=5,H2OFront_FDS_RI=5,TRSampA_FDS_RI=5,TRSampBB_FDS_RI=5,TFSampA_FDS_RI=5,TFSampBB_FDS_RI=5,ITER_RI=5
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0010649E+001, 1.9908406E-001, 4.2236661E-003, 1.9448140E-007, 1.7938088E-007, 1.7123691E-002, 1.9435766E-001, 6.3631746E-003, 7.2714252E-007, 8.1418691E-007, 2.1385648E-002, 9.2534159E+001, 5.2248178E+001, 1.5599188E+002, 1.0932045E+002, 6.7236750E-001
 2.0003421E+001, 1.8059192E-001, 1.2597286E-002, 9.5387024E-008, 7.0942147E-008, 3.3797681E-002, 1.7514501E-001, 1.5062320E-002, 1.2446772E-006, 1.0675811E-006, 3.8709685E-002, 2.9688996E+002, 2.1836505E+002, 2.6789513E+002, 2.1981045E+002, 1.0000000E+000
 3.0022920E+001, 1.5613418E-001, 2.3671547E-002, 5.6077013E-007, 2.6538454E-007, 5.5851101E-002, 1.6045845E-001, 2.1713397E-002, 5.9369895E-007, 4.7404903E-007, 5.1951957E-002, 4.1054741E+002, 3.5864921E+002, 3.7182411E+002, 3.2139950E+002, 1.0000000E+000
 4.0024116E+001, 1.4705875E-001, 2.7780836E-002, 7.1537110E-007, 4.4501391E-007, 6.4034336E-002, 1.5468589E-001, 2.4326365E-002, 1.3682639E-006, 9.4849450E-007, 5.7157430E-002, 4.5877519E+002, 4.1549428E+002, 4.1957583E+002, 3.8010313E+002, 1.0000000E+000
 5.0024952E+001, 1.4948266E-001, 2.6683758E-002, 2.8139305E-007, 3.6725919E-007, 6.1848447E-002, 1.5085024E-001, 2.6063106E-002, 1.4558789E-006, 9.1184918E-007, 6.0616042E-002, 4.2734919E+002, 4.0630248E+002, 4.3409087E+002, 4.0404607E+002, 1.0000000E+000
 6.0007965E+001, 1.4614667E-001, 2.8194614E-002, 6.7540729E-008, 5.3664794E-008, 6.4856361E-002, 1.5234503E-001, 2.5386039E-002, 1.6129658E-006, 1.1555851E-006, 5.9268275E-002, 4.4070683E+002, 4.0497055E+002, 4.1784089E+002, 4.0069154E+002, 1.0000000E+000
 7.0007699E+001, 1.4295322E-001, 2.9640479E-002, 2.0992541E-007, 1.5211354E-007, 6.7735917E-002, 1.5482199E-001, 2.4265779E-002, 5.0107572E-007, 3.7497050E-007, 5.7034210E-002, 4.4759673E+002, 4.1947756E+002, 4.1179364E+002, 3.9109352E+002, 1.0000000E+000
 8.0001500E+001, 1.4400695E-001, 2.9163467E-002, 1.0221765E-007, 6.3631443E-008, 6.6785729E-002, 1.5620544E-001, 2.3638570E-002, 1.1266317E-006, 9.0627701E-007, 5.5787114E-002, 4.4228886E+002, 4.1479499E+002, 4.0989403E+002, 3.8876482E+002, 1.0000000E+000
 9.0018677E+001, 1.3913565E-001, 3.1369275E-002, 9.0180104E-008, 6.8086647E-008, 7.1178091E-002, 1.5375478E-001, 2.4747420E-002, 1.8230317E-006, 1.4205781E-006, 5.7997223E-002, 4.5490759E+002, 4.2357429E+002, 4.1308556E+002, 3.9703005E+002, 1.0000000E+000
 1.0000438E+002, 1.3742583E-001, 3.2143501E-002, 9.6034550E-008, 5.3527436E-008, 7.2719815E-002, 1.5421285E-001, 2.4539966E-002, 1.8935098E-006, 9.1617050E-007, 5.7584337E-002, 4.5304215E+002, 4.2481219E+002, 4.0558448E+002, 3.8782954E+002, 1.0000000E+000
 1.1000277E+002, 1.3665136E-001, 3.2494146E-002, 1.3161255E-007, 9.6577421E-008, 7.3418155E-002, 1.5942577E-001, 2.2180480E-002, 1.0310437E-006, 8.2605850E-007, 5.2883353E-002, 4.5226070E+002, 4.2912844E+002, 3.8609065E+002, 3.7714838E+002, 1.0000000E+000
 1.2000000E+002, 1.4002860E-001, 3.0964644E-002, 3.2782995E-007, 2.4417534E-007, 7.0373060E-002, 1.5266962E-001, 2.5239640E-002, 1.1201913E-006, 9.8950922E-007, 5.8975285E-002, 4.6542851E+002, 4.3270643E+002, 4.2640870E+002, 3.9910627E+002, 1.0000000E+000
