s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,O2Rear_FDS_RI=5,CO2Rear_FDS_RI=5,CORear_FDS_RI=5,UHRear_FDS_RI=5,H2ORear_FDS_RI=5,O2Front_FDS_RI=5,CO2Front_FDS_RI=5,COFront_FDS_RI=5,UHFront_FDS_RI=5,H2OFront_FDS_RI=5,TRSampA_FDS_RI=5,TRSampBB_FDS_RI=5,TFSampA_FDS_RI=5,TFSampBB_FDS_RI=5,ITER_RI=5
 0.0000000E+000, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0755882E-001, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 0.0000000E+000
 1.0007725E+001, 1.1914054E-001, 3.8773129E-002, 1.4032515E-003, 5.1313881E-004, 9.0095743E-002, 8.3731942E-002, 3.7351485E-002, 1.5021567E-002, 2.0742230E-002, 1.2764691E-001, 4.9680672E+002, 3.1545572E+002, 7.2649070E+002, 5.2931406E+002, 7.3161182E-001
 2.0018029E+001, 7.0726004E-003, 7.0234320E-002, 1.4528937E-002, 4.6088276E-002, 1.9143810E-001, 7.1918058E-003, 5.6160829E-002, 2.3308204E-002, 8.8446958E-002, 1.8919126E-001, 8.0968412E+002, 7.7076106E+002, 1.0331632E+003, 9.5913906E+002, 1.0000000E+000
 3.0002111E+001, 6.2093404E-004, 7.6585655E-002, 1.2497384E-002, 3.4317890E-002, 1.9813757E-001, 1.4695116E-002, 6.0079790E-002, 1.8299961E-002, 7.1499491E-002, 1.8222705E-001, 7.7043095E+002, 7.4695692E+002, 1.0196100E+003, 9.5285443E+002, 1.0000000E+000
 4.0003954E+001, 6.0316997E-006, 6.6493736E-002, 1.8932414E-002, 6.6365493E-002, 1.9692737E-001, 7.6439856E-003, 6.2451011E-002, 1.9886882E-002, 6.1009795E-002, 1.9176642E-001, 7.8471793E+002, 7.7593103E+002, 1.0804200E+003, 1.0152091E+003, 1.0000000E+000
 5.0007739E+001, 3.4775402E-006, 6.4813806E-002, 1.9911236E-002, 7.2338718E-002, 1.9644525E-001, 4.2557287E-003, 5.7622623E-002, 2.1619696E-002, 1.0746990E-001, 1.8690762E-001, 8.1991405E+002, 8.0837842E+002, 1.1180443E+003, 1.0419078E+003, 1.0000000E+000
 6.0006372E+001, 3.7076848E-006, 6.3793275E-002, 2.1138273E-002, 6.8308849E-002, 1.9810258E-001, 1.0255177E-003, 5.0653091E-002, 2.6483741E-002, 1.3798349E-001, 1.8724962E-001, 8.3747042E+002, 8.3571766E+002, 1.0846670E+003, 1.0358849E+003, 1.0000000E+000
 7.0001014E+001, 4.6251483E-006, 6.2061452E-002, 2.1962372E-002, 7.6686870E-002, 1.9703537E-001, 3.5332690E-003, 5.4246854E-002, 2.3271378E-002, 1.2672793E-001, 1.8493678E-001, 8.6118547E+002, 8.5631914E+002, 1.1236781E+003, 1.0699396E+003, 1.0000000E+000
 8.0010733E+001, 3.8797183E-006, 5.8894338E-002, 2.3294292E-002, 9.4138967E-002, 1.9454343E-001, 3.1843482E-003, 5.5031778E-002, 2.2319893E-002, 1.3159429E-001, 1.8362366E-001, 8.9146275E+002, 8.8646534E+002, 1.1365092E+003, 1.0793607E+003, 1.0000000E+000
 9.0006559E+001, 4.8584818E-006, 5.6941472E-002, 2.4902311E-002, 9.5376364E-002, 1.9543297E-001, 9.3575632E-004, 4.5954182E-002, 2.7470384E-002, 1.7627076E-001, 1.8049760E-001, 9.2086780E+002, 9.1659988E+002, 1.1204872E+003, 1.0863557E+003, 1.0000000E+000
 1.0000218E+002, 1.0331867E-006, 5.6317659E-002, 2.5216991E-002, 9.8198383E-002, 1.9510338E-001, 1.5651154E-003, 4.9333303E-002, 2.6516783E-002, 1.4897967E-001, 1.8462414E-001, 9.2889240E+002, 9.2767087E+002, 1.2036289E+003, 1.1276148E+003, 1.0000000E+000
 1.1000824E+002, 7.2922293E-007, 5.5738131E-002, 2.5636740E-002, 9.9263298E-002, 1.9519019E-001, 6.7798774E-003, 5.4832231E-002, 2.2048376E-002, 1.1974112E-001, 1.8252094E-001, 9.4922774E+002, 9.4711601E+002, 1.1917674E+003, 1.1267110E+003, 1.0000000E+000
 1.2000000E+002, 5.4055399E-008, 5.2811014E-002, 2.5604601E-002, 1.3067212E-001, 1.8899209E-001, 1.8898387E-003, 5.1112966E-002, 2.6388731E-002, 1.3011259E-001, 1.8795098E-001, 9.6304593E+002, 9.6261435E+002, 1.1854461E+003, 1.1275433E+003, 1.0000000E+000
