s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,"MSF at balc","MSF@0HOR","MSF@0.3HOR","MSF@0.5HOR","MSF@0.73HOR","MSF@0.95HOR"
 0.000E+00, 8.833E-04,-4.230E-06,-3.546E-06, 4.847E-05, 1.235E-05, 1.274E-05
 2.001E+01, 4.422E-02, 7.223E-02, 1.358E-01, 1.763E-01, 2.192E-01, 2.594E-01
 4.000E+01, 5.228E-02, 9.128E-02, 1.807E-01, 2.408E-01, 3.087E-01, 3.751E-01
 6.000E+01, 5.167E-02, 9.267E-02, 1.842E-01, 2.462E-01, 3.159E-01, 3.811E-01
 8.001E+01, 5.268E-02, 9.339E-02, 1.878E-01, 2.516E-01, 3.230E-01, 3.928E-01
 1.000E+02, 5.255E-02, 9.297E-02, 1.883E-01, 2.519E-01, 3.231E-01, 3.921E-01
