s,,,,,,,
Time,O2 EXHAUST,CO2 EXHAUST,H2O EXHAUST,CO EXHAUST,FUEL EXHAUST,SOOT EXHAUST,TEMP EXHAUST
 0.0000000E+000, 2.3099739E-001, 5.9146498E-004, 5.9412092E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001
 1.0046902E+000, 2.3099739E-001, 5.9146498E-004, 5.9412092E-003, 5.3442620E-031, 5.9620095E-030, 1.6005249E-031, 2.0579071E+001
 2.0010164E+000, 2.2272369E-001, 8.1431930E-003, 9.1226184E-003, 4.4625035E-005, 2.7671529E-004, 5.5072961E-005, 1.0034879E+002
 3.0031726E+000, 2.1738064E-001, 1.3048144E-002, 1.1185307E-002, 6.9139261E-005, 3.5001569E-004, 8.9884768E-005, 1.5101543E+002
 4.0044521E+000, 2.1159837E-001, 1.8350059E-002, 1.3418557E-002, 9.9457133E-005, 4.3581019E-004, 1.2833292E-004, 2.0163869E+002
 5.0007506E+000, 2.0515804E-001, 2.4261575E-002, 1.5908159E-002, 1.3266853E-004, 5.0578072E-004, 1.7107465E-004, 2.5492487E+002
 6.0028615E+000, 1.9730814E-001, 3.1552453E-002, 1.8937473E-002, 1.2982735E-004, 4.5120742E-004, 2.1439772E-004, 3.1272917E+002
 7.0012042E+000, 1.9221924E-001, 3.6277073E-002, 2.0902742E-002, 1.3027022E-004, 4.1096112E-004, 2.4296154E-004, 3.4671627E+002
 8.0017708E+000, 1.8292939E-001, 4.4954543E-002, 2.4490845E-002, 1.0812016E-004, 2.2942739E-004, 2.9049942E-004, 3.9735766E+002
 9.0040792E+000, 1.7606922E-001, 5.1349067E-002, 2.7139489E-002, 9.6716636E-005, 1.2832373E-004, 3.2658541E-004, 4.2555528E+002
 1.0004131E+001, 1.6539647E-001, 6.1273051E-002, 3.1258814E-002, 8.8490555E-005, 2.7656467E-005, 3.8462001E-004, 4.5845921E+002
 1.1000853E+001, 1.6079895E-001, 6.5539204E-002, 3.3033086E-002, 8.8657263E-005, 3.2255863E-006, 4.1036211E-004, 4.7581328E+002
 1.2008540E+001, 1.5273420E-001, 7.3002382E-002, 3.6145544E-002, 9.8112282E-005, 2.1342654E-007, 4.5735993E-004, 4.8603608E+002
 1.3003324E+001, 1.4313740E-001, 8.1881658E-002, 3.9849265E-002, 1.1010216E-004, 6.1587481E-008, 5.1343419E-004, 5.0484536E+002
